tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_current_retry_count,nodes_max_retry_count,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_avg_busy_ratio,nodes_avg_collision_ratio,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
0,2026-01-17T13:38:21.734500,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.03,0.03,0.03,0.0,0.0,100,0,0,0,0,0,0,0,0,0,0,0.0,0,0
10000,2026-01-17T13:38:25.019856,740,123,545,194,296,0.3755382395382395,9.371e-05,0.24131985171691053,1.23,4.22,5.45,1.7,5.7,7.4,0.46,1.48,1.94,0.3755382395382395,93.71,9.371e-07,2.96,0.0,0.0,0.24131985171691053,123,422,545,194,9371,1.59,4,0.012214380641230023,0.00999837585282919,0.02698202417072639,0.9856,0.9383877268959209,0,12,82,0,0,0,2,0,4,0,0,48.43,129,58
20000,2026-01-17T13:38:27.933662,1421,243,1065,355,545,0.3735714050893567,0.00018765,0.24347873751830715,2.43,8.22,10.65,3.21,11.0,14.21,0.77,2.78,3.55,0.3735714050893567,187.65,1.8765000000000002e-06,5.45,0.0,0.0,0.24347873751830715,243,822,1065,355,18765,1.57,4,0.010718104241713579,0.00999837585282919,0.022728689554720807,0.9869,0.9326747542431506,0,11,80,0,1,0,4,0,4,0,0,58.1,113,77
30000,2026-01-17T13:38:31.620022,2083,369,1581,501,761,0.3561095504360993,0.00028223,0.24346310939817248,3.69,12.12,15.81,4.83,16.0,20.83,1.13,3.88,5.01,0.3561095504360993,282.23,2.8223e-06,7.61,0.0,0.0,0.24346310939817248,369,1212,1581,501,28223,1.73,4,0.01032373021653845,0.00999837585282919,0.01890794053932033,0.985,0.9279423114166748,1,13,81,0,0,0,2,0,3,0,0,50.89,117,63
40000,2026-01-17T13:38:34.330536,2761,491,2107,654,993,0.35041419808511604,0.00037667,0.244471970558031,4.91,16.16,21.07,6.39,21.22,27.61,1.48,5.06,6.54,0.35041419808511604,376.67,3.7667000000000003e-06,9.93,0.0,0.0,0.244471970558031,491,1616,2107,654,37667,1.77,4,0.010151106252332726,0.00999837585282919,0.016314349874037008,0.9867999999999999,0.9267682681581145,0,9,82,1,1,0,2,0,5,0,0,78.84,181,84
50000,2026-01-17T13:38:36.592809,3432,614,2624,808,1227,0.34211324176369173,0.0004708,0.24191738744900715,6.14,20.1,26.24,8.02,26.3,34.32,1.88,6.2,8.08,0.34211324176369173,470.8,4.708e-06,12.27,0.0,0.0,0.24191738744900715,614,2010,2624,808,47080,1.6,4,0.010101643884277797,0.00999837585282919,0.014260756223494651,0.9795,0.9246598094042483,0,8,88,0,1,0,0,1,2,0,0,31.69,124,36
60000,2026-01-17T13:38:38.744767,4087,733,3130,956,1447,0.3430795361690334,0.00056514,0.24448741514315817,7.33,23.97,31.3,9.53,31.34,40.87,2.19,7.37,9.56,0.3430795361690334,565.14,5.6514e-06,14.47,0.0,0.0,0.24448741514315817,733,2397,3130,956,56514,1.66,4,0.01004798718479452,0.00999837585282919,0.012478136820309429,0.9792000000000001,0.9240115054345904,1,6,83,0,1,0,6,0,3,0,0,89.49,167,79
70000,2026-01-17T13:38:40.936614,4733,860,3630,1102,1654,0.3435302509580643,0.00065976,0.24623769536592055,8.6,27.7,36.3,11.08,36.25,47.33,2.47,8.55,11.02,0.3435302509580643,659.76,6.5976e-06,16.54,0.0,0.0,0.24623769536592055,860,2770,3630,1102,65976,1.58,4,0.010007466417636966,0.00999837585282919,0.010907432333606812,0.9858,0.9239962978076371,0,8,84,0,0,0,3,0,5,0,0,47.45,164,62
80000,2026-01-17T13:38:43.081720,5390,988,4139,1251,1864,0.3413422698111866,0.00075418,0.2465045335858945,9.88,31.51,41.39,12.62,41.28,53.9,2.74,9.77,12.51,0.3413422698111866,754.18,7.5418e-06,18.64,0.0,0.0,0.2465045335858945,988,3151,4139,1251,75418,1.9,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9837,0.9240935405239676,0,2,88,0,1,0,4,1,4,0,0,65.52,123,69
90000,2026-01-17T13:38:45.207537,6012,1108,4612,1400,2069,0.3455960760218669,0.00084921,0.24892946313012002,11.08,35.04,46.12,14.07,46.05,60.12,2.99,11.01,14.0,0.3455960760218669,849.21,8.4921e-06,20.69,0.0,0.0,0.24892946313012002,1108,3504,4612,1400,84921,1.62,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9845999999999999,0.9241706789670091,0,3,84,0,1,1,6,0,5,0,0,98.54,175,75
100000,2026-01-17T13:38:47.415835,6672,1232,5128,1543,2281,0.34423309666057167,0.00094329,0.24839353073716455,12.32,38.96,51.28,15.7,51.02,66.72,3.37,12.06,15.43,0.34423309666057167,943.29,9.432899999999999e-06,22.81,0.0,0.0,0.24839353073716455,1232,3896,5128,1543,94329,1.64,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9840000000000001,0.9233896089966288,0,10,80,0,0,0,4,0,6,0,0,85.43,164,83
110000,2026-01-17T13:38:49.838836,7294,1361,5610,1683,2473,0.34710331019129836,0.00103782,0.2491825234229799,13.61,42.49,56.1,17.15,55.79,72.94,3.53,13.3,16.83,0.34710331019129836,1037.82,1.03782e-05,24.73,0.0,0.0,0.2491825234229799,1361,4249,5610,1683,103782,1.83,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9862000000000001,0.9258916366377167,0,13,83,0,1,0,1,0,2,0,0,39.75,121,47
120000,2026-01-17T13:38:52.019205,8011,1488,6151,1859,2741,0.3512716961167471,0.00113261,0.25101078502897634,14.88,46.63,61.51,18.74,61.37,80.11,3.85,14.74,18.59,0.3512716961167471,1132.61,1.13261e-05,27.41,0.0,0.0,0.25101078502897634,1488,4663,6151,1859,113261,1.57,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9849,0.9241143675906397,1,12,81,0,0,0,1,0,5,0,0,80.32,171,68
130000,2026-01-17T13:38:54.140898,8722,1615,6686,2035,3010,0.3519863824119509,0.00122618,0.25177232736113764,16.15,50.71,66.86,20.33,66.89,87.22,4.17,16.18,20.35,0.3519863824119509,1226.18,1.2261799999999998e-05,30.1,0.0,0.0,0.25177232736113764,1615,5071,6686,2035,122618,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9861,0.9213004092386591,0,13,81,0,0,0,2,0,4,0,0,29.66,87,50
140000,2026-01-17T13:38:56.352293,9364,1747,7185,2178,3205,0.35247443487806135,0.00132153,0.25208194792353256,17.47,54.38,71.85,21.85,71.79,93.64,4.37,17.41,21.78,0.35247443487806135,1321.53,1.32153e-05,32.05,0.0,0.0,0.25208194792353256,1747,5438,7185,2178,132153,1.61,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9881,0.9201390992832592,0,3,92,0,0,0,1,0,4,0,0,67.66,172,60
150000,2026-01-17T13:38:58.578334,9977,1869,7661,2315,3397,0.3528533642140593,0.00141582,0.25237870920534666,18.69,57.92,76.61,23.24,76.53,99.77,4.54,18.61,23.15,0.3528533642140593,1415.82,1.41582e-05,33.97,0.0,0.0,0.25237870920534666,1869,5792,7661,2315,141582,1.68,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9833,0.9247770480644665,0,2,92,0,0,0,1,0,5,0,0,53.61,116,63
160000,2026-01-17T13:39:00.758890,10630,1994,8163,2466,3622,0.3514749838897873,0.00151064,0.25212008576407346,19.94,61.69,81.63,24.74,81.56,106.3,4.79,19.87,24.66,0.3514749838897873,1510.64,1.51064e-05,36.22,0.0,0.0,0.25212008576407346,1994,6169,8163,2466,151064,1.66,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9837,0.9249331970754143,0,5,91,0,0,0,1,0,3,0,0,48.19,137,53
170000,2026-01-17T13:39:02.947969,11333,2121,8709,2623,3862,0.34837129110038956,0.00160483,0.2508811796419125,21.21,65.88,87.09,26.35,86.98,113.33,5.13,21.1,26.23,0.34837129110038956,1604.83,1.60483e-05,38.62,0.0,0.0,0.2508811796419125,2121,6588,8709,2623,160483,1.94,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9833,0.9258119898803612,0,6,85,0,1,0,4,0,4,0,0,81.2,140,84
180000,2026-01-17T13:39:05.149413,12037,2244,9244,2792,4123,0.34884978988844695,0.00169885,0.25124267573494236,22.44,70.0,92.44,27.98,92.39,120.37,5.53,22.39,27.92,0.34884978988844695,1698.85,1.6988500000000002e-05,41.23,0.0,0.0,0.25124267573494236,2244,7000,9244,2792,169885,1.61,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9887,0.9244481248588117,0,9,83,0,0,0,4,0,4,0,0,39.78,114,65
190000,2026-01-17T13:39:07.610404,12731,2378,9764,2966,4368,0.35115326714076983,0.00179395,0.2524481720929823,23.78,73.86,97.64,29.53,97.78,127.31,5.74,23.92,29.66,0.35115326714076983,1793.95,1.79395e-05,43.68,0.0,0.0,0.2524481720929823,2378,7386,9764,2966,179395,1.82,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9783,0.9244511365675472,0,3,86,0,4,0,5,0,2,0,0,112.97,165,76
200000,2026-01-17T13:39:09.937289,13374,2501,10263,3110,4586,0.349554132990814,0.00188769,0.25178006317049006,25.01,77.62,102.63,31.04,102.7,133.74,6.02,25.08,31.1,0.349554132990814,1887.69,1.88769e-05,45.86,0.0,0.0,0.25178006317049006,2501,7762,10263,3110,188769,1.83,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9852,0.9251838773167131,0,9,88,0,0,0,1,0,2,0,0,25.18,75,44
210000,2026-01-17T13:39:12.149531,14070,2629,10798,3271,4821,0.349149848928082,0.00198258,0.2518759084873976,26.29,81.69,107.98,32.67,108.03,140.7,6.37,26.34,32.71,0.349149848928082,1982.58,1.98258e-05,48.21,0.0,0.0,0.2518759084873976,2629,8169,10798,3271,198258,1.47,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9823000000000001,0.928454248116409,0,13,77,0,1,0,4,0,5,0,0,77.45,162,87
220000,2026-01-17T13:39:14.507470,14701,2750,11281,3419,5036,0.34933866907589467,0.00207767,0.2519252268930173,27.5,85.31,112.81,34.17,112.84,147.01,6.66,27.53,34.19,0.34933866907589467,2077.67,2.07767e-05,50.36,0.0,0.0,0.2519252268930173,2750,8531,11281,3419,207767,1.89,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9872,0.928418394831544,0,3,92,0,0,0,1,0,4,0,0,45.77,173,64
230000,2026-01-17T13:39:16.790870,15430,2874,11835,3594,5312,0.3506032419959057,0.00217169,0.2523583924199177,28.74,89.61,118.35,35.8,118.5,154.3,7.06,28.88,35.94,0.3506032419959057,2171.69,2.17169e-05,53.12,0.0,0.0,0.2523583924199177,2874,8961,11835,3594,217169,1.68,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9841,0.9276671973818651,1,5,85,0,2,0,3,0,4,0,0,117.87,178,82
240000,2026-01-17T13:39:18.964903,16107,2997,12345,3761,5563,0.350258498535533,0.00226607,0.25235389872755304,29.97,93.48,123.45,37.34,123.73,161.07,7.36,30.25,37.61,0.350258498535533,2266.07,2.2660699999999998e-05,55.63,0.0,0.0,0.25235389872755304,2997,9348,12345,3761,226607,1.84,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9851000000000001,0.9265463267355919,0,4,88,0,1,0,2,0,5,0,0,92.2,141,91
250000,2026-01-17T13:39:21.165195,16789,3119,12861,3928,5818,0.35157978790161853,0.00236081,0.25288734937771784,31.19,97.42,128.61,38.92,128.97,167.89,7.73,31.55,39.28,0.35157978790161853,2360.81,2.3608100000000002e-05,58.18,0.0,0.0,0.25288734937771784,3119,9742,12861,3928,236081,1.79,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9856999999999999,0.9267950572682695,0,4,91,1,1,0,0,0,3,0,0,73.75,180,58
260000,2026-01-17T13:39:23.431275,17517,3244,13410,4107,6091,0.35199536409836346,0.00245497,0.2531325784581136,32.44,101.66,134.1,40.64,134.53,175.17,8.2,32.87,41.07,0.35199536409836346,2454.97,2.45497e-05,60.91,0.0,0.0,0.2531325784581136,3244,10166,13410,4107,245497,1.58,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9811,0.9263780207995869,2,3,88,1,1,0,2,0,3,0,0,75.26,181,55
270000,2026-01-17T13:39:25.720537,18252,3363,13958,4293,6394,0.35377815474518665,0.00254873,0.2541430180674301,33.63,105.95,139.58,42.24,140.28,182.52,8.6,34.33,42.93,0.35377815474518665,2548.73,2.54873e-05,63.94,0.0,0.0,0.2541430180674301,3363,10595,13958,4293,254873,1.63,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9863,0.9273859462555339,0,7,86,0,2,0,3,0,2,0,0,62.09,134,60
280000,2026-01-17T13:39:28.054177,18960,3496,14506,4454,6634,0.3528564372011224,0.00264331,0.25372083702840986,34.96,110.1,145.06,43.86,145.74,189.6,8.9,35.64,44.54,0.3528564372011224,2643.31,2.64331e-05,66.34,0.0,0.0,0.25372083702840986,3496,11010,14506,4454,264331,1.59,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9802,0.9304194700036805,1,6,85,1,2,0,2,0,3,0,0,93.04,181,78
290000,2026-01-17T13:39:30.298306,19650,3611,15023,4626,6908,0.35355460504386066,0.00273674,0.25422045669210785,36.11,114.12,150.23,45.43,151.07,196.5,9.31,36.95,46.26,0.35355460504386066,2736.74,2.73674e-05,69.08,0.0,0.0,0.25422045669210785,3611,11412,15023,4626,273674,1.89,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9856999999999999,0.9317171244133269,1,10,81,0,2,0,3,0,3,0,0,53.21,92,81
300000,2026-01-17T13:39:32.467705,20352,3738,15559,4792,7164,0.3539091922575205,0.00283185,0.2542669685334122,37.38,118.21,155.59,47.0,156.52,203.52,9.62,38.3,47.92,0.3539091922575205,2831.85,2.83185e-05,71.64,0.0,0.0,0.2542669685334122,3738,11821,15559,4792,283185,1.82,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9858,0.9329503679018676,1,5,87,0,1,0,4,0,2,0,0,54.2,176,93
310000,2026-01-17T13:39:34.767036,21009,3863,16056,4952,7393,0.35405874890437083,0.00292665,0.2543990931332378,38.63,121.93,160.56,48.54,161.55,210.09,9.9,39.62,49.52,0.35405874890437083,2926.65,2.92665e-05,73.93,0.0,0.0,0.2543990931332378,3863,12193,16056,4952,292665,1.91,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9865,0.9332762028116541,0,5,88,0,0,0,2,0,5,0,0,81.7,172,76
320000,2026-01-17T13:39:37.163831,21653,3981,16550,5102,7619,0.353645126919822,0.0030207,0.2541775572357211,39.81,125.69,165.5,50.02,166.51,216.53,10.2,40.82,51.02,0.353645126919822,3020.7,3.0206999999999997e-05,76.19,0.0,0.0,0.2541775572357211,3981,12569,16550,5102,302070,1.71,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9856999999999999,0.9345169609536604,0,12,82,0,1,0,2,0,3,0,0,37.17,99,56
330000,2026-01-17T13:39:39.374960,22312,4096,17051,5260,7862,0.3537718194377932,0.00311502,0.2542883988279005,40.96,129.55,170.51,51.51,171.61,223.12,10.54,42.06,52.6,0.3537718194377932,3115.02,3.11502e-05,78.62,0.0,0.0,0.2542883988279005,4096,12955,17051,5260,311502,1.75,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9817,0.9357246237889094,0,11,78,0,0,0,5,0,6,0,0,63.43,132,71
340000,2026-01-17T13:39:41.759286,23019,4221,17581,5437,8138,0.3547411908966349,0.00320943,0.2548315378685667,42.21,133.6,175.81,53.1,177.09,230.19,10.88,43.49,54.37,0.3547411908966349,3209.43,3.20943e-05,81.38,0.0,0.0,0.2548315378685667,4221,13360,17581,5437,320943,1.78,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9848,0.933050112253338,0,9,86,0,0,0,2,0,3,0,0,58.06,132,67
350000,2026-01-17T13:39:44.109116,23729,4344,18116,5613,8412,0.3547163880776971,0.00330403,0.2549643162920638,43.44,137.72,181.16,54.71,182.58,237.29,11.27,44.86,56.13,0.3547163880776971,3304.03,3.3040299999999996e-05,84.12,0.0,0.0,0.2549643162920638,4344,13772,18116,5613,330403,1.91,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.988,0.9312571265156714,0,7,87,0,0,1,1,0,4,0,0,56.68,175,63
360000,2026-01-17T13:39:46.437640,24405,4465,18624,5780,8664,0.35457175018577913,0.00339832,0.25500561210897726,44.65,141.59,186.24,56.28,187.77,244.05,11.62,46.18,57.8,0.35457175018577913,3398.32,3.39832e-05,86.64,0.0,0.0,0.25500561210897726,4465,14159,18624,5780,339832,1.77,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9848,0.9310916666666667,0,9,84,0,0,0,2,0,5,0,0,73.31,142,79
370000,2026-01-17T13:39:48.713533,25152,4583,19177,5974,8983,0.3548236285019747,0.00349231,0.25527717890613993,45.83,145.94,191.77,57.88,193.64,251.52,12.04,47.7,59.74,0.3548236285019747,3492.31,3.4923100000000004e-05,89.83,0.0,0.0,0.25527717890613993,4583,14594,19177,5974,349231,2.02,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9799,0.9298979797979798,0,2,90,0,2,0,3,0,3,0,0,63.59,137,66
380000,2026-01-17T13:39:50.937515,25811,4705,19676,6134,9223,0.3549230255125186,0.00358643,0.25533746801034846,47.05,149.71,196.76,59.41,198.7,258.11,12.35,48.99,61.34,0.3549230255125186,3586.43,3.58643e-05,92.23,0.0,0.0,0.25533746801034846,4705,14971,19676,6134,358643,1.56,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9815999999999999,0.9297,0,8,88,0,1,0,1,0,2,0,0,26.86,83,71
390000,2026-01-17T13:39:53.133751,26530,4830,20216,6313,9496,0.35465039319207553,0.00368121,0.2553142716905745,48.3,153.86,202.16,61.06,204.24,265.3,12.75,50.38,63.13,0.35465039319207553,3681.21,3.68121e-05,94.96,0.0,0.0,0.2553142716905745,4830,15386,20216,6313,368121,1.87,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9840000000000001,0.9301999999999999,0,12,81,0,0,0,4,0,3,0,0,49.59,139,68
400000,2026-01-17T13:39:55.400946,27177,4946,20702,6474,9739,0.3540647574632546,0.0037762,0.25512644220479375,49.46,157.56,207.02,62.49,209.28,271.77,13.02,51.72,64.74,0.3540647574632546,3776.2,3.7762e-05,97.39,0.0,0.0,0.25512644220479375,4946,15756,20702,6474,377620,1.42,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9864,0.9339,0,7,83,0,1,0,3,0,6,0,0,67.57,155,68
410000,2026-01-17T13:39:57.601448,27873,5065,21223,6649,10012,0.35438866580116984,0.00387049,0.25528852042411815,50.65,161.58,212.23,64.06,214.67,278.73,13.4,53.09,66.49,0.35438866580116984,3870.49,3.8704899999999996e-05,100.12,0.0,0.0,0.25528852042411815,5065,16158,21223,6649,387049,1.52,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9898,0.9323999999999999,0,8,84,0,1,0,3,0,4,0,0,49.09,128,48
420000,2026-01-17T13:39:59.783153,28611,5191,21780,6830,10298,0.35372977044385656,0.00396489,0.2551909343475337,51.91,165.89,217.8,65.73,220.38,286.11,13.82,54.48,68.3,0.35372977044385656,3964.89,3.9648900000000006e-05,102.98,0.0,0.0,0.2551909343475337,5191,16589,21780,6830,396489,1.62,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.985,0.9311,0,2,91,0,1,0,3,0,3,0,0,73.93,179,71
430000,2026-01-17T13:40:02.119792,29302,5320,22308,6993,10544,0.3538193508398432,0.0040585,0.25519778135016585,53.2,169.88,223.08,67.3,225.72,293.02,14.09,55.84,69.93,0.3538193508398432,4058.5,4.0585e-05,105.44,0.0,0.0,0.25519778135016585,5320,16988,22308,6993,405850,1.66,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9889,0.9347,0,9,86,0,0,0,2,0,3,0,0,34.5,94,54
440000,2026-01-17T13:40:04.336496,30015,5445,22837,7177,10821,0.35476389024148697,0.00415369,0.25570491124820866,54.45,173.92,228.37,68.89,231.26,300.15,14.44,57.33,71.77,0.35476389024148697,4153.69,4.15369e-05,108.21,0.0,0.0,0.25570491124820866,5445,17392,22837,7177,415369,1.69,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9867,0.9323,1,4,89,0,1,0,2,0,3,0,0,25.25,120,33
450000,2026-01-17T13:40:06.565676,30686,5568,23339,7346,11068,0.35533584387108197,0.00424817,0.2560291132863582,55.68,177.71,233.39,70.44,236.42,306.86,14.75,58.71,73.46,0.35533584387108197,4248.17,4.24817e-05,110.68,0.0,0.0,0.2560291132863582,5568,17771,23339,7346,424817,1.79,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9867999999999999,0.9326000000000001,0,5,89,0,0,0,2,0,4,0,0,50.99,139,70
460000,2026-01-17T13:40:08.763054,31394,5690,23871,7522,11346,0.3553524948545389,0.00434213,0.2560997316051138,56.9,181.81,238.71,71.98,241.96,313.94,15.07,60.15,75.22,0.3553524948545389,4342.13,4.34213e-05,113.46,0.0,0.0,0.2560997316051138,5690,18181,23871,7522,434213,1.6,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9841,0.9329,0,5,89,0,1,0,2,0,3,0,0,53.88,107,75
470000,2026-01-17T13:40:10.982495,32103,5811,24406,7696,11612,0.35551163018842513,0.00443687,0.2562054296799192,58.11,185.95,244.06,73.66,247.37,321.03,15.54,61.42,76.96,0.35551163018842513,4436.87,4.43687e-05,116.12,0.0,0.0,0.2562054296799192,5811,18595,24406,7696,443687,1.82,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9832,0.9329999999999999,0,6,85,0,0,0,3,0,6,0,0,73.72,159,62
480000,2026-01-17T13:40:13.196186,32783,5932,24918,7864,11870,0.3553544937782513,0.0045309,0.2562005098465253,59.32,189.86,249.18,75.21,252.62,327.83,15.88,62.76,78.64,0.3553544937782513,4530.9,4.5309e-05,118.7,0.0,0.0,0.2562005098465253,5932,18986,24918,7864,453090,1.76,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.992,0.9338,0,15,79,0,0,0,3,0,3,0,0,41.38,100,85
490000,2026-01-17T13:40:15.431278,33479,6045,25441,8037,12152,0.35590632208892287,0.00462512,0.25638976947471936,60.45,193.96,254.41,76.75,258.04,334.79,16.29,64.08,80.37,0.35590632208892287,4625.12,4.62512e-05,121.52,0.0,0.0,0.25638976947471936,6045,19396,25441,8037,462512,1.55,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9838,0.9336,0,14,79,0,0,0,4,0,3,0,0,29.83,95,43
500000,2026-01-17T13:40:17.796923,34196,6171,25985,8210,12421,0.3558970596503462,0.00471956,0.25638324708324567,61.71,198.14,259.85,78.36,263.6,341.96,16.64,65.46,82.1,0.3558970596503462,4719.56,4.71956e-05,124.21,0.0,0.0,0.25638324708324567,6171,19814,25985,8210,471956,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9803999999999999,0.9347,0,4,89,0,0,0,3,0,4,0,0,71.83,126,78
510000,2026-01-17T13:40:20.076420,34854,6298,26486,8368,12647,0.35537685388613893,0.0048147,0.256143761150591,62.98,201.88,264.86,79.84,268.7,348.54,16.86,66.82,83.68,0.35537685388613893,4814.7,4.8147e-05,126.47,0.0,0.0,0.256143761150591,6298,20188,26486,8368,481470,1.74,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9842,0.9370999999999999,1,7,84,0,1,1,4,0,2,0,0,52.95,174,80
520000,2026-01-17T13:40:22.275234,35567,6423,27020,8546,12915,0.3549748252577004,0.00490878,0.2559898076626922,64.23,205.97,270.2,81.45,274.22,355.67,17.21,68.25,85.46,0.3549748252577004,4908.78,4.9087799999999994e-05,129.15,0.0,0.0,0.2559898076626922,6423,20597,27020,8546,490878,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9873000000000001,0.938,0,8,80,0,2,0,5,0,5,0,0,103.63,160,83
530000,2026-01-17T13:40:24.445989,36285,6545,27561,8723,13197,0.3550941073314272,0.00500305,0.25603336319426895,65.45,210.16,275.61,83.1,279.75,362.85,17.64,69.59,87.23,0.3550941073314272,5003.05,5.00305e-05,131.97,0.0,0.0,0.25603336319426895,6545,21016,27561,8723,500305,1.33,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9845,0.9365000000000001,0,15,77,0,0,0,3,0,5,0,0,73.27,166,77
540000,2026-01-17T13:40:26.668008,37014,6667,28112,8901,13481,0.35475652003645614,0.00509733,0.2559567084157195,66.67,214.45,281.12,84.78,285.36,370.14,18.11,70.9,89.01,0.35475652003645614,5097.33,5.0973299999999995e-05,134.81,0.0,0.0,0.2559567084157195,6667,21445,28112,8901,509733,2.04,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9815999999999999,0.9347,0,5,87,0,2,0,3,0,3,0,0,104.3,177,71
550000,2026-01-17T13:40:28.875477,37681,6788,28617,9063,13725,0.35512880664578034,0.00519147,0.2561648641962724,67.88,218.29,286.17,86.36,290.45,376.81,18.47,72.16,90.63,0.35512880664578034,5191.47,5.19147e-05,137.25,0.0,0.0,0.2561648641962724,6788,21829,28617,9063,519147,1.55,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9863,0.9358,0,10,86,0,0,0,1,0,3,0,0,35.18,128,55
560000,2026-01-17T13:40:31.152362,38364,6914,29130,9233,13965,0.35565520178356036,0.00528604,0.25643099410558706,69.14,222.16,291.3,87.98,295.66,383.64,18.83,73.5,92.33,0.35565520178356036,5286.04,5.28604e-05,139.65,0.0,0.0,0.25643099410558706,6914,22216,29130,9233,528604,1.95,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9822,0.9370999999999999,0,4,86,0,2,0,3,0,5,0,0,71.92,112,84
570000,2026-01-17T13:40:33.377264,39069,7037,29663,9405,14229,0.355133086090528,0.00538031,0.2562296657054484,70.37,226.26,296.63,89.66,301.03,390.69,19.28,74.77,94.05,0.355133086090528,5380.31,5.38031e-05,142.29,0.0,0.0,0.2562296657054484,7037,22626,29663,9405,538031,1.68,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9871,0.9383,0,5,88,0,0,0,2,0,5,0,0,41.88,102,75
