tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
4510000,2026-01-19T16:09:00.083071,515358,43985,316720,179052,347512,0.6540599640411109,0.4180382,0.383639793086035,87.97,545.47,633.44,145.34,885.376,1030.716,57.37,300.734,358.104,0.6540599640411109,8360.764,0.0008360764000000001,695.024,1484.026,0.0,0.383639793086035,43985,272735,316720,179052,4180382,0,4,450,0,3,1,9,0,3,30,0,94.47,174,470
4520000,2026-01-19T16:09:02.069995,516482,44082,317412,179441,348258,0.6540518755039826,0.4189634,0.3836434648969843,88.164,546.66,634.824,145.676,887.288,1032.964,57.51,301.372,358.882,0.6540518755039826,8379.268,0.0008379268,696.516,1487.222,0.0,0.3836434648969843,44082,273330,317412,179441,4189634,0,6,456,0,3,0,10,0,6,19,0,94.55,157,472
4530000,2026-01-19T16:09:04.059091,517647,44180,318128,179845,349046,0.6540908384695515,0.4198876,0.38365855501016644,88.36,547.896,636.256,146.014,889.28,1035.294,57.652,302.038,359.69,0.6540908384695515,8397.752,0.0008397752,698.092,1490.57,0.0,0.38365855501016644,44180,273948,318128,179845,4198876,0,5,458,0,2,0,8,0,3,24,0,86.862,157,473
4540000,2026-01-19T16:09:06.047537,518805,44273,318834,180252,349840,0.6541301558703565,0.4208088,0.3836746943493405,88.546,549.122,637.668,146.326,891.284,1037.61,57.778,302.726,360.504,0.6541301558703565,8416.176,0.0008416176,699.68,1493.932,0.0,0.3836746943493405,44273,274561,318834,180252,4208088,0,4,450,0,6,0,8,0,3,29,0,65.816,110,432
4550000,2026-01-19T16:09:08.036653,519961,44371,319546,180652,350622,0.6541964786123514,0.4217409,0.38369772033895816,88.742,550.35,639.092,146.652,893.27,1039.922,57.908,303.396,361.304,0.6541964786123514,8434.818,0.0008434817999999999,701.244,1497.272,0.0,0.38369772033895816,44371,275175,319546,180652,4217409,0,5,455,0,3,0,9,0,4,24,0,120.162,157,459
4560000,2026-01-19T16:09:10.024660,521100,44471,320253,181050,351383,0.6542149743333193,0.4226727,0.38371620004468293,88.942,551.564,640.506,146.978,895.222,1042.2,58.034,304.066,362.1,0.6542149743333193,8453.454,0.0008453454,702.766,1500.52,0.0,0.38371620004468293,44471,275782,320253,181050,4226727,0,5,448,0,1,0,10,0,4,32,0,45.12,84,420
4570000,2026-01-19T16:09:12.013724,522242,44565,320950,181447,352163,0.654260366015408,0.423603,0.3837318890272698,89.13,552.77,641.9,147.284,897.2,1044.484,58.154,304.74,362.894,0.654260366015408,8472.06,0.000847206,704.326,1503.85,0.0,0.3837318890272698,44565,276385,320950,181447,4236030,0,4,451,0,5,0,11,0,2,27,0,105.174,177,453
4580000,2026-01-19T16:09:14.002204,523356,44664,321637,181828,352898,0.6542199993111112,0.4245323,0.38373315803385594,89.328,553.946,643.274,147.618,899.094,1046.712,58.29,305.366,363.656,0.6542199993111112,8490.646,0.0008490646,705.796,1506.982,0.0,0.38373315803385594,44664,276973,321637,181828,4245323,0,6,448,1,6,0,9,0,3,27,0,136.516,180,442
4590000,2026-01-19T16:09:15.988189,524485,44765,322335,182218,353653,0.6541677292627776,0.4254638,0.3837283000365225,89.53,555.14,644.67,147.934,901.036,1048.97,58.404,306.032,364.436,0.6541677292627776,8509.276,0.0008509276,707.306,1510.228,0.0,0.3837283000365225,44765,277570,322335,182218,4254638,0,4,468,0,4,1,9,0,3,11,0,104.122,169,456
4600000,2026-01-19T16:09:17.976405,525651,44864,323055,182622,354428,0.6541749248042191,0.4263903,0.3837304433817039,89.728,556.382,646.11,148.258,903.044,1051.302,58.528,306.716,365.244,0.6541749248042191,8527.806,0.0008527806,708.856,1513.544,0.0,0.3837304433817039,44864,278191,323055,182622,4263903,0,7,451,0,8,0,14,0,5,15,0,131.644,157,470
4610000,2026-01-19T16:09:19.982323,526794,44961,323754,183022,355208,0.6542662306798172,0.4273102,0.3837544159223526,89.922,557.586,647.508,148.566,905.022,1053.588,58.644,307.4,366.044,0.6542662306798172,8546.204,0.0008546204000000001,710.416,1516.862,0.0,0.3837544159223526,44961,278793,323754,183022,4273102,0,6,461,0,10,0,11,0,3,9,0,83.734,177,328
4620000,2026-01-19T16:09:21.974674,527963,45064,324481,183428,355992,0.6543361155711458,0.4282434,0.3837737222085526,90.128,558.834,648.962,148.896,907.03,1055.926,58.768,308.088,366.856,0.6543361155711458,8564.868,0.0008564868,711.984,1520.188,0.0,0.3837737222085526,45064,279417,324481,183428,4282434,0,5,451,0,5,1,12,0,2,24,0,91.976,175,479
4630000,2026-01-19T16:09:23.998908,529160,45162,325234,183832,356795,0.6543212419706246,0.4291535,0.38376820424929203,90.324,560.144,650.468,149.244,909.076,1058.32,58.918,308.746,367.664,0.6543212419706246,8583.07,0.000858307,713.59,1523.638,0.0,0.38376820424929203,45162,280072,325234,183832,4291535,0,7,460,0,0,0,9,0,6,18,0,27.756,99,310
4640000,2026-01-19T16:09:25.986547,530299,45260,325936,184226,357548,0.6543512420306478,0.430085,0.3837815988322196,90.52,561.352,651.872,149.572,911.026,1060.598,59.05,309.402,368.452,0.6543512420306478,8601.7,0.0008601699999999999,715.096,1526.864,0.0,0.3837815988322196,45260,280676,325936,184226,4300850,0,4,454,0,7,0,14,0,6,15,0,89.258,127,425
4650000,2026-01-19T16:09:27.983658,531513,45362,326684,184637,358369,0.6543800140752583,0.4310082,0.38377995076388743,90.724,562.644,653.368,149.928,913.098,1063.026,59.204,310.07,369.274,0.6543800140752583,8620.164,0.0008620164,716.738,1530.348,0.0,0.38377995076388743,45362,281322,326684,184637,4310082,0,5,450,1,5,0,9,0,3,27,0,135.078,181,423
4660000,2026-01-19T16:09:29.968712,532625,45463,327372,185022,359114,0.6544014644496239,0.4319294,0.38378300313284786,90.926,563.818,654.744,150.236,915.014,1065.25,59.308,310.736,370.044,0.6544014644496239,8638.588,0.0008638588000000001,718.228,1533.542,0.0,0.38378300313284786,45463,281909,327372,185022,4319294,0,3,457,0,3,0,6,0,4,27,0,44.746,85,391
4670000,2026-01-19T16:09:31.961453,533805,45557,328096,185436,359927,0.6544566008345178,0.4328458,0.38379408241665686,91.114,565.078,656.192,150.572,917.038,1067.61,59.456,311.416,370.872,0.6544566008345178,8656.916,0.0008656916,719.854,1536.976,0.0,0.38379408241665686,45557,282539,328096,185436,4328458,0,6,453,0,0,0,7,0,3,31,0,30.92,86,453
4680000,2026-01-19T16:09:33.950763,534970,45657,328816,185835,360691,0.6544989837382329,0.4337733,0.3837943458704739,91.314,566.318,657.632,150.916,919.024,1069.94,59.602,312.068,371.67,0.6544989837382329,8675.466,0.0008675466000000001,721.382,1540.27,0.0,0.3837943458704739,45657,283159,328816,185835,4337733,0,8,456,0,7,0,11,0,3,15,0,121.648,179,478
4690000,2026-01-19T16:09:35.925489,536047,45756,329476,186220,361414,0.6545716597511488,0.4347158,0.3838049844428122,91.512,567.44,658.952,151.214,920.88,1072.094,59.702,312.738,372.44,0.6545716597511488,8694.316,0.0008694315999999999,722.828,1543.342,0.0,0.3838049844428122,45756,283720,329476,186220,4347158,0,7,448,0,7,0,8,0,4,26,0,110.72,178,437
4700000,2026-01-19T16:09:37.908624,537186,45854,330165,186626,362188,0.6546592380772385,0.435644,0.383837740560842,91.708,568.622,660.33,151.524,922.848,1074.372,59.814,313.438,373.252,0.6546592380772385,8712.88,0.0008712879999999999,724.376,1546.642,0.0,0.383837740560842,45854,284311,330165,186626,4356440,0,9,448,0,7,0,12,0,4,20,0,100.516,151,464
4710000,2026-01-19T16:09:39.903350,538349,45952,330873,187015,362980,0.6546458684222557,0.4365432,0.3838259886621484,91.904,569.842,661.746,151.848,924.85,1076.698,59.942,314.088,374.03,0.6546458684222557,8730.864,0.0008730864,725.96,1550.012,0.0,0.3838259886621484,45952,284921,330873,187015,4365432,0,2,456,0,3,0,6,0,4,29,0,51.806,92,380
4720000,2026-01-19T16:09:41.883272,539467,46044,331550,187411,363737,0.6546514825786109,0.4374798,0.383835257848814,92.088,571.012,663.1,152.176,926.758,1078.934,60.088,314.734,374.822,0.6546514825786109,8749.596,0.0008749595999999999,727.474,1553.212,0.0,0.383835257848814,46044,285506,331550,187411,4374798,0,1,453,0,5,0,7,0,6,28,0,103.07,173,467
4730000,2026-01-19T16:09:43.870313,540622,46139,332262,187807,364509,0.6546268279063622,0.4383978,0.3838198652872088,92.278,572.246,664.524,152.516,928.728,1081.244,60.238,315.376,375.614,0.6546268279063622,8767.956,0.0008767956,729.018,1556.532,0.0,0.3838198652872088,46139,286123,332262,187807,4383978,0,6,458,0,9,0,12,0,4,11,0,147.38,177,483
4740000,2026-01-19T16:09:45.855808,541765,46235,332957,188214,365306,0.6546778378465257,0.4393268,0.383834109771508,92.47,573.444,665.914,152.802,930.728,1083.53,60.332,316.096,376.428,0.6546778378465257,8786.536,0.0008786536000000001,730.612,1559.9,0.0,0.383834109771508,46235,286722,332957,188214,4393268,0,10,452,0,3,0,10,0,5,20,0,124.97,181,478
4750000,2026-01-19T16:09:47.852065,542920,46340,333665,188614,366076,0.6546915278524665,0.4402536,0.3838373727418617,92.68,574.65,667.33,153.128,932.712,1085.84,60.446,316.782,377.228,0.6546915278524665,8805.072,0.0008805072000000001,732.152,1563.198,0.0,0.3838373727418617,46340,287325,333665,188614,4402536,0,7,455,0,2,0,7,0,6,23,0,115.0,172,467
4760000,2026-01-19T16:09:49.838607,544068,46432,334367,189009,366852,0.6546160477384856,0.4411747,0.38382426747457205,92.864,575.87,668.734,153.454,934.682,1088.136,60.588,317.43,378.018,0.6546160477384856,8823.494,0.0008823494,733.704,1566.5,0.0,0.38382426747457205,46432,287935,334367,189009,4411747,0,4,447,0,4,0,12,0,4,29,0,116.388,158,450
4770000,2026-01-19T16:09:51.827456,545226,46529,335077,189413,367641,0.6545901760682509,0.4421025,0.38381754644683647,93.058,577.096,670.154,153.774,936.678,1090.452,60.716,318.11,378.826,0.6545901760682509,8842.05,0.000884205,735.282,1569.866,0.0,0.38381754644683647,46529,288548,335077,189413,4421025,1,4,458,0,4,0,9,0,4,20,0,75.896,122,469
4780000,2026-01-19T16:09:53.816962,546354,46626,335779,189800,368389,0.6545973670707605,0.4430261,0.3838069200358426,93.252,578.306,671.558,154.104,938.604,1092.708,60.85,318.75,379.6,0.6545973670707605,8860.522,0.0008860522,736.778,1573.06,0.0,0.3838069200358426,46626,289153,335779,189800,4430261,0,6,453,0,7,0,12,0,3,19,0,102.264,132,455
4790000,2026-01-19T16:09:55.806528,547495,46724,336473,190209,369177,0.6546178649567602,0.4439689,0.3838126025383671,93.448,579.498,672.946,154.402,940.588,1094.99,60.954,319.464,380.418,0.6546178649567602,8879.378,0.0008879378,738.354,1576.384,0.0,0.3838126025383671,46724,289749,336473,190209,4439689,0,7,449,0,4,0,8,0,2,30,0,77.106,178,398
4800000,2026-01-19T16:09:57.797988,548642,46821,337178,190611,369949,0.6546588009969682,0.4448972,0.3838202688950268,93.642,580.714,674.356,154.73,942.554,1097.284,61.086,320.136,381.222,0.6546588009969682,8897.944,0.0008897944,739.898,1579.722,0.0,0.3838202688950268,46821,290357,337178,190611,4448972,0,5,465,0,3,0,8,0,7,12,0,96.844,147,462
4810000,2026-01-19T16:09:59.789234,549791,46921,337899,191009,370704,0.6545930554014605,0.4458393,0.38380473558645833,93.842,581.956,675.798,155.068,944.514,1099.582,61.226,320.792,382.018,0.6545930554014605,8916.786,0.0008916786,741.408,1582.932,0.0,0.38380473558645833,46921,290978,337899,191009,4458393,0,5,454,0,6,0,11,0,5,19,0,111.266,176,464
4820000,2026-01-19T16:10:01.845356,550987,47022,338627,191422,371507,0.6546405294867466,0.4467509,0.383806979636521,94.044,583.21,677.254,155.418,946.556,1101.974,61.372,321.472,382.844,0.6546405294867466,8935.018,0.0008935018,743.014,1586.346,0.0,0.383806979636521,47022,291605,338627,191422,4467509,0,2,457,0,3,0,14,0,8,16,0,107.822,153,477
4830000,2026-01-19T16:10:03.839589,552160,47122,339366,191821,372295,0.6545475007210498,0.4476743,0.38377521456089553,94.244,584.488,678.732,155.762,948.558,1104.32,61.516,322.126,383.642,0.6545475007210498,8953.486,0.0008953486,744.59,1589.706,0.0,0.38377521456089553,47122,292244,339366,191821,4476743,0,3,455,0,1,0,6,0,5,30,0,84.76,153,434
4840000,2026-01-19T16:10:05.826067,553274,47222,340044,192212,373044,0.6546069249294432,0.448602,0.3837858039634533,94.444,585.644,680.088,156.056,950.492,1106.548,61.61,322.814,384.424,0.6546069249294432,8972.04,0.000897204,746.088,1592.912,0.0,0.3837858039634533,47222,292822,340044,192212,4486020,0,7,452,0,6,0,7,0,3,25,0,78.01,135,445
4850000,2026-01-19T16:10:07.811029,554401,47317,340733,192600,373806,0.6546617558029549,0.4495281,0.3838018733305256,94.634,586.832,681.466,156.362,952.44,1108.802,61.726,323.474,385.2,0.6546617558029549,8990.562,0.0008990561999999999,747.612,1596.18,0.0,0.3838018733305256,47317,293416,340733,192600,4495281,0,5,457,0,2,0,12,0,4,20,0,79.92,137,450
4860000,2026-01-19T16:10:09.793227,555508,47411,341402,192997,374571,0.65481030984025,0.4504676,0.38383447491854694,94.822,587.982,682.804,156.662,954.354,1111.016,61.838,324.156,385.994,0.65481030984025,9009.352,0.0009009352,749.142,1599.43,0.0,0.38383447491854694,47411,293991,341402,192997,4504676,0,3,461,0,2,0,5,0,5,24,0,84.508,148,441
4870000,2026-01-19T16:10:11.785738,556647,47503,342092,193391,375343,0.6548140026056677,0.4513789,0.38384044880738294,95.006,589.178,684.184,156.968,956.326,1113.294,61.96,324.822,386.782,0.6548140026056677,9027.578,0.0009027578,750.686,1602.74,0.0,0.38384044880738294,47503,294589,342092,193391,4513789,0,4,459,0,6,0,14,0,6,11,0,106.8,154,481
4880000,2026-01-19T16:10:13.776226,557790,47599,342796,193791,376135,0.6547983285262429,0.452304,0.38383668429674467,95.198,590.394,685.592,157.27,958.31,1115.58,62.07,325.512,387.582,0.6547983285262429,9046.08,0.000904608,752.27,1606.06,0.0,0.38383668429674467,47599,295197,342796,193791,4523040,0,4,444,0,5,0,7,0,3,37,0,76.602,157,456
4890000,2026-01-19T16:10:15.765835,558950,47697,343515,194193,376903,0.6547741433213893,0.4532307,0.38382780365838576,95.394,591.636,687.03,157.6,960.3,1117.9,62.204,326.182,388.386,0.6547741433213893,9064.614,0.0009064613999999999,753.806,1609.392,0.0,0.38382780365838576,47697,295818,343515,194193,4532307,0,3,454,0,7,0,17,0,4,15,0,100.294,138,427
4900000,2026-01-19T16:10:17.752982,560071,47791,344196,194598,377684,0.6548731020290979,0.4541626,0.38385177611378396,95.582,592.81,688.392,157.894,962.248,1120.142,62.31,326.886,389.196,0.6548731020290979,9083.252,0.0009083251999999999,755.368,1612.696,0.0,0.38385177611378396,47791,296405,344196,194598,4541626,0,4,455,0,6,0,12,0,2,21,0,69.514,99,442
4910000,2026-01-19T16:10:19.757133,561193,47888,344884,194994,378446,0.6549525253850509,0.4551045,0.3838737460267899,95.776,593.992,689.768,158.212,964.174,1122.386,62.434,327.554,389.988,0.6549525253850509,9102.09,0.000910209,756.892,1615.934,0.0,0.3838737460267899,47888,296996,344884,194994,4551045,0,2,459,0,5,0,9,0,3,22,0,103.918,149,449
4920000,2026-01-19T16:10:21.743942,562339,47981,345587,195402,379223,0.6549923684949104,0.4560449,0.3838906381195493,95.962,595.212,691.174,158.532,966.146,1124.678,62.568,328.236,390.804,0.6549923684949104,9120.898,0.0009120898,758.446,1619.254,0.0,0.3838906381195493,47981,297606,345587,195402,4560449,0,3,458,0,4,0,14,0,7,14,0,113.16,164,472
4930000,2026-01-19T16:10:23.747312,563481,48076,346286,195797,380007,0.6550217146583578,0.4569633,0.3838999656834738,96.152,596.42,692.572,158.844,968.118,1126.962,62.69,328.904,391.594,0.6550217146583578,9139.266,0.0009139266,760.014,1622.564,0.0,0.3838999656834738,48076,298210,346286,195797,4569633,0,5,448,0,2,0,15,0,3,27,0,111.05,170,485
4940000,2026-01-19T16:10:25.730958,564595,48177,346975,196192,380745,0.6550247945943968,0.4579038,0.38391020401218884,96.354,597.596,693.95,159.158,970.032,1129.19,62.802,329.582,392.384,0.6550247945943968,9158.076,0.0009158076,761.49,1625.742,0.0,0.38391020401218884,48177,298798,346975,196192,4579038,0,4,456,0,4,0,12,0,7,17,0,107.56,165,475
4950000,2026-01-19T16:10:27.720848,565746,48277,347683,196596,381519,0.6550970652492729,0.4588346,0.38393452702743813,96.554,598.812,695.366,159.488,972.004,1131.492,62.932,330.26,393.192,0.6550970652492729,9176.692,0.0009176691999999999,763.038,1629.056,0.0,0.38393452702743813,48277,299406,347683,196596,4588346,0,9,456,0,4,0,14,0,5,12,0,142.93,173,494
4960000,2026-01-19T16:10:29.701575,566850,48376,348348,196990,382279,0.6551394566544947,0.4597584,0.3839547532498164,96.752,599.944,696.696,159.78,973.92,1133.7,63.026,330.954,393.98,0.6551394566544947,9195.168,0.0009195168,764.558,1632.268,0.0,0.3839547532498164,48376,299972,348348,196990,4597584,0,4,453,0,3,0,7,0,4,29,0,54.954,112,378
4970000,2026-01-19T16:10:31.687894,567985,48470,349042,197384,383048,0.6551132680196443,0.4606795,0.3839455067561814,96.94,601.144,698.084,160.102,975.868,1135.97,63.16,331.608,394.768,0.6551132680196443,9213.59,0.0009213590000000001,766.096,1635.542,0.0,0.3839455067561814,48470,300572,349042,197384,4606795,0,5,449,0,6,0,9,0,4,27,0,71.582,100,449
4980000,2026-01-19T16:10:33.671891,569110,48564,349726,197780,383812,0.6551264582002395,0.4616151,0.383949276261929,97.128,602.324,699.452,160.408,977.812,1138.22,63.28,332.28,395.56,0.6551264582002395,9232.302,0.0009232302,767.624,1638.838,0.0,0.383949276261929,48564,301162,349726,197780,4616151,0,4,462,0,10,0,12,0,4,8,0,138.864,177,486
4990000,2026-01-19T16:10:35.662838,570224,48657,350408,198176,384578,0.6551749857079023,0.4625468,0.3839660349445686,97.314,603.502,700.816,160.71,979.738,1140.448,63.394,332.958,396.352,0.6551749857079023,9250.936,0.0009250936,769.156,1642.078,0.0,0.3839660349445686,48657,301751,350408,198176,4625468,0,6,456,0,4,0,14,0,3,17,0,91.672,127,463
5000000,2026-01-19T16:10:37.649549,571361,48758,351111,198577,385334,0.6552235980120906,0.4634849,0.383983162693679,97.516,604.706,702.222,161.03,981.692,1142.722,63.514,333.64,397.154,0.6552235980120906,9269.698,0.0009269698,770.668,1645.322,0.0,0.383983162693679,48758,302353,351111,198577,4634849,0,2,453,0,6,0,13,0,4,22,0,116.554,178,431
5010000,2026-01-19T16:10:39.633108,572484,48851,351794,198970,386104,0.6553147775971789,0.4644104,0.3840041929829084,97.702,605.886,703.588,161.342,983.626,1144.968,63.638,334.302,397.94,0.6553147775971789,9288.208,0.0009288208,772.208,1648.56,0.0,0.3840041929829084,48851,302943,351794,198970,4644104,0,6,440,0,7,0,11,0,3,33,0,96.056,139,421
5020000,2026-01-19T16:10:41.615601,573621,48949,352500,199365,386862,0.6553083313109034,0.4653466,0.38400448608831056,97.898,607.102,705.0,161.668,985.574,1147.242,63.768,334.962,398.73,0.6553083313109034,9306.932,0.0009306932,773.724,1651.844,0.0,0.38400448608831056,48949,303551,352500,199365,4653466,0,3,455,0,5,0,13,0,5,19,0,113.924,153,454
5030000,2026-01-19T16:10:43.591631,574741,49045,353188,199757,387624,0.6554017912233067,0.4662836,0.38403214235172495,98.09,608.286,706.376,161.982,987.5,1149.482,63.89,335.624,399.514,0.6554017912233067,9325.672,0.0009325672,775.248,1655.084,0.0,0.38403214235172495,49045,304143,353188,199757,4662836,0,6,459,0,7,0,9,0,4,15,0,82.53,172,476
5040000,2026-01-19T16:10:45.575653,575848,49136,353860,200144,388390,0.6554208136025871,0.467207,0.3840445585449639,98.272,609.448,707.72,162.298,989.398,1151.696,64.026,336.262,400.288,0.6554208136025871,9344.14,0.000934414,776.78,1658.304,0.0,0.3840445585449639,49136,304724,353860,200144,4672070,0,3,453,0,1,0,6,1,3,33,0,24.702,123,351
5050000,2026-01-19T16:10:47.567861,577040,49233,354593,200558,389185,0.6553674808004549,0.4681283,0.3840399681021448,98.466,610.72,709.186,162.648,991.432,1154.08,64.182,336.934,401.116,0.6553674808004549,9362.566,0.0009362566,778.37,1661.68,0.0,0.3840399681021448,49233,305360,354593,200558,4681283,0,6,444,0,6,0,11,0,4,29,0,141.47,176,456
5060000,2026-01-19T16:10:49.555568,578154,49334,355278,200946,389926,0.6554020494778382,0.4690629,0.3840445124043888,98.668,611.888,710.556,162.956,993.352,1156.308,64.288,337.604,401.892,0.6554020494778382,9381.258,0.0009381258,779.852,1664.898,0.0,0.3840445124043888,49334,305944,355278,200946,4690629,0,3,461,0,9,0,14,0,2,11,0,105.572,177,473
5070000,2026-01-19T16:10:51.552586,579330,49432,356000,201353,390731,0.6554462997930606,0.4699902,0.3840576132500581,98.864,613.136,712.0,163.278,995.382,1158.66,64.414,338.292,402.706,0.6554462997930606,9399.804,0.0009399804,781.462,1668.294,0.0,0.3840576132500581,49432,306568,356000,201353,4699902,0,7,448,0,6,0,11,0,3,25,0,102.78,178,476
5080000,2026-01-19T16:10:53.544587,580487,49530,356716,201744,391505,0.6552933044584526,0.4709096,0.3840175859867534,99.06,614.372,713.432,163.606,997.368,1160.974,64.544,338.944,403.488,0.6552933044584526,9418.192,0.0009418192,783.01,1671.626,0.0,0.3840175859867534,49530,307186,356716,201744,4709096,0,3,460,0,8,0,8,0,2,19,0,92.14,165,465
5090000,2026-01-19T16:10:55.530445,581624,49628,357411,202139,392277,0.655355996013252,0.471836,0.3840435218600224,99.256,615.566,714.822,163.93,999.318,1163.248,64.672,339.606,404.278,0.655355996013252,9436.72,0.000943672,784.554,1674.908,0.0,0.3840435218600224,49628,307783,357411,202139,4718360,0,3,457,0,0,0,8,0,5,27,0,76.708,152,472
5100000,2026-01-19T16:10:57.514381,582746,49723,358098,202532,393036,0.6553779199482344,0.4727652,0.38405129527111453,99.446,616.75,716.196,164.238,1001.254,1165.492,64.792,340.272,405.064,0.6553779199482344,9455.304,0.0009455304,786.072,1678.156,0.0,0.38405129527111453,49723,308375,358098,202532,4727652,0,5,473,1,8,0,6,0,3,4,0,125.968,180,463
5110000,2026-01-19T16:10:59.501699,583882,49824,358798,202926,393797,0.6553642563145039,0.4736891,0.38405114490948294,99.648,617.948,717.596,164.564,1003.2,1167.764,64.914,340.938,405.852,0.6553642563145039,9473.782,0.0009473782,787.594,1681.382,0.0,0.38405114490948294,49824,308974,358798,202926,4736891,0,2,458,0,2,0,7,0,3,28,0,60.38,100,401
5120000,2026-01-19T16:11:01.487003,585038,49918,359502,203326,394580,0.6554116203492928,0.4746128,0.38407091058454657,99.836,619.168,719.004,164.894,1005.182,1170.076,65.058,341.594,406.652,0.6554116203492928,9492.256,0.0009492256,789.16,1684.716,0.0,0.38407091058454657,49918,309584,359502,203326,4746128,0,5,460,0,6,0,10,0,5,14,0,125.558,177,447
5130000,2026-01-19T16:11:03.471324,586176,50015,360199,203723,395357,0.6554844604104294,0.475543,0.3840892160164089,100.03,620.368,720.398,165.21,1007.142,1172.352,65.18,342.266,407.446,0.6554844604104294,9510.86,0.000951086,790.714,1688.006,0.0,0.3840892160164089,50015,310184,360199,203723,4755430,0,5,457,0,2,1,11,0,3,21,0,79.824,169,465
5140000,2026-01-19T16:11:05.459971,587307,50108,360886,204118,396126,0.6554990588092746,0.4764541,0.3840870963731024,100.216,621.556,721.772,165.526,1009.088,1174.614,65.308,342.928,408.236,0.6554990588092746,9529.082,0.0009529082,792.252,1691.274,0.0,0.3840870963731024,50108,310778,360886,204118,4764541,0,8,450,0,6,0,11,0,6,19,0,86.494,128,460
5150000,2026-01-19T16:11:07.508013,588491,50206,361616,204529,396938,0.6554912280613047,0.477376,0.3840866066655082,100.412,622.82,723.232,165.862,1011.12,1176.982,65.448,343.61,409.058,0.6554912280613047,9547.52,0.000954752,793.876,1694.734,0.0,0.3840866066655082,50206,311410,361616,204529,4773760,0,6,461,0,4,0,6,0,3,20,0,69.646,100,450
5160000,2026-01-19T16:11:09.506512,589688,50306,362346,204939,397744,0.6555157315275285,0.478294,0.3840952199187943,100.612,624.08,724.692,166.182,1013.194,1179.376,65.57,344.308,409.878,0.6555157315275285,9565.88,0.000956588,795.488,1698.176,0.0,0.3840952199187943,50306,312040,362346,204939,4782940,0,5,450,0,7,0,15,0,4,19,0,138.494,178,462
5170000,2026-01-19T16:11:11.502171,590888,50401,363080,205353,398572,0.6555869698839126,0.4792066,0.38410577677657204,100.802,625.358,726.16,166.512,1015.264,1181.776,65.71,344.996,410.706,0.6555869698839126,9584.132,0.0009584131999999999,797.144,1701.694,0.0,0.38410577677657204,50401,312679,363080,205353,4792066,0,4,454,1,9,0,11,0,2,19,0,120.24,181,462
5180000,2026-01-19T16:11:13.489279,592056,50494,363798,205767,399377,0.6556622472985157,0.4801408,0.38412437164581326,100.988,626.608,727.596,166.838,1017.274,1184.112,65.85,345.684,411.534,0.6556622472985157,9602.816,0.0009602816,798.754,1705.1,0.0,0.38412437164581326,50494,313304,363798,205767,4801408,0,4,451,0,4,0,9,0,4,28,0,70.724,178,437
5190000,2026-01-19T16:11:15.467701,593138,50591,364448,206157,400117,0.6557160473041711,0.481075,0.3841423377032315,101.182,627.714,728.896,167.126,1019.15,1186.276,65.942,346.372,412.314,0.6557160473041711,9621.5,0.00096215,800.234,1708.26,0.0,0.3841423377032315,50591,313857,364448,206157,4810750,0,2,457,0,4,0,9,0,3,25,0,98.262,132,456
5200000,2026-01-19T16:11:17.459498,594315,50694,365174,206564,400891,0.655709830783278,0.4820042,0.38413931518417876,101.388,628.96,730.348,167.472,1021.158,1188.63,66.084,347.044,413.128,0.655709830783278,9640.084,0.0009640084,801.782,1711.58,0.0,0.38413931518417876,50694,314480,365174,206564,4820042,0,5,454,0,6,0,13,0,4,18,0,111.136,176,482
5210000,2026-01-19T16:11:19.464799,595439,50789,365866,206948,401648,0.6556581936307179,0.4829266,0.38413150451986144,101.578,630.154,731.732,167.81,1023.068,1190.878,66.23,347.666,413.896,0.6556581936307179,9658.532,0.0009658532,803.296,1714.812,0.0,0.38413150451986144,50789,315077,365866,206948,4829266,0,1,464,0,2,0,9,0,5,19,0,89.822,163,410
