tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
0,2026-01-19T15:53:50.934748,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0.0,0,0
10000,2026-01-19T15:53:53.118170,1161,101,710,398,770,0.3808666666666667,0.0009132,0.24336257631257632,0.202,1.218,1.42,0.326,1.996,2.322,0.122,0.674,0.796,0.3808666666666667,18.264,1.8264e-06,1.54,4.222,0.0,0.24336257631257632,101,609,710,398,9132,0,3,454,0,1,0,8,0,3,31,0,50.802,121,308
20000,2026-01-19T15:53:55.127130,2402,205,1483,817,1595,0.5486008380508381,0.0018379,0.28988248118410653,0.41,2.556,2.966,0.686,4.118,4.804,0.276,1.358,1.634,0.5486008380508381,36.758,3.6758e-06,3.19,7.76,0.0,0.28988248118410653,205,1278,1483,817,18379,0,4,457,1,6,0,7,0,2,23,0,79.034,180,458
30000,2026-01-19T15:53:57.067433,3506,303,2153,1210,2342,0.6145305812608445,0.0027734,0.3132124874123267,0.606,3.7,4.306,0.968,6.044,7.012,0.362,2.058,2.42,0.6145305812608445,55.468,5.5468e-06,4.684,10.938,0.0,0.3132124874123267,303,1850,2153,1210,27734,0,4,450,0,5,0,13,0,4,24,0,148.06,180,462
40000,2026-01-19T15:53:59.021208,4652,396,2850,1608,3134,0.6550363916699056,0.0036984,0.3143003105126266,0.792,4.908,5.7,1.296,8.008,9.304,0.504,2.712,3.216,0.6550363916699056,73.968,7.3968e-06,6.268,14.304,0.0,0.3143003105126266,396,2454,2850,1608,36984,0,7,454,0,1,0,6,0,4,28,0,50.626,121,379
50000,2026-01-19T15:54:01.134493,5777,490,3543,2002,3891,0.6554250393596921,0.0046263,0.3174893661917524,0.98,6.106,7.086,1.614,9.94,11.554,0.632,3.372,4.004,0.6554250393596921,92.526,9.2526e-06,7.782,17.552,0.0,0.3174893661917524,490,3053,3543,2002,46263,0,5,463,0,3,0,10,0,5,14,0,64.756,103,458
60000,2026-01-19T15:54:03.232973,6940,589,4257,2410,4671,0.6516679269746122,0.0055642,0.32121253158758073,1.178,7.336,8.514,1.95,11.93,13.88,0.772,4.048,4.82,0.6516679269746122,111.284,1.11284e-05,9.342,20.858,0.0,0.32121253158758073,589,3668,4257,2410,55642,0,9,449,1,3,0,13,0,5,20,0,82.586,180,414
70000,2026-01-19T15:54:05.234203,8089,689,4962,2812,5451,0.6524470399010208,0.006488,0.3297544822143482,1.378,8.546,9.924,2.26,13.918,16.178,0.882,4.742,5.624,0.6524470399010208,129.76,1.2975999999999999e-05,10.902,24.166,0.0,0.3297544822143482,689,4273,4962,2812,64880,0,3,445,0,5,0,9,0,5,33,0,109.486,177,458
80000,2026-01-19T15:54:07.208558,9245,790,5674,3207,6221,0.6430050919371307,0.007413,0.3320149974430488,1.58,9.768,11.348,2.584,15.906,18.49,1.004,5.41,6.414,0.6430050919371307,148.26,1.4826e-05,12.442,27.482,0.0,0.3320149974430488,790,4884,5674,3207,74130,0,3,453,0,7,0,10,0,6,21,0,123.696,176,471
90000,2026-01-19T15:54:09.172303,10400,889,6387,3603,6994,0.6407183922199818,0.0083361,0.33420752251643693,1.778,10.996,12.774,2.924,17.876,20.8,1.144,6.062,7.206,0.6407183922199818,166.722,1.6672200000000003e-05,13.988,30.768,0.0,0.33420752251643693,889,5498,6387,3603,83361,0,5,447,0,2,0,12,0,5,29,0,115.39,156,468
100000,2026-01-19T15:54:11.218502,11529,989,7083,3992,7747,0.6339235923757731,0.0092656,0.33638312826171324,1.978,12.188,14.166,3.254,19.804,23.058,1.276,6.708,7.984,0.6339235923757731,185.312,1.85312e-05,15.494,33.998,0.0,0.33638312826171324,989,6094,7083,3992,92656,0,6,453,0,2,0,6,0,6,27,0,58.998,178,387
110000,2026-01-19T15:54:13.201987,12678,1089,7796,4393,8510,0.6389362152720013,0.0101935,0.34021931842607567,2.178,13.414,15.592,3.582,21.774,25.356,1.402,7.384,8.786,0.6389362152720013,203.87,2.0387e-05,17.02,37.29,0.0,0.34021931842607567,1089,6707,7796,4393,101935,0,2,458,0,5,0,10,0,5,20,0,98.356,117,471
120000,2026-01-19T15:54:15.150624,13803,1190,8495,4777,9261,0.6319087631409697,0.011118,0.34096519314418516,2.38,14.61,16.99,3.896,23.71,27.606,1.514,8.04,9.554,0.6319087631409697,222.36,2.2236e-05,18.522,40.51,0.0,0.34096519314418516,1190,7305,8495,4777,111180,0,4,458,0,0,0,8,0,6,24,0,49.626,113,368
130000,2026-01-19T15:54:17.091959,14939,1285,9192,5175,10032,0.628092327391503,0.0120445,0.3415472800100663,2.57,15.814,18.384,4.222,25.656,29.878,1.65,8.7,10.35,0.628092327391503,240.89,2.4089e-05,20.064,43.782,0.0,0.3415472800100663,1285,7907,9192,5175,120445,0,3,459,0,0,0,10,0,5,23,0,42.804,114,409
140000,2026-01-19T15:54:19.041722,16114,1390,9914,5574,10803,0.6289919865067041,0.0129671,0.3429203516062885,2.78,17.048,19.828,4.572,27.656,32.228,1.792,9.356,11.148,0.6289919865067041,259.342,2.59342e-05,21.606,47.084,0.0,0.3429203516062885,1390,8524,9914,5574,129671,0,5,457,0,4,0,7,0,7,20,0,102.926,141,452
150000,2026-01-19T15:54:20.977593,17234,1492,10596,5962,11555,0.6251798363427511,0.0138977,0.34384089971886056,2.984,18.208,21.192,4.882,29.586,34.468,1.896,10.028,11.924,0.6251798363427511,277.954,2.77954e-05,23.11,50.286,0.0,0.34384089971886056,1492,9104,10596,5962,138977,0,6,454,0,3,0,9,0,5,23,0,104.9,163,458
160000,2026-01-19T15:54:22.949715,18327,1587,11260,6332,12293,0.626448650510742,0.014819,0.3446011215416386,3.174,19.346,22.52,5.186,31.468,36.654,2.01,10.654,12.664,0.626448650510742,296.38,2.9638e-05,24.586,53.442,0.0,0.3446011215416386,1587,9673,11260,6332,148190,0,3,459,0,5,0,6,0,3,24,0,94.556,133,443
170000,2026-01-19T15:54:24.921790,19468,1679,11960,6737,13056,0.6247706355783094,0.0157553,0.3460522132721978,3.358,20.562,23.92,5.534,33.402,38.936,2.176,11.298,13.474,0.6247706355783094,315.106,3.15106e-05,26.112,56.688,0.0,0.3460522132721978,1679,10281,11960,6737,157553,0,3,455,0,6,0,12,0,6,18,0,125.902,178,434
180000,2026-01-19T15:54:27.028900,20649,1778,12689,7144,13854,0.6247658923005465,0.0166799,0.3468362650098832,3.556,21.822,25.378,5.874,35.424,41.298,2.316,11.972,14.288,0.6247658923005465,333.598,3.33598e-05,27.708,60.08,0.0,0.3468362650098832,1778,10911,12689,7144,166799,0,6,452,0,4,0,11,0,6,21,0,106.826,157,439
190000,2026-01-19T15:54:29.229098,21740,1877,13349,7536,14591,0.6291498040975166,0.0176183,0.34853103356975396,3.754,22.944,26.698,6.172,37.308,43.48,2.416,12.656,15.072,0.6291498040975166,352.366,3.52366e-05,29.182,63.23,0.0,0.34853103356975396,1877,11472,13349,7536,176183,0,7,458,0,2,0,13,0,6,14,0,54.904,151,359
200000,2026-01-19T15:54:31.287941,22890,1976,14062,7932,15360,0.6235651928386069,0.0185436,0.3488026328214892,3.952,24.172,28.124,6.522,39.258,45.78,2.568,13.296,15.864,0.6235651928386069,370.872,3.70872e-05,30.72,66.504,0.0,0.3488026328214892,1976,12086,14062,7932,185436,0,7,458,0,0,0,7,0,5,23,0,16.36,87,165
210000,2026-01-19T15:54:33.419379,23991,2077,14734,8322,16095,0.6242358587710563,0.0194797,0.34925260316031514,4.154,25.314,29.468,6.816,41.166,47.982,2.662,13.982,16.644,0.6242358587710563,389.594,3.89594e-05,32.19,69.644,0.0,0.34925260316031514,2077,12657,14734,8322,194797,0,4,449,1,5,0,12,0,3,26,0,135.864,181,460
220000,2026-01-19T15:54:35.572744,25139,2174,15428,8720,16887,0.6228745703595159,0.0203954,0.3505075370580799,4.348,26.508,30.856,7.102,43.176,50.278,2.754,14.686,17.44,0.6228745703595159,407.908,4.07908e-05,33.774,73.026,0.0,0.3505075370580799,2174,13254,15428,8720,203954,0,9,456,0,5,0,10,0,3,17,0,52.364,117,469
230000,2026-01-19T15:54:37.589521,26281,2276,16130,9124,17650,0.6251752336081445,0.0213285,0.35169289219885225,4.552,27.708,32.26,7.426,45.136,52.562,2.872,15.376,18.248,0.6251752336081445,426.57,4.2657e-05,35.3,76.288,0.0,0.35169289219885225,2276,13854,16130,9124,213285,0,7,454,0,5,0,8,0,4,22,0,63.93,104,392
240000,2026-01-19T15:54:39.600679,27422,2380,16834,9522,18412,0.6243179720367156,0.0222669,0.3524132762244041,4.76,28.908,33.668,7.752,47.092,54.844,2.99,16.054,19.044,0.6243179720367156,445.338,4.45338e-05,36.824,79.558,0.0,0.3524132762244041,2380,14454,16834,9522,222669,0,4,461,0,1,0,8,0,5,21,0,49.952,154,398
250000,2026-01-19T15:54:41.573734,28511,2476,17496,9903,19140,0.6265390713875766,0.0231989,0.3538723846960741,4.952,30.04,34.992,8.052,48.97,57.022,3.098,16.708,19.806,0.6265390713875766,463.978,4.6397800000000005e-05,38.28,82.672,0.0,0.3538723846960741,2476,15020,17496,9903,231989,0,4,457,0,4,0,11,0,5,19,0,105.77,147,469
260000,2026-01-19T15:54:43.554852,29658,2573,18193,10308,19931,0.6284979964420035,0.024125,0.35500887649950885,5.146,31.24,36.386,8.36,50.956,59.316,3.214,17.402,20.616,0.6284979964420035,482.5,4.825e-05,39.862,86.022,0.0,0.35500887649950885,2573,15620,18193,10308,241250,0,4,456,0,3,1,9,0,2,25,0,86.76,174,461
270000,2026-01-19T15:54:45.563628,30795,2667,18890,10715,20703,0.6311773911919583,0.0250603,0.3563074738386879,5.334,32.446,37.78,8.696,52.894,61.59,3.362,18.068,21.43,0.6311773911919583,501.206,5.01206e-05,41.406,89.28,0.0,0.3563074738386879,2667,16223,18890,10715,250603,0,5,450,1,4,0,8,0,3,29,0,120.108,181,363
280000,2026-01-19T15:54:47.772058,31965,2760,19608,11121,21489,0.6329989365371066,0.0259813,0.35771182143774766,5.52,33.696,39.216,9.036,54.894,63.93,3.514,18.728,22.242,0.6329989365371066,519.626,5.1962599999999996e-05,42.978,92.644,0.0,0.35771182143774766,2760,16848,19608,11121,259813,0,3,450,0,5,0,14,0,6,22,0,80.512,114,443
290000,2026-01-19T15:54:49.994592,33133,2861,20332,11527,22274,0.6337800769938138,0.0269143,0.3583744045592408,5.722,34.942,40.664,9.372,56.894,66.266,3.65,19.404,23.054,0.6337800769938138,538.286,5.3828599999999995e-05,44.548,96.002,0.0,0.3583744045592408,2861,17471,20332,11527,269143,0,5,458,0,4,0,11,0,5,17,0,79.048,176,333
300000,2026-01-19T15:54:52.044555,34301,2959,21059,11935,23049,0.6326662778425276,0.0278494,0.3586501459840927,5.918,36.2,42.118,9.73,58.872,68.602,3.81,20.06,23.87,0.6326662778425276,556.988,5.56988e-05,46.098,99.31,0.0,0.3586501459840927,2959,18100,21059,11935,278494,0,4,450,0,7,0,13,0,3,23,0,87.044,155,378
310000,2026-01-19T15:54:54.046034,35425,3050,21749,12329,23826,0.633180891088283,0.028769,0.35874338721844856,6.1,37.398,43.498,10.028,60.822,70.85,3.928,20.73,24.658,0.633180891088283,575.38,5.7538e-05,47.652,102.614,0.0,0.35874338721844856,3050,18699,21749,12329,287690,0,4,454,0,7,0,9,0,2,24,0,128.738,177,442
320000,2026-01-19T15:54:56.684824,36613,3149,22492,12737,24611,0.6324112570920228,0.0296987,0.3590887072863501,6.298,38.686,44.984,10.394,62.832,73.226,4.094,21.38,25.474,0.6324112570920228,593.974,5.93974e-05,49.222,105.97,0.0,0.3590887072863501,3149,19343,22492,12737,296987,0,2,456,0,6,0,10,0,5,21,0,135.224,172,464
330000,2026-01-19T15:54:58.640571,37815,3245,23243,13156,25432,0.6318298925064436,0.0306186,0.35962436562856653,6.49,39.996,46.486,10.742,64.888,75.63,4.25,22.062,26.312,0.6318298925064436,612.372,6.12372e-05,50.864,109.446,0.0,0.35962436562856653,3245,19998,23243,13156,306186,0,5,449,0,0,0,10,0,5,31,0,69.002,155,423
340000,2026-01-19T15:55:00.636693,38975,3342,23951,13567,26225,0.6325443288383408,0.0315487,0.3603392239660028,6.684,41.218,47.902,11.06,66.89,77.95,4.376,22.758,27.134,0.6325443288383408,630.974,6.30974e-05,52.45,112.836,0.0,0.3603392239660028,3342,20609,23951,13567,315487,0,3,459,0,1,1,9,0,5,22,0,102.668,174,481
350000,2026-01-19T15:55:02.633342,40139,3440,24663,13979,27014,0.6331098714768056,0.0324745,0.3609952952242398,6.88,42.446,49.326,11.386,68.892,80.278,4.506,23.452,27.958,0.6331098714768056,649.49,6.4949e-05,54.028,116.172,0.0,0.3609952952242398,3440,21223,24663,13979,324745,0,2,446,0,5,1,9,0,4,33,0,120.866,175,462
360000,2026-01-19T15:55:04.648480,41241,3540,25337,14363,27749,0.6347607558242421,0.0334124,0.36193755587606313,7.08,43.594,50.674,11.696,70.786,82.482,4.616,24.11,28.726,0.6347607558242421,668.248,6.68248e-05,55.498,119.318,0.0,0.36193755587606313,3540,21797,25337,14363,334124,0,4,448,0,7,0,9,0,3,29,0,128.686,177,464
370000,2026-01-19T15:55:06.655492,42383,3638,26032,14769,28521,0.6368236757695962,0.0343374,0.3628545880106023,7.276,44.788,52.064,11.986,72.78,84.766,4.708,24.83,29.538,0.6368236757695962,686.748,6.867479999999999e-05,57.042,122.67,0.0,0.3628545880106023,3638,22394,26032,14769,343374,0,2,456,0,10,0,17,0,7,8,0,127.206,167,492
380000,2026-01-19T15:55:08.638718,43464,3731,26687,15157,29276,0.639135338676811,0.0352685,0.36373271535700913,7.462,45.912,53.374,12.258,74.67,86.928,4.796,25.518,30.314,0.639135338676811,705.37,7.0537e-05,58.552,125.852,0.0,0.36373271535700913,3731,22956,26687,15157,352685,0,4,453,0,9,0,16,0,2,16,0,138.916,179,463
390000,2026-01-19T15:55:10.684552,44605,3825,27386,15556,30064,0.6402418198878846,0.0361968,0.36447942388410404,7.65,47.122,54.772,12.584,76.626,89.21,4.934,26.178,31.112,0.6402418198878846,723.936,7.23936e-05,60.128,129.198,0.0,0.36447942388410404,3825,23561,27386,15556,361968,0,2,464,0,3,0,8,0,3,20,0,83.85,177,362
400000,2026-01-19T15:55:12.709037,45787,3924,28123,15963,30850,0.6400152113587877,0.0371249,0.3648165695235193,7.848,48.398,56.246,12.93,78.644,91.574,5.08,26.846,31.926,0.6400152113587877,742.498,7.42498e-05,61.7,132.566,0.0,0.3648165695235193,3924,24199,28123,15963,371249,0,5,460,0,3,0,9,0,5,18,0,80.386,150,462
410000,2026-01-19T15:55:14.749880,46906,4025,28811,16354,31588,0.640630356370594,0.0380591,0.3652359968601353,8.05,49.572,57.622,13.244,80.568,93.812,5.192,27.516,32.708,0.640630356370594,761.182,7.611819999999999e-05,63.176,135.724,0.0,0.3652359968601353,4025,24786,28811,16354,380591,0,3,451,0,9,0,13,0,5,19,0,121.076,161,471
420000,2026-01-19T15:55:16.780779,48034,4121,29495,16740,32367,0.6409471727811151,0.0389676,0.3658722013134323,8.242,50.748,58.99,13.546,82.522,96.068,5.302,28.178,33.48,0.6409471727811151,779.352,7.793519999999999e-05,64.734,139.028,0.0,0.3658722013134323,4121,25374,29495,16740,389676,0,7,451,0,0,0,8,0,4,30,0,21.458,100,212
430000,2026-01-19T15:55:18.813452,49162,4221,30172,17138,33132,0.6422056969704959,0.039902,0.3662311272234888,8.442,51.902,60.344,13.836,84.488,98.324,5.394,28.882,34.276,0.6422056969704959,798.04,7.9804e-05,66.264,142.31,0.0,0.3662311272234888,4221,25951,30172,17138,399020,0,10,450,0,5,0,10,0,5,20,0,114.346,176,481
440000,2026-01-19T15:55:21.009585,50312,4320,30883,17534,33894,0.6420106181461676,0.0408228,0.3665390323826805,8.64,53.126,61.766,14.168,86.456,100.624,5.528,29.54,35.068,0.6420106181461676,816.456,8.16456e-05,67.788,145.574,0.0,0.3665390323826805,4320,26563,30883,17534,408228,0,5,447,0,6,1,13,0,7,21,0,139.12,175,473
450000,2026-01-19T15:55:23.249264,51444,4421,31584,17928,34655,0.6424675370567215,0.0417583,0.3670612364232074,8.842,54.326,63.168,14.512,88.376,102.888,5.67,30.186,35.856,0.6424675370567215,835.166,8.351659999999999e-05,69.31,148.826,0.0,0.3670612364232074,4421,27163,31584,17928,417583,0,4,460,1,2,0,7,0,5,21,0,69.208,181,370
460000,2026-01-19T15:55:25.889060,52614,4516,32313,18318,35423,0.6410856370739085,0.0426688,0.3671142461032758,9.032,55.594,64.626,14.874,90.354,105.228,5.84,30.796,36.636,0.6410856370739085,853.376,8.53376e-05,70.846,152.14,0.0,0.3671142461032758,4516,27797,32313,18318,426688,0,2,466,0,9,0,9,0,3,11,0,97.658,146,478
470000,2026-01-19T15:55:28.169620,53801,4616,33042,18732,36228,0.6414290434615008,0.0435915,0.36747113253416186,9.232,56.852,66.084,15.208,92.394,107.602,5.974,31.49,37.464,0.6414290434615008,871.83,8.7183e-05,72.456,155.554,0.0,0.36747113253416186,4616,28426,33042,18732,435915,0,4,459,0,6,0,11,0,3,17,0,123.494,163,459
480000,2026-01-19T15:55:30.483953,54946,4710,33752,19131,37009,0.6416626431555468,0.0445199,0.36793511322545525,9.42,58.084,67.504,15.544,94.348,109.892,6.122,32.14,38.262,0.6416626431555468,890.398,8.90398e-05,74.018,158.838,0.0,0.36793511322545525,4710,29042,33752,19131,445199,0,2,444,0,1,0,7,0,4,42,0,77.804,147,379
490000,2026-01-19T15:55:32.521866,56059,4807,34432,19523,37755,0.6423744392649706,0.0454468,0.36832883478119777,9.614,59.25,68.864,15.844,96.274,112.118,6.228,32.818,39.046,0.6423744392649706,908.936,9.08936e-05,75.51,162.074,0.0,0.36832883478119777,4807,29625,34432,19523,454468,0,3,452,0,6,0,12,0,2,25,0,117.374,151,459
500000,2026-01-19T15:55:34.519632,57197,4912,35141,19912,38498,0.6425161329816391,0.0463815,0.3685515202171867,9.824,60.458,70.282,16.184,98.21,114.394,6.36,33.464,39.824,0.6425161329816391,927.63,9.276299999999999e-05,76.996,165.262,0.0,0.3685515202171867,4912,30229,35141,19912,463815,0,6,457,0,2,1,10,0,6,18,0,87.47,175,472
510000,2026-01-19T15:55:36.529058,58378,5006,35862,20322,39304,0.6420549490969227,0.0472939,0.3686711633350085,10.012,61.712,71.724,16.526,100.23,116.756,6.512,34.132,40.644,0.6420549490969227,945.878,9.45878e-05,78.608,168.662,0.0,0.3686711633350085,5006,30856,35862,20322,472939,0,5,448,0,6,0,9,0,3,29,0,62.974,98,450
520000,2026-01-19T15:55:38.533081,59512,5101,36547,20725,40083,0.6425644478245979,0.0482242,0.3692114737515284,10.202,62.892,73.094,16.846,102.178,119.024,6.642,34.808,41.45,0.6425644478245979,964.484,9.644840000000001e-05,80.166,171.968,0.0,0.3692114737515284,5101,31446,36547,20725,482242,0,5,450,0,3,0,8,0,3,31,0,46.668,106,282
530000,2026-01-19T15:55:41.332275,60721,5203,37294,21144,40896,0.6430692474243274,0.0491441,0.3694780116928916,10.406,64.182,74.588,17.192,104.25,121.442,6.784,35.504,42.288,0.6430692474243274,982.882,9.82882e-05,81.792,175.452,0.0,0.3694780116928916,5203,32091,37294,21144,491441,0,4,458,0,3,0,10,0,2,23,0,53.7,100,427
540000,2026-01-19T15:55:43.819997,61871,5303,38000,21544,41670,0.643301485702801,0.050077,0.3697377359018857,10.606,65.394,76.0,17.51,106.232,123.742,6.902,36.186,43.088,0.643301485702801,1001.54,0.00010015399999999999,83.34,178.754,0.0,0.3697377359018857,5303,32697,38000,21544,500770,0,5,451,0,3,0,11,0,4,26,0,83.494,145,451
550000,2026-01-19T15:55:45.845036,62970,5399,38675,21925,42412,0.6428036187319077,0.0509997,0.3698505383964887,10.798,66.552,77.35,17.82,108.12,125.94,7.022,36.828,43.85,0.6428036187319077,1019.994,0.0001019994,84.824,181.932,0.0,0.3698505383964887,5399,33276,38675,21925,509997,0,2,459,1,3,0,8,0,3,24,0,108.418,181,422
560000,2026-01-19T15:55:47.940903,64136,5488,39383,22341,43220,0.6432670309817623,0.0519249,0.3702584201770964,10.976,67.79,78.766,18.154,110.118,128.272,7.178,37.504,44.682,0.6432670309817623,1038.498,0.0001038498,86.44,185.328,0.0,0.3702584201770964,5488,33895,39383,22341,519249,0,6,448,0,2,1,9,0,4,30,0,103.838,174,457
570000,2026-01-19T15:55:50.020508,65290,5587,40094,22749,43986,0.6437022351724531,0.0528628,0.37072602130666793,11.174,69.014,80.188,18.492,112.088,130.58,7.318,38.18,45.498,0.6437022351724531,1057.256,0.0001057256,87.972,188.632,0.0,0.37072602130666793,5587,34507,40094,22749,528628,0,1,457,0,5,0,11,0,7,19,0,93.894,179,459
580000,2026-01-19T15:55:52.173209,66445,5681,40796,23156,44781,0.6436025757011529,0.0537822,0.3710533666413513,11.362,70.23,81.592,18.818,114.072,132.89,7.454,38.858,46.312,0.6436025757011529,1075.644,0.0001075644,89.562,191.984,0.0,0.3710533666413513,5681,35115,40796,23156,537822,0,6,453,0,4,0,10,0,6,21,0,79.324,123,457
590000,2026-01-19T15:55:54.643096,67620,5779,41524,23568,45576,0.6438254319810081,0.0547127,0.3714118742538623,11.558,71.49,83.048,19.164,116.076,135.24,7.604,39.532,47.136,0.6438254319810081,1094.254,0.0001094254,91.152,195.342,0.0,0.3714118742538623,5779,35745,41524,23568,547127,0,6,448,0,3,0,10,0,3,30,0,101.134,155,469
600000,2026-01-19T15:55:56.934200,68740,5876,42215,23957,46331,0.6446853728158801,0.0556463,0.3718290591253359,11.752,72.678,84.43,19.484,117.996,137.48,7.73,40.184,47.914,0.6446853728158801,1112.926,0.0001112926,92.662,198.578,0.0,0.3718290591253359,5876,36339,42215,23957,556463,0,4,459,0,1,0,7,0,3,26,0,95.456,158,476
610000,2026-01-19T15:55:58.998096,69873,5972,42914,24354,47082,0.6445706074871804,0.0565718,0.37205032559337814,11.944,73.884,85.828,19.822,119.924,139.746,7.878,40.83,48.708,0.6445706074871804,1131.436,0.0001131436,94.164,201.794,0.0,0.37205032559337814,5972,36942,42914,24354,565718,0,7,458,0,6,0,11,0,3,15,0,111.648,178,491
620000,2026-01-19T15:56:01.304116,71013,6076,43614,24755,47839,0.6446034960979745,0.0574997,0.37219234594028666,12.152,75.076,87.228,20.154,121.872,142.026,8.0,41.51,49.51,0.6446034960979745,1149.994,0.0001149994,95.678,205.002,0.0,0.37219234594028666,6076,37538,43614,24755,574997,0,5,446,0,5,0,10,0,4,30,0,80.242,126,445
630000,2026-01-19T15:56:03.402481,72110,6169,44291,25136,48577,0.6443509070755071,0.0584341,0.37241143029738755,12.338,76.244,88.582,20.486,123.734,144.22,8.146,42.126,50.272,0.6443509070755071,1168.682,0.00011686820000000001,97.154,208.168,0.0,0.37241143029738755,6169,38122,44291,25136,584341,0,4,466,0,4,0,7,0,3,16,0,104.002,173,477
640000,2026-01-19T15:56:05.458947,73240,6259,44969,25530,49361,0.6448804022166308,0.0593422,0.3727364837480073,12.518,77.42,89.938,20.79,125.69,146.48,8.27,42.79,51.06,0.6448804022166308,1186.844,0.00011868439999999999,98.722,211.454,0.0,0.3727364837480073,6259,38710,44969,25530,593422,0,8,444,0,5,0,9,0,3,31,0,73.878,101,446
650000,2026-01-19T15:56:07.531718,74432,6359,45708,25943,50166,0.6451515240824907,0.0602682,0.3729541936155778,12.718,78.698,91.416,21.122,127.742,148.864,8.402,43.484,51.886,0.6451515240824907,1205.364,0.0001205364,100.332,214.898,0.0,0.3729541936155778,6359,39349,45708,25943,602682,0,5,450,0,3,0,9,0,5,28,0,64.588,103,464
660000,2026-01-19T15:56:09.628235,75601,6460,46432,26344,50935,0.6439839956546615,0.0611977,0.37269344059654025,12.92,79.944,92.864,21.468,129.734,151.202,8.546,44.142,52.688,0.6439839956546615,1223.954,0.0001223954,101.87,218.23,0.0,0.37269344059654025,6460,39972,46432,26344,611977,0,5,461,0,7,0,13,0,5,9,0,105.612,159,476
670000,2026-01-19T15:56:11.817789,76722,6561,47123,26728,51687,0.6443036244311482,0.0621324,0.3727268379613483,13.122,81.124,94.246,21.788,131.656,153.444,8.666,44.79,53.456,0.6443036244311482,1242.648,0.0001242648,103.374,221.43,0.0,0.3727268379613483,6561,40562,47123,26728,621324,0,4,459,0,2,0,9,0,4,22,0,84.838,177,452
680000,2026-01-19T15:56:13.875827,77865,6660,47833,27122,52450,0.6439508269963594,0.0630643,0.37256499481753,13.32,82.346,95.666,22.122,133.608,155.73,8.802,45.442,54.244,0.6439508269963594,1261.286,0.0001261286,104.9,224.68,0.0,0.37256499481753,6660,41173,47833,27122,630643,0,8,447,1,2,0,5,0,5,32,0,85.362,181,395
690000,2026-01-19T15:56:15.934225,79002,6756,48521,27517,53223,0.6445615599274988,0.0639859,0.37296931628446295,13.512,83.53,97.042,22.428,135.576,158.004,8.914,46.12,55.034,0.6445615599274988,1279.718,0.0001279718,106.446,227.976,0.0,0.37296931628446295,6756,41765,48521,27517,639859,0,4,448,0,5,0,7,0,6,30,0,97.998,164,441
700000,2026-01-19T15:56:17.989443,80117,6849,49207,27907,53987,0.6449114358791362,0.0649178,0.3732170188679289,13.698,84.716,98.414,22.738,137.496,160.234,9.04,46.774,55.814,0.6449114358791362,1298.356,0.0001298356,107.974,231.234,0.0,0.3732170188679289,6849,42358,49207,27907,649178,1,4,456,0,4,0,9,0,2,24,0,52.084,122,379
710000,2026-01-19T15:56:20.040208,81259,6950,49910,28304,54749,0.6452214689514065,0.0658452,0.3733948950625503,13.9,85.92,99.82,23.066,139.452,162.518,9.166,47.442,56.608,0.6452214689514065,1316.904,0.0001316904,109.498,234.458,0.0,0.3733948950625503,6950,42960,49910,28304,658452,0,5,443,1,5,0,9,0,2,35,0,136.026,180,463
720000,2026-01-19T15:56:22.101954,82397,7049,50619,28703,55519,0.6456804254268186,0.0667776,0.37355978652914207,14.098,87.14,101.238,23.376,141.418,164.794,9.276,48.13,57.406,0.6456804254268186,1335.552,0.0001335552,111.038,237.782,0.0,0.37355978652914207,7049,43570,50619,28703,667776,0,5,464,0,1,0,6,0,6,18,0,77.168,142,468
