tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_current_retry_count,nodes_max_retry_count,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_avg_busy_ratio,nodes_avg_collision_ratio,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
23790000,2026-01-16T17:10:45.815127,1525159,300347,1184520,340639,483957,0.2921020008917112,0.22511694,0.2558841225489104,3003.47,8841.73,11845.2,3564.66,11686.93,15251.59,561.19,2845.2,3406.39,0.2921020008917112,225116.94,0.0022511694,4839.57,0.0,0.0,0.2558841225489104,300347,884173,1184520,340639,22511694,1.65,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9865,0.9359000000000001,0,1,95,0,0,0,0,1,3,0,0,31.77,123,45
23800000,2026-01-16T17:10:48.698361,1525756,300476,1185007,340748,484100,0.292076117120186,0.22521144,0.25593301740681323,3004.76,8845.31,11850.07,3566.09,11691.47,15257.56,561.32,2846.16,3407.48,0.292076117120186,225211.44,0.0022521144,4841.0,0.0,0.0,0.25593301740681323,300476,884531,1185007,340748,22521144,1.9,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9837,0.9359000000000001,0,2,93,0,0,0,1,0,4,0,0,50.33,151,53
23810000,2026-01-16T17:10:51.442785,1526342,300603,1185470,340871,484258,0.2920719819803104,0.2253067,0.2559900482837428,3006.03,8848.67,11854.7,3567.49,11695.93,15263.42,561.45,2847.26,3408.71,0.2920719819803104,225306.7,0.002253067,4842.58,0.0,0.0,0.2559900482837428,300603,884867,1185470,340871,22530670,1.72,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9763,0.9351999999999999,0,6,90,0,0,0,1,0,3,0,0,42.78,142,66
23820000,2026-01-16T17:10:54.584317,1526949,300740,1185964,340984,484398,0.29204818950276473,0.22540036,0.25604223937643533,3007.4,8852.24,11859.64,3568.97,11700.52,15269.49,561.56,2848.28,3409.84,0.29204818950276473,225400.36,0.0022540036,4843.98,0.0,0.0,0.25604223937643533,300740,885224,1185964,340984,22540036,1.93,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9814999999999999,0.9358,0,3,93,0,0,0,1,0,3,0,0,13.06,48,35
23830000,2026-01-16T17:10:57.200441,1527525,300870,1186420,341104,484541,0.29203986138067983,0.22549647,0.256095871887624,3008.7,8855.5,11864.2,3570.37,11704.88,15275.25,561.67,2849.37,3411.04,0.29203986138067983,225496.47,0.0022549647,4845.41,0.0,0.0,0.256095871887624,300870,885550,1186420,341104,22549647,1.76,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9813,0.9366,0,6,90,0,1,0,1,0,2,0,0,14.18,113,41
23840000,2026-01-16T17:10:59.799933,1528123,300998,1186897,341225,484699,0.2920302132157873,0.22559053,0.2561546528336875,3009.98,8858.99,11868.97,3571.83,11709.4,15281.23,561.84,2850.41,3412.25,0.2920302132157873,225590.53,0.0022559053,4846.99,0.0,0.0,0.2561546528336875,300998,885899,1186897,341225,22559053,1.95,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.986,0.9368,0,3,93,0,0,0,1,0,3,0,0,14.12,59,32
23850000,2026-01-16T17:11:02.354056,1528765,301126,1187400,341364,484899,0.29202746970563764,0.22568523,0.2562199839493158,3011.26,8862.74,11874.0,3573.29,11714.36,15287.65,562.02,2851.62,3413.64,0.29202746970563764,225685.23,0.0022568523,4848.99,0.0,0.0,0.2562199839493158,301126,886274,1187400,341364,22568523,1.83,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9832,0.9377,0,2,96,0,0,0,1,0,1,0,0,11.47,104,16
23860000,2026-01-16T17:11:05.092404,1529395,301253,1187895,341499,485088,0.2920203863705247,0.22578001,0.25628419976138195,3012.53,8866.42,11878.95,3574.77,11719.18,15293.95,562.23,2852.76,3414.99,0.2920203863705247,225780.01,0.0022578001,4850.88,0.0,0.0,0.25628419976138195,301253,886642,1187895,341499,22578001,1.82,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9856999999999999,0.9351999999999999,0,4,92,0,0,0,1,0,3,0,0,32.47,121,41
23870000,2026-01-16T17:11:08.396606,1529993,301379,1188366,341626,485256,0.2920123541437716,0.22587482,0.25634146116597933,3013.79,8869.87,11883.66,3576.18,11723.75,15299.93,562.38,2853.88,3416.26,0.2920123541437716,225874.82,0.0022587482,4852.56,0.0,0.0,0.25634146116597933,301379,886987,1188366,341626,22587482,1.99,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9878,0.9354,0,8,87,0,0,0,2,0,3,0,0,16.77,103,31
23880000,2026-01-16T17:11:11.584263,1530589,301504,1188833,341755,485429,0.2920054159696227,0.2259702,0.2563994015388924,3015.04,8873.29,11888.33,3577.59,11728.3,15305.89,562.54,2855.01,3417.55,0.2920054159696227,225970.2,0.002259702,4854.29,0.0,0.0,0.2563994015388924,301504,887329,1188833,341755,22597020,1.66,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9834,0.9362,0,2,93,0,0,0,1,0,4,0,0,45.22,128,45
23890000,2026-01-16T17:11:14.986385,1531181,301632,1189295,341885,485596,0.2920046765026624,0.22606519,0.25645974317059644,3016.32,8876.63,11892.95,3578.98,11732.83,15311.81,562.65,2856.2,3418.85,0.2920046765026624,226065.19,0.0022606519,4855.96,0.0,0.0,0.25645974317059644,301632,887663,1189295,341885,22606519,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9799,0.9357,0,3,91,0,0,0,2,0,4,0,0,70.41,160,56
23900000,2026-01-16T17:11:18.447445,1531773,301758,1189769,342003,485758,0.2919888581802745,0.22615983,0.25651153249963604,3017.58,8880.11,11897.69,3580.38,11737.35,15317.73,562.79,2857.24,3420.03,0.2919888581802745,226159.83,0.0022615983,4857.58,0.0,0.0,0.25651153249963604,301758,888011,1189769,342003,22615983,2.05,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9788,0.935,0,3,94,0,0,0,1,0,2,0,0,43.06,135,48
23910000,2026-01-16T17:11:21.281291,1532392,301889,1190260,342131,485926,0.29197543488511796,0.22625402,0.25657019130456105,3018.89,8883.71,11902.6,3581.87,11742.05,15323.92,562.97,2858.34,3421.31,0.29197543488511796,226254.02,0.0022625402,4859.26,0.0,0.0,0.25657019130456105,301889,888371,1190260,342131,22625402,1.74,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.982,0.9367,0,1,96,0,0,0,1,0,2,0,0,31.64,96,50
23920000,2026-01-16T17:11:24.447940,1532995,302022,1190739,342255,486076,0.29196385328213237,0.22634956,0.25662908787354366,3020.22,8887.17,11907.39,3583.29,11746.66,15329.95,563.07,2859.48,3422.55,0.29196385328213237,226349.56,0.0022634956,4860.76,0.0,0.0,0.25662908787354366,302022,888717,1190739,342255,22634956,2.15,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9839,0.9370999999999999,0,1,89,0,2,0,5,0,3,0,0,74.0,178,51
23930000,2026-01-16T17:11:27.550742,1533636,302152,1191257,342378,486256,0.2919389892485267,0.22644367,0.2566830655930792,3021.52,8891.05,11912.57,3584.85,11751.51,15336.36,563.33,2860.45,3423.78,0.2919389892485267,226443.67,0.0022644366999999997,4862.56,0.0,0.0,0.2566830655930792,302152,889105,1191257,342378,22644367,1.72,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9831,0.9343,0,5,92,0,1,0,0,0,2,0,0,17.88,115,44
23940000,2026-01-16T17:11:30.378956,1534265,302283,1191756,342508,486433,0.2919283151236007,0.22653785,0.2567449481951105,3022.83,8894.73,11917.56,3586.34,11756.31,15342.65,563.5,2861.58,3425.08,0.2919283151236007,226537.85,0.0022653785,4864.33,0.0,0.0,0.2567449481951105,302283,889473,1191756,342508,22653785,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9834999999999999,0.9328,0,8,88,0,0,0,1,0,3,0,0,44.37,132,65
23950000,2026-01-16T17:11:33.474767,1534885,302414,1192249,342635,486602,0.29191787395515933,0.22663295,0.2568061777462104,3024.14,8898.35,11922.49,3587.82,11761.03,15348.85,563.67,2862.68,3426.35,0.29191787395515933,226632.95,0.0022663295,4866.02,0.0,0.0,0.2568061777462104,302414,889835,1192249,342635,22663295,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9784,0.934,0,0,96,0,0,0,1,0,3,0,0,68.89,167,62
23960000,2026-01-16T17:11:36.319439,1535522,302543,1192753,342768,486783,0.29191007761243093,0.2267272,0.2568684414316717,3025.43,8902.1,11927.53,3589.4,11765.82,15355.22,563.96,2863.72,3427.68,0.29191007761243093,226727.2,0.002267272,4867.83,0.0,0.0,0.2568684414316717,302543,890210,1192753,342768,22672720,1.81,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9788,0.9326000000000001,0,4,91,0,0,0,3,0,2,0,0,25.03,129,23
23970000,2026-01-16T17:11:39.271128,1536125,302673,1193238,342886,486939,0.29189103501624614,0.22682218,0.256921944611314,3026.73,8905.65,11932.38,3590.86,11770.39,15361.25,564.12,2864.74,3428.86,0.29189103501624614,226822.18,0.0022682218000000002,4869.39,0.0,0.0,0.256921944611314,302673,890565,1193238,342886,22682218,1.86,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9799,0.9355,0,3,92,0,1,0,1,0,3,0,0,49.48,169,57
23980000,2026-01-16T17:11:42.044424,1536769,302803,1193745,343024,487132,0.2918852848669442,0.22691638,0.2569833110881825,3028.03,8909.42,11937.45,3592.41,11775.28,15367.69,564.38,2865.86,3430.24,0.2918852848669442,226916.38,0.0022691638,4871.32,0.0,0.0,0.2569833110881825,302803,890942,1193745,343024,22691638,1.81,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9872,0.9351999999999999,1,5,90,0,1,0,1,0,2,0,0,22.55,117,57
23990000,2026-01-16T17:11:45.024011,1537402,302933,1194241,343160,487322,0.29187919977781485,0.227011,0.2570428635720172,3029.33,8913.08,11942.41,3593.88,11780.14,15374.02,564.54,2867.06,3431.6,0.29187919977781485,227011.0,0.00227011,4873.22,0.0,0.0,0.2570428635720172,302933,891308,1194241,343160,22701100,1.89,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9832,0.9329000000000001,0,3,93,0,0,0,1,0,3,0,0,52.56,166,40
24000000,2026-01-16T17:11:47.983090,1538023,303062,1194729,343293,487499,0.29187559816597497,0.22710518,0.2571057636190467,3030.62,8916.67,11947.29,3595.33,11784.9,15380.23,564.7,2868.23,3432.93,0.29187559816597497,227105.18,0.0022710518,4874.99,0.0,0.0,0.2571057636190467,303062,891667,1194729,343293,22710518,2.03,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9845,0.9347,0,2,90,0,0,0,4,0,4,0,0,57.78,156,57
24010000,2026-01-16T17:11:50.854493,1538615,303192,1195196,343418,487656,0.2918674882760285,0.22720031,0.2571635045528266,3031.92,8920.04,11951.96,3596.76,11789.39,15386.15,564.83,2869.35,3434.18,0.2918674882760285,227200.31,0.0022720031,4876.56,0.0,0.0,0.2571635045528266,303192,892004,1195196,343418,22720031,2.04,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9845,0.9362,0,1,92,0,1,0,2,0,4,0,0,50.29,136,65
24020000,2026-01-16T17:11:53.643539,1539212,303322,1195668,343543,487816,0.29185678785391916,0.227295,0.25722050160470544,3033.22,8923.46,11956.68,3598.17,11793.95,15392.12,564.94,2870.49,3435.43,0.29185678785391916,227295.0,0.00227295,4878.16,0.0,0.0,0.25722050160470544,303322,892346,1195668,343543,22729500,1.84,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9847,0.9356,0,3,91,0,0,0,3,0,3,0,0,32.87,148,36
24030000,2026-01-16T17:11:56.469259,1539825,303444,1196149,343675,487992,0.29185316675807377,0.22738993,0.25728191571366965,3034.44,8927.05,11961.49,3599.62,11798.63,15398.25,565.17,2871.58,3436.75,0.29185316675807377,227389.93,0.0022738993,4879.92,0.0,0.0,0.25728191571366965,303444,892705,1196149,343675,22738993,1.81,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9812000000000001,0.9339,0,5,78,0,3,0,8,0,6,0,0,61.32,152,84
24040000,2026-01-16T17:11:59.213299,1540514,303581,1196696,343817,488205,0.2918370432754001,0.22748398,0.2573470230547235,3035.81,8931.15,11966.96,3601.23,11803.91,15405.14,565.41,2872.76,3438.17,0.2918370432754001,227483.98,0.0022748398,4882.05,0.0,0.0,0.2573470230547235,303581,893115,1196696,343817,22748398,2.08,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9734999999999999,0.9327,0,8,83,0,0,0,4,0,5,0,0,57.71,163,55
24050000,2026-01-16T17:12:01.982478,1541090,303707,1197154,343935,488358,0.2918248529338263,0.22757867,0.2574012947106798,3037.07,8934.47,11971.54,3602.58,11808.32,15410.9,565.5,2873.85,3439.35,0.2918248529338263,227578.67,0.0022757867,4883.58,0.0,0.0,0.2574012947106798,303707,893447,1197154,343935,22757867,1.84,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9834,0.9353,0,3,89,0,1,0,3,0,4,0,0,68.68,123,68
24060000,2026-01-16T17:12:04.702204,1541720,303838,1197649,344070,488539,0.29181841939874703,0.22767379,0.257465301634762,3038.38,8938.11,11976.49,3604.03,11813.17,15417.2,565.65,2875.05,3440.7,0.29181841939874703,227673.79,0.0022767379,4885.39,0.0,0.0,0.257465301634762,303838,893811,1197649,344070,22767379,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9837,0.9353,1,1,86,0,3,0,5,0,4,0,0,89.78,178,77
24070000,2026-01-16T17:12:07.450857,1542314,303960,1198116,344197,488719,0.29181033306354776,0.22776879,0.25752384114992405,3039.6,8941.56,11981.16,3605.46,11817.68,15423.14,565.86,2876.11,3441.97,0.29181033306354776,227768.79,0.0022776879,4887.19,0.0,0.0,0.25752384114992405,303960,894156,1198116,344197,22776879,1.88,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9767,0.9359000000000001,1,1,95,0,0,0,0,0,3,0,0,20.14,122,53
24080000,2026-01-16T17:12:10.312612,1542932,304086,1198596,344335,488902,0.29180933052615116,0.22786321,0.257586879911548,3040.86,8945.1,11985.96,3606.92,11822.4,15429.32,566.05,2877.3,3443.35,0.29180933052615116,227863.21,0.0022786321,4889.02,0.0,0.0,0.257586879911548,304086,894510,1198596,344335,22786321,1.79,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9873000000000001,0.9354,0,5,84,0,1,0,5,0,5,0,0,63.53,128,69
24090000,2026-01-16T17:12:13.113422,1543535,304220,1199083,344452,489059,0.2917906107836226,0.22795845,0.2576405635885817,3042.2,8948.63,11990.83,3608.34,11827.01,15435.35,566.14,2878.38,3444.52,0.2917906107836226,227958.45,0.0022795845,4890.59,0.0,0.0,0.2576405635885817,304220,894863,1199083,344452,22795845,1.91,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9795,0.9368000000000001,0,2,92,0,1,0,1,1,3,0,0,68.04,127,66
24100000,2026-01-16T17:12:15.914031,1544133,304348,1199562,344571,489215,0.2917804905781812,0.22805324,0.25769850514510145,3043.48,8952.14,11995.62,3609.75,11831.58,15441.33,566.27,2879.44,3445.71,0.2917804905781812,228053.24,0.0022805323999999997,4892.15,0.0,0.0,0.25769850514510145,304348,895214,1199562,344571,22805324,1.8,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9792000000000001,0.9379000000000001,0,2,91,1,3,0,2,0,1,0,0,48.66,180,51
24110000,2026-01-16T17:12:18.705091,1544793,304487,1200087,344705,489397,0.29176803348294983,0.22814755,0.25775950816834137,3044.87,8956.0,12000.87,3611.32,11836.61,15447.93,566.45,2880.6,3447.05,0.29176803348294983,228147.55,0.0022814755,4893.97,0.0,0.0,0.25775950816834137,304487,895600,1200087,344705,22814755,1.72,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9775,0.9376000000000001,1,7,87,0,0,0,1,0,4,0,0,49.56,119,54
24120000,2026-01-16T17:12:21.771618,1545426,304614,1200590,344835,489581,0.2917570255075556,0.22824192,0.25781758709676117,3046.14,8959.76,12005.9,3612.86,11841.4,15454.26,566.71,2881.64,3448.35,0.2917570255075556,228241.92,0.0022824192,4895.81,0.0,0.0,0.25781758709676117,304614,895976,1200590,344835,22824192,1.74,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9786,0.9359999999999999,0,1,96,0,0,0,1,0,2,0,0,26.99,146,23
24130000,2026-01-16T17:12:24.631695,1546044,304749,1201090,344953,489737,0.29173803284949806,0.22833645,0.25787143186726547,3047.49,8963.41,12010.9,3614.36,11846.08,15460.44,566.86,2882.67,3449.53,0.29173803284949806,228336.45,0.0022833645,4897.37,0.0,0.0,0.25787143186726547,304749,896341,1201090,344953,22833645,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9753000000000001,0.9375,0,4,94,0,0,0,1,0,1,0,0,50.65,142,43
24140000,2026-01-16T17:12:27.508795,1546675,304876,1201579,345095,489925,0.2917386027993659,0.2284316,0.2579382229492237,3048.76,8967.03,12015.79,3615.85,11850.9,15466.75,567.08,2883.87,3450.95,0.2917386027993659,228431.6,0.002284316,4899.25,0.0,0.0,0.2579382229492237,304876,896703,1201579,345095,22843160,1.64,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9804999999999999,0.938,0,5,86,0,1,0,4,0,4,0,0,81.26,172,67
24150000,2026-01-16T17:12:30.290899,1547301,305013,1202076,345224,490087,0.2917256346026558,0.22852604,0.2579972109318698,3050.13,8970.63,12020.76,3617.36,11855.65,15473.01,567.22,2885.02,3452.24,0.2917256346026558,228526.04,0.0022852604,4900.87,0.0,0.0,0.2579972109318698,305013,897063,1202076,345224,22852604,1.79,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9825,0.9370999999999999,0,6,84,0,0,0,5,0,5,0,0,70.34,148,74
24160000,2026-01-16T17:12:33.159174,1547905,305148,1202564,345340,490235,0.2917049336662326,0.22862066,0.2580500336639932,3051.48,8974.16,12025.64,3618.82,11860.23,15479.05,567.33,2886.07,3453.4,0.2917049336662326,228620.66,0.0022862066,4902.35,0.0,0.0,0.2580500336639932,305148,897416,1202564,345340,22862066,1.79,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9812000000000001,0.9390999999999999,0,3,92,0,0,0,1,0,4,0,0,35.33,105,50
24170000,2026-01-16T17:12:36.170718,1548521,305281,1203060,345460,490393,0.2916869339853407,0.22871538,0.2581023089233278,3052.81,8977.79,12030.6,3620.29,11864.92,15485.21,567.47,2887.13,3454.6,0.2916869339853407,228715.38,0.0022871538,4903.93,0.0,0.0,0.2581023089233278,305281,897779,1203060,345460,22871538,1.88,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9853999999999999,0.9390999999999999,0,1,94,0,0,0,1,0,4,0,0,65.89,146,63
24180000,2026-01-16T17:12:39.253392,1549160,305412,1203561,345599,490574,0.29168639104627725,0.22881014,0.25816773660726855,3054.12,8981.49,12035.61,3621.81,11869.79,15491.6,567.69,2888.3,3455.99,0.29168639104627725,228810.14,0.0022881014,4905.74,0.0,0.0,0.25816773660726855,305412,898149,1203561,345599,22881014,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9847,0.9390000000000001,0,2,85,0,3,1,6,0,3,0,0,101.38,174,81
24190000,2026-01-16T17:12:42.325177,1549797,305541,1204062,345734,490764,0.29167893673627865,0.22890431,0.2582269198170437,3055.41,8985.21,12040.62,3623.33,11874.64,15497.97,567.91,2889.43,3457.34,0.29167893673627865,228904.31,0.0022890431,4907.64,0.0,0.0,0.2582269198170437,305541,898521,1204062,345734,22890431,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9843,0.9372,0,6,84,0,1,0,4,0,5,0,0,66.26,152,64
24200000,2026-01-16T17:12:45.154829,1550408,305670,1204547,345860,490937,0.29167127507425705,0.228999,0.25828377624150933,3056.7,8988.77,12045.47,3624.79,11879.29,15504.08,568.08,2890.52,3458.6,0.29167127507425705,228999.0,0.00228999,4909.37,0.0,0.0,0.25828377624150933,305670,898877,1204547,345860,22899900,1.91,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9837,0.9368,1,4,91,0,0,0,1,0,3,0,0,37.01,164,45
24210000,2026-01-16T17:12:48.148747,1551026,305791,1205030,345995,491134,0.29166868207946844,0.2290936,0.2583472229110314,3057.91,8992.39,12050.3,3626.18,11884.08,15510.26,568.27,2891.68,3459.95,0.29166868207946844,229093.6,0.002290936,4911.34,0.0,0.0,0.2583472229110314,305791,899239,1205030,345995,22909360,1.94,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9814999999999999,0.9362999999999999,0,2,92,0,2,0,2,0,2,0,0,42.88,178,35
24220000,2026-01-16T17:12:51.317991,1551608,305910,1205488,346119,491308,0.29166469104460174,0.22918796,0.25840315323584506,3059.1,8995.78,12054.88,3627.55,11888.53,15516.08,568.44,2892.75,3461.19,0.29166469104460174,229187.96,0.0022918796,4913.08,0.0,0.0,0.25840315323584506,305910,899578,1205488,346119,22918796,1.84,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9814,0.9358,0,5,90,0,1,0,2,0,2,0,0,25.78,111,33
24230000,2026-01-16T17:12:54.512905,1552254,306043,1206011,346242,491485,0.29164214702534347,0.22928199,0.2584576184823784,3060.43,8999.68,12060.11,3629.08,11893.46,15522.54,568.64,2893.78,3462.42,0.29164214702534347,229281.99,0.0022928199,4914.85,0.0,0.0,0.2584576184823784,306043,899968,1206011,346242,22928199,1.95,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9851000000000001,0.9342,0,3,93,0,0,0,1,0,3,0,0,57.67,142,57
24240000,2026-01-16T17:12:57.857240,1552878,306176,1206514,346363,491640,0.2916220333006252,0.22937622,0.2585096747013125,3061.76,9003.38,12065.14,3630.59,11898.19,15528.78,568.82,2894.81,3463.63,0.2916220333006252,229376.22,0.0022937622,4916.4,0.0,0.0,0.2585096747013125,306176,900338,1206514,346363,22937622,1.9,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9754999999999999,0.9357,0,4,87,0,0,0,4,0,5,0,0,59.35,122,76
24250000,2026-01-16T17:13:01.020713,1553510,306308,1207010,346499,491827,0.2916165622332686,0.22947045,0.25857028893296985,3063.08,9007.02,12070.1,3632.08,11903.02,15535.1,568.99,2896.0,3464.99,0.2916165622332686,229470.45,0.0022947045,4918.27,0.0,0.0,0.25857028893296985,306308,900702,1207010,346499,22947045,1.88,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9771,0.9358,0,1,95,0,0,0,1,0,3,0,0,62.3,165,53
24260000,2026-01-16T17:13:03.761016,1554091,306432,1207469,346621,491985,0.2916091636031051,0.22956531,0.2586258521953142,3064.32,9010.37,12074.69,3633.48,11907.43,15540.91,569.15,2897.06,3466.21,0.2916091636031051,229565.31,0.0022956531,4919.85,0.0,0.0,0.2586258521953142,306432,901037,1207469,346621,22956531,1.91,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9804999999999999,0.9351,0,4,93,0,0,0,1,0,2,0,0,22.72,107,22
24270000,2026-01-16T17:13:06.522300,1554670,306560,1207935,346734,492124,0.2915925806932552,0.22965995,0.2586769212413111,3065.6,9013.75,12079.35,3634.88,11911.82,15546.7,569.27,2898.07,3467.34,0.2915925806932552,229659.95,0.0022965995,4921.24,0.0,0.0,0.2586769212413111,306560,901375,1207935,346734,22965995,1.77,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9852,0.9340999999999999,0,3,90,0,0,0,2,0,5,0,0,32.66,108,56
24280000,2026-01-16T17:13:09.220872,1555291,306690,1208423,346867,492306,0.291583823304157,0.22975453,0.25873523652341196,3066.9,9017.33,12084.23,3636.36,11916.55,15552.91,569.45,2899.22,3468.67,0.291583823304157,229754.53,0.0022975453000000003,4923.06,0.0,0.0,0.25873523652341196,306690,901733,1208423,346867,22975453,1.94,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9826,0.9334,0,4,92,0,0,0,1,0,3,0,0,32.89,91,56
24290000,2026-01-16T17:13:11.949768,1555930,306821,1208932,346997,492484,0.2915718731974803,0.22984934,0.25879350224230463,3068.21,9021.11,12089.32,3637.87,11921.43,15559.3,569.65,2900.32,3469.97,0.2915718731974803,229849.34,0.0022984933999999997,4924.84,0.0,0.0,0.25879350224230463,306821,902111,1208932,346997,22984934,2.07,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9834,0.9335,0,4,90,0,0,0,1,0,5,0,0,46.16,123,63
24300000,2026-01-16T17:13:14.762544,1556510,306944,1209390,347119,492646,0.2915629509959093,0.22994455,0.2588473986148682,3069.44,9024.46,12093.9,3639.27,11925.83,15565.1,569.82,2901.37,3471.19,0.2915629509959093,229944.55,0.0022994455,4926.46,0.0,0.0,0.2588473986148682,306944,902446,1209390,347119,22994455,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9834999999999999,0.9337000000000001,0,3,93,0,0,0,1,0,3,0,0,43.13,135,62
24310000,2026-01-16T17:13:17.542479,1557112,307073,1209873,347239,492801,0.2915492948975312,0.23003982,0.2589022342885017,3070.73,9028.0,12098.73,3640.73,11930.39,15571.12,570.0,2902.39,3472.39,0.2915492948975312,230039.82,0.0023003982,4928.01,0.0,0.0,0.2589022342885017,307073,902800,1209873,347239,23003982,1.92,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9817,0.934,0,3,92,0,0,1,1,0,3,0,0,81.39,174,74
24320000,2026-01-16T17:13:20.310358,1557745,307207,1210369,347375,492976,0.29154251949961135,0.2301344,0.2589652933704299,3072.07,9031.62,12103.69,3642.2,11935.25,15577.45,570.13,2903.62,3473.75,0.29154251949961135,230134.4,0.002301344,4929.76,0.0,0.0,0.2589652933704299,307207,903162,1210369,347375,23013440,1.75,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9801000000000001,0.9343,2,4,84,0,3,0,3,0,4,0,0,64.95,133,78
24330000,2026-01-16T17:13:23.075749,1558345,307337,1210850,347494,493140,0.29152548931424266,0.23022911,0.25902142096235553,3073.37,9035.13,12108.5,3643.63,11939.82,15583.45,570.25,2904.69,3474.94,0.29152548931424266,230229.11,0.0023022910999999997,4931.4,0.0,0.0,0.25902142096235553,307337,903513,1210850,347494,23022911,1.59,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9756,0.935,0,4,92,0,1,0,1,0,2,0,0,62.95,129,63
