tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_current_retry_count,nodes_max_retry_count,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_avg_busy_ratio,nodes_avg_collision_ratio,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
2750000,2026-01-19T18:53:43.736434,250368,31229,170792,79575,135496,0.5576396753598883,0.2576259,0.3465898678004551,62.458,279.126,341.584,96.07,404.666,500.736,33.61,125.54,159.15,0.5576396753598883,5152.518,0.0005152518,270.992,0.0,0.0,0.3465898678004551,31229,139563,170792,79575,2576259,1.802,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9926,0.98026,0,38,445,0,4,0,8,0,5,0,0,113.04,158,450
2760000,2026-01-19T18:53:58.837412,251258,31340,171395,79862,135990,0.5574235229768563,0.2585601,0.34654546924402146,62.68,280.11,342.79,96.412,406.104,502.516,33.73,125.994,159.724,0.5574235229768563,5171.202,0.0005171202,271.98,0.0,0.0,0.34654546924402146,31340,140055,171395,79862,2585601,1.892,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9920800000000001,0.98096,0,37,454,0,0,0,4,0,5,0,0,22.75,96,223
2770000,2026-01-19T18:54:14.229450,252209,31457,172045,80164,136501,0.5572807943299225,0.2595026,0.346512650313531,62.914,281.176,344.09,96.776,407.642,504.418,33.862,126.466,160.328,0.5572807943299225,5190.052,0.0005190052000000001,273.002,0.0,0.0,0.346512650313531,31457,140588,172045,80164,2595026,1.73,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9880599999999999,0.9808,0,46,436,1,5,0,7,0,5,0,0,143.008,180,459
2780000,2026-01-19T18:54:29.718195,253110,31566,172655,80454,136990,0.557193285226352,0.26044,0.3465016452875953,63.132,282.178,345.31,97.134,409.086,506.22,34.0,126.908,160.908,0.557193285226352,5208.8,0.00052088,273.98,0.0,0.0,0.3465016452875953,31566,141089,172655,80454,2604400,1.932,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.98946,0.9808199999999999,0,19,461,0,4,0,10,0,6,0,0,110.844,149,488
2790000,2026-01-19T18:54:44.028294,254028,31678,173278,80749,137504,0.5569943010405732,0.2613721,0.34645439161196545,63.356,283.2,346.556,97.488,410.568,508.056,34.13,127.368,161.498,0.5569943010405732,5227.442,0.0005227442,275.008,0.0,0.0,0.34645439161196545,31678,141600,173278,80749,2613721,1.92,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9939,0.98078,0,41,448,0,0,0,6,0,5,0,0,26.088,71,409
2800000,2026-01-19T18:54:59.194153,254951,31791,173905,81045,138004,0.5569762335373101,0.2623094,0.3464450306014416,63.582,284.228,347.81,97.84,412.062,509.902,34.256,127.834,162.09,0.5569762335373101,5246.188,0.0005246188000000001,276.008,0.0,0.0,0.3464450306014416,31791,142114,173905,81045,2623094,1.794,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9899399999999999,0.9809399999999999,0,25,456,0,5,0,10,0,4,0,0,117.7,148,482
2810000,2026-01-19T18:55:12.984128,255885,31901,174536,81348,138538,0.5569828776187515,0.2632442,0.3464607613539416,63.802,285.27,349.072,98.192,413.578,511.77,34.388,128.308,162.696,0.5569828776187515,5264.884,0.0005264884,277.076,0.0,0.0,0.3464607613539416,31901,142635,174536,81348,2632442,1.872,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99286,0.98092,0,40,450,0,0,0,5,0,5,0,0,46.242,123,388
2820000,2026-01-19T18:55:28.083273,256841,32013,175182,81659,139076,0.5568945796692856,0.2641824,0.3464254326036823,64.026,286.338,350.364,98.54,415.142,513.682,34.514,128.804,163.318,0.5568945796692856,5283.648,0.0005283648,278.152,0.0,0.0,0.3464254326036823,32013,143169,175182,81659,2641824,1.84,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9939,0.98068,0,45,443,1,1,0,6,0,4,0,0,94.178,181,458
2830000,2026-01-19T18:55:42.840829,257766,32122,175800,81965,139597,0.5568445516479489,0.2651156,0.34644383539394824,64.244,287.356,351.6,98.876,416.656,515.532,34.63,129.3,163.93,0.5568445516479489,5302.312,0.0005302312,279.194,0.0,0.0,0.34644383539394824,32122,143678,175800,81965,2651156,1.914,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99252,0.98056,0,27,455,0,2,0,10,0,6,0,0,98.19,153,493
2840000,2026-01-19T18:55:57.267456,258700,32236,176431,82268,140109,0.5568389991160163,0.2660487,0.34644104517561547,64.472,288.39,352.862,99.25,418.15,517.4,34.776,129.76,164.536,0.5568389991160163,5320.974,0.0005320974000000001,280.218,0.0,0.0,0.34644104517561547,32236,144195,176431,82268,2660487,1.796,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99046,0.9803999999999999,0,37,448,0,3,0,6,0,6,0,0,63.34,119,458
2850000,2026-01-19T18:56:11.759340,259628,32343,177065,82562,140624,0.5565674534097159,0.2669802,0.34637959304473204,64.686,289.444,354.13,99.61,419.646,519.256,34.922,130.202,165.124,0.5565674534097159,5339.604,0.0005339604,281.248,0.0,0.0,0.34637959304473204,32343,144722,177065,82562,2669802,1.862,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9922799999999999,0.98084,0,34,452,0,3,0,7,0,4,0,0,56.658,136,322
2860000,2026-01-19T18:56:26.662777,260554,32464,177700,82853,141113,0.5563334530303721,0.2679183,0.3463118847357066,64.928,290.472,355.4,99.966,421.142,521.108,35.038,130.668,165.706,0.5563334530303721,5358.366,0.0005358366,282.226,0.0,0.0,0.3463118847357066,32464,145236,177700,82853,2679183,1.894,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9880800000000001,0.9809,2,28,459,0,1,0,5,0,5,0,0,56.348,119,257
2870000,2026-01-19T18:56:41.436425,261484,32577,178329,83154,141623,0.5563166628802796,0.2688543,0.34630296778131175,65.154,291.504,356.658,100.314,422.654,522.968,35.16,131.148,166.308,0.5563166628802796,5377.086,0.0005377086,283.246,0.0,0.0,0.34630296778131175,32577,145752,178329,83154,2688543,1.886,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99226,0.98084,1,32,450,0,6,0,7,0,4,0,0,69.382,122,479
2880000,2026-01-19T18:56:56.284985,262416,32689,178963,83452,142138,0.5563025343096452,0.2697818,0.3462819963843636,65.378,292.548,357.926,100.678,424.154,524.832,35.298,131.606,166.904,0.5563025343096452,5395.636,0.0005395636,284.276,0.0,0.0,0.3462819963843636,32689,146274,178963,83452,2697818,1.848,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99136,0.98078,0,34,454,0,2,0,5,0,5,0,0,48.908,100,372
2890000,2026-01-19T18:57:10.877886,263306,32803,179573,83732,142612,0.5561551523571405,0.270724,0.34623609305279474,65.606,293.54,359.146,101.03,425.582,526.612,35.422,132.042,167.464,0.5561551523571405,5414.48,0.000541448,285.224,0.0,0.0,0.34623609305279474,32803,146770,179573,83732,2707240,1.926,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99044,0.9808,0,31,460,0,0,0,4,0,5,0,0,29.562,126,289
2900000,2026-01-19T18:57:25.401185,264240,32920,180208,84031,143117,0.555990107053252,0.2716576,0.34619149019386297,65.84,294.576,360.416,101.386,427.094,528.48,35.544,132.518,168.062,0.555990107053252,5433.152,0.0005433152,286.234,0.0,0.0,0.34619149019386297,32920,147288,180208,84031,2716576,1.808,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99272,0.9812,0,39,452,0,0,0,6,0,3,0,0,47.19,92,447
2910000,2026-01-19T18:57:39.748887,265202,33036,180859,84342,143657,0.5559659987233988,0.2725986,0.34619262161547143,66.072,295.646,361.718,101.732,428.672,530.404,35.66,133.024,168.684,0.5559659987233988,5451.972,0.0005451972,287.314,0.0,0.0,0.34619262161547143,33036,147823,180859,84342,2725986,1.822,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9920599999999999,0.98138,1,7,481,0,3,0,5,0,3,0,0,85.47,177,266
2920000,2026-01-19T18:57:54.022510,266159,33147,181506,84653,144195,0.555872839721881,0.2735326,0.34617495628824213,66.294,296.718,363.012,102.08,430.238,532.318,35.786,133.52,169.306,0.555872839721881,5470.652,0.0005470652000000001,288.39,0.0,0.0,0.34617495628824213,33147,148359,181506,84653,2735326,1.912,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9900800000000001,0.98102,0,26,457,1,5,0,6,0,5,0,0,130.328,181,452
2930000,2026-01-19T18:58:08.295487,267105,33268,182143,84961,144716,0.5557507928490901,0.2744668,0.3461566866264649,66.536,297.75,364.286,102.428,431.782,534.21,35.89,134.032,169.922,0.5557507928490901,5489.336,0.0005489336,289.432,0.0,0.0,0.3461566866264649,33268,148875,182143,84961,2744668,1.812,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9897,0.98098,0,38,450,0,2,0,5,0,5,0,0,83.224,167,410
2940000,2026-01-19T18:58:22.758458,268008,33380,182755,85252,145217,0.5557387000825235,0.2753935,0.34615128829860925,66.76,298.75,365.51,102.764,433.252,536.016,36.002,134.502,170.504,0.5557387000825235,5507.87,0.0005507870000000001,290.434,0.0,0.0,0.34615128829860925,33380,149375,182755,85252,2753935,1.864,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9927,0.98112,0,41,451,0,0,0,5,0,3,0,0,29.014,94,227
2950000,2026-01-19T18:58:37.641969,268922,33494,183372,85549,145715,0.5557476851239643,0.2763344,0.34613766744656455,66.988,299.756,366.744,103.1,434.744,537.844,36.112,134.986,171.098,0.5557476851239643,5526.688,0.0005526687999999999,291.43,0.0,0.0,0.34613766744656455,33494,149878,183372,85549,2763344,1.864,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99232,0.98132,1,24,459,0,4,0,9,0,3,0,0,76.224,178,450
2960000,2026-01-19T18:58:52.306170,269851,33601,184001,85849,146248,0.5555468824307872,0.2772687,0.34607870074142055,67.202,300.8,368.002,103.434,436.268,539.702,36.23,135.468,171.698,0.5555468824307872,5545.374,0.0005545373999999999,292.496,0.0,0.0,0.34607870074142055,33601,150400,184001,85849,2772687,1.82,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9929,0.98078,0,53,435,0,1,0,6,0,5,0,0,67.522,169,393
2970000,2026-01-19T18:59:07.309195,270745,33716,184614,86130,146723,0.5551960980354906,0.2782062,0.34596772824149513,67.432,301.796,369.228,103.792,437.698,541.49,36.358,135.902,172.26,0.5551960980354906,5564.124,0.0005564124000000001,293.446,0.0,0.0,0.34596772824149513,33716,150898,184614,86130,2782062,1.888,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99388,0.9811799999999999,0,45,447,0,1,0,4,0,3,0,0,95.05,152,447
2980000,2026-01-19T18:59:21.505344,271685,33826,185249,86436,147240,0.5552232710926933,0.279147,0.3459847347849497,67.652,302.846,370.498,104.154,439.216,543.37,36.502,136.37,172.872,0.5552232710926933,5582.94,0.000558294,294.48,0.0,0.0,0.3459847347849497,33826,151423,185249,86436,2791470,1.908,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99156,0.9809,0,40,440,0,3,1,10,0,6,0,0,98.97,175,473
2990000,2026-01-19T18:59:36.518568,272576,33942,185857,86718,147719,0.5549670916714909,0.2800859,0.3459054204477669,67.884,303.83,371.714,104.5,440.652,545.152,36.616,136.82,173.436,0.5549670916714909,5601.718,0.0005601718,295.438,0.0,0.0,0.3459054204477669,33942,151915,185857,86718,2800859,1.836,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99134,0.9812,0,24,463,0,2,0,6,0,5,0,0,75.566,178,361
3000000,2026-01-19T18:59:51.040862,273441,34059,186455,86985,148162,0.554655367721011,0.2810263,0.3458111330447083,68.118,304.792,372.91,104.85,442.032,546.882,36.732,137.238,173.97,0.554655367721011,5620.526,0.0005620526,296.324,0.0,0.0,0.3458111330447083,34059,152396,186455,86985,2810263,1.876,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9916200000000001,0.98148,0,21,466,0,4,0,5,0,4,0,0,82.376,176,491
3010000,2026-01-19T19:00:05.114763,274390,34169,187098,87291,148701,0.5546624903832091,0.2819515,0.345813017927959,68.338,305.858,374.196,105.202,443.578,548.78,36.862,137.72,174.582,0.5546624903832091,5639.03,0.000563903,297.402,0.0,0.0,0.345813017927959,34169,152929,187098,87291,2819515,1.64,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99172,0.98176,1,41,449,0,0,0,6,0,3,0,0,34.338,102,269
3020000,2026-01-19T19:00:19.161290,275356,34287,187753,87602,149219,0.5546100110184624,0.2828928,0.34579860295491227,68.574,306.932,375.506,105.574,445.138,550.712,37.0,138.204,175.204,0.5546100110184624,5657.856,0.0005657856,298.438,0.0,0.0,0.34579860295491227,34287,153466,187753,87602,2828928,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9925,0.9812,1,26,454,0,4,0,9,0,6,0,0,120.058,178,463
3030000,2026-01-19T19:00:33.175495,276270,34397,188369,87900,149731,0.5545964023943014,0.2838296,0.34579879495607263,68.794,307.944,376.738,105.922,446.618,552.54,37.126,138.674,175.8,0.5545964023943014,5676.592,0.0005676592,299.462,0.0,0.0,0.34579879495607263,34397,153972,188369,87900,2838296,1.818,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9929,0.9808600000000001,0,36,449,0,5,0,6,0,4,0,0,68.824,148,393
3040000,2026-01-19T19:00:47.201737,277183,34512,188987,88195,150243,0.5544689460719833,0.2847713,0.34575626602609183,69.024,308.95,377.974,106.258,448.108,554.366,37.232,139.158,176.39,0.5544689460719833,5695.426,0.0005695426,300.486,0.0,0.0,0.34575626602609183,34512,154475,188987,88195,2847713,1.764,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99146,0.98114,0,36,459,0,0,0,1,0,4,0,0,87.284,162,366
3050000,2026-01-19T19:01:01.166990,278127,34624,189627,88499,150748,0.5543689099455711,0.2857006,0.3457246915049637,69.248,310.006,379.254,106.632,449.622,556.254,37.382,139.616,176.998,0.5543689099455711,5714.012,0.0005714012000000001,301.496,0.0,0.0,0.3457246915049637,34624,155003,189627,88499,2857006,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9902799999999999,0.98126,0,36,445,0,3,0,10,0,6,0,0,105.858,160,420
3060000,2026-01-19T19:01:16.462374,279084,34740,190278,88805,151269,0.5543284629196227,0.2866344,0.3456995986365253,69.48,311.076,380.556,107.01,451.158,558.168,37.528,140.082,177.61,0.5543284629196227,5732.688,0.0005732688,302.538,0.0,0.0,0.3456995986365253,34740,155538,190278,88805,2866344,1.954,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99164,0.98084,1,24,456,0,5,0,10,0,4,0,0,111.504,144,461
3070000,2026-01-19T19:01:32.695358,279997,34849,190897,89100,151781,0.5544175634018831,0.2875701,0.3457227122793899,69.698,312.096,381.794,107.354,452.64,559.994,37.656,140.544,178.2,0.5544175634018831,5751.402,0.0005751402,303.562,0.0,0.0,0.3457227122793899,34849,156048,190897,89100,2875701,1.672,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9861,0.9808600000000001,0,29,458,1,3,0,4,0,5,0,0,113.51,180,437
3080000,2026-01-19T19:01:48.438211,280970,34965,191557,89413,152307,0.5543410463113408,0.2885056,0.34571457963897534,69.93,313.184,383.114,107.742,454.198,561.94,37.812,141.014,178.826,0.5543410463113408,5770.112,0.0005770112,304.614,0.0,0.0,0.34571457963897534,34965,156592,191557,89413,2885056,1.852,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99274,0.98066,1,37,443,1,5,0,9,0,4,0,0,107.86,180,482
3090000,2026-01-19T19:02:04.509936,281895,35077,192194,89700,152809,0.5540535118562956,0.2894382,0.34562977531587524,70.154,314.234,384.388,108.116,455.674,563.79,37.96,141.44,179.4,0.5540535118562956,5788.764,0.0005788764,305.618,0.0,0.0,0.34562977531587524,35077,157117,192194,89700,2894382,1.858,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.98944,0.9803,0,30,460,0,1,0,5,0,4,0,0,64.436,157,300
3100000,2026-01-19T19:02:19.078069,282805,35197,192817,89988,153289,0.5539238745143638,0.290377,0.345588729250435,70.394,315.24,385.634,108.45,457.16,565.61,38.056,141.92,179.976,0.5539238745143638,5807.54,0.000580754,306.578,0.0,0.0,0.345588729250435,35197,157620,192817,89988,2903770,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99378,0.9806999999999999,0,23,460,0,4,0,7,1,5,0,0,93.67,125,459
3110000,2026-01-19T19:02:33.080598,283738,35308,193437,90300,153819,0.554008723324742,0.2913115,0.3456209385244183,70.616,316.258,386.874,108.786,458.69,567.476,38.168,142.432,180.6,0.554008723324742,5826.23,0.000582623,307.638,0.0,0.0,0.3456209385244183,35308,158129,193437,90300,2913115,1.942,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.98966,0.9811799999999999,0,23,459,0,2,0,10,0,6,0,0,87.016,141,431
3120000,2026-01-19T19:02:48.605930,284639,35420,194044,90594,154324,0.5540048149191916,0.2922555,0.34562031001914567,70.84,317.248,388.088,109.11,460.168,569.278,38.27,142.918,181.188,0.5540048149191916,5845.11,0.000584511,308.648,0.0,0.0,0.34562031001914567,35420,158624,194044,90594,2922555,1.812,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99148,0.98138,0,20,465,0,4,0,6,0,5,0,0,103.992,178,392
3130000,2026-01-19T19:03:03.920432,285594,35530,194690,90903,154853,0.5539290709145548,0.2931862,0.3455876662208207,71.06,318.32,389.38,109.474,461.714,571.188,38.412,143.394,181.806,0.5539290709145548,5863.724,0.0005863724,309.706,0.0,0.0,0.3455876662208207,35530,159160,194690,90903,2931862,1.86,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9919600000000001,0.98138,0,33,446,0,5,0,12,0,4,0,0,85.29,127,478
3140000,2026-01-19T19:03:18.269393,286550,35638,195339,91211,155403,0.5538530402176143,0.2941238,0.3455608607838048,71.276,319.402,390.678,109.834,463.266,573.1,38.558,143.864,182.422,0.5538530402176143,5882.476,0.0005882476,310.806,0.0,0.0,0.3455608607838048,35638,159701,195339,91211,2941238,1.94,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.98952,0.98134,0,30,455,0,3,0,8,1,3,0,0,45.176,123,389
3150000,2026-01-19T19:03:32.231185,287515,35755,195992,91522,155935,0.5537417055470494,0.2950499,0.3455222859318645,71.51,320.474,391.984,110.188,464.842,575.03,38.676,144.368,183.044,0.5537417055470494,5900.998,0.0005900997999999999,311.87,0.0,0.0,0.3455222859318645,35755,160237,195992,91522,2950499,1.86,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99398,0.98148,0,39,442,0,5,0,10,0,4,0,0,95.768,162,493
3160000,2026-01-19T19:03:46.730074,288479,35863,196642,91836,156482,0.55364125132314,0.2959833,0.34549539820650255,71.726,321.558,393.284,110.556,466.402,576.958,38.83,144.842,183.672,0.55364125132314,5919.666,0.0005919666,312.964,0.0,0.0,0.34549539820650255,35863,160779,196642,91836,2959833,1.854,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99126,0.9812799999999999,0,30,451,0,4,0,9,0,6,0,0,120.188,176,368
3170000,2026-01-19T19:04:00.673287,289412,35973,197276,92135,156999,0.5535059573027244,0.296916,0.3454595825834724,71.946,322.606,394.552,110.92,467.904,578.824,38.974,145.296,184.27,0.5535059573027244,5938.32,0.000593832,313.998,0.0,0.0,0.3454595825834724,35973,161303,197276,92135,2969160,1.92,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9927,0.98042,0,30,452,0,3,0,8,0,7,0,0,100.536,179,446
3180000,2026-01-19T19:04:17.260841,290380,36087,197937,92442,157531,0.553518280162442,0.2978454,0.34545050925519405,72.174,323.7,395.874,111.294,469.466,580.76,39.118,145.766,184.884,0.553518280162442,5956.908,0.0005956908,315.062,0.0,0.0,0.34545050925519405,36087,161850,197937,92442,2978454,1.982,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9934,0.98034,0,39,441,0,3,0,10,0,7,0,0,106.988,150,479
3190000,2026-01-19T19:04:33.904627,291286,36199,198543,92743,158049,0.5535705224599238,0.2987844,0.34547405897296385,72.398,324.688,397.086,111.61,470.962,582.572,39.212,146.274,185.486,0.5535705224599238,5975.688,0.0005975688,316.098,0.0,0.0,0.34547405897296385,36199,162344,198543,92743,2987844,1.95,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.98988,0.98056,0,16,470,1,3,0,5,0,5,0,0,128.744,180,438
3200000,2026-01-19T19:04:49.743073,292210,36305,199168,93041,158559,0.5534896938133771,0.2997185,0.34545700088737885,72.61,325.726,398.336,111.982,472.438,584.42,39.37,146.712,186.082,0.5534896938133771,5994.37,0.000599437,317.118,0.0,0.0,0.34545700088737885,36305,162863,199168,93041,2997185,1.884,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9921599999999999,0.9809399999999999,0,28,457,0,2,0,7,0,6,0,0,81.31,153,450
3210000,2026-01-19T19:05:04.673142,293144,36423,199809,93334,159055,0.553212150392147,0.300655,0.3453694648428913,72.846,326.772,399.618,112.346,473.942,586.288,39.498,147.17,186.668,0.553212150392147,6013.1,0.00060131,318.11,0.0,0.0,0.3453694648428913,36423,163386,199809,93334,3006550,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99346,0.98088,0,29,455,0,2,0,8,0,6,0,0,97.558,154,404
3220000,2026-01-19T19:05:19.528035,294098,36538,200460,93637,159580,0.553211031915392,0.301588,0.345368784426184,73.076,327.844,400.92,112.722,475.474,588.196,39.644,147.63,187.274,0.553211031915392,6031.76,0.0006031760000000001,319.16,0.0,0.0,0.345368784426184,36538,163922,200460,93637,3015880,2.002,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99536,0.98066,0,56,432,0,0,0,8,0,4,0,0,61.532,138,381
3230000,2026-01-19T19:05:34.421017,295067,36655,201124,93942,160109,0.5531884740087303,0.302523,0.3453513724203914,73.31,328.938,402.248,113.09,477.044,590.134,39.78,148.104,187.884,0.5531884740087303,6050.46,0.0006050459999999999,320.218,0.0,0.0,0.3453513724203914,36655,164469,201124,93942,3025230,1.81,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99188,0.9803999999999999,0,37,451,0,1,0,7,0,4,0,0,63.846,129,492
3240000,2026-01-19T19:05:49.439807,296026,36769,201776,94249,160638,0.5531807623197817,0.3034522,0.3453342616461535,73.538,330.014,403.552,113.458,478.594,592.052,39.918,148.58,188.498,0.5531807623197817,6069.044,0.0006069044,321.276,0.0,0.0,0.3453342616461535,36769,165007,201776,94249,3034522,1.798,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9942799999999999,0.98012,0,57,430,0,1,0,8,0,4,0,0,65.146,133,456
3250000,2026-01-19T19:06:04.421838,296982,36891,202436,94546,161150,0.5531095542355884,0.3043898,0.34529994581544754,73.782,331.09,404.872,113.828,480.136,593.964,40.046,149.046,189.092,0.5531095542355884,6087.796,0.0006087795999999999,322.3,0.0,0.0,0.34529994581544754,36891,165545,202436,94546,3043898,1.83,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9846,0.98056,0,33,459,0,2,0,2,1,3,0,0,83.992,140,413
3260000,2026-01-19T19:06:19.717827,297916,37005,203069,94847,161659,0.5528305938651833,0.3053271,0.3452169334033571,74.01,332.128,406.138,114.192,481.64,595.832,40.182,149.512,189.694,0.5528305938651833,6106.542,0.0006106542,323.318,0.0,0.0,0.3452169334033571,37005,166064,203069,94847,3053271,1.846,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9920399999999999,0.98058,0,27,463,1,2,0,3,0,4,0,0,94.896,180,455
3270000,2026-01-19T19:06:34.751388,298829,37115,203686,95142,162164,0.5526935475192575,0.3062583,0.34517701689680913,74.23,333.142,407.372,114.53,483.128,597.658,40.298,149.986,190.284,0.5526935475192575,6125.166,0.0006125166,324.328,0.0,0.0,0.34517701689680913,37115,166571,203686,95142,3062583,1.814,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99276,0.98112,0,54,434,0,2,0,6,0,4,0,0,70.056,113,433
3280000,2026-01-19T19:06:49.254559,299786,37226,204340,95445,162692,0.5525833562267434,0.3071948,0.34514521102334117,74.452,334.228,408.68,114.902,484.67,599.572,40.448,150.442,190.89,0.5525833562267434,6143.896,0.0006143896,325.384,0.0,0.0,0.34514521102334117,37226,167114,204340,95445,3071948,1.726,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9920599999999999,0.98122,0,35,452,0,0,0,6,0,7,0,0,76.086,150,436
3290000,2026-01-19T19:07:04.396551,300770,37338,205005,95765,163240,0.5524849767148291,0.3081266,0.34512264875728565,74.676,335.334,410.01,115.278,486.262,601.54,40.602,150.928,191.53,0.5524849767148291,6162.532,0.0006162531999999999,326.48,0.0,0.0,0.34512264875728565,37338,167667,205005,95765,3081266,1.688,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99202,0.98064,0,45,435,0,3,0,9,0,8,0,0,55.374,118,492
3300000,2026-01-19T19:07:19.452658,301702,37447,205631,96070,163778,0.5522899895687493,0.309062,0.34506758493015527,74.894,336.368,411.262,115.626,487.778,603.404,40.73,151.41,192.14,0.5522899895687493,6181.24,0.0006181240000000001,327.556,0.0,0.0,0.34506758493015527,37447,168184,205631,96070,3090620,1.916,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9934,0.98048,0,37,453,0,0,0,5,0,5,0,0,82.848,154,440
3310000,2026-01-19T19:07:34.629530,302629,37557,206259,96369,164299,0.5522142696143859,0.3099988,0.34503879609355975,75.114,337.404,412.518,115.964,489.294,605.258,40.85,151.888,192.738,0.5522142696143859,6199.976,0.0006199976,328.598,0.0,0.0,0.34503879609355975,37557,168702,206259,96369,3099988,1.884,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99438,0.9806999999999999,1,41,449,0,2,0,4,0,3,0,0,27.712,113,405
3320000,2026-01-19T19:07:49.823954,303551,37670,206882,96668,164808,0.5521471732042794,0.3109349,0.34502743415754644,75.34,338.424,413.764,116.294,490.808,607.102,40.954,152.382,193.336,0.5521471732042794,6218.698,0.0006218698,329.616,0.0,0.0,0.34502743415754644,37670,169212,206882,96668,3109349,1.87,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99334,0.98078,0,35,450,0,5,0,7,0,3,0,0,135.59,179,479
