tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_current_retry_count,nodes_max_retry_count,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_avg_busy_ratio,nodes_avg_collision_ratio,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
4130000,2026-01-19T19:28:03.145908,377232,46878,257069,120162,204693,0.541752530326162,0.3868334,0.34176875763680625,93.756,420.382,514.138,144.632,609.832,754.464,50.874,189.45,240.324,0.541752530326162,7736.668,0.0007736668,409.386,0.0,0.0,0.34176875763680625,46878,210191,257069,120162,3868334,1.874,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99422,0.9810599999999999,1,45,445,0,0,0,4,0,5,0,0,55.76,135,330
4140000,2026-01-19T19:28:18.797333,378179,46995,257714,120464,205201,0.5414870554195903,0.3877692,0.3417014998729373,93.99,421.438,515.428,145.006,611.352,756.358,51.014,189.914,240.928,0.5414870554195903,7755.384,0.0007755384,410.402,0.0,0.0,0.3417014998729373,46995,210719,257714,120464,3877692,1.976,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99248,0.98102,0,33,457,0,0,0,4,0,6,0,0,48.88,149,372
4150000,2026-01-19T19:28:34.902516,379105,47109,258350,120754,205697,0.5412592781822153,0.3887045,0.3416338559787098,94.218,422.482,516.7,145.364,612.846,758.21,51.144,190.364,241.508,0.5412592781822153,7774.09,0.0007774090000000001,411.394,0.0,0.0,0.3416338559787098,47109,211241,258350,120754,3887045,1.762,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9929600000000001,0.98088,0,33,456,0,0,0,6,0,5,0,0,55.22,145,398
4160000,2026-01-19T19:28:50.240642,379974,47222,258944,121029,206162,0.5410820728122815,0.3896472,0.34158117719086534,94.444,423.444,517.888,145.696,614.252,759.948,51.25,190.808,242.058,0.5410820728122815,7792.944,0.0007792944000000001,412.324,0.0,0.0,0.34158117719086534,47222,211722,258944,121029,3896472,1.78,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9900399999999999,0.9811599999999999,0,45,446,0,2,0,3,0,4,0,0,41.78,161,270
4170000,2026-01-19T19:29:04.644023,380929,47340,259602,121326,206674,0.5409344488762302,0.3905796,0.3415294492657337,94.68,424.524,519.204,146.058,615.8,761.858,51.378,191.274,242.652,0.5409344488762302,7811.592,0.0007811592000000001,413.348,0.0,0.0,0.3415294492657337,47340,212262,259602,121326,3905796,1.872,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.98858,0.9803,1,33,454,0,1,0,7,0,4,0,0,68.498,120,426
4180000,2026-01-19T19:29:19.530947,381846,47461,260231,121614,207152,0.5408355049514807,0.3915156,0.34149217388303243,94.922,425.54,520.462,146.408,617.284,763.692,51.486,191.742,243.228,0.5408355049514807,7830.312,0.0007830312000000001,414.304,0.0,0.0,0.34149217388303243,47461,212770,260231,121614,3915156,1.97,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99376,0.9805799999999999,0,41,442,0,5,0,8,0,4,0,0,112.712,178,407
4190000,2026-01-19T19:29:33.771160,382763,47578,260856,121906,207643,0.5406368185077022,0.3924484,0.34143609745983183,95.156,426.556,521.712,146.77,618.756,765.526,51.612,192.2,243.812,0.5406368185077022,7848.968,0.0007848967999999999,415.286,0.0,0.0,0.34143609745983183,47578,213278,260856,121906,3924484,1.874,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99084,0.98036,0,30,455,0,3,0,7,0,5,0,0,75.43,126,350
4200000,2026-01-19T19:29:49.784350,383694,47702,261496,122197,208128,0.5405140514860824,0.3933863,0.34139552614963276,95.404,427.588,522.992,147.124,620.264,767.388,51.718,192.676,244.394,0.5405140514860824,7867.726,0.0007867726,416.256,0.0,0.0,0.34139552614963276,47702,213794,261496,122197,3933863,1.82,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99326,0.98012,0,38,445,0,2,0,10,0,5,0,0,94.418,138,457
4210000,2026-01-19T19:30:04.655319,384576,47819,262099,122476,208597,0.5404057653021449,0.394324,0.34135079859903716,95.638,428.56,524.198,147.448,621.704,769.152,51.808,193.144,244.952,0.5404057653021449,7886.48,0.000788648,417.194,0.0,0.0,0.34135079859903716,47819,214280,262099,122476,3943240,1.948,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99234,0.9800399999999999,0,56,427,0,4,0,9,0,4,0,0,61.884,112,371
4220000,2026-01-19T19:30:20.498514,385477,47929,262715,122761,209093,0.5402789734542156,0.3952636,0.3413187631679266,95.858,429.572,525.43,147.788,623.166,770.954,51.928,193.594,245.522,0.5402789734542156,7905.272,0.0007905272,418.186,0.0,0.0,0.3413187631679266,47929,214786,262715,122761,3952636,1.91,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9914,0.98014,0,32,456,0,1,0,6,0,5,0,0,68.606,126,448
4230000,2026-01-19T19:30:35.815104,386383,48044,263339,123043,209573,0.5400779930904492,0.3962014,0.3412461748898607,96.088,430.59,526.678,148.144,624.622,772.766,52.054,194.032,246.086,0.5400779930904492,7924.028,0.0007924027999999999,419.146,0.0,0.0,0.3412461748898607,48044,215295,263339,123043,3962014,1.874,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99356,0.9800599999999999,0,48,440,0,0,0,5,0,7,0,0,58.032,139,435
4240000,2026-01-19T19:30:51.559339,387261,48156,263939,123322,210047,0.5399476472239149,0.3971424,0.34120555134414304,96.312,431.566,527.878,148.466,626.056,774.522,52.154,194.49,246.644,0.5399476472239149,7942.848,0.0007942848,420.094,0.0,0.0,0.34120555134414304,48156,215783,263939,123322,3971424,1.866,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99068,0.98024,1,32,454,0,3,0,6,0,4,0,0,60.808,118,453
4250000,2026-01-19T19:31:06.820041,388170,48271,264560,123609,210534,0.5398349307267443,0.39808,0.34116435278155344,96.542,432.578,529.12,148.822,627.518,776.34,52.28,194.938,247.218,0.5398349307267443,7961.6,0.00079616,421.068,0.0,0.0,0.34116435278155344,48271,216289,264560,123609,3980800,2.0,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99212,0.9805,1,28,460,0,2,0,4,0,5,0,0,44.334,177,277
4260000,2026-01-19T19:31:22.049069,389035,48387,265152,123882,210987,0.5396566909973832,0.3990199,0.34110871535836773,96.774,433.53,530.304,149.166,628.904,778.07,52.392,195.372,247.764,0.5396566909973832,7980.398,0.0007980398,421.974,0.0,0.0,0.34110871535836773,48387,216765,265152,123882,3990199,1.93,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99278,0.98046,0,20,470,0,1,0,4,0,5,0,0,35.798,119,403
4270000,2026-01-19T19:31:38.000698,389919,48506,265757,124161,211440,0.5395188474180482,0.3999593,0.3410683736956333,97.012,434.502,531.514,149.518,630.32,779.838,52.504,195.818,248.322,0.5395188474180482,7999.186,0.0007999186,422.88,0.0,0.0,0.3410683736956333,48506,217251,265757,124161,3999593,1.83,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99064,0.98068,0,32,451,0,3,0,8,0,6,0,0,85.998,154,394
4280000,2026-01-19T19:31:52.258219,390802,48618,266362,124439,211918,0.5394533922434858,0.4008991,0.34104302375005746,97.236,435.488,532.724,149.866,631.738,781.604,52.63,196.248,248.878,0.5394533922434858,8017.982,0.0008017982,423.836,0.0,0.0,0.34104302375005746,48618,217744,266362,124439,4008991,1.924,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.98824,0.98052,0,18,474,0,2,0,3,0,3,0,0,101.054,178,415
4290000,2026-01-19T19:32:06.035695,391668,48731,266959,124708,212372,0.5393570682569552,0.4018347,0.34100826914404925,97.462,436.456,533.918,150.206,633.13,783.336,52.742,196.674,249.416,0.5393570682569552,8036.694,0.0008036693999999999,424.744,0.0,0.0,0.34100826914404925,48731,218228,266959,124708,4018347,2.0,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99452,0.98056,0,41,451,0,0,0,5,0,3,0,0,60.438,140,390
4300000,2026-01-19T19:32:20.394632,392548,48846,267562,124985,212832,0.5392075515858767,0.4027738,0.34096133303430837,97.692,437.432,535.124,150.55,634.546,785.096,52.856,197.114,249.97,0.5392075515858767,8055.476,0.0008055476,425.664,0.0,0.0,0.34096133303430837,48846,218716,267562,124985,4027738,1.764,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.98984,0.98066,0,40,450,0,1,0,4,0,5,0,0,64.372,118,476
4310000,2026-01-19T19:32:34.319927,393398,48955,268141,125256,213281,0.5390580080618359,0.4037125,0.34092003438709695,97.91,438.372,536.282,150.882,635.914,786.796,52.97,197.542,250.512,0.5390580080618359,8074.25,0.000807425,426.562,0.0,0.0,0.34092003438709695,48955,219186,268141,125256,4037125,1.708,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99386,0.98102,0,40,446,0,4,0,6,0,4,0,0,60.348,92,391
4320000,2026-01-19T19:32:48.675825,394259,49067,268732,125526,213728,0.5390114429980584,0.404659,0.3408946721849954,98.134,439.33,537.464,151.234,637.284,788.518,53.098,197.954,251.052,0.5390114429980584,8093.18,0.000809318,427.456,0.0,0.0,0.3408946721849954,49067,219665,268732,125526,4046590,1.882,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99184,0.9810399999999999,0,31,455,0,2,0,6,0,6,0,0,93.088,134,427
4330000,2026-01-19T19:33:02.840242,395185,49185,269368,125816,214217,0.5388748644971486,0.4055974,0.34085087982624884,98.37,440.366,538.736,151.612,638.758,790.37,53.24,198.392,251.632,0.5388748644971486,8111.948,0.0008111948,428.434,0.0,0.0,0.34085087982624884,49185,220183,269368,125816,4055974,1.826,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99212,0.98054,0,32,457,0,1,0,4,0,6,0,0,69.222,138,468
4340000,2026-01-19T19:33:17.724721,396093,49304,269997,126096,214684,0.5387324382340449,0.4065396,0.34079464454225167,98.608,441.386,539.994,151.97,640.216,792.186,53.362,198.83,252.192,0.5387324382340449,8130.792,0.0008130792,429.368,0.0,0.0,0.34079464454225167,49304,220693,269997,126096,4065396,1.96,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99184,0.97996,0,27,458,1,3,0,6,0,5,0,0,66.51,180,426
4350000,2026-01-19T19:33:33.210785,396979,49420,270602,126377,215150,0.5386046420693426,0.40748,0.3407522681265815,98.84,442.364,541.204,152.334,641.624,793.958,53.494,199.26,252.754,0.5386046420693426,8149.6,0.00081496,430.3,0.0,0.0,0.3407522681265815,49420,221182,270602,126377,4074800,1.956,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99272,0.97974,0,31,457,1,2,0,4,0,5,0,0,98.004,181,442
4360000,2026-01-19T19:33:48.353324,397869,49539,271209,126659,215613,0.538474315277582,0.4084141,0.34070390513217724,99.078,443.34,542.418,152.678,643.06,795.738,53.598,199.72,253.318,0.538474315277582,8168.282,0.0008168282,431.226,0.0,0.0,0.34070390513217724,49539,221670,271209,126659,4084141,1.85,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99312,0.9798,0,31,453,0,4,0,9,0,3,0,0,86.072,111,462
4370000,2026-01-19T19:34:03.122130,398757,49650,271815,126941,216093,0.5383382598553814,0.4093539,0.3406594221057079,99.3,444.33,543.63,153.024,644.49,797.514,53.722,200.16,253.882,0.5383382598553814,8187.078,0.0008187078,432.186,0.0,0.0,0.3406594221057079,49650,222165,271815,126941,4093539,1.922,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9935,0.97978,0,36,450,0,1,0,10,0,3,0,0,66.206,135,465
4380000,2026-01-19T19:34:17.360424,399699,49761,272459,127239,216616,0.5382701196653336,0.4102823,0.3406417634819883,99.522,445.396,544.918,153.386,646.012,799.398,53.862,200.616,254.478,0.5382701196653336,8205.646,0.0008205646,433.232,0.0,0.0,0.3406417634819883,49761,222698,272459,127239,4102823,1.76,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9928400000000001,0.9796,0,47,440,0,0,0,7,0,6,0,0,37.324,98,386
4390000,2026-01-19T19:34:32.786007,400618,49872,273092,127525,217115,0.5381083966071252,0.4112219,0.3405953302048301,99.744,446.44,546.184,153.75,647.486,801.236,54.004,201.046,255.05,0.5381083966071252,8224.438,0.0008224437999999999,434.23,0.0,0.0,0.3405953302048301,49872,223220,273092,127525,4112219,1.832,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99034,0.9795,0,24,470,0,0,0,2,0,4,0,0,43.174,154,312
4400000,2026-01-19T19:34:48.431477,401471,49987,273677,127793,217550,0.5379870352272592,0.4121637,0.3405539108001479,99.974,447.38,547.354,154.084,648.858,802.942,54.11,201.476,255.586,0.5379870352272592,8243.274,0.0008243274,435.1,0.0,0.0,0.3405539108001479,49987,223690,273677,127793,4121637,1.886,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99336,0.98034,0,33,454,0,2,0,6,0,5,0,0,43.952,119,383
4410000,2026-01-19T19:35:02.769902,402373,50099,274291,128081,218043,0.5379234306836407,0.4131041,0.3405278443343828,100.198,448.384,548.582,154.422,650.324,804.746,54.224,201.938,256.162,0.5379234306836407,8262.082,0.0008262082,436.086,0.0,0.0,0.3405278443343828,50099,224192,274291,128081,4131041,1.846,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99044,0.9800599999999999,1,26,459,0,3,0,7,0,4,0,0,100.834,178,415
4420000,2026-01-19T19:35:16.696513,403252,50215,274892,128359,218503,0.5377919963735363,0.4140399,0.34048475197343,100.43,449.354,549.784,154.762,651.742,806.504,54.33,202.388,256.718,0.5377919963735363,8280.798,0.0008280798000000001,437.006,0.0,0.0,0.34048475197343,50215,224677,274892,128359,4140399,1.886,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9935,0.9802,0,40,442,0,3,0,9,0,6,0,0,91.674,151,402
4430000,2026-01-19T19:35:32.760488,404177,50324,275526,128650,219008,0.5376926790349943,0.4149774,0.3404512808222213,100.648,450.404,551.052,155.144,653.21,808.354,54.494,202.806,257.3,0.5376926790349943,8299.548,0.0008299548,438.016,0.0,0.0,0.3404512808222213,50324,225202,275526,128650,4149774,1.846,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9921599999999999,0.9800599999999999,0,36,452,0,0,0,6,0,6,0,0,61.358,156,394
4440000,2026-01-19T19:35:48.216219,405054,50439,276127,128926,219478,0.5375904853654756,0.4159189,0.3404171646189109,100.878,451.376,552.254,155.472,654.636,810.108,54.594,203.258,257.852,0.5375904853654756,8318.378,0.0008318377999999999,438.956,0.0,0.0,0.3404171646189109,50439,225688,276127,128926,4159189,1.87,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99232,0.98032,3,30,461,0,1,0,2,0,3,0,0,17.918,121,213
4450000,2026-01-19T19:36:02.466666,405968,50554,276749,129218,219966,0.5375037726284023,0.4168564,0.34038886126129514,101.108,452.39,553.498,155.824,656.112,811.936,54.714,203.722,258.436,0.5375037726284023,8337.128,0.0008337128000000001,439.932,0.0,0.0,0.34038886126129514,50554,226195,276749,129218,4168564,1.946,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99366,0.98036,0,36,453,0,0,0,7,0,4,0,0,62.848,163,432
4460000,2026-01-19T19:36:17.426810,406867,50670,277366,129500,220433,0.5374352417625571,0.4177937,0.3403628310441103,101.34,453.392,554.732,156.178,657.556,813.734,54.838,204.162,259.0,0.5374352417625571,8355.874,0.0008355874,440.866,0.0,0.0,0.3403628310441103,50670,226696,277366,129500,4177937,1.81,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99364,0.97992,0,50,431,0,8,0,8,0,3,0,0,83.482,176,392
4470000,2026-01-19T19:36:33.369285,407757,50781,277977,129779,220923,0.5372711983490044,0.4187278,0.34030715745603646,101.562,454.392,555.954,156.51,659.004,815.514,54.946,204.612,259.558,0.5372711983490044,8374.556,0.0008374556,441.846,0.0,0.0,0.34030715745603646,50781,227196,277977,129779,4187278,1.892,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99166,0.97996,0,31,458,0,1,0,5,0,5,0,0,59.248,116,350
4480000,2026-01-19T19:36:48.924009,408679,50896,278604,130074,221411,0.537139315273831,0.4196692,0.34027744843938035,101.792,455.416,557.208,156.874,660.484,817.358,55.08,205.068,260.148,0.537139315273831,8393.384,0.0008393384,442.822,0.0,0.0,0.34027744843938035,50896,227708,278604,130074,4196692,1.904,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.992,0.97978,0,31,449,0,3,0,9,0,8,0,0,90.226,172,482
4490000,2026-01-19T19:37:03.108537,409602,51011,279235,130366,221917,0.5370272076452158,0.4205926,0.340236940648637,102.022,456.448,558.47,157.234,661.97,819.204,55.21,205.522,260.732,0.5370272076452158,8411.852,0.0008411852,443.834,0.0,0.0,0.340236940648637,51011,228224,279235,130366,4205926,1.786,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99276,0.97968,0,32,454,0,3,0,6,0,5,0,0,76.978,111,476
4500000,2026-01-19T19:37:18.636756,410474,51123,279831,130642,222378,0.5368830339191526,0.4215381,0.3401952547940401,102.246,457.416,559.662,157.576,663.372,820.948,55.328,205.956,261.284,0.5368830339191526,8430.762,0.0008430762000000001,444.756,0.0,0.0,0.3401952547940401,51123,228708,279831,130642,4215381,1.82,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99272,0.98,0,35,450,0,3,0,8,0,4,0,0,117.434,153,469
4510000,2026-01-19T19:37:33.027996,411413,51242,280475,130937,222878,0.5366800313537868,0.4224728,0.340133885088813,102.484,458.466,560.95,157.944,664.882,822.826,55.458,206.416,261.874,0.5366800313537868,8449.456,0.0008449455999999999,445.756,0.0,0.0,0.340133885088813,51242,229233,280475,130937,4224728,1.808,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99158,0.9799399999999999,0,27,460,0,2,0,7,0,4,0,0,85.45,150,394
4520000,2026-01-19T19:37:49.285286,412321,51358,281096,131224,223361,0.5365841714006161,0.4234089,0.34010199701259597,102.716,459.476,562.192,158.28,666.362,824.642,55.562,206.886,262.448,0.5365841714006161,8468.178,0.0008468178,446.722,0.0,0.0,0.34010199701259597,51358,229738,281096,131224,4234089,1.884,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9917,0.9799,1,17,463,0,3,0,9,0,7,0,0,89.262,130,459
4530000,2026-01-19T19:38:04.424198,413183,51471,281691,131491,223814,0.5363478436694032,0.4243508,0.3400240737157586,102.942,460.44,563.382,158.626,667.74,826.366,55.682,207.3,262.982,0.5363478436694032,8487.016,0.0008487016,447.628,0.0,0.0,0.3400240737157586,51471,230220,281691,131491,4243508,1.756,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9890599999999999,0.98034,0,31,456,0,1,0,7,0,5,0,0,78.502,145,357
4540000,2026-01-19T19:38:19.517080,414073,51587,282301,131771,224284,0.536128532460804,0.4252883,0.33995952961699205,103.174,461.428,564.602,158.99,669.156,828.146,55.814,207.728,263.542,0.536128532460804,8505.766,0.0008505766,448.568,0.0,0.0,0.33995952961699205,51587,230714,282301,131771,4252883,1.936,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99386,0.98038,0,31,461,0,0,0,4,0,4,0,0,43.636,125,318
4550000,2026-01-19T19:38:34.022571,415000,51707,282933,132067,224784,0.5360540895514686,0.4262302,0.339939480293566,103.414,462.452,565.866,159.336,670.664,830.0,55.922,208.212,264.134,0.5360540895514686,8524.604,0.0008524604,449.568,0.0,0.0,0.339939480293566,51707,231226,282933,132067,4262302,1.89,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9930800000000001,0.9802799999999999,0,30,462,0,0,0,3,1,4,0,0,41.42,124,265
4560000,2026-01-19T19:38:48.793602,415852,51816,283510,132341,225239,0.5360103873307819,0.4271688,0.3399229034564673,103.632,463.388,567.02,159.672,672.032,831.704,56.038,208.644,264.682,0.5360103873307819,8543.376,0.0008543376,450.478,0.0,0.0,0.3399229034564673,51816,231694,283510,132341,4271688,1.87,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.98998,0.98042,0,32,459,0,2,0,3,0,4,0,0,59.914,120,379
4570000,2026-01-19T19:39:03.889313,416740,51934,284122,132617,225704,0.5359351088388482,0.4281088,0.3398896510282704,103.868,464.376,568.244,160.004,673.476,833.48,56.134,209.1,265.234,0.5359351088388482,8562.176,0.0008562176,451.408,0.0,0.0,0.3398896510282704,51934,232188,284122,132617,4281088,1.978,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99218,0.9808,0,37,454,0,2,0,4,0,3,0,0,62.84,128,449
4580000,2026-01-19T19:39:18.176482,417648,52053,284742,132905,226183,0.5358646024339411,0.4290516,0.3398634096304835,104.106,465.378,569.484,160.346,674.95,835.296,56.24,209.57,265.81,0.5358646024339411,8581.032,0.0008581032,452.366,0.0,0.0,0.3398634096304835,52053,232689,284742,132905,4290516,1.942,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99056,0.981,0,32,454,0,4,0,8,0,2,0,0,121.01,176,418
4590000,2026-01-19T19:39:33.254073,418534,52166,285349,133184,226660,0.535749147734882,0.4299882,0.3398309316176139,104.332,466.366,570.698,160.688,676.38,837.068,56.356,210.012,266.368,0.535749147734882,8599.764,0.0008599764,453.32,0.0,0.0,0.3398309316176139,52166,233183,285349,133184,4299882,1.96,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9921599999999999,0.98098,0,40,449,0,3,0,4,0,4,0,0,78.25,177,454
4600000,2026-01-19T19:39:47.890431,419395,52285,285947,133447,227092,0.5356140182930514,0.4309277,0.33977365999717046,104.57,467.324,571.894,161.034,677.756,838.79,56.462,210.432,266.894,0.5356140182930514,8618.554,0.0008618554,454.184,0.0,0.0,0.33977365999717046,52285,233662,285947,133447,4309277,1.892,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99222,0.981,1,23,465,0,0,0,6,0,5,0,0,56.51,152,311
4610000,2026-01-19T19:40:02.198126,420271,52409,286548,133723,227537,0.5355512722202062,0.4318711,0.33974210571216557,104.818,468.278,573.096,161.366,679.176,840.542,56.548,210.898,267.446,0.5355512722202062,8637.422,0.0008637422,455.074,0.0,0.0,0.33974210571216557,52409,234139,286548,133723,4318711,1.894,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99386,0.98072,1,37,448,1,3,0,6,0,4,0,0,92.916,181,392
4620000,2026-01-19T19:40:16.399495,421174,52525,287175,133998,228003,0.5353651789269013,0.4327992,0.3396828456516604,105.05,469.3,574.35,161.74,680.608,842.348,56.688,211.308,267.996,0.5353651789269013,8655.984,0.0008655984,456.006,0.0,0.0,0.3396828456516604,52525,234650,287175,133998,4327992,1.876,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99218,0.98054,0,29,460,0,2,0,5,0,4,0,0,46.138,82,429
4630000,2026-01-19T19:40:30.783235,422050,52643,287778,134271,228446,0.5352644924640212,0.4337412,0.3396486236822276,105.286,470.27,575.556,162.1,682.0,844.1,56.812,211.73,268.542,0.5352644924640212,8674.824,0.0008674824,456.892,0.0,0.0,0.3396486236822276,52643,235135,287778,134271,4337412,1.826,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99152,0.98034,0,24,461,0,3,0,7,0,5,0,0,86.47,133,415
4640000,2026-01-19T19:40:45.449533,422948,52760,288393,134554,228922,0.5352526055564145,0.4346788,0.3396423363910719,105.52,471.266,576.786,162.446,683.45,845.896,56.924,212.184,269.108,0.5352526055564145,8693.576,0.0008693576,457.844,0.0,0.0,0.3396423363910719,52760,235633,288393,134554,4346788,1.906,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9919,0.98058,0,25,461,0,2,0,7,0,5,0,0,87.234,134,430
4650000,2026-01-19T19:41:00.103278,423836,52872,288991,134844,229402,0.5352075173998743,0.4356161,0.3396274224392303,105.744,472.238,577.982,162.796,684.876,847.672,57.05,212.638,269.688,0.5352075173998743,8712.322,0.0008712322000000001,458.804,0.0,0.0,0.3396274224392303,52872,236119,288991,134844,4356161,1.918,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99486,0.98022,0,40,444,0,3,0,7,0,6,0,0,69.098,106,461
4660000,2026-01-19T19:41:15.543321,424714,52993,289597,135116,229846,0.535111907878397,0.4365539,0.339581630306357,105.986,473.208,579.194,163.152,686.276,849.428,57.164,213.068,270.232,0.535111907878397,8731.078,0.0008731078,459.692,0.0,0.0,0.339581630306357,52993,236604,289597,135116,4365539,1.982,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99258,0.98,0,29,454,0,4,0,7,0,6,0,0,87.352,166,439
4670000,2026-01-19T19:41:31.855078,425608,53110,290210,135397,230317,0.5350079057082717,0.437488,0.3395535895502543,106.22,474.2,580.42,163.5,687.716,851.216,57.278,213.516,270.794,0.5350079057082717,8749.76,0.000874976,460.634,0.0,0.0,0.3395535895502543,53110,237100,290210,135397,4374880,1.902,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99382,0.97976,0,43,440,0,2,0,9,0,6,0,0,96.86,138,472
4680000,2026-01-19T19:41:47.767734,426531,53227,290852,135679,230811,0.5347589897932393,0.4384271,0.33947328294280105,106.454,475.25,581.704,163.87,689.192,853.062,57.416,213.942,271.358,0.5347589897932393,8768.542,0.0008768542,461.622,0.0,0.0,0.33947328294280105,53227,237625,290852,135679,4384271,1.902,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.99098,0.97948,1,24,469,0,0,1,2,0,3,0,0,72.828,174,324
4690000,2026-01-19T19:42:03.710471,427382,53341,291428,135953,231256,0.5347089297742326,0.4393625,0.33945895617561084,106.682,476.174,582.856,164.202,690.562,854.764,57.518,214.388,271.906,0.5347089297742326,8787.25,0.000878725,462.512,0.0,0.0,0.33945895617561084,53341,238087,291428,135953,4393625,1.986,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9927999999999999,0.97992,0,37,454,0,0,0,4,0,5,0,0,23.586,102,183
4700000,2026-01-19T19:42:18.732937,428331,53459,292075,136255,231769,0.5346590333888439,0.440301,0.3394464444817994,106.918,477.232,584.15,164.568,692.094,856.662,57.648,214.862,272.51,0.5346590333888439,8806.02,0.000880602,463.538,0.0,0.0,0.3394464444817994,53459,238616,292075,136255,4403010,1.912,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9942000000000001,0.9796999999999999,0,51,439,0,0,0,5,0,5,0,0,44.944,134,421
