tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_current_retry_count,nodes_max_retry_count,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_avg_busy_ratio,nodes_avg_collision_ratio,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav,cluster_0_send_probability,cluster_0_n_nodes,cluster_0_avg_packet_sent,cluster_0_avg_packet_loss,cluster_0_avg_packet_loss_pct,cluster_0_total_throughput,cluster_0_avg_throughput_per_node,cluster_0_avg_timeout_retry,cluster_0_avg_cw_enters,cluster_0_avg_cw_increase,cluster_0_cw_increase_ratio,cluster_0_avg_epsilon,cluster_0_avg_retry_count,cluster_0_avg_busy_ratio,cluster_0_avg_collision_ratio,cluster_1_send_probability,cluster_1_n_nodes,cluster_1_avg_packet_sent,cluster_1_avg_packet_loss,cluster_1_avg_packet_loss_pct,cluster_1_total_throughput,cluster_1_avg_throughput_per_node,cluster_1_avg_timeout_retry,cluster_1_avg_cw_enters,cluster_1_avg_cw_increase,cluster_1_cw_increase_ratio,cluster_1_avg_epsilon,cluster_1_avg_retry_count,cluster_1_avg_busy_ratio,cluster_1_avg_collision_ratio,cluster_2_send_probability,cluster_2_n_nodes,cluster_2_avg_packet_sent,cluster_2_avg_packet_loss,cluster_2_avg_packet_loss_pct,cluster_2_total_throughput,cluster_2_avg_throughput_per_node,cluster_2_avg_timeout_retry,cluster_2_avg_cw_enters,cluster_2_avg_cw_increase,cluster_2_cw_increase_ratio,cluster_2_avg_epsilon,cluster_2_avg_retry_count,cluster_2_avg_busy_ratio,cluster_2_avg_collision_ratio,cluster_throughput_variance,cluster_throughput_max_min_ratio,jain_fairness_index
18040000,2026-01-18T15:48:11.114648,930963,208905,819625,111338,158497,0.13895455466607565,0.15626039,0.12303321958982774,2089.05,6107.2,8196.25,2187.17,7122.46,9309.63,98.12,1015.26,1113.38,0.13895455466607565,156260.39,0.0015626039,1584.97,0.0,0.0,0.12303321958982774,208905,610720,819625,111338,15626039,1.68,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.996,0.9128000000000001,0,15,83,1,1,0,0,0,0,0,0,102.06,180,97,N/A,34,9169.35294117647,1246.0,0.14008190607894486,6348731,186727.38235294117,1964.5588235294117,0.0,0.0,0,0.00999837585282919,1.5588235294117647,0.9955882352941177,0.8991176470588236,N/A,33,6864.090909090909,993.1212121212121,0.14585747348037276,3495035,105910.15151515152,1035.3636363636363,0.0,0.0,0,0.00999837585282919,1.6666666666666667,0.9975757575757577,0.9272727272727274,N/A,33,8525.818181818182,1097.0,0.130890122274883,5782273,175220.39393939395,1743.4848484848485,0.0,0.0,0,0.00999837585282919,1.8181818181818181,0.9948484848484848,0.9124242424242424,1521768132758.2224,1.816499977825687,0.9468880991176303
18050000,2026-01-18T15:48:13.713096,931480,209020,820078,111401,158584,0.13895513096204049,0.15634862,0.12303928166607929,2090.2,6110.58,8200.78,2188.36,7126.44,9314.8,98.16,1015.85,1114.01,0.13895513096204049,156348.62,0.0015634861999999999,1585.84,0.0,0.0,0.12303928166607929,209020,611058,820078,111401,15634862,1.72,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9940000000000001,0.9120999999999999,1,10,84,0,2,0,2,0,1,0,0,28.11,114,87,N/A,34,9174.29411764706,1246.7941176470588,0.1400960958711079,6351943,186821.85294117648,1965.7058823529412,0.0,0.0,0,0.00999837585282919,1.588235294117647,0.9917647058823529,0.8994117647058824,N/A,33,6868.272727272727,993.5757575757576,0.14583839766350862,3497540,105986.06060606061,1036.121212121212,0.0,0.0,0,0.00999837585282919,1.5454545454545454,0.996969696969697,0.9263636363636364,N/A,33,8530.272727272728,1097.6363636363637,0.13089632465729073,5785379,175314.51515151514,1744.1818181818182,0.0,0.0,0,0.00999837585282919,2.0303030303030303,0.9933333333333334,0.9109090909090909,1522535393602.8887,1.8161173281792347,0.9469195165471687
18060000,2026-01-18T15:48:16.324454,931984,209131,820525,111458,158673,0.13894630506792366,0.15643451,0.12303753267346203,2091.31,6113.94,8205.25,2189.53,7130.31,9319.84,98.21,1016.37,1114.58,0.13894630506792366,156434.51,0.0015643451,1586.73,0.0,0.0,0.12303753267346203,209131,611394,820525,111458,15643451,1.67,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9940000000000001,0.9127,1,9,86,0,1,0,1,0,2,0,0,115.19,172,89,N/A,34,9179.058823529413,1247.5294117647059,0.14010230681888766,6355205,186917.79411764705,1966.8235294117646,0.0,0.0,0,0.00999837585282919,1.8235294117647058,0.9935294117647059,0.8991176470588236,N/A,33,6872.393939393939,994.0,0.14581031203300693,3499786,106054.12121212122,1036.6060606060605,0.0,0.0,0,0.00999837585282919,1.4242424242424243,0.9948484848484848,0.926060606060606,N/A,33,8534.787878787878,1098.1818181818182,0.1308912659957866,5788460,175407.87878787878,1745.2424242424242,0.0,0.0,0,0.00999837585282919,1.7575757575757576,0.9936363636363637,0.9133333333333333,1523627359873.5557,1.8158838854718546,0.946938686148789
18070000,2026-01-18T15:48:18.980371,932514,209246,820989,111524,158773,0.1389470441694699,0.1565199,0.12304293865939869,2092.46,6117.43,8209.89,2190.71,7134.43,9325.14,98.25,1016.99,1115.24,0.1389470441694699,156519.9,0.001565199,1587.73,0.0,0.0,0.12304293865939869,209246,611743,820989,111524,15651990,1.86,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9933,0.9111,0,4,91,0,3,0,2,0,0,0,0,101.6,176,73,N/A,34,9184.235294117647,1248.3529411764705,0.14011031075175367,6358459,187013.5,1968.1176470588234,0.0,0.0,0,0.00999837585282919,1.8529411764705883,0.9941176470588234,0.9002941176470588,N/A,33,6876.818181818182,994.6060606060606,0.14580441170029027,3502229,106128.15151515152,1037.3636363636363,0.0,0.0,0,0.00999837585282919,2.0606060606060606,0.9930303030303032,0.9242424242424242,N/A,33,8539.09090909091,1098.7272727272727,0.1308911595538723,5791302,175494.0,1746.1818181818182,0.0,0.0,0,0.00999837585282919,1.6666666666666667,0.9927272727272727,0.9090909090909091,1524396897208.6667,1.8155463277815358,0.9469681457478046
18080000,2026-01-18T15:48:21.622029,933014,209360,821432,111581,158853,0.1389420656310424,0.15660824,0.12304423000563762,2093.6,6120.72,8214.32,2191.89,7138.25,9330.14,98.29,1017.52,1115.81,0.1389420656310424,156608.24,0.0015660824,1588.53,0.0,0.0,0.12304423000563762,209360,612072,821432,111581,15660824,1.49,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9944,0.9113,1,13,83,0,1,0,1,0,1,0,0,136.48,176,96,N/A,34,9189.20588235294,1249.0,0.14010784699078013,6362234,187124.5294117647,1969.0588235294117,0.0,0.0,0,0.00999837585282919,1.588235294117647,0.995,0.8991176470588236,N/A,33,6880.939393939394,995.060606060606,0.14578895690055008,3504453,106195.54545454546,1038.0,0.0,0.0,0,0.00999837585282919,1.4848484848484849,0.996060606060606,0.9251515151515152,N/A,33,8543.272727272728,1099.3333333333333,0.1308940662939261,5794137,175579.9090909091,1747.0,0.0,0.0,0,0.00999837585282919,1.393939393939394,0.9921212121212122,0.91,1525811029469.5557,1.8154713446007122,0.9469782513590969
18090000,2026-01-18T15:48:24.263738,933499,209467,821864,111634,158934,0.13893229386146616,0.15669039,0.12304199231224283,2094.67,6123.97,8218.64,2193.04,7141.95,9334.99,98.37,1017.97,1116.34,0.13893229386146616,156690.39,0.0015669039000000002,1589.34,0.0,0.0,0.12304199231224283,209467,612397,821864,111634,15669039,1.68,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9925,0.91,1,11,84,0,2,0,1,0,1,0,0,88.98,176,73,N/A,34,9194.64705882353,1249.5882352941176,0.14008147959665215,6365666,187225.4705882353,1970.0588235294117,0.0,0.0,0,0.00999837585282919,1.5588235294117647,0.9920588235294117,0.8967647058823529,N/A,33,6883.878787878788,995.4545454545455,0.14578279442982126,3505835,106237.42424242424,1038.4545454545455,0.0,0.0,0,0.00999837585282919,1.5757575757575757,0.9957575757575757,0.9263636363636364,N/A,33,8547.818181818182,1099.939393939394,0.13089778374776795,5797538,175682.9696969697,1747.969696969697,0.0,0.0,0,0.00999837585282919,1.9090909090909092,0.9896969696969696,0.9072727272727273,1528145045906.0,1.8157346252747206,0.9469541612149824
18100000,2026-01-18T15:48:26.899917,934002,209579,822309,111693,159020,0.13892902052369574,0.15677773,0.12304513504981554,2095.79,6127.3,8223.09,2194.24,7145.78,9340.02,98.45,1018.48,1116.93,0.13892902052369574,156777.73,0.0015677773000000001,1590.2,0.0,0.0,0.12304513504981554,209579,612730,822309,111693,15677773,1.45,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9923000000000001,0.9092,1,16,82,0,0,0,0,0,1,0,0,20.73,109,99,N/A,34,9199.0,1250.1764705882354,0.14007568035157109,6368925,187321.32352941178,1971.0588235294117,0.0,0.0,0,0.00999837585282919,1.8235294117647058,0.9908823529411764,0.895,N/A,33,6888.0,996.1212121212121,0.1457936044273057,3508051,106304.57575757576,1039.090909090909,0.0,0.0,0,0.00999837585282919,1.0,0.9954545454545455,0.9248484848484848,N/A,33,8552.69696969697,1100.4545454545455,0.1308830295246991,5800797,175781.72727272726,1748.909090909091,0.0,0.0,0,0.00999837585282919,1.5151515151515151,0.9906060606060605,0.9081818181818182,1529339298752.889,1.8155166501285187,0.9469709010212187
18110000,2026-01-18T15:48:29.516636,934512,209694,822759,111752,159100,0.13892450121583488,0.15686448,0.12304740211361136,2096.94,6130.65,8227.59,2195.47,7149.65,9345.12,98.53,1018.99,1117.52,0.13892450121583488,156864.48,0.0015686448,1591.0,0.0,0.0,0.12304740211361136,209694,613065,822759,111752,15686448,1.54,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9953,0.9087999999999999,0,10,87,0,2,0,1,0,0,0,0,33.32,98,97,N/A,34,9204.0,1251.0,0.1400882077888398,6372191,187417.38235294117,1972.1764705882354,0.0,0.0,0,0.00999837585282919,1.6470588235294117,0.9929411764705882,0.8952941176470589,N/A,33,6891.969696969697,996.6363636363636,0.1457869181836255,3510356,106374.42424242424,1039.6666666666667,0.0,0.0,0,0.00999837585282919,1.3333333333333333,0.9966666666666667,0.9245454545454544,N/A,33,8557.212121212122,1100.878787878788,0.13086311383949373,5803901,175875.78787878787,1749.6060606060605,0.0,0.0,0,0.00999837585282919,1.6363636363636365,0.9963636363636365,0.906969696969697,1530377973150.0,1.8152549200138106,0.9469923607426542
18120000,2026-01-18T15:48:32.116887,935032,209812,823215,111816,159187,0.13892460725676276,0.15695205,0.12305323381566632,2098.12,6134.03,8232.15,2196.71,7153.61,9350.32,98.59,1019.57,1118.16,0.13892460725676276,156952.05,0.0015695205000000002,1591.87,0.0,0.0,0.12305323381566632,209812,613403,823215,111816,15695205,1.39,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9921,0.9098,0,7,91,0,1,0,0,0,1,0,0,66.29,121,63,N/A,34,9209.088235294117,1251.7058823529412,0.1400863368682913,6376161,187534.14705882352,1973.235294117647,0.0,0.0,0,0.00999837585282919,1.2941176470588236,0.9899999999999999,0.8976470588235294,N/A,33,6895.424242424242,997.1212121212121,0.14578607894571968,3511710,106415.45454545454,1040.3030303030303,0.0,0.0,0,0.00999837585282919,1.1818181818181819,0.9954545454545455,0.9275757575757576,N/A,33,8562.333333333334,1101.6060606060605,0.13086620202865523,5807334,175979.81818181818,1750.5151515151515,0.0,0.0,0,0.00999837585282919,1.696969696969697,0.990909090909091,0.9045454545454545,1533170359634.0,1.8156855207292173,0.9469568705999304
18130000,2026-01-18T15:48:34.792100,935544,209929,823665,111878,159271,0.1389252017929764,0.15703746,0.1230594217555092,2099.29,6137.36,8236.65,2197.92,7157.52,9355.44,98.63,1020.15,1118.78,0.1389252017929764,157037.46,0.0015703745999999998,1592.71,0.0,0.0,0.1230594217555092,209929,613736,823665,111878,15703746,1.7,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9945,0.9095,0,15,82,0,1,0,0,0,2,0,0,7.64,94,23,N/A,34,9213.558823529413,1252.264705882353,0.14007771761726828,6379560,187634.11764705883,1974.3529411764705,0.0,0.0,0,0.00999837585282919,1.5588235294117647,0.9914705882352941,0.8991176470588236,N/A,33,6899.212121212121,997.6969696969697,0.14578982331450036,3513580,106472.12121212122,1040.7575757575758,0.0,0.0,0,0.00999837585282919,1.7272727272727273,0.9966666666666667,0.9284848484848485,N/A,33,8567.575757575758,1102.3333333333333,0.13087313972521233,5810606,176078.9696969697,1751.4545454545455,0.0,0.0,0,0.00999837585282919,1.8181818181818181,0.9954545454545455,0.9012121212121212,1534875384354.6667,1.815686564700391,0.9469556946596841
18140000,2026-01-18T15:48:37.418933,936070,210050,824136,111933,159348,0.13891533496103867,0.15712496,0.12305683432340787,2100.5,6140.86,8241.36,2199.18,7161.52,9360.7,98.67,1020.66,1119.33,0.13891533496103867,157124.96,0.0015712496,1593.48,0.0,0.0,0.12305683432340787,210050,614086,824136,111933,15712496,1.51,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.991,0.9107999999999999,1,9,87,0,0,0,2,0,1,0,0,102.41,166,83,N/A,34,9218.735294117647,1253.0,0.14008299810889588,6383306,187744.29411764705,1975.4411764705883,0.0,0.0,0,0.00999837585282919,1.2647058823529411,0.9855882352941175,0.9,N/A,33,6902.484848484848,998.1212121212121,0.1457810365002293,3514742,106507.33333333333,1041.1818181818182,0.0,0.0,0,0.00999837585282919,2.090909090909091,0.996060606060606,0.9333333333333333,N/A,33,8573.242424242424,1102.8181818181818,0.13084658654223755,5814448,176195.39393939395,1752.2424242424242,0.0,0.0,0,0.00999837585282919,1.1818181818181819,0.9915151515151515,0.8993939393939394,1537878503632.889,1.81615208171752,0.9469134547796518
18150000,2026-01-18T15:48:40.064579,936564,210162,824570,111993,159431,0.13891383345574632,0.15721187,0.12306167552557006,2101.62,6144.08,8245.7,2200.32,7165.32,9365.64,98.7,1021.23,1119.93,0.13891383345574632,157211.87,0.0015721187,1594.31,0.0,0.0,0.12306167552557006,210162,614408,824570,111993,15721187,1.7,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9932,0.9125,2,7,88,0,1,0,1,0,1,0,0,148.89,178,97,N/A,34,9223.64705882353,1253.8235294117646,0.14009740784267571,6386622,187841.82352941178,1976.5882352941176,0.0,0.0,0,0.00999837585282919,1.411764705882353,0.9861764705882353,0.9044117647058824,N/A,33,6906.575757575758,998.7272727272727,0.1457817839176954,3517182,106581.27272727272,1041.939393939394,0.0,0.0,0,0.00999837585282919,1.8484848484848484,0.9987878787878788,0.933939393939394,N/A,33,8577.242424242424,1103.1818181818182,0.13082644271635485,5817383,176284.33333333334,1752.8181818181818,0.0,0.0,0,0.00999837585282919,1.8484848484848484,0.9948484848484848,0.8993939393939394,1538738177013.5557,1.8158349496841506,0.9469409500825261
18160000,2026-01-18T15:48:42.730265,937062,210278,825012,112049,159504,0.1389017741435653,0.15730102,0.12305867011322856,2102.78,6147.34,8250.12,2201.53,7169.09,9370.62,98.74,1021.75,1120.49,0.1389017741435653,157301.02,0.0015730102000000002,1595.04,0.0,0.0,0.12305867011322856,210278,614734,825012,112049,15730102,1.36,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9948,0.9120999999999999,0,14,83,0,0,0,1,0,2,0,0,79.6,118,96,N/A,34,9228.029411764706,1254.6764705882354,0.14012147233285702,6389685,187931.91176470587,1977.764705882353,0.0,0.0,0,0.00999837585282919,1.1764705882352942,0.9938235294117647,0.9038235294117647,N/A,33,6910.151515151515,999.030303030303,0.1457459056071919,3519418,106649.0303030303,1042.2424242424242,0.0,0.0,0,0.00999837585282919,1.5151515151515151,0.9948484848484848,0.9327272727272727,N/A,33,8582.545454545454,1103.6969696969697,0.13080098393945638,5820999,176393.9090909091,1753.5151515151515,0.0,0.0,0,0.00999837585282919,1.393939393939394,0.9957575757575757,0.9,1539901279716.2224,1.815551605407485,0.9469599501525822
18170000,2026-01-18T15:48:45.368022,937566,210390,825457,112108,159589,0.1388979506242265,0.15738643,0.12306102535534068,2103.9,6150.67,8254.57,2202.68,7172.98,9375.66,98.78,1022.3,1121.08,0.1388979506242265,157386.43,0.0015738643,1595.89,0.0,0.0,0.12306102535534068,210390,615067,825457,112108,15738643,1.79,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9922,0.9142,0,5,89,0,2,0,2,0,2,0,0,103.2,179,70,N/A,34,9233.411764705883,1255.3235294117646,0.14010788533146512,6393457,188042.85294117648,1978.8823529411766,0.0,0.0,0,0.00999837585282919,1.7941176470588236,0.9917647058823529,0.9055882352941176,N/A,33,6913.606060606061,999.6363636363636,0.14576392757017126,3521106,106700.18181818182,1042.6969696969697,0.0,0.0,0,0.00999837585282919,1.8181818181818181,0.9957575757575757,0.9354545454545455,N/A,33,8587.030303030304,1104.2121212121212,0.130785374282945,5824080,176487.27272727274,1754.4848484848485,0.0,0.0,0,0.00999837585282919,1.7575757575757576,0.9890909090909091,0.9018181818181819,1542031075556.222,1.8157524936767027,0.9469450575018851
18180000,2026-01-18T15:48:48.001323,938084,210507,825912,112171,159680,0.1389024119742514,0.15747273,0.12307007341902441,2105.07,6154.05,8259.12,2203.89,7176.95,9380.84,98.81,1022.9,1121.71,0.1389024119742514,157472.73,0.0015747273,1596.8,0.0,0.0,0.12307007341902441,210507,615405,825912,112171,15747273,1.56,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.996,0.914,0,9,88,0,0,0,1,0,2,0,0,103.55,138,76,N/A,34,9238.29411764706,1255.8235294117646,0.14009122020362366,6396841,188142.38235294117,1980.0,0.0,0.0,0,0.00999837585282919,1.5588235294117647,0.9932352941176471,0.9058823529411765,N/A,33,6917.242424242424,1000.2727272727273,0.14578266247189875,3522970,106756.66666666667,1043.2121212121212,0.0,0.0,0,0.00999837585282919,1.3333333333333333,0.9981818181818181,0.9351515151515152,N/A,33,8592.151515151516,1104.969696969697,0.13079732875543265,5827462,176589.75757575757,1755.5757575757575,0.0,0.0,0,0.00999837585282919,1.7878787878787878,0.9966666666666667,0.9012121212121212,1543778927594.0,1.8157523339682142,0.946943225275131
18190000,2026-01-18T15:48:50.696135,938618,210627,826381,112236,159772,0.13890164524046317,0.15755862,0.12307483416526183,2106.27,6157.54,8263.81,2205.15,7181.03,9386.18,98.87,1023.49,1122.36,0.13890164524046317,157558.62,0.0015755862000000002,1597.72,0.0,0.0,0.12307483416526183,210627,615754,826381,112236,15755862,1.6,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9937999999999999,0.9117000000000001,0,5,92,0,0,0,1,0,2,0,0,81.39,118,82,N/A,34,9243.823529411764,1256.5882352941176,0.14008752604284536,6400554,188251.58823529413,1981.0294117647059,0.0,0.0,0,0.00999837585282919,1.8823529411764706,0.9902941176470589,0.9052941176470588,N/A,33,6920.878787878788,1000.8787878787879,0.14579254836328165,3524622,106806.72727272728,1043.8181818181818,0.0,0.0,0,0.00999837585282919,1.7575757575757576,0.9975757575757577,0.9327272727272727,N/A,33,8597.030303030304,1105.5454545454545,0.13078892553337212,5830686,176687.45454545456,1756.6969696969697,0.0,0.0,0,0.00999837585282919,1.1515151515151516,0.9936363636363637,0.8972727272727272,1545962842016.0,1.815954732167024,0.9469269899680052
18200000,2026-01-18T15:48:53.348413,939140,210747,826843,112297,159853,0.13890018612926472,0.15764729,0.12307950918860877,2107.47,6160.96,8268.43,2206.4,7185.0,9391.4,98.93,1024.04,1122.97,0.13890018612926472,157647.29,0.0015764728999999999,1598.53,0.0,0.0,0.12307950918860877,210747,616096,826843,112297,15764729,1.74,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9932,0.9114,0,13,84,1,1,0,0,0,1,0,0,82.6,180,97,N/A,34,9248.941176470587,1257.1176470588234,0.14006974302904243,6404220,188359.41176470587,1981.9117647058824,0.0,0.0,0,0.00999837585282919,1.7058823529411764,0.9894117647058823,0.905,N/A,33,6924.727272727273,1001.4848484848485,0.14580253252906342,3526503,106863.72727272728,1044.4848484848485,0.0,0.0,0,0.00999837585282919,1.8484848484848484,0.996060606060606,0.9321212121212121,N/A,33,8601.90909090909,1106.2424242424242,0.13079284171151329,5834006,176788.0606060606,1757.5757575757575,0.0,0.0,0,0.00999837585282919,1.6666666666666667,0.9942424242424243,0.8972727272727272,1547885470321.5557,1.8160256775621628,0.9469210775526117
18210000,2026-01-18T15:48:55.988932,939671,210867,827313,112357,159934,0.13889508632233435,0.15773321,0.12308141512549454,2108.67,6164.46,8273.13,2207.68,7189.03,9396.71,99.0,1024.57,1123.57,0.13889508632233435,157733.21,0.0015773321000000001,1599.34,0.0,0.0,0.12308141512549454,210867,616446,827313,112357,15773321,1.7,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9940000000000001,0.9106000000000001,0,14,81,0,1,0,2,0,2,0,0,118.72,139,96,N/A,34,9253.70588235294,1257.9705882352941,0.1400935554799944,6407562,188457.70588235295,1983.1176470588234,0.0,0.0,0,0.00999837585282919,1.4411764705882353,0.9952941176470589,0.9011764705882354,N/A,33,6928.69696969697,1001.8787878787879,0.1457753101063639,3528297,106918.09090909091,1044.939393939394,0.0,0.0,0,0.00999837585282919,2.0606060606060606,0.9957575757575757,0.9345454545454546,N/A,33,8607.272727272728,1106.7878787878788,0.13078007613344292,5837462,176892.78787878787,1758.3333333333333,0.0,0.0,0,0.00999837585282919,1.606060606060606,0.990909090909091,0.8963636363636365,1549713771938.889,1.8160494992343332,0.9469165170143888
18220000,2026-01-18T15:48:58.668233,940189,210982,827773,112416,160024,0.13888918557608187,0.15781812,0.1230822574699585,2109.82,6167.91,8277.73,2208.88,7193.01,9401.89,99.06,1025.1,1124.16,0.13888918557608187,157818.12,0.0015781812,1600.24,0.0,0.0,0.1230822574699585,210982,616791,827773,112416,15781812,1.67,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9975,0.9092,0,14,84,0,1,0,1,0,0,0,0,58.14,109,96,N/A,34,9258.64705882353,1258.6176470588234,0.14009002390783523,6410917,188556.38235294117,1984.1764705882354,0.0,0.0,0,0.00999837585282919,1.7647058823529411,0.9979411764705882,0.9005882352941177,N/A,33,6932.787878787879,1002.2121212121212,0.14574139278112902,3530265,106977.72727272728,1045.6060606060605,0.0,0.0,0,0.00999837585282919,1.6666666666666667,0.996969696969697,0.9324242424242424,N/A,33,8612.030303030304,1107.5757575757575,0.13079975099892527,5840630,176988.78787878787,1759.3030303030303,0.0,0.0,0,0.00999837585282919,1.5757575757575757,0.9975757575757577,0.8948484848484849,1551241071188.6667,1.8159874683628565,0.9469211054434467
18230000,2026-01-18T15:49:01.271014,940692,211093,828221,112471,160110,0.13888222992754412,0.1579031,0.12308283457725035,2110.93,6171.28,8282.21,2210.05,7196.87,9406.92,99.12,1025.59,1124.71,0.13888222992754412,157903.1,0.0015790309999999998,1601.1,0.0,0.0,0.12308283457725035,211093,617128,828221,112471,15790310,1.7,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.997,0.9079,0,12,86,0,0,0,0,0,2,0,0,16.1,40,98,N/A,34,9264.029411764706,1259.1176470588234,0.1400617099075694,6414782,188670.0588235294,1985.1176470588234,0.0,0.0,0,0.00999837585282919,1.7647058823529411,0.998235294117647,0.8979411764705882,N/A,33,6935.575757575758,1002.6666666666666,0.14574699623848833,3531386,107011.69696969698,1046.1515151515152,0.0,0.0,0,0.00999837585282919,1.9696969696969697,0.9993939393939393,0.933939393939394,N/A,33,8617.272727272728,1108.2727272727273,0.1308022418189982,5844142,177095.21212121213,1760.3939393939395,0.0,0.0,0,0.00999837585282919,1.3636363636363635,0.9933333333333334,0.8921212121212122,1554271424216.889,1.816505474054663,0.9468771118887878
18240000,2026-01-18T15:49:03.909543,941212,211210,828685,112526,160190,0.13887078143544543,0.15798777,0.123077595973554,2112.1,6174.75,8286.85,2211.26,7200.86,9412.12,99.15,1026.11,1125.26,0.13887078143544543,157987.77,0.0015798777,1601.9,0.0,0.0,0.123077595973554,211210,617475,828685,112526,15798777,1.69,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9925,0.9095,1,8,87,0,0,0,1,0,3,0,0,121.18,144,96,N/A,34,9269.323529411764,1259.735294117647,0.14004979548685106,6418341,188774.73529411765,1986.1764705882354,0.0,0.0,0,0.00999837585282919,1.411764705882353,0.9961764705882352,0.8973529411764707,N/A,33,6939.848484848485,1003.1515151515151,0.14573181578465408,3533388,107072.36363636363,1046.6363636363637,0.0,0.0,0,0.00999837585282919,1.8181818181818181,0.9933333333333334,0.9351515151515152,N/A,33,8621.60606060606,1108.8181818181818,0.13079500533630367,5847048,177183.27272727274,1761.2424242424242,0.0,0.0,0,0.00999837585282919,1.8484848484848484,0.9878787878787879,0.8963636363636364,1555816899962.0,1.81648349968925,0.9468810500812614
18250000,2026-01-18T15:49:06.545955,941685,211315,829103,112581,160274,0.13886898294913397,0.15807087,0.12307993213764487,2113.15,6177.88,8291.03,2212.35,7204.5,9416.85,99.19,1026.62,1125.81,0.13886898294913397,158070.87,0.0015807087,1602.74,0.0,0.0,0.12307993213764487,211315,617788,829103,112581,15807087,1.5,4,0.00999837585282919,0.00999837585282919,0.00999837585282919,0.9944,0.909,0,10,86,0,0,0,1,0,3,0,0,112.26,135,96,N/A,34,9273.764705882353,1260.2941176470588,0.14004204911152898,6421706,188873.70588235295,1987.3235294117646,0.0,0.0,0,0.00999837585282919,1.3235294117647058,0.9944117647058824,0.8985294117647059,N/A,33,6943.272727272727,1003.7575757575758,0.14574735416463497,3535040,107122.42424242424,1047.3333333333333,0.0,0.0,0,0.00999837585282919,1.5454545454545454,0.9957575757575757,0.9354545454545455,N/A,33,8626.272727272728,1109.3030303030303,0.13078199811177138,5850341,177283.0606060606,1761.909090909091,0.0,0.0,0,0.00999837585282919,1.6363636363636365,0.9930303030303032,0.8933333333333333,1557768586598.0,1.8165865167013668,0.9468708913584237
