tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav,cluster_0_send_probability,cluster_0_n_nodes,cluster_0_avg_packet_sent,cluster_0_avg_packet_loss,cluster_0_avg_packet_loss_pct,cluster_0_total_throughput,cluster_0_avg_throughput_per_node,cluster_0_avg_timeout_retry,cluster_0_avg_cw_enters,cluster_0_avg_cw_increase,cluster_0_cw_increase_ratio,cluster_1_send_probability,cluster_1_n_nodes,cluster_1_avg_packet_sent,cluster_1_avg_packet_loss,cluster_1_avg_packet_loss_pct,cluster_1_total_throughput,cluster_1_avg_throughput_per_node,cluster_1_avg_timeout_retry,cluster_1_avg_cw_enters,cluster_1_avg_cw_increase,cluster_1_cw_increase_ratio,cluster_2_send_probability,cluster_2_n_nodes,cluster_2_avg_packet_sent,cluster_2_avg_packet_loss,cluster_2_avg_packet_loss_pct,cluster_2_total_throughput,cluster_2_avg_throughput_per_node,cluster_2_avg_timeout_retry,cluster_2_avg_cw_enters,cluster_2_avg_cw_increase,cluster_2_cw_increase_ratio,cluster_throughput_variance,cluster_throughput_max_min_ratio,jain_fairness_index
8430000,2026-01-18T13:01:20.942035,451336,91519,384907,61350,103616,0.16273113529793917,0.07029256,0.13966663058322543,915.19,2933.88,3849.07,1011.39,3501.97,4513.36,96.19,517.31,613.5,0.16273113529793917,70292.56,0.0007029256000000001,1036.16,3578.79,0.0,0.13966663058322543,91519,293388,384907,61350,7029256,0,2,91,0,0,0,2,0,3,2,0,105.26,135,96,N/A,34,4191.85294117647,642.9411764705883,0.157312217820065,2770446,81483.70588235294,1125.2941176470588,3877.3823529411766,0.0,0.0,N/A,33,3306.6666666666665,571.6969696969697,0.1731127341212897,1667971,50544.57575757576,867.030303030303,3071.5151515151515,0.0,0.0,N/A,33,4038.3030303030305,624.969696969697,0.15793266357300442,2590839,78510.27272727272,1113.4545454545455,3778.4242424242425,0.0,0.0,233266127277.55554,1.6609677266571181,0.9592428291977262
8440000,2026-01-18T13:01:21.310282,451869,91626,385364,61421,103738,0.16272800954090738,0.07037708,0.1396642450983478,916.26,2937.38,3853.64,1012.61,3506.08,4518.69,96.34,517.87,614.21,0.16272800954090738,70377.08,0.0007037708,1037.38,3583.01,0.0,0.1396642450983478,91626,293738,385364,61421,7037708,0,1,92,0,0,0,2,0,2,3,0,105.02,158,94,N/A,34,4197.058823529412,643.6470588235294,0.15728186513332804,2774185,81593.67647058824,1126.4705882352941,3881.735294117647,0.0,0.0,N/A,33,3310.3333333333335,572.3333333333334,0.1731193399741789,1669811,50600.333333333336,868.0,3074.909090909091,0.0,0.0,N/A,33,4043.121212121212,625.7575757575758,0.15794785819423277,2593712,78597.33333333333,1114.969696969697,3783.3333333333335,0.0,0.0,233978388156.2222,1.661376646818113,0.9592175886727706
8450000,2026-01-18T13:01:21.678344,452407,91734,385823,61495,103864,0.16272199428430098,0.0704595,0.13966065425567553,917.34,2940.89,3858.23,1013.8,3510.27,4524.07,96.45,518.5,614.95,0.16272199428430098,70459.5,0.0007045949999999999,1038.64,3587.32,0.0,0.13966065425567553,91734,294089,385823,61495,7045950,0,2,91,0,0,0,2,0,1,4,0,23.22,54,43,N/A,34,4201.382352941177,644.4117647058823,0.15730476987665762,2776911,81673.85294117648,1127.9411764705883,3886.176470588235,0.0,0.0,N/A,33,3315.0,572.9090909090909,0.1730506074631723,1672631,50685.78787878788,868.7878787878788,3078.5454545454545,0.0,0.0,N/A,33,4047.909090909091,626.6363636363636,0.15797476382845616,2596408,78679.0303030303,1116.4848484848485,3788.181818181818,0.0,0.0,233931066348.66666,1.6602053889949426,0.9593169581281815
8460000,2026-01-18T13:01:22.046988,452940,91840,386274,61574,103990,0.16274466208688185,0.07054473,0.13967668372707162,918.4,2944.34,3862.74,1014.98,3514.42,4529.4,96.57,519.17,615.74,0.16274466208688185,70544.73,0.0007054473,1039.9,3591.59,0.0,0.13967668372707162,91840,294434,386274,61574,7054473,0,3,88,0,1,0,3,0,3,2,0,122.82,161,95,N/A,34,4206.235294117647,645.1764705882352,0.15731050974183242,2780413,81776.85294117648,1129.0882352941176,3890.5,0.0,0.0,N/A,33,3319.3939393939395,573.7878787878788,0.17308558008552397,1674814,50751.93939393939,870.0909090909091,3082.787878787879,0.0,0.0,N/A,33,4052.181818181818,627.3636363636364,0.1580025677164725,2599246,78765.0303030303,1117.8181818181818,3792.4242424242425,0.0,0.0,234416128146.0,1.6601324087331488,0.9593304761264072
8470000,2026-01-18T13:01:22.415596,453473,91949,386727,61646,104114,0.16275415334046406,0.07062944,0.13968249287102397,919.49,2947.78,3867.27,1016.15,3518.58,4534.73,96.66,519.8,616.46,0.16275415334046406,70629.44,0.0007062944,1041.14,3595.84,0.0,0.13968249287102397,91949,294778,386727,61646,7062944,0,4,88,0,2,0,3,0,0,3,0,157.29,172,94,N/A,34,4211.294117647059,646.1176470588235,0.15737689094033006,2783361,81863.55882352941,1130.5,3895.3823529411766,0.0,0.0,N/A,33,3323.0,574.4848484848485,0.17310461678678193,1676758,50810.84848484849,871.2727272727273,3086.4848484848485,0.0,0.0,N/A,33,4057.090909090909,627.8787878787879,0.15794389963973882,2602825,78873.48484848485,1118.939393939394,3796.5757575757575,0.0,0.0,234973726154.8889,1.6599658388389977,0.959331424707382
8480000,2026-01-18T13:01:22.784489,454002,92056,387177,61718,104242,0.16276223054983835,0.07071249,0.13968775748730816,920.56,2951.21,3871.77,1017.3,3522.72,4540.02,96.74,520.44,617.18,0.16276223054983835,70712.49,0.0007071249,1042.42,3600.08,0.0,0.13968775748730816,92056,295121,387177,61718,7071249,0,3,91,0,1,0,2,0,0,3,0,88.02,177,94,N/A,34,4216.382352941177,646.9117647058823,0.1573875708070274,2786678,81961.11764705883,1131.9411764705883,3900.1470588235293,0.0,0.0,N/A,33,3327.090909090909,575.3636363636364,0.17315673593570455,1678960,50877.57575757576,872.5757575757576,3090.6060606060605,0.0,0.0,N/A,33,4061.3939393939395,628.3636363636364,0.1579052533838379,2605611,78957.90909090909,1120.030303030303,3800.3939393939395,0.0,0.0,235389611312.66666,1.6597643779482536,0.9593541240492995
8490000,2026-01-18T13:01:23.150865,454514,92157,387608,61795,104369,0.1627823961890247,0.07079877,0.13970349650818495,921.57,2954.51,3876.08,1018.45,3526.69,4545.14,96.88,521.07,617.95,0.1627823961890247,70798.77,0.0007079877,1043.69,3604.29,0.0,0.13970349650818495,92157,295451,387608,61795,7079877,0,3,91,0,2,0,2,0,0,2,0,26.48,97,97,N/A,34,4220.823529411765,647.8529411764706,0.15744409480842234,2789696,82049.88235294117,1133.4705882352941,3904.735294117647,0.0,0.0,N/A,33,3330.3333333333335,575.8787878787879,0.1731443137426124,1680866,50935.333333333336,873.6060606060606,3093.969696969697,0.0,0.0,N/A,33,4066.6363636363635,629.2121212121212,0.15792054672454253,2609315,79070.15151515152,1121.2727272727273,3805.060606060606,0.0,0.0,236006535518.0,1.6596778089389637,0.9593471584504304
8500000,2026-01-18T13:01:23.521597,455061,92264,388077,61868,104504,0.16277392095857907,0.07087921,0.1396976361197035,922.64,2958.13,3880.77,1019.66,3530.95,4550.61,97.02,521.66,618.68,0.16277392095857907,70879.21,0.0007087921,1045.04,3608.81,0.0,0.1396976361197035,92264,295813,388077,61868,7087921,0,1,96,0,1,0,1,0,1,0,0,35.16,110,96,N/A,34,4225.529411764706,648.5588235294117,0.15743559968257748,2792565,82134.26470588235,1135.1470588235295,3909.705882352941,0.0,0.0,N/A,33,3334.5151515151515,576.7878787878788,0.17319099746927014,1682693,50990.69696969697,874.9090909090909,3098.2727272727275,0.0,0.0,N/A,33,4071.818181818182,629.7878787878788,0.15785693303528353,2612663,79171.60606060606,1122.3333333333333,3809.3333333333335,0.0,0.0,236558309654.2222,1.6595808029153267,0.9593446558695904
8510000,2026-01-18T13:01:23.889340,455596,92366,388529,61938,104639,0.16276957888288507,0.07096048,0.13969450506789655,923.66,2961.63,3885.29,1020.83,3535.13,4555.96,97.17,522.21,619.38,0.16276957888288507,70960.48,0.0007096048,1046.39,3613.2,0.0,0.13969450506789655,92366,296163,388529,61938,7096048,0,4,88,0,1,0,2,0,1,4,0,30.91,94,58,N/A,34,4230.5,649.3235294117648,0.1574296928116096,2795477,82219.91176470589,1136.7058823529412,3914.6470588235293,0.0,0.0,N/A,33,3338.3939393939395,577.3939393939394,0.17317066030700204,1684686,51051.09090909091,876.0,3101.969696969697,0.0,0.0,N/A,33,4076.5151515151515,630.5151515151515,0.1578701982594762,2615885,79269.24242424243,1123.7272727272727,3813.848484848485,0.0,0.0,237026834416.2222,1.6593460146282453,0.959356871770075
8520000,2026-01-18T13:01:24.256869,456118,92475,388974,62005,104752,0.16276280103438417,0.07104407,0.13968919941940755,924.75,2964.99,3889.74,1022.0,3539.18,4561.18,97.24,522.81,620.05,0.16276280103438417,71044.07,0.0007104407,1047.52,3617.29,0.0,0.13968919941940755,92475,296499,388974,62005,7104407,0,2,91,0,1,0,3,0,1,2,0,89.99,113,98,N/A,34,4235.294117647059,650.2647058823529,0.1574966345343534,2798720,82315.29411764706,1138.1470588235295,3919.4411764705883,0.0,0.0,N/A,33,3342.3636363636365,577.969696969697,0.17313549184505225,1686836,51116.242424242424,877.0,3105.6060606060605,0.0,0.0,N/A,33,4081.090909090909,631.0,0.15781585752677812,2618851,79359.12121212122,1124.6666666666667,3817.6666666666665,0.0,0.0,237476760760.2222,1.6591535869521399,0.9593747323875864
8530000,2026-01-18T13:01:24.626724,456639,92577,389417,62078,104880,0.16277674522928412,0.07112532,0.13969837925626538,925.77,2968.4,3894.17,1023.15,3543.24,4566.39,97.37,523.41,620.78,0.16277674522928412,71125.32,0.0007112532000000001,1048.8,3621.58,0.0,0.13969837925626538,92577,296840,389417,62078,7112532,0,2,92,0,0,0,2,0,3,1,0,97.83,147,95,N/A,34,4239.823529411765,650.9117647058823,0.15748718364085199,2801702,82403.0,1139.5588235294117,3923.9411764705883,0.0,0.0,N/A,33,3345.787878787879,578.7878787878788,0.17320339563814136,1688345,51161.969696969696,878.1515151515151,3109.2727272727275,0.0,0.0,N/A,33,4086.4242424242425,631.7272727272727,0.15779994615396292,2622485,79469.24242424243,1125.939393939394,3822.3636363636365,0.0,0.0,238255564682.0,1.6594369041872366,0.959336202919726
8540000,2026-01-18T13:01:24.993535,457137,92678,389844,62145,104995,0.16277587846780292,0.07120901,0.1396973170982465,926.78,2971.66,3898.44,1024.27,3547.1,4571.37,97.48,523.97,621.45,0.16277587846780292,71209.01,0.0007120901,1049.95,3625.55,0.0,0.1396973170982465,92678,297166,389844,62145,7120901,0,1,94,0,1,0,2,0,1,1,0,119.28,172,96,N/A,34,4245.117647058823,651.5882352941177,0.1574505276541703,2805474,82513.94117647059,1140.8235294117646,3928.676470588235,0.0,0.0,N/A,33,3348.6969696969695,579.2424242424242,0.17318965956858462,1689657,51201.72727272727,878.8181818181819,3111.818181818182,0.0,0.0,N/A,33,4091.0,632.6060606060606,0.1578488224477336,2625770,79568.78787878787,1127.4545454545455,3826.969696969697,0.0,0.0,239294294874.8889,1.660380775506508,0.9592581760677208
8550000,2026-01-18T13:01:25.363243,457678,92786,390304,62218,105121,0.1627759472540104,0.07129244,0.13969701571004603,927.86,2975.18,3903.04,1025.51,3551.27,4576.78,97.64,524.54,622.18,0.1627759472540104,71292.44,0.0007129244,1051.21,3629.8,0.0,0.13969701571004603,92786,297518,390304,62218,7129244,0,4,88,0,0,0,1,0,1,6,0,56.94,94,61,N/A,34,4250.0,652.6176470588235,0.1575239394635124,2808351,82598.55882352941,1142.4411764705883,3933.705882352941,0.0,0.0,N/A,33,3352.939393939394,579.7878787878788,0.1731340962297154,1692101,51275.78787878788,879.8484848484849,3115.4848484848485,0.0,0.0,N/A,33,4095.6666666666665,633.2121212121212,0.15782895782003067,2628792,79660.36363636363,1128.5757575757575,3831.0,0.0,0.0,239516169606.88892,1.659682843990991,0.9593134448319585
8560000,2026-01-18T13:01:25.731985,458241,92898,390787,62292,105249,0.1627674583084191,0.07137607,0.1396914262854453,928.98,2978.89,3907.87,1026.78,3555.63,4582.41,97.8,525.12,622.92,0.1627674583084191,71376.07,0.0007137607,1052.49,3634.33,0.0,0.1396914262854453,92898,297889,390787,62292,7137607,0,2,92,0,1,0,2,0,2,1,0,110.21,127,95,N/A,34,4255.794117647059,653.5588235294117,0.15753476236873407,2812190,82711.4705882353,1144.0294117647059,3939.176470588235,0.0,0.0,N/A,33,3356.757575757576,580.3636363636364,0.17310866293882418,1693857,51329.0,880.8484848484849,3119.151515151515,0.0,0.0,N/A,33,4100.515151515152,633.9090909090909,0.1578175161613259,2631560,79744.24242424243,1129.8181818181818,3835.4242424242425,0.0,0.0,240286979110.88892,1.6602286969915405,0.9592795409321823
8570000,2026-01-18T13:01:26.100900,458763,93002,391233,62363,105375,0.16276938707392963,0.07145696,0.13969244706518075,930.02,2982.31,3912.33,1027.94,3559.69,4587.63,97.91,525.72,623.63,0.16276938707392963,71456.96,0.0007145696,1053.75,3638.58,0.0,0.13969244706518075,93002,298231,391233,62363,7145696,0,0,94,0,0,0,2,0,2,2,0,95.09,129,89,N/A,34,4260.117647058823,654.3823529411765,0.1575737186050929,2814922,82791.82352941176,1145.4705882352941,3943.6176470588234,0.0,0.0,N/A,33,3360.939393939394,581.0,0.1730834375333845,1696187,51399.606060606064,881.939393939394,3122.909090909091,0.0,0.0,N/A,33,4105.393939393939,634.5757575757576,0.15780844958236706,2634587,79835.9696969697,1131.060606060606,3839.969696969697,0.0,0.0,240520363605.55554,1.6595587632731532,0.9593300770306081
8580000,2026-01-18T13:01:26.467763,459284,93111,391683,62429,105484,0.162757107966365,0.07154231,0.1396828593512968,931.11,2985.72,3916.83,1029.1,3563.74,4592.84,97.98,526.31,624.29,0.162757107966365,71542.31,0.0007154231,1054.84,3642.52,0.0,0.1396828593512968,93111,298572,391683,62429,7154231,0,1,92,0,0,0,1,0,2,4,0,78.38,117,93,N/A,34,4264.764705882353,655.0294117647059,0.15756225724180586,2818290,82890.88235294117,1146.9411764705883,3948.029411764706,0.0,0.0,N/A,33,3364.818181818182,581.6666666666666,0.1730817640756644,1698182,51460.06060606061,882.6666666666666,3126.121212121212,0.0,0.0,N/A,33,4110.363636363636,635.2424242424242,0.1577847223005507,2637759,79932.09090909091,1132.121212121212,3844.151515151515,0.0,0.0,241115368061.55554,1.659592434733144,0.9593268252594206
8590000,2026-01-18T13:01:26.837331,459825,93217,392139,62508,105616,0.16277564286638635,0.07162716,0.13969654980550633,932.17,2989.22,3921.39,1030.32,3567.93,4598.25,98.14,526.94,625.08,0.16277564286638635,71627.16,0.0007162716,1056.16,3646.89,0.0,0.13969654980550633,93217,298922,392139,62508,7162716,0,2,89,0,0,0,1,0,3,5,0,106.75,161,93,N/A,34,4270.117647058823,655.7058823529412,0.15751969821676845,2822070,83002.05882352941,1148.1176470588234,3952.6176470588234,0.0,0.0,N/A,33,3368.4242424242425,582.5757575757576,0.17316653943977464,1699840,51510.30303030303,883.8787878787879,3130.030303030303,0.0,0.0,N/A,33,4115.060606060606,636.030303030303,0.15779996199260438,2640806,80024.42424242424,1133.6969696969697,3848.757575757576,0.0,0.0,241963758194.66666,1.6601974303463856,0.9592822496201125
8600000,2026-01-18T13:01:27.206073,460368,93326,392602,62581,105739,0.16277445534547433,0.07170888,0.13969571134908879,933.26,2992.76,3926.02,1031.55,3572.13,4603.68,98.28,527.53,625.81,0.16277445534547433,71708.88,0.0007170888,1057.39,3651.19,0.0,0.13969571134908879,93326,299276,392602,62581,7170888,0,0,91,0,1,0,4,0,2,2,0,92.24,120,88,N/A,34,4274.588235294118,656.5882352941177,0.15756354040901735,2824995,83088.08823529411,1149.6470588235295,3957.294117647059,0.0,0.0,N/A,33,3372.3030303030305,583.2424242424242,0.17316247378694075,1701568,51562.666666666664,884.7575757575758,3133.4545454545455,0.0,0.0,N/A,33,4120.606060606061,636.6666666666666,0.1577552583536908,2644325,80131.06060606061,1134.969696969697,3853.5454545454545,0.0,0.0,242613403808.66666,1.6602304462707338,0.9592665925448086
8610000,2026-01-18T13:01:27.575005,460906,93439,393065,62652,105857,0.1627674347152367,0.07179417,0.13968999961148687,934.39,2996.26,3930.65,1032.74,3576.32,4609.06,98.34,528.18,626.52,0.1627674347152367,71794.17,0.0007179417000000001,1058.57,3655.36,0.0,0.13968999961148687,93439,299626,393065,62652,7179417,0,1,92,0,1,0,2,0,2,2,0,141.77,165,99,N/A,34,4279.705882352941,657.4411764705883,0.15759086082745255,2828390,83187.94117647059,1150.9411764705883,3961.8529411764707,0.0,0.0,N/A,33,3376.060606060606,583.8181818181819,0.1731419112015002,1703674,51626.48484848485,885.6666666666666,3136.6969696969695,0.0,0.0,N/A,33,4125.606060606061,637.3636363636364,0.15772639799214472,2647353,80222.81818181818,1136.3030303030303,3858.242424242424,0.0,0.0,243143392340.66666,1.6601709012404955,0.9592742213222853
8620000,2026-01-18T13:01:27.941296,461446,93550,393524,62731,105980,0.16279197334177553,0.07187932,0.13970707401453974,935.5,2999.74,3935.24,1033.98,3580.48,4614.46,98.47,528.84,627.31,0.16279197334177553,71879.32,0.0007187932,1059.8,3659.57,0.0,0.13970707401453974,93550,299974,393524,62731,7187932,0,0,92,0,1,0,3,0,2,2,0,101.56,123,98,N/A,34,4284.705882352941,658.0882352941177,0.15757024419938415,2831899,83291.14705882352,1152.0588235294117,3966.1176470588234,0.0,0.0,N/A,33,3380.090909090909,584.6363636363636,0.17317922855010115,1705341,51677.0,886.939393939394,3140.6969696969695,0.0,0.0,N/A,33,4130.333333333333,638.2727272727273,0.15778468149227742,2650692,80324.0,1137.6060606060605,3862.6060606060605,0.0,0.0,243961935268.2222,1.6606057087702695,0.95923551956822
8630000,2026-01-18T13:01:28.311130,461980,93658,393981,62803,106105,0.1627937589447991,0.07196405,0.13970813539558938,936.58,3003.23,3939.81,1035.18,3584.62,4619.8,98.6,529.43,628.03,0.1627937589447991,71964.05,0.0007196405,1061.05,3663.81,0.0,0.13970813539558938,93658,300323,393981,62803,7196405,0,2,94,0,1,0,1,0,1,1,0,54.16,106,96,N/A,34,4289.941176470588,658.6764705882352,0.15752041178537748,2835419,83394.67647058824,1153.0882352941176,3970.3823529411766,0.0,0.0,N/A,33,3383.848484848485,585.2424242424242,0.17316420259422208,1707557,51744.15151515151,887.9090909090909,3144.151515151515,0.0,0.0,N/A,33,4135.030303030303,639.2424242424242,0.1578564608535682,2653429,80406.93939393939,1139.3636363636363,3867.6060606060605,0.0,0.0,244429654614.2222,1.6605120648973943,0.9592527536609595
8640000,2026-01-18T13:01:28.678531,462518,93770,394439,62875,106223,0.16279239676068621,0.07204777,0.1397071999389669,937.7,3006.69,3944.39,1036.39,3588.79,4625.18,98.68,530.07,628.75,0.16279239676068621,72047.77,0.0007204777,1062.23,3667.94,0.0,0.1397071999389669,93770,300669,394439,62875,7204777,0,4,87,0,0,0,1,0,3,5,0,57.02,110,90,N/A,34,4294.911764705882,659.4117647058823,0.15750961846929584,2838638,83489.35294117648,1154.1470588235295,3974.529411764706,0.0,0.0,N/A,33,3387.878787878788,585.8787878787879,0.17314475588327013,1709636,51807.15151515151,889.1818181818181,3148.060606060606,0.0,0.0,N/A,33,4139.757575757576,640.030303030303,0.15788290012014078,2656503,80500.09090909091,1140.5757575757575,3871.939393939394,0.0,0.0,244930643324.2222,1.6603756589121894,0.9592636121537166
8650000,2026-01-18T13:01:29.046134,463055,93873,394893,62951,106362,0.1627980029055088,0.07213009,0.13971225395443615,938.73,3010.2,3948.93,1037.56,3592.99,4630.55,98.82,530.69,629.51,0.1627980029055088,72130.09,0.0007213008999999999,1063.62,3672.49,0.0,0.13971225395443615,93873,301020,394893,62951,7213009,0,4,89,0,0,0,2,0,2,3,0,77.45,127,93,N/A,34,4299.764705882353,660.3823529411765,0.15756269342012508,2841862,83584.17647058824,1155.8235294117646,3979.5588235294117,0.0,0.0,N/A,33,3391.7272727272725,586.5454545454545,0.17314319129696085,1711219,51855.121212121216,890.5151515151515,3152.3636363636365,0.0,0.0,N/A,33,4144.666666666667,640.6666666666666,0.1578467697414218,2659928,80603.87878787878,1141.7272727272727,3876.242424242424,0.0,0.0,245722482276.2222,1.6607237296921085,0.9592267133871376
8660000,2026-01-18T13:01:29.415811,463579,93983,395348,63014,106471,0.16278090965859832,0.07221114,0.13969867008020548,939.83,3013.65,3953.48,1038.74,3597.05,4635.79,98.9,531.24,630.14,0.16278090965859832,72211.14,0.0007221114,1064.71,3676.5,0.0,0.13969867008020548,93983,301365,395348,63014,7221114,0,1,94,0,1,0,1,0,3,0,0,125.9,162,95,N/A,34,4304.764705882353,660.9705882352941,0.15752133870248733,2845114,83679.82352941176,1157.0,3983.8529411764707,0.0,0.0,N/A,33,3395.3939393939395,587.2727272727273,0.17316870385608235,1713020,51909.69696969697,891.5454545454545,3155.909090909091,0.0,0.0,N/A,33,4149.636363636364,641.2424242424242,0.1578120673552892,2662980,80696.36363636363,1142.7878787878788,3880.4242424242425,0.0,0.0,246359291154.66666,1.66087611353049,0.9592133291821343
8670000,2026-01-18T13:01:29.784535,464100,94089,395790,63088,106593,0.16279061329842492,0.07229467,0.1397058308050386,940.89,3017.01,3957.9,1039.88,3601.12,4641.0,98.98,531.9,630.88,0.16279061329842492,72294.67,0.0007229467,1065.93,3680.73,0.0,0.1397058308050386,94089,301701,395790,63088,7229467,0,1,93,0,1,0,2,0,2,1,0,114.14,138,98,N/A,34,4309.705882352941,661.7352941176471,0.15751642904950752,2848375,83775.73529411765,1158.2941176470588,3988.4411764705883,0.0,0.0,N/A,33,3399.030303030303,587.9090909090909,0.1731758726146014,1714878,51966.0,892.6363636363636,3159.5454545454545,0.0,0.0,N/A,33,4154.30303030303,642.060606060606,0.1578393619962845,2666214,80794.36363636363,1144.060606060606,3884.878787878788,0.0,0.0,247004251536.2222,1.6609782153599264,0.9592014971303506
8680000,2026-01-18T13:01:30.152366,464623,94192,396231,63163,106722,0.16279990368519667,0.0723776,0.13971318966077073,941.92,3020.39,3962.31,1041.02,3605.21,4646.23,99.09,532.54,631.63,0.16279990368519667,72377.6,0.000723776,1067.22,3685.0,0.0,0.13971318966077073,94192,302039,396231,63163,7237760,0,4,90,0,0,0,2,0,3,1,0,107.01,139,95,N/A,34,4315.441176470588,662.3529411764706,0.15744813180023873,2852348,83892.58823529411,1159.4117647058824,3992.9117647058824,0.0,0.0,N/A,33,3402.787878787879,588.6666666666666,0.173208627650907,1716540,52016.36363636364,893.9090909090909,3163.6060606060605,0.0,0.0,N/A,33,4158.0,642.939393939394,0.157905126510049,2668872,80874.90909090909,1145.5454545454545,3889.151515151515,0.0,0.0,247851054851.55554,1.6616845514814684,0.9591572714029274
8690000,2026-01-18T13:01:30.521242,465165,94301,396693,63233,106846,0.16279202315760444,0.07245941,0.13970719132116238,943.01,3023.92,3966.93,1042.24,3609.41,4651.65,99.22,533.11,632.33,0.16279202315760444,72459.41,0.0007245941,1068.46,3689.3,0.0,0.13970719132116238,94301,302392,396693,63233,7245941,0,2,91,0,0,0,2,0,2,3,0,63.52,98,95,N/A,34,4320.5,662.9705882352941,0.15740637854418393,2855500,83985.29411764706,1160.735294117647,3997.529411764706,0.0,0.0,N/A,33,3407.212121212121,589.3636363636364,0.17318984854349925,1718936,52088.969696969696,895.0,3167.5757575757575,0.0,0.0,N/A,33,4162.363636363636,643.7272727272727,0.15794304373705195,2671505,80954.69696969698,1146.8484848484848,3893.4545454545455,0.0,0.0,248113287320.2222,1.6612020459167764,0.9592043294737492
8700000,2026-01-18T13:01:30.888640,465684,94405,397142,63299,106960,0.16277283867281195,0.07254098,0.13969361000103964,944.05,3027.37,3971.42,1043.42,3613.42,4656.84,99.36,533.63,632.99,0.16277283867281195,72540.98,0.0007254098,1069.6,3693.33,0.0,0.13969361000103964,94405,302737,397142,63299,7254098,0,2,90,0,1,0,3,0,3,1,0,110.66,141,95,N/A,34,4325.470588235294,663.5588235294117,0.1573490739982876,2858990,84087.94117647059,1161.8529411764705,4001.705882352941,0.0,0.0,N/A,33,3411.3030303030305,590.030303030303,0.17317974858620014,1720801,52145.48484848485,895.939393939394,3171.181818181818,0.0,0.0,N/A,33,4166.757575757576,644.4545454545455,0.15795404993923667,2674307,81039.60606060606,1148.2121212121212,3897.757575757576,0.0,0.0,248750633582.88892,1.6614297643946045,0.9591919904837631
