tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
40020000,2026-01-18T11:04:30.284684,3789581,403680,2489822,1013954,2195747,0.43192885523204905,0.35490654,0.48093388645683716,4036.8,20861.42,24898.22,6425.43,31470.38,37895.81,2388.62,7750.92,10139.54,0.43192885523204905,354906.54,0.0035490654,21957.47,48865.75,0.0,0.48093388645683716,403680,2086142,2489822,1013954,35490654,0,3,67,0,0,0,6,0,4,20,0,23.75,131,54
40030000,2026-01-18T11:04:30.664517,3790503,403780,2490422,1014200,2196289,0.4319310805975096,0.35499539,0.48096094942674733,4037.8,20866.42,24904.22,6426.93,31478.1,37905.03,2389.13,7752.87,10142.0,0.4319310805975096,354995.39,0.0035499539,21962.89,48877.75,0.0,0.48096094942674733,403780,2086642,2490422,1014200,35499539,0,2,67,0,1,0,3,0,4,23,0,35.53,120,70
40040000,2026-01-18T11:04:31.045314,3791446,403879,2491045,1014458,2196837,0.43192770267517283,0.35508469,0.4809913864546312,4038.79,20871.66,24910.45,6428.5,31485.96,37914.46,2389.71,7754.87,10144.58,0.43192770267517283,355084.69,0.0035508468999999997,21968.37,48890.03,0.0,0.4809913864546312,403879,2087166,2491045,1014458,35508469,0,0,74,0,4,0,8,0,1,13,0,94.8,179,72
40050000,2026-01-18T11:04:31.430612,3792410,403986,2491683,1014716,2197382,0.43192973366296544,0.35517373,0.4810223074005544,4039.86,20876.97,24916.83,6430.13,31493.97,37924.1,2390.26,7756.9,10147.16,0.43192973366296544,355173.73,0.0035517373000000002,21973.82,48902.27,0.0,0.4810223074005544,403986,2087697,2491683,1014716,35517373,0,0,75,0,1,0,7,0,6,11,0,88.01,168,67
40060000,2026-01-18T11:04:31.810940,3793359,404084,2492306,1014965,2197936,0.4319275821518762,0.35526143,0.48105164354109137,4040.84,20882.22,24923.06,6431.73,31501.86,37933.59,2390.89,7758.76,10149.65,0.4319275821518762,355261.43,0.0035526143,21979.36,48914.59,0.0,0.48105164354109137,404084,2088222,2492306,1014965,35526143,0,0,76,0,4,0,6,0,2,12,0,61.75,177,79
40070000,2026-01-18T11:04:32.192214,3794299,404194,2492925,1015222,2198463,0.4319241247683112,0.35535112,0.4810818756036832,4041.94,20887.31,24929.25,6433.3,31509.69,37942.99,2391.36,7760.86,10152.22,0.4319241247683112,355351.12,0.0035535112,21984.63,48926.51,0.0,0.4810818756036832,404194,2088731,2492925,1015222,35535112,0,2,76,1,4,0,4,0,1,12,0,55.01,180,66
40080000,2026-01-18T11:04:32.577279,3795270,404291,2493554,1015489,2199054,0.4319297320107184,0.35543692,0.48111664819597505,4042.91,20892.63,24935.54,6434.82,31517.88,37952.7,2391.91,7762.98,10154.89,0.4319297320107184,355436.92,0.0035543692,21990.54,48939.43,0.0,0.48111664819597505,404291,2089263,2493554,1015489,35543692,0,1,72,0,5,0,5,0,1,16,0,79.66,178,71
40090000,2026-01-18T11:04:32.960006,3796180,404398,2494155,1015729,2199559,0.43192411102658335,0.35552729,0.48114673090745386,4043.98,20897.57,24941.55,6436.36,31525.44,37961.8,2392.38,7764.91,10157.29,0.43192411102658335,355527.29,0.0035552729,21995.59,48950.92,0.0,0.48114673090745386,404398,2089757,2494155,1015729,35552729,0,2,75,0,4,0,5,0,4,10,0,106.76,179,82
40100000,2026-01-18T11:04:33.343461,3797110,404500,2494759,1015976,2200097,0.4319226998813787,0.35561556,0.4811741733015173,4045.0,20902.59,24947.59,6437.91,31533.19,37971.1,2392.9,7766.86,10159.76,0.4319226998813787,355615.56,0.0035561556,22000.97,48962.93,0.0,0.4811741733015173,404500,2090259,2494759,1015976,35561556,0,0,74,0,1,0,5,0,4,16,0,59.82,130,68
40110000,2026-01-18T11:04:33.726431,3798078,404604,2495398,1016229,2200643,0.43191561474421436,0.35570339,0.4812075738842699,4046.04,20907.94,24953.98,6439.68,31541.1,37980.78,2393.63,7768.66,10162.29,0.43191561474421436,355703.39,0.0035570339,22006.43,48975.07,0.0,0.4812075738842699,404604,2090794,2495398,1016229,35570339,0,1,71,0,3,0,7,0,4,14,0,55.43,110,78
40120000,2026-01-18T11:04:34.104874,3798978,404702,2495997,1016476,2201156,0.4319208897981456,0.35579534,0.4812375521324725,4047.02,20912.95,24959.97,6441.23,31548.55,37989.78,2394.2,7770.56,10164.76,0.4319208897981456,355795.34,0.0035579534,22011.56,48986.5,0.0,0.4812375521324725,404702,2091295,2495997,1016476,35579534,0,1,71,0,2,0,9,0,4,13,0,86.11,155,74
40130000,2026-01-18T11:04:34.491340,3799905,404801,2496613,1016719,2201689,0.4319140862822441,0.35588477,0.4812670203518059,4048.01,20918.12,24966.13,6442.79,31556.26,37999.05,2394.77,7772.42,10167.19,0.4319140862822441,355884.77,0.0035588477,22016.89,48998.42,0.0,0.4812670203518059,404801,2091812,2496613,1016719,35588477,0,2,71,0,4,0,6,0,3,14,0,42.28,131,51
40140000,2026-01-18T11:04:34.875557,3800852,404904,2497239,1016969,2202225,0.4319107359946797,0.35597381,0.4812956586038622,4049.04,20923.35,24972.39,6444.47,31564.05,38008.52,2395.42,7774.27,10169.69,0.4319107359946797,355973.81,0.0035597381,22022.25,49010.43,0.0,0.4812956586038622,404904,2092335,2497239,1016969,35597381,0,1,72,0,6,0,6,0,4,11,0,71.06,119,77
40150000,2026-01-18T11:04:35.261372,3801816,405003,2497873,1017225,2202788,0.431907799177359,0.35606136,0.4813252386342075,4050.03,20928.7,24978.73,6446.04,31572.12,38018.16,2396.0,7776.25,10172.25,0.431907799177359,356061.36,0.0035606136,22027.88,49023.04,0.0,0.4813252386342075,405003,2092870,2497873,1017225,35606136,0,0,70,0,5,0,10,0,6,9,0,67.54,117,76
40160000,2026-01-18T11:04:35.642673,3802779,405107,2498493,1017488,2203354,0.4319135323264747,0.35614991,0.48136115132905083,4051.07,20933.86,24984.93,6447.72,31580.07,38027.79,2396.64,7778.24,10174.88,0.4319135323264747,356149.91,0.0035614991,22033.54,49035.48,0.0,0.48136115132905083,405107,2093386,2498493,1017488,35614991,0,2,68,0,5,0,5,0,4,16,0,66.76,114,77
40170000,2026-01-18T11:04:36.026583,3803759,405211,2499146,1017751,2203914,0.4319132078947671,0.35623991,0.4813978091353968,4052.11,20939.35,24991.46,6449.41,31588.18,38037.59,2397.29,7780.22,10177.51,0.4319132078947671,356239.91,0.0035623991,22039.14,49048.04,0.0,0.4813978091353968,405211,2093935,2499146,1017751,35623991,0,2,74,0,3,0,8,0,5,8,0,88.36,169,78
40180000,2026-01-18T11:04:36.416024,3804744,405315,2499812,1018018,2204484,0.43191243850168154,0.3563284,0.4814338002215222,4053.15,20944.97,24998.12,6451.15,31596.29,38047.44,2397.99,7782.19,10180.18,0.43191243850168154,356328.4,0.003563284,22044.84,49060.6,0.0,0.4814338002215222,405315,2094497,2499812,1018018,35632840,0,1,72,0,0,0,5,0,6,16,0,51.8,143,74
40190000,2026-01-18T11:04:36.804221,3805689,405416,2500435,1018275,2205016,0.43191821053985435,0.35641838,0.4814691005503017,4054.16,20950.19,25004.35,6452.86,31604.03,38056.89,2398.69,7784.06,10182.75,0.43191821053985435,356418.38,0.0035641837999999997,22050.16,49072.55,0.0,0.4814691005503017,405416,2095019,2500435,1018275,35641838,0,0,71,0,5,0,9,0,5,10,0,102.49,162,80
40200000,2026-01-18T11:04:37.201842,3806638,405518,2501052,1018516,2205578,0.43191437413049294,0.35650516,0.4815023951583076,4055.18,20955.34,25010.52,6454.43,31611.95,38066.38,2399.24,7785.92,10185.16,0.43191437413049294,356505.16,0.0035650516,22055.78,49084.97,0.0,0.4815023951583076,405518,2095534,2501052,1018516,35650516,0,3,72,0,0,0,2,0,2,21,0,31.85,154,58
40210000,2026-01-18T11:04:37.586244,3807600,405615,2501675,1018775,2206140,0.43192012290661885,0.35659168,0.4815315201338992,4056.15,20960.6,25016.75,6455.97,31620.03,38076.0,2399.81,7787.94,10187.75,0.43192012290661885,356591.68,0.0035659168000000004,22061.4,49097.51,0.0,0.4815315201338992,405615,2096060,2501675,1018775,35659168,0,2,65,0,3,0,7,0,6,17,0,47.86,102,68
40220000,2026-01-18T11:04:37.967204,3808511,405716,2502260,1019032,2206677,0.431927721157247,0.35668254,0.48156139146572907,4057.16,20965.44,25022.6,6457.4,31627.71,38085.11,2400.24,7790.08,10190.32,0.431927721157247,356682.54,0.0035668253999999997,22066.77,49109.4,0.0,0.48156139146572907,405716,2096544,2502260,1019032,35668254,0,3,63,0,5,0,6,0,5,18,0,100.36,178,70
40230000,2026-01-18T11:04:38.351040,3809462,405813,2502868,1019297,2207251,0.4319451747398801,0.35677129,0.4815967116040602,4058.13,20970.55,25028.68,6458.9,31635.72,38094.62,2400.77,7792.2,10192.97,0.4319451747398801,356771.29,0.0035677129,22072.51,49122.06,0.0,0.4815967116040602,405813,2097055,2502868,1019297,35677129,0,1,66,0,6,0,8,0,4,15,0,57.76,179,58
40240000,2026-01-18T11:04:38.736887,3810465,405918,2503543,1019559,2207829,0.4319392162650184,0.35686028,0.4816321638823532,4059.18,20976.25,25035.43,6460.61,31644.04,38104.65,2401.43,7794.16,10195.59,0.4319392162650184,356860.28,0.0035686027999999996,22078.29,49135.01,0.0,0.4816321638823532,405918,2097625,2503543,1019559,35686028,0,3,72,0,3,0,4,1,5,12,0,64.35,123,72
40250000,2026-01-18T11:04:39.121172,3811430,406022,2504184,1019812,2208381,0.43193695029781765,0.35694682,0.48166428651690496,4060.22,20981.62,25041.84,6462.23,31652.07,38114.3,2402.01,7796.11,10198.12,0.43193695029781765,356946.82,0.0035694682,22083.81,49147.46,0.0,0.48166428651690496,406022,2098162,2504184,1019812,35694682,0,2,73,0,4,0,7,0,3,11,0,92.72,177,61
40260000,2026-01-18T11:04:39.508501,3812388,406119,2504819,1020061,2208947,0.43193904028881847,0.35703471,0.48169329125404675,4061.19,20987.0,25048.19,6463.82,31660.06,38123.88,2402.62,7797.99,10200.61,0.43193904028881847,357034.71,0.0035703471,22089.47,49160.0,0.0,0.48169329125404675,406119,2098700,2504819,1020061,35703471,0,0,75,0,4,0,7,0,3,11,0,71.23,149,65
40270000,2026-01-18T11:04:39.892486,3813360,406217,2505452,1020328,2209521,0.4319483210161251,0.35712245,0.48172335678539724,4062.17,20992.35,25054.52,6465.4,31668.2,38133.6,2403.22,7800.06,10203.28,0.4319483210161251,357122.45,0.0035712244999999997,22095.21,49172.74,0.0,0.48172335678539724,406217,2099235,2505452,1020328,35712245,0,1,71,0,11,0,9,0,5,3,0,120.1,165,91
40280000,2026-01-18T11:04:40.272604,3814256,406315,2506047,1020575,2210039,0.43194631301050607,0.35721333,0.48175087980752174,4063.15,20997.32,25060.47,6466.96,31675.6,38142.56,2403.81,7801.94,10205.75,0.43194631301050607,357213.33,0.0035721333,22100.39,49184.15,0.0,0.48175087980752174,406315,2099732,2506047,1020575,35721333,0,2,62,0,7,0,7,0,3,19,0,93.01,174,71
40290000,2026-01-18T11:04:40.651816,3815166,406412,2506629,1020825,2210587,0.43195233605572786,0.35730165,0.4817781374147365,4064.12,21002.17,25066.29,6468.46,31683.2,38151.66,2404.33,7803.92,10208.25,0.43195233605572786,357301.65,0.0035730164999999998,22105.87,49196.33,0.0,0.4817781374147365,406412,2100217,2506629,1020825,35730165,0,1,73,0,0,0,3,0,5,18,0,48.38,131,70
40300000,2026-01-18T11:04:41.033939,3816098,406513,2507238,1021064,2211108,0.4319487046302332,0.35738955,0.4818025883677868,4065.13,21007.25,25072.38,6470.09,31690.89,38160.98,2404.96,7805.68,10210.64,0.4319487046302332,357389.55,0.0035738955,22111.08,49208.1,0.0,0.4818025883677868,406513,2100725,2507238,1021064,35738955,0,2,73,0,4,0,7,0,5,9,0,109.17,172,85
40310000,2026-01-18T11:04:41.416003,3817025,406613,2507842,1021319,2211647,0.4319554126248882,0.35747837,0.48182982259861545,4066.13,21012.29,25078.42,6471.72,31698.53,38170.25,2405.59,7807.6,10213.19,0.4319554126248882,357478.37,0.0035747837,22116.47,49220.05,0.0,0.48182982259861545,406613,2101229,2507842,1021319,35747837,0,1,75,0,5,0,5,0,5,9,0,86.22,165,77
40320000,2026-01-18T11:04:41.801219,3817983,406708,2508464,1021578,2212229,0.43195559406841455,0.35756554,0.481857179827533,4067.08,21017.56,25084.64,6473.3,31706.53,38179.83,2406.21,7809.57,10215.78,0.43195559406841455,357565.54,0.0035756554,22122.29,49232.81,0.0,0.481857179827533,406708,2101756,2508464,1021578,35756554,0,3,77,0,0,0,5,0,5,10,0,66.7,134,81
40330000,2026-01-18T11:04:42.186883,3818920,406813,2509095,1021817,2212752,0.4319524411422397,0.35765413,0.48188598958843337,4068.13,21022.82,25090.95,6474.84,31714.36,38189.2,2406.7,7811.47,10218.17,0.4319524411422397,357654.13,0.0035765413,22127.52,49244.64,0.0,0.48188598958843337,406813,2102282,2509095,1021817,35765413,0,0,68,0,3,0,10,0,4,15,0,80.05,157,63
40340000,2026-01-18T11:04:42.573032,3819869,406917,2509711,1022085,2213298,0.43195471099703364,0.35774444,0.4819172254526955,4069.17,21027.94,25097.11,6476.51,31722.18,38198.69,2407.34,7813.51,10220.85,0.43195471099703364,357744.44,0.0035774444,22132.98,49256.79,0.0,0.4819172254526955,406917,2102794,2509711,1022085,35774444,0,1,76,1,6,0,6,0,5,5,0,108.2,181,78
40350000,2026-01-18T11:04:42.956173,3820783,407017,2510311,1022334,2213831,0.4319548164342261,0.35783371,0.48194643111822816,4070.17,21032.94,25103.11,6478.08,31729.75,38207.83,2407.9,7815.44,10223.34,0.4319548164342261,357833.71,0.0035783370999999996,22138.31,49268.59,0.0,0.48194643111822816,407017,2103294,2510311,1022334,35783371,0,1,68,0,0,0,6,0,3,22,0,40.54,139,72
40360000,2026-01-18T11:04:43.338930,3821714,407121,2510919,1022586,2214365,0.43196077576263364,0.3579234,0.48197567793049473,4071.21,21037.98,25109.19,6479.68,31737.46,38217.14,2408.47,7817.39,10225.86,0.43196077576263364,357923.4,0.003579234,22143.65,49280.5,0.0,0.48197567793049473,407121,2103798,2510919,1022586,35792340,0,1,74,0,1,1,6,0,3,14,0,71.29,174,68
40370000,2026-01-18T11:04:43.725268,3822685,407223,2511549,1022837,2214922,0.43196203791013604,0.35800998,0.4820052300837927,4072.23,21043.26,25115.49,6481.33,31745.52,38226.85,2409.1,7819.27,10228.37,0.43196203791013604,358009.98,0.0035800998,22149.22,49292.97,0.0,0.4820052300837927,407223,2104326,2511549,1022837,35800998,0,0,76,0,7,0,10,0,4,3,0,104.53,178,84
40380000,2026-01-18T11:04:44.105839,3823619,407323,2512169,1023083,2215473,0.4319564250337536,0.35809692,0.48203371746668566,4073.23,21048.46,25121.69,6482.92,31753.27,38236.19,2409.68,7821.15,10230.83,0.4319564250337536,358096.92,0.0035809692,22154.73,49305.11,0.0,0.48203371746668566,407323,2104846,2512169,1023083,35809692,0,2,68,0,1,0,4,0,3,22,0,22.72,104,34
40390000,2026-01-18T11:04:44.487478,3824570,407425,2512800,1023329,2216003,0.431953188600546,0.35818528,0.4820603287785513,4074.25,21053.75,25128.0,6484.58,31761.12,38245.7,2410.32,7822.97,10233.29,0.431953188600546,358185.28,0.0035818528,22160.03,49317.19,0.0,0.4820603287785513,407425,2105375,2512800,1023329,35818528,0,0,76,0,4,0,8,0,7,5,0,79.26,159,80
40400000,2026-01-18T11:04:44.871926,3825503,407524,2513411,1023586,2216559,0.4319570000336889,0.35827479,0.4820912562886532,4075.24,21058.87,25134.11,6486.15,31768.88,38255.03,2410.9,7824.96,10235.86,0.4319570000336889,358274.79,0.0035827479,22165.59,49329.4,0.0,0.4820912562886532,407524,2105887,2513411,1023586,35827479,0,1,75,0,0,0,4,0,5,15,0,36.42,144,59
40410000,2026-01-18T11:04:45.252902,3826478,407629,2514051,1023860,2217117,0.4319687388682997,0.35836441,0.48212626324070634,4076.29,21064.22,25140.51,6487.75,31777.03,38264.78,2411.45,7827.15,10238.6,0.4319687388682997,358364.41,0.0035836441,22171.17,49341.87,0.0,0.48212626324070634,407629,2106422,2514051,1023860,35836441,0,2,67,0,8,0,10,0,3,10,0,111.5,163,80
40420000,2026-01-18T11:04:45.635051,3827419,407725,2514666,1024114,2217680,0.4319692483390213,0.35845234,0.48215913308263325,4077.25,21069.41,25146.66,6489.34,31784.85,38274.19,2412.09,7829.05,10241.14,0.4319692483390213,358452.34,0.0035845233999999998,22176.8,49354.27,0.0,0.48215913308263325,407725,2106941,2514666,1024114,35845234,0,1,74,0,4,0,6,0,4,11,0,95.04,179,71
40430000,2026-01-18T11:04:46.015359,3828351,407828,2515274,1024371,2218215,0.43197021770369076,0.35854094,0.48218889443233004,4078.28,21074.46,25152.74,6491.03,31792.48,38283.51,2412.74,7830.97,10243.71,0.43197021770369076,358540.94,0.0035854093999999996,22182.15,49365.97,0.0,0.48218889443233004,407828,2107446,2515274,1024371,35854094,0,4,66,0,2,0,4,0,5,19,0,46.24,125,52
40440000,2026-01-18T11:04:46.396688,3829308,407927,2515886,1024626,2218777,0.43197564426975477,0.35862774,0.48221901190571276,4079.27,21079.59,25158.86,6492.62,31800.46,38293.08,2413.34,7832.92,10246.26,0.43197564426975477,358627.74,0.0035862774,22187.77,49378.6,0.0,0.48221901190571276,407927,2107959,2515886,1024626,35862774,0,1,77,0,4,0,8,0,4,6,0,67.11,108,85
40450000,2026-01-18T11:04:46.779369,3830219,408023,2516464,1024872,2219321,0.43198134589898596,0.35871537,0.4822518472144536,4080.23,21084.41,25164.64,6494.14,31808.05,38302.19,2413.9,7834.82,10248.72,0.43198134589898596,358715.37,0.0035871537,22193.21,49390.54,0.0,0.4822518472144536,408023,2108441,2516464,1024872,35871537,0,2,75,0,0,0,5,0,5,13,0,67.3,152,82
40460000,2026-01-18T11:04:47.163718,3831176,408125,2517085,1025124,2219870,0.43197645107791727,0.35880248,0.482281488319302,4081.25,21089.6,25170.85,6495.76,31816.0,38311.76,2414.5,7836.74,10251.24,0.43197645107791727,358802.48,0.0035880248,22198.7,49402.83,0.0,0.482281488319302,408125,2108960,2517085,1025124,35880248,0,2,71,0,1,0,9,0,7,10,0,61.04,119,80
40470000,2026-01-18T11:04:47.543651,3832098,408226,2517695,1025375,2220407,0.43197895777053946,0.35889232,0.48231130318880616,4082.26,21094.69,25176.95,6497.33,31823.65,38320.98,2415.06,7838.69,10253.75,0.43197895777053946,358892.32,0.0035889232,22204.07,49414.81,0.0,0.48231130318880616,408226,2109469,2517695,1025375,35889232,0,0,75,0,2,0,5,0,4,14,0,53.45,141,58
40480000,2026-01-18T11:04:47.926815,3833047,408325,2518304,1025634,2220975,0.4319840211701413,0.35898032,0.48234140288148103,4083.25,21099.79,25183.04,6498.85,31831.62,38330.47,2415.59,7840.75,10256.34,0.4319840211701413,358980.32,0.0035898032,22209.75,49427.24,0.0,0.48234140288148103,408325,2109979,2518304,1025634,35898032,0,2,69,0,0,0,5,0,5,19,0,30.72,153,70
40490000,2026-01-18T11:04:48.308300,3833981,408427,2518922,1025885,2221505,0.4319795181700916,0.35907068,0.482372783141302,4084.27,21104.95,25189.22,6500.48,31839.33,38339.81,2416.2,7842.65,10258.85,0.4319795181700916,359070.68,0.0035907067999999998,22215.05,49439.05,0.0,0.482372783141302,408427,2110495,2518922,1025885,35907068,1,2,67,0,0,0,5,0,5,20,0,44.61,142,45
40500000,2026-01-18T11:04:48.691180,3834908,408525,2519534,1026139,2222044,0.4319812181472092,0.35916051,0.4824001378938448,4085.25,21110.09,25195.34,6502.04,31847.04,38349.08,2416.78,7844.61,10261.39,0.4319812181472092,359160.51,0.0035916051,22220.44,49451.08,0.0,0.4824001378938448,408525,2111009,2519534,1026139,35916051,0,0,75,0,1,0,7,0,3,14,0,60.6,145,64
40510000,2026-01-18T11:04:49.076483,3835878,408627,2520172,1026399,2222613,0.43198045774882454,0.35924866,0.4824258964304957,4086.27,21115.45,25201.72,6503.66,31855.12,38358.78,2417.38,7846.61,10263.99,0.43198045774882454,359248.66,0.0035924866,22226.13,49463.64,0.0,0.4824258964304957,408627,2111545,2520172,1026399,35924866,0,2,69,0,0,0,4,0,4,21,0,34.57,110,78
40520000,2026-01-18T11:04:49.457141,3836832,408732,2520810,1026657,2223148,0.43197668687466056,0.35933953,0.4824559487608653,4087.32,21120.78,25208.1,6505.37,31862.95,38368.32,2418.05,7848.52,10266.57,0.43197668687466056,359339.53,0.0035933953,22231.48,49475.67,0.0,0.4824559487608653,408732,2112078,2520810,1026657,35933953,0,1,69,0,3,1,3,0,3,20,0,94.86,175,71
40530000,2026-01-18T11:04:49.837355,3837770,408838,2521421,1026918,2223679,0.4319875075499351,0.35942957,0.4824881807763395,4088.38,21125.83,25214.21,6506.98,31870.72,38377.7,2418.6,7850.58,10269.18,0.4319875075499351,359429.57,0.0035942956999999998,22236.79,49487.63,0.0,0.4824881807763395,408838,2112583,2521421,1026918,35942957,1,1,71,0,6,0,6,0,3,12,0,78.82,179,72
40540000,2026-01-18T11:04:50.218677,3838717,408935,2522039,1027176,2224244,0.43199227029420983,0.3595179,0.4825211910286283,4089.35,21131.04,25220.39,6508.56,31878.61,38387.17,2419.2,7852.56,10271.76,0.43199227029420983,359517.9,0.003595179,22242.44,49500.07,0.0,0.4825211910286283,408935,2113104,2522039,1027176,35951790,0,1,71,0,0,0,6,0,3,19,0,21.66,106,28
40550000,2026-01-18T11:04:50.603076,3839698,409036,2522688,1027443,2224807,0.4319903437924751,0.3596072,0.48255676981461326,4090.36,21136.52,25226.88,6510.29,31886.69,38396.98,2419.92,7854.51,10274.43,0.4319903437924751,359607.2,0.003596072,22248.07,49512.58,0.0,0.48255676981461326,409036,2113652,2522688,1027443,35960720,0,2,70,0,4,0,7,0,2,15,0,67.26,127,77
40560000,2026-01-18T11:04:50.990147,3840635,409135,2523318,1027688,2225342,0.43198506758715616,0.35969659,0.4825849755252888,4091.35,21141.83,25233.18,6511.91,31894.44,38406.35,2420.55,7856.33,10276.88,0.43198506758715616,359696.59,0.0035969659,22253.42,49524.62,0.0,0.4825849755252888,409135,2114183,2523318,1027688,35969659,0,1,73,0,2,0,6,0,4,14,0,74.53,146,85
40570000,2026-01-18T11:04:51.380717,3841590,409242,2523947,1027945,2225883,0.43198412570033357,0.35978586,0.48261618617163593,4092.42,21147.05,25239.47,6513.51,31902.39,38415.9,2421.08,7858.37,10279.45,0.43198412570033357,359785.86,0.0035978586,22258.83,49536.81,0.0,0.48261618617163593,409242,2114705,2523947,1027945,35978586,0,2,73,0,2,0,6,0,4,13,0,49.36,104,74
40580000,2026-01-18T11:04:51.769797,3842548,409339,2524569,1028199,2226445,0.43197871065433396,0.35987468,0.482642686738633,4093.39,21152.3,25245.69,6515.07,31910.41,38425.48,2421.67,7860.32,10281.99,0.43197871065433396,359874.68,0.0035987468,22264.45,49549.27,0.0,0.482642686738633,409339,2115230,2524569,1028199,35987468,0,1,73,0,4,0,8,0,3,11,0,99.26,168,81
40590000,2026-01-18T11:04:52.154067,3843476,409439,2525176,1028450,2226978,0.4319797336634381,0.35996376,0.4826708736551616,4094.39,21157.37,25251.76,6516.67,31918.09,38434.76,2422.28,7862.22,10284.5,0.4319797336634381,359963.76,0.0035996376000000004,22269.78,49561.07,0.0,0.4826708736551616,409439,2115737,2525176,1028450,35996376,0,0,73,0,6,0,8,0,5,8,0,104.09,179,76
40600000,2026-01-18T11:04:52.538197,3844401,409538,2525786,1028700,2227520,0.43198141994191175,0.36005292,0.48269751879153694,4095.38,21162.48,25257.86,6518.22,31925.79,38444.01,2422.83,7864.17,10287.0,0.43198141994191175,360052.92,0.0036005292,22275.2,49573.15,0.0,0.48269751879153694,409538,2116248,2525786,1028700,36005292,0,1,77,0,0,0,7,0,4,11,0,41.81,129,53
40610000,2026-01-18T11:04:52.924573,3845343,409641,2526400,1028959,2228058,0.43198430459718745,0.3601429,0.4827250958724707,4096.41,21167.59,25264.0,6519.83,31933.6,38453.43,2423.42,7866.17,10289.59,0.43198430459718745,360142.9,0.0036014289999999997,22280.58,49585.08,0.0,0.4827250958724707,409641,2116759,2526400,1028959,36014290,0,1,74,0,5,0,8,0,3,9,0,74.14,178,76
40620000,2026-01-18T11:04:53.304149,3846261,409738,2526990,1029220,2228616,0.4319926326017057,0.36023216,0.48275254329618866,4097.38,21172.52,25269.9,6521.28,31941.33,38462.61,2423.9,7868.3,10292.2,0.4319926326017057,360232.16,0.0036023216,22286.16,49597.3,0.0,0.48275254329618866,409738,2117252,2526990,1029220,36023216,0,0,70,0,2,1,7,0,3,17,0,93.06,175,66
40630000,2026-01-18T11:04:53.691058,3847168,409838,2527586,1029471,2229140,0.4319944296891135,0.3603226,0.48277962275519765,4098.38,21177.48,25275.86,6522.85,31948.83,38471.68,2424.46,7870.25,10294.71,0.4319944296891135,360322.6,0.0036032259999999997,22291.4,49608.94,0.0,0.48277962275519765,409838,2117748,2527586,1029471,36032260,0,1,75,0,3,0,5,0,3,13,0,73.47,168,71
40640000,2026-01-18T11:04:54.069880,3848073,409938,2528175,1029719,2229662,0.43199906478389755,0.36041075,0.4828082171822848,4099.38,21182.37,25281.75,6524.36,31956.37,38480.73,2424.97,7872.22,10297.19,0.43199906478389755,360410.75,0.0036041075000000002,22296.62,49620.52,0.0,0.4828082171822848,409938,2118237,2528175,1029719,36041075,0,0,72,0,2,0,7,0,6,13,0,47.41,91,77
40650000,2026-01-18T11:04:54.449398,3849004,410034,2528791,1029970,2230222,0.4319994499468507,0.36050012,0.4828364625585564,4100.34,21187.57,25287.91,6525.88,31964.16,38490.04,2425.53,7874.17,10299.7,0.4319994499468507,360500.12,0.0036050011999999997,22302.22,49632.86,0.0,0.4828364625585564,410034,2118757,2528791,1029970,36050012,0,3,72,0,0,0,4,0,1,20,0,22.17,100,30
40660000,2026-01-18T11:04:54.829119,3849930,410138,2529391,1030217,2230752,0.4320044681205097,0.36058895,0.4828657557631029,4101.38,21192.53,25293.91,6527.39,31971.91,38499.3,2426.0,7876.17,10302.17,0.4320044681205097,360588.95,0.0036058895000000003,22307.52,49644.8,0.0,0.4828657557631029,410138,2119253,2529391,1030217,36058895,0,0,74,0,1,0,5,0,6,14,0,66.41,127,72
40670000,2026-01-18T11:04:55.210379,3850876,410234,2530013,1030468,2231307,0.43200000919881687,0.36067817,0.482893189900668,4102.34,21197.79,25300.13,6528.95,31979.81,38508.76,2426.6,7878.08,10304.68,0.43200000919881687,360678.17,0.0036067817,22313.07,49657.01,0.0,0.482893189900668,410234,2119779,2530013,1030468,36067817,0,0,65,0,0,0,11,0,3,21,0,39.25,144,73
