tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
0,2026-01-18T10:39:04.529952,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0,0
10000,2026-01-18T10:39:04.914598,916,99,606,246,519,0.4884843522490581,8.856e-05,0.26373672406025345,0.99,5.07,6.06,1.58,7.58,9.16,0.58,1.88,2.46,0.4884843522490581,88.56,8.855999999999999e-07,5.19,12.39,0.0,0.26373672406025345,99,507,606,246,8856,0,1,69,0,0,0,6,0,5,19,0,46.64,150,57
20000,2026-01-18T10:39:05.304025,1905,206,1249,507,1078,0.4152047490618294,0.00017642,0.26612090455739723,2.06,10.43,12.49,3.25,15.8,19.05,1.19,3.88,5.07,0.4152047490618294,176.42,1.7642e-06,10.78,24.94,0.0,0.26612090455739723,206,1043,1249,507,17642,0,0,67,0,6,0,12,0,4,11,0,110.29,176,81
30000,2026-01-18T10:39:05.695486,2867,308,1879,756,1648,0.4173692432990409,0.00026274,0.2761762805999477,3.08,15.71,18.79,4.87,23.8,28.67,1.78,5.78,7.56,0.4173692432990409,262.74,2.6274e-06,16.48,37.59,0.0,0.2761762805999477,308,1571,1879,756,26274,0,1,78,0,2,0,2,0,3,14,0,49.98,110,64
40000,2026-01-18T10:39:06.080255,3799,412,2478,1017,2186,0.4240687085979099,0.00035254,0.281933023072199,4.12,20.66,24.78,6.4,31.59,37.99,2.28,7.89,10.17,0.4240687085979099,352.54,3.5253999999999997e-06,21.86,49.55,0.0,0.281933023072199,412,2066,2478,1017,35254,1,0,76,0,4,0,5,0,5,9,0,76.32,122,76
50000,2026-01-18T10:39:06.468278,4776,517,3133,1283,2746,0.427561612456128,0.00044197,0.2868449469627728,5.17,26.16,31.33,8.14,39.62,47.76,2.96,9.87,12.83,0.427561612456128,441.97,4.419699999999999e-06,27.46,61.89,0.0,0.2868449469627728,517,2616,3133,1283,44197,0,2,71,0,1,0,7,0,5,14,0,74.02,146,81
60000,2026-01-18T10:39:06.853758,5718,627,3765,1536,3272,0.4320480663924342,0.00053185,0.2905460411843131,6.27,31.38,37.65,9.8,47.38,57.18,3.52,11.84,15.36,0.4320480663924342,531.85,5.318499999999999e-06,32.72,73.83,0.0,0.2905460411843131,627,3138,3765,1536,53185,0,2,77,0,0,0,4,0,4,13,0,18.39,71,54
70000,2026-01-18T10:39:07.239113,6699,727,4418,1798,3828,0.4291246372505848,0.00062141,0.2908651402367248,7.27,36.91,44.18,11.51,55.48,66.99,4.24,13.74,17.98,0.4291246372505848,621.41,6.2140999999999995e-06,38.28,86.26,0.0,0.2908651402367248,727,3691,4418,1798,62141,0,1,75,0,3,0,7,0,5,9,0,95.27,178,67
80000,2026-01-18T10:39:07.623284,7635,827,5035,2042,4372,0.42984072866264783,0.00071019,0.29124013983219715,8.27,42.08,50.35,13.11,63.24,76.35,4.84,15.58,20.42,0.42984072866264783,710.19,7.1019e-06,43.72,98.31,0.0,0.29124013983219715,827,4208,5035,2042,71019,0,3,75,0,2,0,4,0,1,15,0,40.2,173,77
90000,2026-01-18T10:39:08.007387,8618,930,5689,2307,4933,0.4285252104330459,0.00079922,0.29099091248279807,9.3,47.59,56.89,14.86,71.32,86.18,5.55,17.52,23.07,0.4285252104330459,799.22,7.9922e-06,49.33,110.84,0.0,0.29099091248279807,930,4759,5689,2307,79922,0,1,66,0,3,0,6,0,4,20,0,77.21,135,71
100000,2026-01-18T10:39:08.389997,9579,1031,6320,2562,5494,0.42841854847410554,0.00088754,0.2915205319005644,10.31,52.89,63.2,16.52,79.27,95.79,6.21,19.41,25.62,0.42841854847410554,887.54,8.8754e-06,54.94,123.32,0.0,0.2915205319005644,1031,5289,6320,2562,88754,0,0,70,0,3,0,6,1,2,18,0,57.48,124,79
110000,2026-01-18T10:39:08.773821,10531,1132,6946,2813,6035,0.4283971850282344,0.00097688,0.29217284838136065,11.32,58.14,69.46,18.15,87.16,105.31,6.82,21.31,28.13,0.4283971850282344,976.88,9.7688e-06,60.35,135.53,0.0,0.29217284838136065,1132,5814,6946,2813,97688,0,2,72,0,3,0,9,0,5,9,0,106.91,161,83
120000,2026-01-18T10:39:09.158352,11492,1229,7581,3065,6596,0.4281085429620768,0.00106478,0.2924297796399487,12.29,63.52,75.81,19.8,95.12,114.92,7.51,23.14,30.65,0.4281085429620768,1064.78,1.06478e-05,65.96,147.99,0.0,0.2924297796399487,1229,6352,7581,3065,106478,0,2,70,0,3,0,9,0,6,10,0,82.72,172,75
130000,2026-01-18T10:39:09.542429,12458,1329,8216,3321,7166,0.4300048383426261,0.00115272,0.29407234572526764,13.29,68.87,82.16,21.44,103.14,124.58,8.15,25.06,33.21,0.4300048383426261,1152.72,1.15272e-05,71.66,160.67,0.0,0.29407234572526764,1329,6887,8216,3321,115272,0,1,84,0,5,0,5,0,1,4,0,64.75,178,70
140000,2026-01-18T10:39:09.926953,13425,1436,8859,3584,7700,0.43094020419802576,0.00124215,0.2945425900808835,14.36,74.23,88.59,23.19,111.06,134.25,8.82,27.02,35.84,0.43094020419802576,1242.15,1.24215e-05,77.0,172.54,0.0,0.2945425900808835,1436,7423,8859,3584,124215,0,2,66,0,5,0,9,0,4,14,0,91.8,171,75
150000,2026-01-18T10:39:10.314020,14379,1536,9494,3841,8258,0.43197757932245595,0.00133171,0.29490711339069103,15.36,79.58,94.94,24.77,119.02,143.79,9.4,29.01,38.41,0.43197757932245595,1331.71,1.33171e-05,82.58,184.99,0.0,0.29490711339069103,1536,7958,9494,3841,133171,0,1,74,0,3,0,10,0,2,10,0,62.21,164,66
160000,2026-01-18T10:39:10.700490,15359,1641,10146,4086,8809,0.4283471142110823,0.0014191,0.29376405328523036,16.41,85.05,101.46,26.5,127.09,153.59,10.08,30.78,40.86,0.4283471142110823,1419.1,1.4191e-05,88.09,197.47,0.0,0.29376405328523036,1641,8505,10146,4086,141910,0,0,78,0,5,0,8,0,4,5,0,61.97,142,65
170000,2026-01-18T10:39:11.086234,16315,1746,10774,4332,9354,0.4262936655413534,0.00150766,0.2930673964310597,17.46,90.28,107.74,28.11,135.04,163.15,10.65,32.67,43.32,0.4262936655413534,1507.66,1.50766e-05,93.54,209.64,0.0,0.2930673964310597,1746,9028,10774,4332,150766,1,2,70,0,4,0,8,0,3,12,0,57.47,137,77
180000,2026-01-18T10:39:11.468762,17264,1848,11404,4579,9901,0.4244200652162947,0.001596,0.2925730578448132,18.48,95.56,114.04,29.68,142.96,172.64,11.2,34.59,45.79,0.4244200652162947,1596.0,1.596e-05,99.01,221.82,0.0,0.2925730578448132,1848,9556,11404,4579,159600,0,2,67,0,5,0,8,0,0,18,0,50.66,177,73
190000,2026-01-18T10:39:11.852380,18192,1945,12014,4828,10434,0.4241423001705602,0.0016853,0.29279995164896916,19.45,100.69,120.14,31.41,150.51,181.92,11.95,36.33,48.28,0.4241423001705602,1685.3,1.6853e-05,104.34,233.74,0.0,0.29279995164896916,1945,10069,12014,4828,168530,0,2,74,0,2,0,4,0,2,16,0,39.8,129,50
200000,2026-01-18T10:39:12.245735,19150,2042,12634,5091,11000,0.42542598888255767,0.00177378,0.29339732429359516,20.42,105.92,126.34,33.08,158.42,191.5,12.66,38.25,50.91,0.42542598888255767,1773.78,1.7737799999999998e-05,110.0,246.07,0.0,0.29339732429359516,2042,10592,12634,5091,177378,0,1,68,0,4,0,6,0,4,17,0,67.17,180,78
210000,2026-01-18T10:39:12.643138,20103,2135,13264,5334,11570,0.42348534691462036,0.00186034,0.2927238182223477,21.35,111.29,132.64,34.66,166.37,201.03,13.31,40.03,53.34,0.42348534691462036,1860.34,1.86034e-05,115.7,258.81,0.0,0.2927238182223477,2135,11129,13264,5334,186034,0,2,74,0,2,1,5,0,2,14,0,90.59,169,82
220000,2026-01-18T10:39:13.041594,21072,2230,13890,5593,12153,0.42513718738290185,0.00194577,0.29335878600864473,22.3,116.6,138.9,36.33,174.39,210.72,14.02,41.91,55.93,0.42513718738290185,1945.77,1.9457700000000002e-05,121.53,271.6,0.0,0.29335878600864473,2230,11660,13890,5593,194577,0,1,71,0,1,0,6,0,4,17,0,29.2,83,46
230000,2026-01-18T10:39:13.422592,22043,2331,14519,5857,12730,0.4263481371343343,0.00203474,0.29393114260444514,23.31,121.88,145.19,37.9,182.53,220.43,14.58,43.99,58.57,0.4263481371343343,2034.74,2.03474e-05,127.3,284.32,0.0,0.29393114260444514,2331,12188,14519,5857,203474,0,4,66,0,1,0,6,0,4,19,0,74.37,161,64
240000,2026-01-18T10:39:13.806839,22999,2432,15155,6101,13268,0.42506769380758513,0.0021226,0.2934056479145085,24.32,127.23,151.55,39.55,190.44,229.99,15.23,45.78,61.01,0.42506769380758513,2122.6,2.1226e-05,132.68,296.43,0.0,0.2934056479145085,2432,12723,15155,6101,212260,0,2,68,0,7,0,8,0,4,11,0,117.38,177,85
250000,2026-01-18T10:39:14.190459,23963,2530,15796,6355,13828,0.42475292295537526,0.00221135,0.29344931380117645,25.3,132.66,157.96,41.31,198.32,239.63,16.01,47.54,63.55,0.42475292295537526,2211.35,2.21135e-05,138.28,308.84,0.0,0.29344931380117645,2530,13266,15796,6355,221135,0,1,71,0,3,0,5,0,2,18,0,73.1,178,64
260000,2026-01-18T10:39:14.575083,24906,2636,16424,6599,14353,0.4243287098071502,0.00230034,0.29323895066653216,26.36,137.88,164.24,42.91,206.15,249.06,16.55,49.44,65.99,0.4243287098071502,2300.34,2.30034e-05,143.53,320.7,0.0,0.29323895066653216,2636,13788,16424,6599,230034,0,3,71,0,7,0,6,0,4,9,0,93.08,173,72
270000,2026-01-18T10:39:14.960934,25881,2739,17067,6857,14926,0.4237908506227863,0.0023881,0.29309570891426706,27.39,143.28,170.67,44.49,214.32,258.81,17.1,51.47,68.57,0.4237908506227863,2388.1,2.3880999999999997e-05,149.26,333.4,0.0,0.29309570891426706,2739,14328,17067,6857,238810,0,0,71,1,4,0,7,0,0,17,0,74.04,180,57
280000,2026-01-18T10:39:15.344881,26865,2833,17709,7131,15511,0.4252519514467468,0.00247582,0.29378160642598156,28.33,148.76,177.09,46.12,222.53,268.65,17.78,53.53,71.31,0.4252519514467468,2475.82,2.47582e-05,155.11,346.45,0.0,0.29378160642598156,2833,14876,17709,7131,247582,0,1,71,0,3,0,10,0,10,5,0,109.48,166,85
290000,2026-01-18T10:39:15.729233,27805,2929,18322,7388,16076,0.42578792240519286,0.00256452,0.2940756238340714,29.29,153.93,183.22,47.66,230.39,278.05,18.37,55.51,73.88,0.42578792240519286,2564.52,2.56452e-05,160.76,358.86,0.0,0.2940756238340714,2929,15393,18322,7388,256452,0,1,72,0,2,0,7,0,4,14,0,70.65,166,64
300000,2026-01-18T10:39:16.116886,28710,3026,18907,7641,16599,0.42690252611941965,0.00265307,0.2945032168732818,30.26,158.81,189.07,49.23,237.87,287.1,18.96,57.45,76.41,0.42690252611941965,2653.07,2.65307e-05,165.99,370.57,0.0,0.2945032168732818,3026,15881,18907,7641,265307,0,0,77,0,4,0,8,0,4,7,0,53.3,104,86
310000,2026-01-18T10:39:16.529571,29708,3129,19563,7906,17180,0.42704332887297547,0.00274133,0.2945300045265137,31.29,164.34,195.63,50.87,246.21,297.08,19.58,59.48,79.06,0.42704332887297547,2741.33,2.74133e-05,171.8,383.4,0.0,0.2945300045265137,3129,16434,19563,7906,274133,1,3,68,0,5,0,9,0,5,9,0,68.97,121,71
320000,2026-01-18T10:39:16.928244,30624,3227,20170,8152,17712,0.4272821754152987,0.0028306,0.29478842895005736,32.27,169.43,201.7,52.42,253.82,306.24,20.14,61.38,81.52,0.4272821754152987,2830.6,2.8306e-05,177.12,395.27,0.0,0.29478842895005736,3227,16943,20170,8152,283060,0,0,69,0,3,0,7,0,4,17,0,66.05,143,65
330000,2026-01-18T10:39:17.315060,31622,3340,20838,8411,18261,0.4263850380995114,0.00291997,0.29446187186644723,33.4,174.98,208.38,54.26,261.96,316.22,20.85,63.26,84.11,0.4263850380995114,2919.97,2.91997e-05,182.61,407.66,0.0,0.29446187186644723,3340,17498,20838,8411,291997,0,2,72,0,4,0,9,0,5,8,0,96.54,152,88
340000,2026-01-18T10:39:17.700518,32598,3450,21494,8665,18817,0.4262183009547492,0.00300914,0.294385858680103,34.5,180.44,214.94,55.94,270.04,325.98,21.44,65.21,86.65,0.4262183009547492,3009.14,3.00914e-05,188.17,420.07,0.0,0.294385858680103,3450,18044,21494,8665,300914,2,2,74,0,1,0,3,0,3,15,0,28.74,117,65
350000,2026-01-18T10:39:18.085248,33519,3552,22094,8907,19332,0.42652463518658046,0.00309786,0.2944156293968418,35.52,185.42,220.94,57.48,277.71,335.19,21.96,67.11,89.07,0.42652463518658046,3097.86,3.09786e-05,193.32,431.69,0.0,0.2944156293968418,3552,18542,22094,8907,309786,0,3,68,0,7,0,8,0,4,10,0,76.59,180,61
360000,2026-01-18T10:39:18.468393,34454,3650,22711,9152,19879,0.4264015974523815,0.00318602,0.2942953864803396,36.5,190.61,227.11,59.04,285.5,344.54,22.53,68.99,91.52,0.4264015974523815,3186.02,3.18602e-05,198.79,443.98,0.0,0.2942953864803396,3650,19061,22711,9152,318602,0,0,78,0,3,0,7,0,6,6,0,70.85,122,89
370000,2026-01-18T10:39:18.853050,35420,3754,23340,9402,20444,0.42646948598742035,0.00327313,0.2943419315212283,37.54,195.86,233.4,60.63,293.57,354.2,23.08,70.94,94.02,0.42646948598742035,3273.13,3.27313e-05,204.44,456.54,0.0,0.2943419315212283,3754,19586,23340,9402,327313,0,3,74,0,0,0,5,0,4,14,0,42.59,141,66
380000,2026-01-18T10:39:19.237960,36377,3855,23969,9663,20995,0.426987950105434,0.00336246,0.2945866767746943,38.55,201.14,239.69,62.19,301.58,363.77,23.63,73.0,96.63,0.426987950105434,3362.46,3.3624599999999997e-05,209.95,468.75,0.0,0.2945866767746943,3855,20114,23969,9663,336246,0,0,65,0,7,0,10,0,6,12,0,118.77,170,82
390000,2026-01-18T10:39:19.667357,37341,3959,24600,9914,21560,0.42691861415054805,0.00344996,0.2945488844106934,39.59,206.41,246.0,63.74,309.67,373.41,24.14,75.0,99.14,0.42691861415054805,3449.96,3.4499600000000004e-05,215.6,481.42,0.0,0.2945488844106934,3959,20641,24600,9914,344996,0,2,74,0,8,0,5,0,3,8,0,79.58,145,83
400000,2026-01-18T10:39:20.055565,38243,4057,25175,10164,22094,0.4273579884280332,0.00353934,0.2948283310884715,40.57,211.18,251.75,65.22,317.21,382.43,24.65,76.99,101.64,0.4273579884280332,3539.34,3.53934e-05,220.94,493.25,0.0,0.2948283310884715,4057,21118,25175,10164,353934,0,0,82,1,7,0,5,0,1,4,0,120.22,181,82
410000,2026-01-18T10:39:20.437641,39173,4162,25781,10415,22620,0.42733881958098835,0.00362794,0.2948686688929203,41.62,216.19,257.81,66.8,324.93,391.73,25.17,78.98,104.15,0.42733881958098835,3627.94,3.6279400000000004e-05,226.2,504.97,0.0,0.2948686688929203,4162,21619,25781,10415,362794,0,1,71,0,2,0,8,0,5,13,0,69.43,137,70
420000,2026-01-18T10:39:20.822229,40080,4271,26378,10662,23120,0.4275452645118486,0.00371873,0.29502002404631694,42.71,221.07,263.78,68.33,332.47,400.8,25.61,81.01,106.62,0.4275452645118486,3718.73,3.71873e-05,231.2,516.24,0.0,0.29502002404631694,4271,22107,26378,10662,371873,0,1,72,0,1,0,8,0,6,12,0,59.36,136,75
430000,2026-01-18T10:39:21.206934,41020,4371,26992,10904,23669,0.4278636173041583,0.00380759,0.2950448101341969,43.71,226.21,269.92,69.85,340.35,410.2,26.13,82.91,109.04,0.4278636173041583,3807.59,3.80759e-05,236.69,528.51,0.0,0.2950448101341969,4371,22621,26992,10904,380759,0,2,78,0,4,0,3,0,3,10,0,106.22,166,81
440000,2026-01-18T10:39:21.590330,41947,4473,27597,11165,24199,0.42882530017990406,0.003898,0.29548439494222767,44.73,231.24,275.97,71.39,348.08,419.47,26.66,84.99,111.65,0.42882530017990406,3898.0,3.898e-05,241.99,540.4,0.0,0.29548439494222767,4473,23124,27597,11165,389800,0,2,73,0,5,0,7,0,4,9,0,85.3,181,82
450000,2026-01-18T10:39:21.974189,42824,4571,28163,11407,24727,0.4297330162061958,0.00398812,0.29585563782196983,45.71,235.92,281.63,72.76,355.48,428.24,27.05,87.02,114.07,0.4297330162061958,3988.12,3.988120000000001e-05,247.27,551.92,0.0,0.29585563782196983,4571,23592,28163,11407,398812,0,0,75,0,1,0,2,0,2,20,0,37.43,180,47
460000,2026-01-18T10:39:22.359464,43753,4668,28771,11666,25267,0.4300860147158632,0.00407753,0.29607742754063165,46.68,241.03,287.71,74.36,363.17,437.53,27.67,88.99,116.66,0.4300860147158632,4077.53,4.07753e-05,252.67,564.01,0.0,0.29607742754063165,4668,24103,28771,11666,407753,0,2,72,0,0,0,7,0,4,15,0,21.78,145,55
470000,2026-01-18T10:39:22.748273,44710,4768,29410,11924,25823,0.4301135345677305,0.00416675,0.2960874523661935,47.68,246.42,294.1,76.01,371.09,447.1,28.33,90.91,119.24,0.4301135345677305,4166.75,4.16675e-05,258.23,576.36,0.0,0.2960874523661935,4768,24642,29410,11924,416675,0,0,75,1,5,0,1,0,3,15,0,50.62,180,62
480000,2026-01-18T10:39:23.135311,45656,4863,30021,12181,26382,0.4303521894923654,0.00425379,0.29619759130925905,48.63,251.58,300.21,77.62,378.94,456.56,28.98,92.83,121.81,0.4303521894923654,4253.79,4.2537900000000005e-05,263.82,588.71,0.0,0.29619759130925905,4863,25158,30021,12181,425379,0,1,71,0,1,0,7,0,5,15,0,45.57,139,61
490000,2026-01-18T10:39:23.520697,46597,4966,30635,12436,26920,0.43029281755682164,0.0043444,0.2962056235117369,49.66,256.69,306.35,79.24,386.73,465.97,29.58,94.78,124.36,0.43029281755682164,4344.4,4.3444e-05,269.2,600.7,0.0,0.2962056235117369,4966,25669,30635,12436,434440,0,1,72,0,1,0,8,0,5,13,0,43.19,179,35
500000,2026-01-18T10:39:23.907087,47555,5066,31285,12682,27470,0.4296959036990993,0.00443248,0.29599235094963805,50.66,262.19,312.85,80.89,394.66,475.55,30.23,96.59,126.82,0.4296959036990993,4432.48,4.43248e-05,274.7,613.04,0.0,0.29599235094963805,5066,26219,31285,12682,443248,0,0,74,0,3,0,6,0,3,14,0,76.17,177,55
510000,2026-01-18T10:39:24.299704,48517,5165,31919,12941,28037,0.4296586424822347,0.00452082,0.29605335174529157,51.65,267.54,319.19,82.52,402.65,485.17,30.86,98.55,129.41,0.4296586424822347,4520.82,4.52082e-05,280.37,625.55,0.0,0.29605335174529157,5165,26754,31919,12941,452082,0,2,71,0,2,0,6,0,4,15,0,71.95,148,68
520000,2026-01-18T10:39:24.688436,49462,5268,32544,13192,28570,0.42971138163740874,0.00460954,0.2960794019847402,52.68,272.76,325.44,84.26,410.36,494.62,31.57,100.35,131.92,0.42971138163740874,4609.54,4.60954e-05,285.7,637.42,0.0,0.2960794019847402,5268,27276,32544,13192,460954,0,1,75,0,1,0,7,0,6,10,0,78.52,163,80
530000,2026-01-18T10:39:25.076183,50423,5371,33180,13444,29116,0.4296169965684745,0.00469765,0.2960568319326911,53.71,278.09,331.8,85.92,418.31,504.23,32.21,102.23,134.44,0.4296169965684745,4697.65,4.69765e-05,291.16,649.66,0.0,0.2960568319326911,5371,27809,33180,13444,469765,0,0,73,0,4,0,5,0,5,13,0,83.32,170,75
540000,2026-01-18T10:39:25.474904,51356,5473,33798,13685,29651,0.42922380658857007,0.00478618,0.2958958156144575,54.73,283.25,337.98,87.51,426.05,513.56,32.77,104.08,136.85,0.42922380658857007,4786.18,4.78618e-05,296.51,661.67,0.0,0.2958958156144575,5473,28325,33798,13685,478618,0,2,78,0,1,0,6,0,3,10,0,58.01,168,62
550000,2026-01-18T10:39:25.864694,52311,5565,34413,13944,30235,0.42923905174403026,0.00487163,0.2959342303506652,55.65,288.48,344.13,89.02,434.09,523.11,33.36,106.08,139.44,0.42923905174403026,4871.63,4.87163e-05,302.35,674.43,0.0,0.2959342303506652,5565,28848,34413,13944,487163,0,2,72,0,4,0,4,0,4,14,0,79.04,145,74
560000,2026-01-18T10:39:26.256951,53249,5662,35020,14195,30795,0.42945835134586474,0.00495936,0.29607073942033496,56.62,293.58,350.2,90.59,441.9,532.49,33.97,107.98,141.95,0.42945835134586474,4959.36,4.9593600000000006e-05,307.95,686.71,0.0,0.29607073942033496,5662,29358,35020,14195,495936,0,0,72,0,2,0,2,1,3,20,0,28.78,123,55
570000,2026-01-18T10:39:26.645539,54212,5762,35651,14455,31356,0.42991698363378944,0.00504789,0.2962371501387721,57.62,298.89,356.51,92.24,449.88,542.12,34.61,109.94,144.55,0.42991698363378944,5047.89,5.04789e-05,313.56,699.11,0.0,0.2962371501387721,5762,29889,35651,14455,504789,0,1,74,0,0,0,5,0,4,16,0,32.01,138,58
580000,2026-01-18T10:39:27.036212,55170,5867,36285,14714,31900,0.42969665780395644,0.00513802,0.2962162976755341,58.67,304.18,362.85,93.88,457.82,551.7,35.21,111.93,147.14,0.42969665780395644,5138.02,5.13802e-05,319.0,711.25,0.0,0.2962162976755341,5867,30418,36285,14714,513802,0,2,74,1,7,0,4,0,1,11,0,107.83,180,74
590000,2026-01-18T10:39:27.423244,56117,5959,36912,14964,32450,0.4294901052323524,0.00522521,0.29612582935162657,59.59,309.53,369.12,95.61,465.56,561.17,36.01,113.63,149.64,0.4294901052323524,5225.21,5.22521e-05,324.5,723.45,0.0,0.29612582935162657,5959,30953,36912,14964,522521,0,1,72,0,4,0,10,0,3,10,0,56.66,107,68
600000,2026-01-18T10:39:27.810657,57074,6064,37546,15223,32995,0.4292470195745597,0.00531538,0.29608719143772116,60.64,314.82,375.46,97.25,473.49,570.74,36.6,115.63,152.23,0.4292470195745597,5315.38,5.31538e-05,329.95,735.59,0.0,0.29608719143772116,6064,31482,37546,15223,531538,0,0,67,0,2,0,6,0,6,19,0,79.07,146,74
610000,2026-01-18T10:39:28.196810,58028,6168,38164,15476,33550,0.4289258441449749,0.00540319,0.2959827247085362,61.68,319.96,381.64,98.81,481.47,580.28,37.13,117.63,154.76,0.4289258441449749,5403.19,5.4031899999999993e-05,335.5,748.04,0.0,0.2959827247085362,6168,31996,38164,15476,540319,0,1,76,0,3,0,7,0,4,9,0,102.65,178,79
620000,2026-01-18T10:39:28.583243,58967,6271,38777,15724,34088,0.4292062689792057,0.00549101,0.29609140435888703,62.71,325.06,387.77,100.41,489.26,589.67,37.69,119.55,157.24,0.4292062689792057,5491.01,5.49101e-05,340.88,759.98,0.0,0.29609140435888703,6271,32506,38777,15724,549101,0,1,70,0,0,0,8,0,5,16,0,19.66,68,67
630000,2026-01-18T10:39:28.971561,59924,6368,39407,15980,34646,0.42919158122281403,0.00557861,0.2961061729282491,63.68,330.39,394.07,102.12,497.12,599.24,38.44,121.36,159.8,0.42919158122281403,5578.61,5.5786100000000004e-05,346.46,772.4,0.0,0.2961061729282491,6368,33039,39407,15980,557861,0,0,77,0,5,0,6,0,5,7,0,96.35,175,78
640000,2026-01-18T10:39:29.357948,60852,6471,40012,16232,35184,0.4297503876636917,0.00566751,0.2962731530175533,64.71,335.41,400.12,103.68,504.84,608.52,38.96,123.36,162.32,0.4297503876636917,5667.51,5.6675099999999995e-05,351.84,784.27,0.0,0.2962731530175533,6471,33541,40012,16232,566751,0,3,66,0,2,0,7,0,4,18,0,53.02,138,67
650000,2026-01-18T10:39:29.779395,61805,6570,40634,16488,35749,0.42992078441594844,0.00575498,0.29632496898005445,65.7,340.64,406.34,105.31,512.74,618.05,39.6,125.28,164.88,0.42992078441594844,5754.98,5.7549799999999996e-05,357.49,796.8,0.0,0.29632496898005445,6570,34064,40634,16488,575498,0,2,76,0,0,0,6,0,3,13,0,17.99,99,37
660000,2026-01-18T10:39:30.486931,62741,6663,41233,16738,36315,0.43024504052397455,0.00584387,0.29646602860740034,66.63,345.7,412.33,106.77,520.64,627.41,40.13,127.25,167.38,0.43024504052397455,5843.87,5.84387e-05,363.15,809.19,0.0,0.29646602860740034,6663,34570,41233,16738,584387,0,0,72,0,5,0,8,0,3,12,0,94.36,146,76
670000,2026-01-18T10:39:30.941189,63614,6761,41794,16975,36813,0.4303003340797458,0.0059344,0.2964939081890901,67.61,350.33,417.94,108.2,527.94,636.14,40.58,129.17,169.75,0.4303003340797458,5934.4,5.9344e-05,368.13,820.39,0.0,0.2964939081890901,6761,35033,41794,16975,593440,0,2,71,0,3,0,10,0,4,10,0,103.08,165,82
680000,2026-01-18T10:39:31.337359,64509,6862,42380,17219,37336,0.43065402346973813,0.00602432,0.2966034243932652,68.62,355.18,423.8,109.68,535.41,645.09,41.05,131.14,172.19,0.43065402346973813,6024.32,6.02432e-05,373.36,831.98,0.0,0.2966034243932652,6862,35518,42380,17219,602432,0,0,70,0,4,0,5,0,2,19,0,60.34,103,70
690000,2026-01-18T10:39:31.723076,65466,6965,43009,17481,37888,0.431096028943218,0.00611193,0.2967322661548772,69.65,360.44,430.09,111.3,543.36,654.66,41.64,133.17,174.81,0.431096028943218,6111.93,6.11193e-05,378.88,844.32,0.0,0.2967322661548772,6965,36044,43009,17481,611193,0,0,74,0,5,0,6,0,3,12,0,57.73,94,79
700000,2026-01-18T10:39:32.108476,66411,7065,43617,17745,38446,0.4314223449126135,0.00620122,0.296863483910739,70.65,365.52,436.17,112.84,551.27,664.11,42.19,135.26,177.45,0.4314223449126135,6201.22,6.20122e-05,384.46,856.5,0.0,0.296863483910739,7065,36552,43617,17745,620122,0,3,63,0,4,0,10,0,5,15,0,62.34,172,79
710000,2026-01-18T10:39:32.496769,67325,7168,44224,17981,38966,0.4310863558312657,0.00628972,0.2967359784877094,71.68,370.56,442.24,114.31,558.94,673.25,42.62,137.19,179.81,0.4310863558312657,6289.72,6.28972e-05,389.66,868.28,0.0,0.2967359784877094,7168,37056,44224,17981,628972,0,1,71,0,4,0,8,0,3,13,0,60.33,104,78
720000,2026-01-18T10:39:32.884773,68296,7266,44856,18225,39542,0.4308206633418483,0.00637566,0.29664722514601655,72.66,375.9,448.56,115.96,567.0,682.96,43.29,138.96,182.25,0.4308206633418483,6375.66,6.37566e-05,395.42,881.08,0.0,0.29664722514601655,7266,37590,44856,18225,637566,0,1,79,0,3,0,3,0,4,10,0,53.78,97,73
