tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
12770000,2026-01-16T11:52:27.133766,1051841,140090,775137,276703,506916,0.39553577852892113,0.11866587,0.28775334801492847,1400.9,6350.47,7751.37,2065.94,8452.47,10518.41,665.03,2102.0,2767.03,0.39553577852892113,118665.87,0.0011866587,5069.16,0.0,0.0,0.28775334801492847,140090,635047,775137,276703,11866587,0.03,0.03,0.03,0,9,82,0,1,0,3,0,5,0,0,76.79,126,86
12780000,2026-01-16T11:52:27.650899,1052660,140201,775747,276912,507298,0.3955131813456464,0.11875741,0.2877798271933764,1402.01,6355.46,7757.47,2067.59,8459.01,10526.6,665.57,2103.55,2769.12,0.3955131813456464,118757.41,0.0011875740999999999,5072.98,0.0,0.0,0.2877798271933764,140201,635546,775747,276912,11875741,0.03,0.03,0.03,0,9,79,0,4,0,4,0,4,0,0,62.99,110,87
12790000,2026-01-16T11:52:28.165089,1053474,140307,776353,277120,507683,0.3954856575644129,0.11885089,0.287796054718304,1403.07,6360.46,7763.53,2069.18,8465.56,10534.74,666.1,2105.1,2771.2,0.3954856575644129,118850.89,0.0011885089,5076.83,0.0,0.0,0.287796054718304,140307,636046,776353,277120,11885089,0.03,0.03,0.03,0,10,73,0,4,0,8,0,5,0,0,88.23,166,77
12800000,2026-01-16T11:52:28.686544,1054322,140421,776994,277327,508085,0.3954598572899863,0.11894239,0.28782049376790586,1404.21,6365.73,7769.94,2070.86,8472.36,10543.22,666.64,2106.63,2773.27,0.3954598572899863,118942.39,0.0011894238999999999,5080.85,0.0,0.0,0.28782049376790586,140421,636573,776994,277327,11894239,0.03,0.03,0.03,0,16,74,0,4,0,4,0,2,0,0,69.28,115,83
12810000,2026-01-16T11:52:29.230802,1055157,140532,777618,277539,508479,0.39546213853978995,0.11903586,0.28785163405321507,1405.32,6370.86,7776.18,2072.55,8479.02,10551.57,667.23,2108.16,2775.39,0.39546213853978995,119035.86,0.0011903585999999999,5084.79,0.0,0.0,0.28785163405321507,140532,637086,777618,277539,11903586,0.03,0.03,0.03,0,9,80,1,3,0,3,0,4,0,0,96.79,180,81
12820000,2026-01-16T11:52:29.765879,1055988,140642,778232,277755,508875,0.39545711368738506,0.11912951,0.2878832932715625,1406.42,6375.9,7782.32,2074.2,8485.68,10559.88,667.77,2109.78,2777.55,0.39545711368738506,119129.51,0.0011912951,5088.75,0.0,0.0,0.2878832932715625,140642,637590,778232,277755,11912951,0.03,0.03,0.03,0,14,73,0,1,0,7,0,5,0,0,100.68,172,92
12830000,2026-01-16T11:52:30.287471,1056805,140748,778826,277978,509280,0.3954706768712088,0.11922229,0.28792359847454924,1407.48,6380.78,7788.26,2075.75,8492.3,10568.05,668.26,2111.52,2779.78,0.3954706768712088,119222.29,0.0011922229,5092.8,0.0,0.0,0.28792359847454924,140748,638078,778826,277978,11922229,0.03,0.03,0.03,0,12,74,0,3,0,7,0,4,0,0,126.95,171,93
12840000,2026-01-16T11:52:30.823993,1057592,140853,779406,278185,509666,0.39545522092643937,0.11931482,0.28794433479166714,1408.53,6385.53,7794.06,2077.34,8498.58,10575.92,668.8,2113.05,2781.85,0.39545522092643937,119314.82,0.0011931482,5096.66,0.0,0.0,0.28794433479166714,140853,638553,779406,278185,11931482,0.03,0.03,0.03,0,9,87,0,0,0,2,0,2,0,0,21.14,86,42
12850000,2026-01-16T11:52:31.346732,1058394,140957,779984,278409,510051,0.39548981864676114,0.11941026,0.2879869401213219,1409.57,6390.27,7799.84,2078.92,8505.02,10583.94,669.35,2114.74,2784.09,0.39548981864676114,119410.26,0.0011941026,5100.51,0.0,0.0,0.2879869401213219,140957,639027,779984,278409,11941026,0.03,0.03,0.03,0,3,83,0,3,1,6,0,4,0,0,104.05,174,78
12860000,2026-01-16T11:52:31.861547,1059194,141065,780583,278610,510430,0.39548714525246637,0.11950329,0.2880169925129193,1410.65,6395.18,7805.83,2080.49,8511.45,10591.94,669.83,2116.27,2786.1,0.39548714525246637,119503.29,0.0011950329,5104.3,0.0,0.0,0.2880169925129193,141065,639518,780583,278610,11950329,0.03,0.03,0.03,0,5,85,0,1,0,4,0,5,0,0,77.89,129,86
12870000,2026-01-16T11:52:32.373053,1059992,141174,781164,278827,510817,0.3954979397417155,0.1195964,0.28805264103118605,1411.74,6399.9,7811.64,2082.06,8517.86,10599.92,670.31,2117.96,2788.27,0.3954979397417155,119596.4,0.001195964,5108.17,0.0,0.0,0.28805264103118605,141174,639990,781164,278827,11959640,0.03,0.03,0.03,0,15,78,0,0,0,2,0,5,0,0,37.35,118,69
12880000,2026-01-16T11:52:32.883136,1060787,141279,781746,279040,511196,0.395507123756919,0.11969013,0.28808737096237846,1412.79,6404.67,7817.46,2083.7,8524.17,10607.87,670.9,2119.5,2790.4,0.395507123756919,119690.13,0.0011969013,5111.96,0.0,0.0,0.28808737096237846,141279,640467,781746,279040,11969013,0.03,0.03,0.03,0,18,72,0,0,0,5,0,5,0,0,57.45,101,87
12890000,2026-01-16T11:52:33.396237,1061605,141387,782348,279257,511586,0.39550488067663536,0.11978358,0.2881166162466736,1413.87,6409.61,7823.48,2085.38,8530.67,10616.05,671.51,2121.06,2792.57,0.39550488067663536,119783.58,0.0011978358,5115.86,0.0,0.0,0.2881166162466736,141387,640961,782348,279257,11978358,0.03,0.03,0.03,0,6,84,1,2,0,4,0,3,0,0,83.03,180,55
12900000,2026-01-16T11:52:33.941350,1062414,141497,782948,279465,511967,0.39549762473309047,0.11987693,0.2881382691040963,1414.97,6414.51,7829.48,2086.98,8537.16,10624.14,672.0,2122.65,2794.65,0.39549762473309047,119876.93,0.0011987693,5119.67,0.0,0.0,0.2881382691040963,141497,641451,782948,279465,11987693,0.03,0.03,0.03,0,8,84,0,1,0,3,0,4,0,0,83.64,135,86
12910000,2026-01-16T11:52:34.549656,1063239,141609,783558,279680,512360,0.39550894144604454,0.11996961,0.2881728838416915,1416.09,6419.49,7835.58,2088.63,8543.76,10632.39,672.53,2124.27,2796.8,0.39550894144604454,119969.61,0.0011996961000000001,5123.6,0.0,0.0,0.2881728838416915,141609,641949,783558,279680,11996961,0.03,0.03,0.03,0,13,79,0,1,0,4,0,3,0,0,37.9,138,40
12920000,2026-01-16T11:52:35.054615,1064020,141717,784135,279884,512724,0.39549335158439064,0.12006333,0.28819764844741885,1417.17,6424.18,7841.35,2090.2,8550.0,10640.2,673.02,2125.82,2798.84,0.39549335158439064,120063.33,0.0012006332999999999,5127.24,0.0,0.0,0.28819764844741885,141717,642418,784135,279884,12006333,0.03,0.03,0.03,0,5,87,0,0,0,4,0,4,0,0,33.47,117,40
12930000,2026-01-16T11:52:35.561003,1064848,141821,784749,280098,513126,0.39547427736620494,0.12015495,0.28822251722752906,1418.21,6429.28,7847.49,2091.93,8556.55,10648.48,673.71,2127.27,2800.98,0.39547427736620494,120154.95,0.0012015495,5131.26,0.0,0.0,0.28822251722752906,141821,642928,784749,280098,12015495,0.03,0.03,0.03,0,12,79,0,0,0,5,0,4,0,0,43.68,135,58
12940000,2026-01-16T11:52:36.070144,1065676,141933,785368,280307,513510,0.3954630037555856,0.12024863,0.2882490808757712,1419.33,6434.35,7853.68,2093.58,8563.18,10656.76,674.24,2128.83,2803.07,0.3954630037555856,120248.63,0.0012024863,5135.1,0.0,0.0,0.2882490808757712,141933,643435,785368,280307,12024863,0.03,0.03,0.03,0,12,80,0,1,0,6,0,1,0,0,45.27,164,71
12950000,2026-01-16T11:52:36.586188,1066475,142044,785964,280511,513886,0.39545633885374665,0.12034153,0.2882733285657903,1420.44,6439.2,7859.64,2095.14,8569.61,10664.75,674.7,2130.41,2805.11,0.39545633885374665,120341.53,0.0012034153,5138.86,0.0,0.0,0.2882733285657903,142044,643920,785964,280511,12034153,0.03,0.03,0.03,0,7,84,0,1,0,4,1,3,0,0,34.32,124,34
12960000,2026-01-16T11:52:37.100210,1067298,142155,786567,280730,514280,0.39546568674330956,0.12043437,0.2883066315297234,1421.55,6444.12,7865.67,2096.72,8576.26,10672.98,675.16,2132.14,2807.3,0.39546568674330956,120434.37,0.0012043436999999999,5142.8,0.0,0.0,0.2883066315297234,142155,644412,786567,280730,12043437,0.03,0.03,0.03,0,8,80,0,2,0,7,0,3,0,0,81.94,133,73
12970000,2026-01-16T11:52:37.628923,1068129,142262,787183,280945,514675,0.3954712380813292,0.12052827,0.28834167873621974,1422.62,6449.21,7871.83,2098.46,8582.83,10681.29,675.83,2133.62,2809.45,0.3954712380813292,120528.27,0.0012052827,5146.75,0.0,0.0,0.28834167873621974,142262,644921,787183,280945,12052827,0.03,0.03,0.03,0,13,74,0,4,0,6,0,3,0,0,77.66,107,85
12980000,2026-01-16T11:52:38.142407,1068926,142375,787773,281152,515049,0.39547137471733235,0.12062238,0.28837100927733395,1423.75,6453.98,7877.73,2100.05,8589.21,10689.26,676.29,2135.23,2811.52,0.39547137471733235,120622.38,0.0012062238,5150.49,0.0,0.0,0.28837100927733395,142375,645398,787773,281152,12062238,0.03,0.03,0.03,0,7,87,0,2,0,2,0,2,0,0,66.98,150,60
12990000,2026-01-16T11:52:38.650785,1069731,142479,788365,281365,515441,0.39547798445407906,0.12071519,0.2884076673130052,1424.79,6458.86,7883.65,2101.67,8595.64,10697.31,676.87,2136.78,2813.65,0.39547798445407906,120715.19,0.0012071519,5154.41,0.0,0.0,0.2884076673130052,142479,645886,788365,281365,12071519,0.03,0.03,0.03,0,23,69,0,0,0,4,0,4,0,0,65.83,121,82
13000000,2026-01-16T11:52:39.167155,1070577,142590,788986,281590,515851,0.39548577155945536,0.12080692,0.28844320614885205,1425.9,6463.96,7889.86,2103.31,8602.46,10705.77,677.4,2138.5,2815.9,0.39548577155945536,120806.92,0.0012080692,5158.51,0.0,0.0,0.28844320614885205,142590,646396,788986,281590,12080692,0.03,0.03,0.03,0,5,86,0,2,0,5,0,2,0,0,58.39,173,83
13010000,2026-01-16T11:52:39.680948,1071409,142706,789606,281802,516239,0.39548287266978827,0.12089911,0.28846907326766136,1427.06,6469.0,7896.06,2104.9,8609.19,10714.09,677.83,2140.19,2818.02,0.39548287266978827,120899.11,0.0012089911,5162.39,0.0,0.0,0.28846907326766136,142706,646900,789606,281802,12089911,0.03,0.03,0.03,0,4,84,0,2,0,7,0,3,0,0,88.97,147,85
13020000,2026-01-16T11:52:40.190321,1072225,142818,790204,282020,516626,0.39548326527997246,0.12099205,0.2885044840833852,1428.18,6473.86,7902.04,2106.55,8615.7,10722.25,678.36,2141.84,2820.2,0.39548326527997246,120992.05,0.0012099205000000001,5166.26,0.0,0.0,0.2885044840833852,142818,647386,790204,282020,12099205,0.03,0.03,0.03,0,10,81,0,2,0,6,0,1,0,0,48.69,105,53
13030000,2026-01-16T11:52:40.714526,1073015,142919,790782,282232,517016,0.395483902229396,0.12108469,0.28853591764675357,1429.19,6478.63,7907.82,2108.11,8622.04,10730.15,678.91,2143.41,2822.32,0.395483902229396,121084.69,0.0012108468999999999,5170.16,0.0,0.0,0.28853591764675357,142919,647863,790782,282232,12108469,0.03,0.03,0.03,0,8,83,0,0,0,5,0,4,0,0,46.68,162,77
13040000,2026-01-16T11:52:41.232767,1073813,143029,791370,282442,517390,0.39548349581840614,0.12117866,0.2885666216532599,1430.29,6483.41,7913.7,2109.74,8628.39,10738.13,679.44,2144.98,2824.42,0.39548349581840614,121178.66,0.0012117865999999998,5173.9,0.0,0.0,0.2885666216532599,143029,648341,791370,282442,12117866,0.03,0.03,0.03,0,8,86,0,0,0,3,0,3,0,0,30.82,96,44
13050000,2026-01-16T11:52:41.746723,1074626,143140,791965,282661,517768,0.3954954052056873,0.12127299,0.28860603028661075,1431.4,6488.25,7919.65,2111.35,8634.91,10746.26,679.95,2146.66,2826.61,0.3954954052056873,121272.99,0.0012127299,5177.68,0.0,0.0,0.28860603028661075,143140,648825,791965,282661,12127299,0.03,0.03,0.03,0,5,78,1,5,0,7,0,4,0,0,124.82,180,91
13060000,2026-01-16T11:52:42.263345,1075432,143251,792561,282870,518152,0.39548493833781956,0.12136596,0.28863247879879345,1432.51,6493.1,7925.61,2112.99,8641.33,10754.32,680.47,2148.23,2828.7,0.39548493833781956,121365.96,0.0012136596,5181.52,0.0,0.0,0.28863247879879345,143251,649310,792561,282870,12136596,0.03,0.03,0.03,0,10,82,0,0,0,3,0,5,0,0,56.18,151,64
13070000,2026-01-16T11:52:42.773616,1076205,143355,793129,283075,518526,0.39549018321215235,0.12145809,0.28866459291875246,1433.55,6497.74,7931.29,2114.47,8647.58,10762.05,680.91,2149.84,2830.75,0.39549018321215235,121458.09,0.0012145809000000001,5185.26,0.0,0.0,0.28866459291875246,143355,649774,793129,283075,12145809,0.03,0.03,0.03,0,9,82,0,2,0,4,0,3,0,0,64.65,110,88
13080000,2026-01-16T11:52:43.321383,1077032,143464,793747,283284,518909,0.39547691249182143,0.12155208,0.2886911859986825,1434.64,6502.83,7937.47,2116.19,8654.13,10770.32,681.54,2151.3,2832.84,0.39547691249182143,121552.08,0.0012155208,5189.09,0.0,0.0,0.2886911859986825,143464,650283,793747,283284,12155208,0.03,0.03,0.03,0,10,79,0,1,0,5,0,5,0,0,110.5,170,88
13090000,2026-01-16T11:52:43.877974,1077845,143573,794355,283489,519295,0.3954485218251145,0.12164477,0.28870917143025265,1435.73,6507.82,7943.55,2117.8,8660.65,10778.45,682.06,2152.83,2834.89,0.3954485218251145,121644.77,0.0012164477,5192.95,0.0,0.0,0.28870917143025265,143573,650782,794355,283489,12164477,0.03,0.03,0.03,0,5,89,0,0,0,4,0,2,0,0,67.54,163,52
13100000,2026-01-16T11:52:44.442463,1078700,143685,794986,283713,519697,0.39543665995826344,0.12173735,0.28873884426101937,1436.85,6513.01,7949.86,2119.5,8667.5,10787.0,682.64,2154.49,2837.13,0.39543665995826344,121737.35,0.0012173734999999998,5196.97,0.0,0.0,0.28873884426101937,143685,651301,794986,283713,12173735,0.03,0.03,0.03,0,5,82,0,1,0,8,0,4,0,0,77.16,128,89
13110000,2026-01-16T11:52:44.975368,1079457,143794,795543,283913,520053,0.3954517704764499,0.12183026,0.28876909899669256,1437.94,6517.49,7955.43,2121.0,8673.57,10794.57,683.05,2156.08,2839.13,0.3954517704764499,121830.26,0.0012183025999999999,5200.53,0.0,0.0,0.28876909899669256,143794,651749,795543,283913,12183026,0.03,0.03,0.03,0,12,80,0,1,0,2,0,5,0,0,44.88,110,58
13120000,2026-01-16T11:52:45.543967,1080270,143903,796149,284121,520424,0.39542101928880663,0.12192336,0.28878894837451274,1439.03,6522.46,7961.49,2122.75,8679.95,10802.7,683.72,2157.49,2841.21,0.39542101928880663,121923.36,0.0012192336,5204.24,0.0,0.0,0.28878894837451274,143903,652246,796149,284121,12192336,0.03,0.03,0.03,0,6,82,1,2,0,5,0,4,0,0,100.38,181,87
13130000,2026-01-16T11:52:46.115698,1081108,144019,796778,284329,520807,0.39538446796228965,0.12201533,0.2888010412369356,1440.19,6527.59,7967.78,2124.47,8686.61,10811.08,684.27,2159.02,2843.29,0.39538446796228965,122015.33,0.0012201533,5208.07,0.0,0.0,0.2888010412369356,144019,652759,796778,284329,12201533,0.03,0.03,0.03,0,8,82,0,2,0,4,0,4,0,0,71.33,128,91
13140000,2026-01-16T11:52:46.685686,1081926,144135,797380,284545,521180,0.39538709186592386,0.12210898,0.28883081508316716,1441.35,6532.45,7973.8,2126.1,8693.16,10819.26,684.74,2160.71,2845.45,0.39538709186592386,122108.98,0.0012210898000000001,5211.8,0.0,0.0,0.28883081508316716,144135,653245,797380,284545,12210898,0.03,0.03,0.03,0,5,77,0,4,0,10,0,4,0,0,95.05,144,91
13150000,2026-01-16T11:52:47.268609,1082766,144251,798004,284761,521578,0.3953978632457693,0.12220188,0.2888683316425006,1442.51,6537.53,7980.04,2127.72,8699.94,10827.66,685.2,2162.41,2847.61,0.3953978632457693,122201.88,0.0012220188,5215.78,0.0,0.0,0.2888683316425006,144251,653753,798004,284761,12220188,0.03,0.03,0.03,0,9,79,0,2,0,6,0,4,0,0,91.45,160,83
13160000,2026-01-16T11:52:47.811648,1083552,144358,798582,284969,521961,0.3954117639545802,0.1222964,0.28890444371996726,1443.58,6542.24,7985.82,2129.21,8706.31,10835.52,685.62,2164.07,2849.69,0.3954117639545802,122296.4,0.001222964,5219.61,0.0,0.0,0.28890444371996726,144358,654224,798582,284969,12229640,0.03,0.03,0.03,0,4,89,0,1,0,3,0,3,0,0,88.03,164,84
13170000,2026-01-16T11:52:48.372752,1084384,144469,799206,285177,522351,0.39537653732183936,0.1223889,0.2889237212219838,1444.69,6547.37,7992.06,2130.86,8712.98,10843.84,686.16,2165.61,2851.77,0.39537653732183936,122388.9,0.001223889,5223.51,0.0,0.0,0.2889237212219838,144469,654737,799206,285177,12238890,0.03,0.03,0.03,0,11,83,0,0,0,3,0,3,0,0,64.55,156,68
13180000,2026-01-16T11:52:48.921460,1085204,144575,799816,285387,522732,0.3953518810492019,0.12248064,0.28894184838727927,1445.75,6552.41,7998.16,2132.62,8719.42,10852.04,686.86,2167.01,2853.87,0.3953518810492019,122480.64,0.0012248064,5227.32,0.0,0.0,0.28894184838727927,144575,655241,799816,285387,12248064,0.03,0.03,0.03,0,13,75,0,0,0,7,0,5,0,0,11.21,92,17
13190000,2026-01-16T11:52:49.486771,1086042,144688,800434,285608,523129,0.39533222561180914,0.12257456,0.2889685522006453,1446.88,6557.46,8004.34,2134.31,8726.11,10860.42,687.43,2168.65,2856.08,0.39533222561180914,122574.56,0.0012257456,5231.29,0.0,0.0,0.2889685522006453,144688,655746,800434,285608,12257456,0.03,0.03,0.03,0,4,84,1,2,0,6,0,3,0,0,97.83,180,64
13200000,2026-01-16T11:52:50.059495,1086864,144799,801051,285812,523518,0.3953300259364507,0.12266629,0.2889988080174844,1447.99,6562.52,8010.51,2135.94,8732.7,10868.64,687.94,2170.18,2858.12,0.3953300259364507,122666.29,0.0012266629,5235.18,0.0,0.0,0.2889988080174844,144799,656252,801051,285812,12266629,0.03,0.03,0.03,0,10,84,0,0,0,2,0,4,0,0,32.36,104,55
13210000,2026-01-16T11:52:50.673958,1087688,144904,801663,286024,523917,0.39533199075237724,0.12275827,0.28903225537490845,1449.04,6567.59,8016.63,2137.48,8739.4,10876.88,688.43,2171.81,2860.24,0.39533199075237724,122758.27,0.0012275827,5239.17,0.0,0.0,0.28903225537490845,144904,656759,801663,286024,12275827,0.03,0.03,0.03,0,9,79,0,2,0,7,0,3,0,0,85.67,164,83
13220000,2026-01-16T11:52:51.229793,1088527,145021,802298,286228,524303,0.39529411182284313,0.1228496,0.2890452802890703,1450.21,6572.77,8022.98,2139.11,8746.16,10885.27,688.89,2173.39,2862.28,0.39529411182284313,122849.6,0.001228496,5243.03,0.0,0.0,0.2890452802890703,145021,657277,802298,286228,12284960,0.03,0.03,0.03,0,4,85,0,1,0,5,0,5,0,0,72.49,142,87
13230000,2026-01-16T11:52:51.802821,1089352,145127,802908,286444,524704,0.3953019971882221,0.12294286,0.2890826597237377,1451.27,6577.81,8029.08,2140.73,8752.79,10893.52,689.46,2174.98,2864.44,0.3953019971882221,122942.86,0.0012294286,5247.04,0.0,0.0,0.2890826597237377,145127,657781,802908,286444,12294286,0.03,0.03,0.03,0,11,77,1,2,0,5,0,4,0,0,99.65,181,85
13240000,2026-01-16T11:52:52.360405,1090165,145231,803499,286665,525101,0.39529887792286944,0.12303633,0.28911567640941216,1452.31,6582.68,8034.99,2142.39,8759.26,10901.65,690.07,2176.58,2866.65,0.39529887792286944,123036.33,0.0012303633,5251.01,0.0,0.0,0.28911567640941216,145231,658268,803499,286665,12303633,0.03,0.03,0.03,0,7,81,0,2,0,6,0,4,0,0,110.33,157,87
13250000,2026-01-16T11:52:52.929540,1090942,145335,804070,286871,525471,0.39529862936888904,0.1231299,0.28914335473191377,1453.35,6587.35,8040.7,2143.93,8765.49,10909.42,690.57,2178.14,2868.71,0.39529862936888904,123129.9,0.001231299,5254.71,0.0,0.0,0.28914335473191377,145335,658735,804070,286871,12312990,0.03,0.03,0.03,0,9,77,0,4,0,7,0,3,0,0,83.31,119,82
13260000,2026-01-16T11:52:53.492732,1091752,145450,804671,287080,525838,0.39527411477042085,0.12322427,0.28916128688527293,1454.5,6592.21,8046.71,2145.56,8771.96,10917.52,691.05,2179.75,2870.8,0.39527411477042085,123224.27,0.0012322427,5258.38,0.0,0.0,0.28916128688527293,145450,659221,804671,287080,12322427,0.03,0.03,0.03,0,2,81,0,6,0,7,0,4,0,0,118.35,173,93
13270000,2026-01-16T11:52:54.064558,1092548,145556,805262,287286,526230,0.3952862409398019,0.12331722,0.2891995968967629,1455.56,6597.06,8052.62,2147.03,8778.45,10925.48,691.47,2181.39,2872.86,0.3952862409398019,123317.22,0.0012331722000000001,5262.3,0.0,0.0,0.2891995968967629,145556,659706,805262,287286,12331722,0.03,0.03,0.03,0,5,82,0,2,1,7,0,3,0,0,128.3,175,84
13280000,2026-01-16T11:52:54.648294,1093334,145661,805838,287495,526616,0.3952866601587472,0.12341026,0.289232246583504,1456.61,6601.77,8058.38,2148.51,8784.83,10933.34,691.89,2183.06,2874.95,0.3952866601587472,123410.26,0.0012341026000000001,5266.16,0.0,0.0,0.289232246583504,145661,660177,805838,287495,12341026,0.03,0.03,0.03,0,6,85,0,0,0,4,0,5,0,0,33.06,106,42
13290000,2026-01-16T11:52:55.287258,1094152,145773,806449,287702,526998,0.3952715683051384,0.12350273,0.2892512724162406,1457.73,6606.76,8064.49,2150.15,8791.37,10941.52,692.41,2184.61,2877.02,0.3952715683051384,123502.73,0.0012350273,5269.98,0.0,0.0,0.2892512724162406,145773,660676,806449,287702,12350273,0.03,0.03,0.03,0,10,81,0,3,0,3,0,3,0,0,61.57,127,83
13300000,2026-01-16T11:52:55.862295,1094966,145887,807057,287908,527368,0.3952692444570903,0.12359684,0.2892784424152444,1458.87,6611.7,8070.57,2151.78,8797.88,10949.66,692.9,2186.18,2879.08,0.3952692444570903,123596.84,0.0012359684,5273.68,0.0,0.0,0.2892784424152444,145887,661170,807057,287908,12359684,0.03,0.03,0.03,0,6,83,0,4,0,5,0,2,0,0,87.96,169,92
13310000,2026-01-16T11:52:56.420873,1095772,146000,807658,288114,527741,0.3952460208064387,0.1236903,0.28929861988837635,1460.0,6616.58,8076.58,2153.38,8804.34,10957.72,693.38,2187.76,2881.14,0.3952460208064387,123690.3,0.0012369030000000001,5277.41,0.0,0.0,0.28929861988837635,146000,661658,807658,288114,12369030,0.03,0.03,0.03,0,4,86,0,1,1,5,0,3,0,0,71.05,174,79
13320000,2026-01-16T11:52:57.023951,1096621,146115,808294,288326,528135,0.39522887789143235,0.1237831,0.28931877268004635,1461.15,6621.79,8082.94,2154.98,8811.23,10966.21,693.83,2189.43,2883.26,0.39522887789143235,123783.1,0.001237831,5281.35,0.0,0.0,0.28931877268004635,146115,662179,808294,288326,12378310,0.03,0.03,0.03,0,11,72,0,5,0,8,0,4,0,0,132.37,176,93
13330000,2026-01-16T11:52:57.544053,1097392,146224,808868,288523,528493,0.3952219786653681,0.12387773,0.28934576910800347,1462.24,6626.44,8088.68,2156.53,8817.39,10973.92,694.29,2190.94,2885.23,0.3952219786653681,123877.73,0.0012387773,5284.93,0.0,0.0,0.28934576910800347,146224,662644,808868,288523,12387773,0.03,0.03,0.03,1,15,73,0,3,0,5,0,3,0,0,27.25,113,66
13340000,2026-01-16T11:52:58.062599,1098213,146327,809479,288733,528899,0.39520989386609573,0.12397055,0.289378021637668,1463.27,6631.52,8094.79,2158.11,8824.02,10982.13,694.84,2192.49,2887.33,0.39520989386609573,123970.55,0.0012397055,5288.99,0.0,0.0,0.289378021637668,146327,663152,809479,288733,12397055,0.03,0.03,0.03,0,7,87,0,1,0,4,0,1,0,0,31.86,173,72
13350000,2026-01-16T11:52:58.619850,1099050,146437,810099,288951,529299,0.3951972397463446,0.12406404,0.2894057078423948,1464.37,6636.62,8100.99,2159.69,8830.81,10990.5,695.32,2194.19,2889.51,0.3951972397463446,124064.04,0.0012406404,5292.99,0.0,0.0,0.2894057078423948,146437,663662,810099,288951,12406404,0.03,0.03,0.03,0,6,82,0,1,1,6,0,4,0,0,95.43,174,89
13360000,2026-01-16T11:52:59.262509,1099868,146551,810706,289161,529670,0.3951779044221201,0.12415777,0.28943168118009,1465.51,6641.55,8107.06,2161.38,8837.3,10998.68,695.87,2195.74,2891.61,0.3951779044221201,124157.77,0.0012415777,5296.7,0.0,0.0,0.28943168118009,146551,664155,810706,289161,12415777,0.03,0.03,0.03,0,9,79,0,2,0,5,0,5,0,0,115.47,178,93
13370000,2026-01-16T11:52:59.839936,1100666,146657,811296,289369,530057,0.3951914349092149,0.12425059,0.28946617780398276,1466.57,6646.39,8112.96,2162.95,8843.71,11006.66,696.38,2197.31,2893.69,0.3951914349092149,124250.59,0.0012425059,5300.57,0.0,0.0,0.28946617780398276,146657,664639,811296,289369,12425059,0.03,0.03,0.03,0,1,89,0,3,0,5,0,2,0,0,104.63,178,90
13380000,2026-01-16T11:53:00.416769,1101481,146764,811904,289576,530437,0.3951536847630684,0.12434385,0.28947850390487273,1467.64,6651.4,8119.04,2164.63,8850.18,11014.81,696.98,2198.78,2895.76,0.3951536847630684,124343.85,0.0012434385,5304.37,0.0,0.0,0.28947850390487273,146764,665140,811904,289576,12434385,0.03,0.03,0.03,0,12,78,0,1,0,6,0,3,0,0,43.64,144,52
13390000,2026-01-16T11:53:00.970831,1102276,146876,812490,289785,530807,0.39515262759389186,0.1244378,0.2895073373911772,1468.76,6656.14,8124.9,2166.11,8856.65,11022.76,697.34,2200.51,2897.85,0.39515262759389186,124437.8,0.001244378,5308.07,0.0,0.0,0.2895073373911772,146876,665614,812490,289785,12443780,0.03,0.03,0.03,0,8,78,0,2,0,8,0,4,0,0,96.11,137,94
13400000,2026-01-16T11:53:01.590812,1103124,146987,813120,290003,531217,0.3951190096896838,0.12452853,0.2895293940479851,1469.87,6661.33,8131.2,2167.82,8863.42,11031.24,697.94,2202.09,2900.03,0.3951190096896838,124528.53,0.0012452853,5312.17,0.0,0.0,0.2895293940479851,146987,666133,813120,290003,12452853,0.03,0.03,0.03,0,14,78,0,0,0,3,0,5,0,0,49.57,114,58
