tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
51090000,2026-01-16T12:27:15.856805,4163915,565323,3089677,1074237,1957279,0.3811433512460628,0.47541086,0.4880683853051933,5653.23,25243.54,30896.77,8299.93,33339.22,41639.15,2646.69,8095.68,10742.37,0.3811433512460628,475410.86,0.0047541086,19572.79,0.0,0.0,0.4880683853051933,565323,2524354,3089677,1074237,47541086,0.03,0.03,0.03,0,4,82,0,2,0,7,0,5,0,0,46.77,104,58
51100000,2026-01-16T12:27:16.347523,4164743,565441,3090302,1074441,1957651,0.3811375667715704,0.47550496,0.48808214039534126,5654.41,25248.61,30903.02,8301.58,33345.85,41647.43,2647.17,8097.24,10744.41,0.3811375667715704,475504.96,0.0047550496,19576.51,0.0,0.0,0.48808214039534126,565441,2524861,3090302,1074441,47550496,0.03,0.03,0.03,1,8,80,0,3,0,4,0,4,0,0,61.23,139,86
51110000,2026-01-16T12:27:16.835781,4165478,565546,3090845,1074632,1957988,0.3811354495682622,0.47559964,0.4880949007910115,5655.46,25252.99,30908.45,8303.1,33351.68,41654.78,2647.63,8098.69,10746.32,0.3811354495682622,475599.64,0.0047559964,19579.88,0.0,0.0,0.4880949007910115,565546,2525299,3090845,1074632,47559964,0.03,0.03,0.03,0,4,89,0,2,0,3,0,2,0,0,59.84,161,52
51120000,2026-01-16T12:27:17.322543,4166263,565655,3091424,1074838,1958346,0.38113850396753207,0.47569312,0.48811204236815875,5656.55,25257.69,30914.24,8304.79,33357.84,41662.63,2648.23,8100.15,10748.38,0.38113850396753207,475693.12,0.0047569312,19583.46,0.0,0.0,0.48811204236815875,565655,2525769,3091424,1074838,47569312,0.03,0.03,0.03,0,12,81,0,0,0,5,0,2,0,0,24.99,95,53
51130000,2026-01-16T12:27:17.810170,4167044,565768,3092011,1075032,1958694,0.3811348780294565,0.47578822,0.4881290021435972,5657.68,25262.43,30920.11,8306.39,33364.05,41670.44,2648.71,8101.61,10750.32,0.3811348780294565,475788.22,0.0047578822,19586.94,0.0,0.0,0.4881290021435972,565768,2526243,3092011,1075032,47578822,0.03,0.03,0.03,0,8,89,0,1,0,1,0,1,0,0,5.78,18,48
51140000,2026-01-16T12:27:18.296931,4167822,565873,3092586,1075236,1959063,0.3811422253557231,0.47588145,0.48814781287274117,5658.73,25267.13,30925.86,8307.91,33370.31,41678.22,2649.18,8103.18,10752.36,0.3811422253557231,475881.45,0.0047588145,19590.63,0.0,0.0,0.48814781287274117,565873,2526713,3092586,1075236,47588145,0.03,0.03,0.03,0,4,87,0,1,0,3,1,4,0,0,51.29,124,69
51150000,2026-01-16T12:27:18.785020,4168604,565983,3093174,1075429,1959412,0.3811389154050407,0.47597353,0.4881623518587901,5659.83,25271.91,30931.74,8309.43,33376.61,41686.04,2649.59,8104.7,10754.29,0.3811389154050407,475973.53,0.0047597353,19594.12,0.0,0.0,0.4881623518587901,565983,2527191,3093174,1075429,47597353,0.03,0.03,0.03,0,2,83,0,3,0,7,0,5,0,0,117.49,163,88
51160000,2026-01-16T12:27:19.272793,4169364,566100,3093751,1075612,1959739,0.38113342953259033,0.47606695,0.48817956154803505,5661.0,25276.51,30937.51,8310.94,33382.7,41693.64,2649.93,8106.19,10756.12,0.38113342953259033,476066.95,0.0047606695,19597.39,0.0,0.0,0.48817956154803505,566100,2527651,3093751,1075612,47606695,0.03,0.03,0.03,0,6,84,0,0,0,4,0,6,0,0,51.43,128,78
51170000,2026-01-16T12:27:19.761588,4170192,566217,3094378,1075813,1960112,0.3811200748583346,0.47616005,0.4881950894101253,5662.17,25281.61,30943.78,8312.59,33389.33,41701.92,2650.42,8107.71,10758.13,0.3811200748583346,476160.05,0.0047616005,19601.12,0.0,0.0,0.4881950894101253,566217,2528161,3094378,1075813,47616005,0.03,0.03,0.03,0,12,79,0,3,0,3,0,3,0,0,77.33,179,57
51180000,2026-01-16T12:27:20.246531,4171019,566330,3094991,1076027,1960502,0.38112058889705497,0.47625338,0.48820906168105616,5663.3,25286.61,30949.91,8314.19,33396.0,41710.19,2650.89,8109.38,10760.27,0.38112058889705497,476253.38,0.0047625338,19605.02,0.0,0.0,0.48820906168105616,566330,2528661,3094991,1076027,47625338,0.03,0.03,0.03,1,6,82,0,3,0,6,0,2,0,0,82.93,122,84
51190000,2026-01-16T12:27:20.735299,4171832,566441,3095600,1076231,1960878,0.3811159252415892,0.47634632,0.4882258976796207,5664.41,25291.59,30956.0,8315.82,33402.5,41718.32,2651.4,8110.91,10762.31,0.3811159252415892,476346.32,0.0047634632,19608.78,0.0,0.0,0.4882258976796207,566441,2529159,3095600,1076231,47634632,0.03,0.03,0.03,0,10,82,0,0,0,6,0,2,0,0,46.95,163,53
51200000,2026-01-16T12:27:21.222596,4172628,566551,3096191,1076437,1961251,0.38111525371930804,0.47644009,0.4882402698358128,5665.51,25296.4,30961.91,8317.4,33408.88,41726.28,2651.89,8112.48,10764.37,0.38111525371930804,476440.09,0.0047644009,19612.51,0.0,0.0,0.4882402698358128,566551,2529640,3096191,1076437,47644009,0.03,0.03,0.03,1,13,79,1,1,0,2,0,3,0,0,72.46,181,74
51210000,2026-01-16T12:27:21.710735,4173421,566664,3096782,1076638,1961605,0.3811107684474304,0.47653309,0.488256679778852,5666.64,25301.18,30967.82,8319.05,33415.16,41734.21,2652.41,8113.97,10766.38,0.3811107684474304,476533.09,0.0047653309,19616.05,0.0,0.0,0.488256679778852,566664,2530118,3096782,1076638,47653309,0.03,0.03,0.03,0,13,80,0,2,0,2,0,3,0,0,76.19,173,76
51220000,2026-01-16T12:27:22.199290,4174196,566777,3097368,1076828,1961936,0.38110239579913263,0.47662687,0.48827088452193906,5667.77,25305.91,30973.68,8320.7,33421.26,41741.96,2652.93,8115.35,10768.28,0.38110239579913263,476626.87,0.0047662686999999995,19619.36,0.0,0.0,0.48827088452193906,566777,2530591,3097368,1076828,47662687,0.03,0.03,0.03,0,3,84,0,3,0,6,1,3,0,0,101.24,124,88
51230000,2026-01-16T12:27:22.689540,4174978,566891,3097952,1077025,1962275,0.3811030904052996,0.47672115,0.4882850479065629,5668.91,25310.61,30979.52,8322.33,33427.45,41749.78,2653.42,8116.83,10770.25,0.3811030904052996,476721.15,0.0047672115,19622.75,0.0,0.0,0.4882850479065629,566891,2531061,3097952,1077025,47672115,0.03,0.03,0.03,0,9,77,0,3,0,6,0,5,0,0,65.17,126,92
51240000,2026-01-16T12:27:23.178366,4175758,566998,3098546,1077211,1962627,0.381091947788377,0.47681286,0.48829707658151883,5669.98,25315.48,30985.46,8323.94,33433.64,41757.58,2653.95,8118.16,10772.11,0.381091947788377,476812.86,0.0047681286,19626.27,0.0,0.0,0.48829707658151883,566998,2531548,3098546,1077211,47681286,0.03,0.03,0.03,0,6,83,0,3,0,5,0,3,0,0,78.16,160,79
51250000,2026-01-16T12:27:23.668938,4176566,567111,3099153,1077413,1962998,0.38109050504459285,0.47690532,0.48830918528257966,5671.11,25320.42,30991.53,8325.57,33440.09,41765.66,2654.46,8119.67,10774.13,0.38109050504459285,476905.32,0.004769053200000001,19629.98,0.0,0.0,0.48830918528257966,567111,2532042,3099153,1077413,47690532,0.03,0.03,0.03,0,5,85,0,1,1,3,0,5,0,0,114.59,174,91
51260000,2026-01-16T12:27:24.156831,4177316,567216,3099708,1077607,1963346,0.3810877767940152,0.47699869,0.4883219858695599,5672.16,25324.92,30997.08,8327.07,33446.09,41773.16,2654.9,8121.17,10776.07,0.3810877767940152,476998.69,0.0047699869,19633.46,0.0,0.0,0.4883219858695599,567216,2532492,3099708,1077607,47699869,0.03,0.03,0.03,0,13,78,0,1,0,4,0,4,0,0,29.07,86,66
51270000,2026-01-16T12:27:24.643673,4178118,567328,3100304,1077813,1963713,0.3810869285839223,0.47709291,0.4883352129789229,5673.28,25329.76,31003.04,8328.69,33452.49,41781.18,2655.41,8122.72,10778.13,0.3810869285839223,477092.91,0.0047709291,19637.13,0.0,0.0,0.4883352129789229,567328,2532976,3100304,1077813,47709291,0.03,0.03,0.03,0,10,77,0,2,0,7,0,4,0,0,121.0,176,82
51280000,2026-01-16T12:27:25.129536,4178936,567440,3100917,1078019,1964095,0.3810869596704631,0.47718674,0.48835305378874705,5674.4,25334.77,31009.17,8330.31,33459.05,41789.36,2655.91,8124.28,10780.19,0.3810869596704631,477186.74,0.0047718674,19640.95,0.0,0.0,0.48835305378874705,567440,2533477,3100917,1078019,47718674,0.03,0.03,0.03,0,8,82,1,1,0,5,0,3,0,0,100.27,180,82
51290000,2026-01-16T12:27:25.621147,4179750,567549,3101530,1078219,1964472,0.381080801683886,0.47727876,0.48837320049005134,5675.49,25339.81,31015.3,8331.92,33465.58,41797.5,2656.42,8125.77,10782.19,0.381080801683886,477278.76,0.0047727876,19644.72,0.0,0.0,0.48837320049005134,567549,2533981,3101530,1078219,47727876,0.03,0.03,0.03,0,8,84,0,0,0,5,0,3,0,0,39.63,110,72
51300000,2026-01-16T12:27:26.110903,4180557,567662,3102136,1078420,1964838,0.3810764695317176,0.47737188,0.4883897734123822,5676.62,25344.74,31021.36,8333.5,33472.07,41805.57,2656.87,8127.33,10784.2,0.3810764695317176,477371.88,0.0047737188,19648.38,0.0,0.0,0.4883897734123822,567662,2534474,3102136,1078420,47737188,0.03,0.03,0.03,0,5,83,0,2,0,6,0,4,0,0,99.84,172,81
51310000,2026-01-16T12:27:26.597189,4181315,567764,3102695,1078619,1965207,0.3810797566640678,0.47746372,0.4884059776153042,5677.64,25349.31,31026.95,8334.9,33478.25,41813.15,2657.25,8128.94,10786.19,0.3810797566640678,477463.72,0.0047746372,19652.07,0.0,0.0,0.4884059776153042,567764,2534931,3102695,1078619,47746372,0.03,0.03,0.03,0,7,83,0,1,0,6,0,3,0,0,86.16,122,92
51320000,2026-01-16T12:27:27.085816,4182136,567876,3103303,1078832,1965586,0.3810800649513606,0.477557,0.4884238959082744,5678.76,25354.27,31033.03,8336.55,33484.81,41821.36,2657.78,8130.54,10788.32,0.3810800649513606,477557.0,0.00477557,19655.86,0.0,0.0,0.4884238959082744,567876,2535427,3103303,1078832,47755700,0.03,0.03,0.03,0,10,76,0,3,0,6,0,5,0,0,73.57,153,83
51330000,2026-01-16T12:27:27.575359,4182951,567988,3103909,1079041,1965960,0.3810815080546303,0.47764989,0.48844428660116485,5679.88,25359.21,31039.09,8338.23,33491.28,41829.51,2658.34,8132.07,10790.41,0.3810815080546303,477649.89,0.0047764989,19659.6,0.0,0.0,0.48844428660116485,567988,2535921,3103909,1079041,47764989,0.03,0.03,0.03,0,10,77,0,4,0,6,0,3,0,0,74.52,109,93
51340000,2026-01-16T12:27:28.062940,4183705,568099,3104471,1079233,1966295,0.38108259354758983,0.47774512,0.48846061894652054,5680.99,25363.72,31044.71,8339.72,33497.33,41837.05,2658.72,8133.61,10792.33,0.38108259354758983,477745.12,0.0047774512,19662.95,0.0,0.0,0.48846061894652054,568099,2536372,3104471,1079233,47774512,0.03,0.03,0.03,0,4,81,0,4,0,7,0,4,0,0,116.44,155,87
51350000,2026-01-16T12:27:28.553589,4184533,568209,3105088,1079444,1966689,0.3810770825245358,0.47783763,0.48847425613883866,5682.09,25368.79,31050.88,8341.37,33503.96,41845.33,2659.27,8135.17,10794.44,0.3810770825245358,477837.63,0.0047783763000000005,19666.89,0.0,0.0,0.48847425613883866,568209,2536879,3105088,1079444,47783763,0.03,0.03,0.03,0,9,78,0,2,0,7,0,4,0,0,99.52,151,89
51360000,2026-01-16T12:27:29.042712,4185347,568320,3105699,1079647,1967073,0.3810704443973822,0.47793068,0.4884901179632379,5683.2,25373.79,31056.99,8343.02,33510.45,41853.47,2659.81,8136.66,10796.47,0.3810704443973822,477930.68,0.0047793068,19670.73,0.0,0.0,0.4884901179632379,568320,2537379,3105699,1079647,47793068,0.03,0.03,0.03,0,14,80,0,0,0,4,0,2,0,0,46.97,116,50
51370000,2026-01-16T12:27:29.531893,4186151,568435,3106299,1079851,1967425,0.3810670288316424,0.47802531,0.48850664303278923,5684.35,25378.64,31062.99,8344.7,33516.81,41861.51,2660.34,8138.17,10798.51,0.3810670288316424,478025.31,0.0047802530999999995,19674.25,0.0,0.0,0.48850664303278923,568435,2537864,3106299,1079851,47802531,0.03,0.03,0.03,0,9,77,0,4,0,6,0,4,0,0,75.42,169,60
51380000,2026-01-16T12:27:30.018147,4186952,568546,3106891,1080060,1967803,0.3810680896929025,0.47811953,0.4885251137743451,5685.46,25383.45,31068.91,8346.36,33523.16,41869.52,2660.89,8139.71,10800.6,0.3810680896929025,478119.53,0.0047811953,19678.03,0.0,0.0,0.4885251137743451,568546,2538345,3106891,1080060,47811953,0.03,0.03,0.03,0,16,78,0,0,0,3,0,3,0,0,43.3,129,71
51390000,2026-01-16T12:27:30.504990,4187751,568655,3107487,1080263,1968161,0.38106467551601253,0.47821226,0.48853924900873497,5686.55,25388.32,31074.87,8348.02,33529.49,41877.51,2661.46,8141.17,10802.63,0.38106467551601253,478212.26,0.0047821226,19681.61,0.0,0.0,0.48853924900873497,568655,2538832,3107487,1080263,47821226,0.03,0.03,0.03,0,7,80,0,2,0,7,0,4,0,0,90.35,124,88
51400000,2026-01-16T12:27:30.993109,4188526,568767,3108068,1080457,1968505,0.38106101330727943,0.47830692,0.48855353352498176,5687.67,25393.01,31080.68,8349.59,33535.67,41885.26,2661.91,8142.66,10804.57,0.38106101330727943,478306.92,0.0047830692,19685.05,0.0,0.0,0.48855353352498176,568767,2539301,3108068,1080457,47830692,0.03,0.03,0.03,0,7,82,0,2,0,5,0,4,0,0,82.16,163,72
51410000,2026-01-16T12:27:31.485524,4189336,568878,3108677,1080658,1968876,0.3810503813617165,0.47839871,0.48856775948930353,5688.78,25397.99,31086.77,8351.19,33542.17,41893.36,2662.4,8144.18,10806.58,0.3810503813617165,478398.71,0.0047839871,19688.76,0.0,0.0,0.48856775948930353,568878,2539799,3108677,1080658,47839871,0.03,0.03,0.03,0,4,81,0,3,0,7,0,5,0,0,109.71,147,89
51420000,2026-01-16T12:27:31.973121,4190131,568987,3109267,1080864,1969254,0.38105037856227475,0.47849131,0.48857999434478444,5689.87,25402.8,31092.67,8352.77,33548.54,41901.31,2662.9,8145.74,10808.64,0.38105037856227475,478491.31,0.0047849131,19692.54,0.0,0.0,0.48857999434478444,568987,2540280,3109267,1080864,47849131,0.03,0.03,0.03,0,3,88,0,2,0,5,0,2,0,0,65.89,122,72
51430000,2026-01-16T12:27:32.464143,4190965,569107,3109896,1081068,1969622,0.3810457164444046,0.47858488,0.48859206396930266,5691.07,25407.89,31098.96,8354.48,33555.17,41909.65,2663.41,8147.27,10810.68,0.3810457164444046,478584.88,0.0047858488,19696.22,0.0,0.0,0.48859206396930266,569107,2540789,3109896,1081068,47858488,0.03,0.03,0.03,0,5,87,0,2,0,3,0,3,0,0,36.09,109,81
51440000,2026-01-16T12:27:32.952491,4191763,569220,3110492,1081270,1969976,0.3810463260533823,0.47867741,0.4886051001532969,5692.2,25412.72,31104.92,8356.12,33561.51,41917.63,2663.91,8148.79,10812.7,0.3810463260533823,478677.41,0.0047867741,19699.76,0.0,0.0,0.4886051001532969,569220,2541272,3110492,1081270,47867741,0.03,0.03,0.03,0,5,79,0,4,0,8,0,4,0,0,103.17,137,91
51450000,2026-01-16T12:27:33.437896,4192518,569328,3111054,1081463,1970325,0.38103979178750136,0.47877167,0.4886150231398043,5693.28,25417.26,31110.54,8357.62,33567.56,41925.18,2664.33,8150.3,10814.63,0.38103979178750136,478771.67,0.0047877167,19703.25,0.0,0.0,0.4886150231398043,569328,2541726,3111054,1081463,47877167,0.03,0.03,0.03,0,6,86,0,1,0,3,0,4,0,0,91.92,171,78
51460000,2026-01-16T12:27:33.927027,4193322,569439,3111658,1081663,1970686,0.3810329961951634,0.47886379,0.4886281800649562,5694.39,25422.19,31116.58,8359.25,33573.97,41933.22,2664.85,8151.78,10816.63,0.3810329961951634,478863.79,0.0047886379,19706.86,0.0,0.0,0.4886281800649562,569439,2542219,3111658,1081663,47886379,0.03,0.03,0.03,0,6,81,0,1,0,8,0,4,0,0,57.23,151,56
51470000,2026-01-16T12:27:34.415184,4194145,569553,3112273,1081871,1971062,0.38103185939959805,0.47895604,0.4886460935260519,5695.53,25427.2,31122.73,8360.91,33580.54,41941.45,2665.37,8153.34,10818.71,0.38103185939959805,478956.04,0.0047895604,19710.62,0.0,0.0,0.4886460935260519,569553,2542720,3112273,1081871,47895604,0.03,0.03,0.03,0,12,72,0,1,0,8,0,7,0,0,56.96,100,75
51480000,2026-01-16T12:27:34.904238,4194962,569663,3112885,1082076,1971446,0.3810286764578278,0.4790492,0.4886653257032842,5696.63,25432.22,31128.85,8362.56,33587.06,41949.62,2665.93,8154.83,10820.76,0.3810286764578278,479049.2,0.004790492,19714.46,0.0,0.0,0.4886653257032842,569663,2543222,3112885,1082076,47904920,0.03,0.03,0.03,0,3,87,0,1,0,5,0,4,0,0,118.59,177,85
51490000,2026-01-16T12:27:35.394912,4195765,569776,3113493,1082271,1971801,0.38102869928727784,0.47914085,0.4886845650029894,5697.76,25437.17,31134.93,8364.19,33593.46,41957.65,2666.42,8156.29,10822.71,0.38102869928727784,479140.85,0.0047914085,19718.01,0.0,0.0,0.4886845650029894,569776,2543717,3113493,1082271,47914085,0.03,0.03,0.03,0,8,80,0,0,0,6,0,6,0,0,32.52,81,65
51500000,2026-01-16T12:27:35.881318,4196559,569882,3114080,1082478,1972170,0.38102770084785137,0.47923471,0.48870002895071385,5698.82,25441.98,31140.8,8365.83,33599.76,41965.59,2667.0,8157.78,10824.78,0.38102770084785137,479234.71,0.0047923471,19721.7,0.0,0.0,0.48870002895071385,569882,2544198,3114080,1082478,47923471,0.03,0.03,0.03,0,5,79,0,4,0,8,0,4,0,0,109.65,166,87
51510000,2026-01-16T12:27:36.370779,4197355,569994,3114675,1082679,1972533,0.3810274119231286,0.47932794,0.48871784296796456,5699.94,25446.81,31146.75,8367.48,33606.07,41973.55,2667.54,8159.25,10826.79,0.3810274119231286,479327.94,0.0047932794,19725.33,0.0,0.0,0.48871784296796456,569994,2544681,3114675,1082679,47932794,0.03,0.03,0.03,0,5,83,0,3,0,6,0,3,0,0,85.13,179,67
51520000,2026-01-16T12:27:36.859431,4198163,570108,3115280,1082882,1972906,0.38102451348463895,0.47942097,0.4887376581340931,5701.08,25451.72,31152.8,8369.01,33612.62,41981.63,2667.93,8160.89,10828.82,0.38102451348463895,479420.97,0.0047942097,19729.06,0.0,0.0,0.4887376581340931,570108,2545172,3115280,1082882,47942097,0.03,0.03,0.03,0,4,85,0,2,0,7,0,2,0,0,65.58,178,79
51530000,2026-01-16T12:27:37.349160,4198967,570218,3115875,1083091,1973285,0.38102377029549067,0.47951536,0.48875374138481403,5702.18,25456.57,31158.75,8370.62,33619.05,41989.67,2668.43,8162.48,10830.91,0.38102377029549067,479515.36,0.0047951536,19732.85,0.0,0.0,0.48875374138481403,570218,2545657,3115875,1083091,47951536,0.03,0.03,0.03,0,6,85,0,0,0,5,0,4,0,0,79.49,161,77
51540000,2026-01-16T12:27:37.839141,4199791,570333,3116494,1083296,1973658,0.3810216497653816,0.47960739,0.4887674949298038,5703.33,25461.61,31164.94,8372.23,33625.68,41997.91,2668.89,8164.07,10832.96,0.3810216497653816,479607.39,0.0047960739,19736.58,0.0,0.0,0.4887674949298038,570333,2546161,3116494,1083296,47960739,0.03,0.03,0.03,0,6,84,0,1,0,6,0,3,0,0,67.27,148,73
51550000,2026-01-16T12:27:38.329123,4200591,570441,3117098,1083493,1974023,0.38101265241928883,0.47970106,0.4887842102307841,5704.41,25466.57,31170.98,8373.85,33632.06,42005.91,2669.44,8165.49,10834.93,0.38101265241928883,479701.06,0.0047970106,19740.23,0.0,0.0,0.4887842102307841,570441,2546657,3117098,1083493,47970106,0.03,0.03,0.03,0,11,77,0,3,0,6,0,3,0,0,110.87,180,95
51560000,2026-01-16T12:27:38.816297,4201379,570551,3117691,1083687,1974377,0.3810036822517797,0.47979381,0.4887982282180151,5705.51,25471.4,31176.91,8375.5,33638.29,42013.79,2669.98,8166.89,10836.87,0.3810036822517797,479793.81,0.0047979380999999995,19743.77,0.0,0.0,0.4887982282180151,570551,2547140,3117691,1083687,47979381,0.03,0.03,0.03,0,7,84,0,1,0,4,0,4,0,0,86.58,148,90
51570000,2026-01-16T12:27:39.304806,4202180,570662,3118289,1083890,1974749,0.3809986170252382,0.47988694,0.4888110568533368,5706.62,25476.27,31182.89,8377.06,33644.74,42021.8,2670.43,8168.47,10838.9,0.3809986170252382,479886.94,0.0047988694,19747.49,0.0,0.0,0.4888110568533368,570662,2547627,3118289,1083890,47988694,0.03,0.03,0.03,0,5,88,0,0,0,3,0,4,0,0,46.56,141,54
51580000,2026-01-16T12:27:39.793397,4202959,570779,3118871,1084087,1975088,0.3809940222253271,0.47998143,0.4888269863253335,5707.79,25480.92,31188.71,8378.6,33650.99,42029.59,2670.81,8170.06,10840.87,0.3809940222253271,479981.43,0.0047998143,19750.88,0.0,0.0,0.4888269863253335,570779,2548092,3118871,1084087,47998143,0.03,0.03,0.03,0,3,87,0,1,0,6,0,3,0,0,81.1,178,58
51590000,2026-01-16T12:27:40.281785,4203801,570891,3119500,1084300,1975478,0.3809879894702848,0.48007464,0.4888404135204092,5708.91,25486.09,31195.0,8380.35,33657.66,42038.01,2671.44,8171.56,10843.0,0.3809879894702848,480074.64,0.0048007464,19754.78,0.0,0.0,0.4888404135204092,570891,2548609,3119500,1084300,48007464,0.03,0.03,0.03,1,9,78,0,1,0,5,0,6,0,0,58.18,122,67
51600000,2026-01-16T12:27:40.772201,4204645,571015,3120138,1084506,1975854,0.3809814131910543,0.48016677,0.48885250442457545,5710.15,25491.23,31201.38,8382.06,33664.39,42046.45,2671.9,8173.16,10845.06,0.3809814131910543,480166.77,0.004801667700000001,19758.54,0.0,0.0,0.48885250442457545,571015,2549123,3120138,1084506,48016677,0.03,0.03,0.03,0,7,87,0,0,0,3,0,3,0,0,45.5,146,63
51610000,2026-01-16T12:27:41.261897,4205497,571133,3120778,1084719,1976237,0.38097300108796106,0.48025982,0.4888650693224269,5711.33,25496.45,31207.78,8383.77,33671.2,42054.97,2672.44,8174.75,10847.19,0.38097300108796106,480259.82,0.0048025982,19762.37,0.0,0.0,0.4888650693224269,571133,2549645,3120778,1084719,48025982,0.03,0.03,0.03,0,12,78,0,1,1,5,0,3,0,0,93.22,174,96
51620000,2026-01-16T12:27:41.750511,4206284,571243,3121368,1084915,1976597,0.3809683577907686,0.48035163,0.48887821276353655,5712.43,25501.25,31213.68,8385.39,33677.45,42062.84,2672.95,8176.2,10849.15,0.3809683577907686,480351.63,0.0048035162999999995,19765.97,0.0,0.0,0.48887821276353655,571243,2550125,3121368,1084915,48035163,0.03,0.03,0.03,0,10,83,0,0,0,3,0,4,0,0,63.16,147,86
51630000,2026-01-16T12:27:42.244426,4207098,571352,3121975,1085122,1976978,0.380965847984899,0.48044439,0.4888937963030714,5713.52,25506.23,31219.75,8386.95,33684.03,42070.98,2673.43,8177.79,10851.22,0.380965847984899,480444.39,0.0048044439,19769.78,0.0,0.0,0.4888937963030714,571352,2550623,3121975,1085122,48044439,0.03,0.03,0.03,1,10,80,0,2,0,4,0,3,0,0,39.79,115,66
51640000,2026-01-16T12:27:42.734698,4207912,571466,3122589,1085322,1977344,0.3809565055585689,0.4805373,0.4889066974368802,5714.66,25511.23,31225.89,8388.55,33690.57,42079.12,2673.88,8179.34,10853.22,0.3809565055585689,480537.3,0.004805373,19773.44,0.0,0.0,0.4889066974368802,571466,2551123,3122589,1085322,48053730,0.03,0.03,0.03,0,6,80,0,4,0,6,0,4,0,0,116.59,162,86
51650000,2026-01-16T12:27:43.224684,4208762,571582,3123227,1085534,1977729,0.38095226065825544,0.4806298,0.4889210380559711,5715.82,25516.45,31232.27,8390.31,33697.31,42087.62,2674.48,8180.86,10855.34,0.38095226065825544,480629.8,0.004806298,19777.29,0.0,0.0,0.4889210380559711,571582,2551645,3123227,1085534,48062980,0.03,0.03,0.03,0,10,77,0,1,0,8,0,4,0,0,91.22,153,92
51660000,2026-01-16T12:27:43.714221,4209589,571696,3123846,1085742,1978109,0.38094932844292884,0.48072337,0.4889357188267131,5716.96,25521.5,31238.46,8391.94,33703.95,42095.89,2674.98,8182.44,10857.42,0.38094932844292884,480723.37,0.0048072337,19781.09,0.0,0.0,0.4889357188267131,571696,2552150,3123846,1085742,48072337,0.03,0.03,0.03,0,2,83,0,4,0,6,0,5,0,0,121.52,178,77
51670000,2026-01-16T12:27:44.206751,4210367,571805,3124431,1085935,1978471,0.3809504193327992,0.48081639,0.4889533911145773,5718.05,25526.26,31244.31,8393.47,33710.2,42103.67,2675.41,8183.94,10859.35,0.3809504193327992,480816.39,0.0048081639,19784.71,0.0,0.0,0.4889533911145773,571805,2552626,3124431,1085935,48081639,0.03,0.03,0.03,0,12,79,0,2,0,4,0,3,0,0,59.01,134,86
51680000,2026-01-16T12:27:44.698604,4211159,571916,3125026,1086132,1978825,0.3809476333268052,0.48091056,0.48896820708442745,5719.16,25531.1,31250.26,8395.11,33716.48,42111.59,2675.95,8185.37,10861.32,0.3809476333268052,480910.56,0.0048091055999999995,19788.25,0.0,0.0,0.48896820708442745,571916,2553110,3125026,1086132,48091056,0.03,0.03,0.03,2,7,80,0,3,0,5,0,3,0,0,43.34,134,70
51690000,2026-01-16T12:27:45.187858,4212011,572030,3125663,1086347,1979218,0.38094069354367277,0.48100265,0.488983909292858,5720.3,25536.33,31256.63,8396.84,33723.27,42120.11,2676.53,8186.94,10863.47,0.38094069354367277,481002.65,0.0048100265,19792.18,0.0,0.0,0.488983909292858,572030,2553633,3125663,1086347,48100265,0.03,0.03,0.03,0,13,77,0,1,0,6,0,3,0,0,74.77,143,80
51700000,2026-01-16T12:27:45.675807,4212810,572141,3126262,1086547,1979585,0.3809382234769516,0.4810958,0.4889984055435898,5721.41,25541.21,31262.62,8398.43,33729.67,42128.1,2677.02,8188.45,10865.47,0.3809382234769516,481095.8,0.004810958000000001,19795.85,0.0,0.0,0.4889984055435898,572141,2554121,3126262,1086547,48109580,0.03,0.03,0.03,0,9,84,0,1,0,4,0,2,0,0,48.91,122,60
