tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav,cluster_0_send_probability,cluster_0_n_nodes,cluster_0_avg_packet_sent,cluster_0_avg_packet_loss,cluster_0_avg_packet_loss_pct,cluster_0_total_throughput,cluster_0_avg_throughput_per_node,cluster_0_avg_timeout_retry,cluster_0_avg_cw_enters,cluster_0_avg_cw_increase,cluster_0_cw_increase_ratio,cluster_0_avg_epsilon,cluster_1_send_probability,cluster_1_n_nodes,cluster_1_avg_packet_sent,cluster_1_avg_packet_loss,cluster_1_avg_packet_loss_pct,cluster_1_total_throughput,cluster_1_avg_throughput_per_node,cluster_1_avg_timeout_retry,cluster_1_avg_cw_enters,cluster_1_avg_cw_increase,cluster_1_cw_increase_ratio,cluster_1_avg_epsilon,cluster_2_send_probability,cluster_2_n_nodes,cluster_2_avg_packet_sent,cluster_2_avg_packet_loss,cluster_2_avg_packet_loss_pct,cluster_2_total_throughput,cluster_2_avg_throughput_per_node,cluster_2_avg_timeout_retry,cluster_2_avg_cw_enters,cluster_2_avg_cw_increase,cluster_2_cw_increase_ratio,cluster_2_avg_epsilon,cluster_throughput_variance,cluster_throughput_max_min_ratio,jain_fairness_index
37470000,2026-01-19T10:40:43.411248,1924967,397186,1677367,247599,412289,0.1794313903741911,0.30546458,0.20182389437302234,3971.86,12801.81,16773.67,4317.05,14932.62,19249.67,345.18,2130.81,2475.99,0.1794313903741911,305464.58,0.0030546457999999998,4122.89,0.0,0.0,0.20182389437302234,397186,1280181,1677367,247599,30546458,0.03,0.03,0.03,0,5,91,0,0,0,1,0,3,0,0,82.63,127,96,N/A,34,19859.882352941175,2553.0588235294117,0.15964168015490787,13274664,390431.29411764705,4582.911764705882,0.0,0.0,0,0.03,N/A,33,15032.939393939394,2364.848484848485,0.1767838271467579,7659374,232102.24242424243,3468.2727272727275,0.0,0.0,0,0.03,N/A,33,15334.666666666666,2507.7272727272725,0.20246835200937058,9612420,291285.45454545453,4303.545454545455,0.0,0.0,0,0.03,5417544619750.223,1.73312649310505,0.9503404800753794
37480000,2026-01-19T10:40:44.011972,1925509,397299,1677839,247669,412403,0.1794379249043287,0.30554801,0.20185923174931847,3972.99,12805.4,16778.39,4318.22,14936.87,19255.09,345.22,2131.47,2476.69,0.1794379249043287,305548.01,0.0030554800999999998,4124.03,0.0,0.0,0.20185923174931847,397299,1280540,1677839,247669,30554801,0.03,0.03,0.03,0,9,86,0,1,0,3,0,1,0,0,121.93,149,97,N/A,34,19865.676470588234,2553.764705882353,0.15964474388456554,13278585,390546.6176470588,4584.176470588235,0.0,0.0,0,0.03,N/A,33,15037.151515151516,2365.5151515151515,0.17679171529099033,7661495,232166.51515151514,3469.3636363636365,0.0,0.0,0,0.03,N/A,33,15338.787878787878,2508.4545454545455,0.2024771089016654,9614721,291355.1818181818,4304.606060606061,0.0,0.0,0,0.03,5421187920630.223,1.7331584762503924,0.9503345286886037
37490000,2026-01-19T10:40:44.598656,1926022,397397,1678284,247737,412531,0.17943969642010407,0.30562528,0.2018937595471838,3973.97,12808.87,16782.84,4319.34,14940.88,19260.22,345.36,2132.01,2477.37,0.17943969642010407,305625.28,0.0030562528,4125.31,0.0,0.0,0.2018937595471838,397397,1280887,1678284,247737,30562528,0.03,0.03,0.03,0,4,93,0,0,0,2,0,1,0,0,82.01,108,95,N/A,34,19871.647058823528,2554.470588235294,0.15964355893152812,13282220,390653.5294117647,4585.588235294118,0.0,0.0,0,0.03,N/A,33,15040.787878787878,2366.212121212121,0.1768085737007088,7663549,232228.75757575757,3470.5151515151515,0.0,0.0,0,0.03,N/A,33,15342.484848484848,2509.090909090909,0.20246683958227463,9616759,291416.9393939394,4305.878787878788,0.0,0.0,0,0.03,5424455272540.223,1.7331682749076178,0.9503299595033329
37500000,2026-01-19T10:40:45.205978,1926541,397510,1678740,247801,412626,0.1794379910781122,0.30571186,0.20192465137331322,3975.1,12812.3,16787.4,4320.51,14944.9,19265.41,345.41,2132.6,2478.01,0.1794379910781122,305711.86,0.0030571186,4126.26,0.0,0.0,0.20192465137331322,397510,1281230,1678740,247801,30571186,0.03,0.03,0.03,0,7,87,1,2,0,2,0,1,0,0,167.78,180,97,N/A,34,19877.441176470587,2555.294117647059,0.15965316749434932,13286128,390768.4705882353,4586.794117647059,0.0,0.0,0,0.03,N/A,33,15045.030303030304,2366.7272727272725,0.17679407508975864,7665870,232299.0909090909,3471.121212121212,0.0,0.0,0,0.03,N/A,33,15346.09090909091,2509.6666666666665,0.20246627075882753,9619188,291490.54545454547,4306.909090909091,0.0,0.0,0,0.03,5427688906587.556,1.7331533146270417,0.9503285694582052
37510000,2026-01-19T10:40:45.805014,1927053,397619,1679189,247863,412727,0.17943893693298726,0.30579516,0.20196027169441064,3976.19,12815.7,16791.89,4321.66,14948.87,19270.53,345.47,2133.16,2478.63,0.17943893693298726,305795.16,0.0030579516,4127.27,0.0,0.0,0.20196027169441064,397619,1281570,1679189,247863,30579516,0.03,0.03,0.03,0,2,94,0,1,0,2,0,1,0,0,152.22,176,96,N/A,34,19883.470588235294,2555.8529411764707,0.15963545940250443,13290141,390886.5,4587.735294117647,0.0,0.0,0,0.03,N/A,33,15049.121212121212,2367.3030303030305,0.17679140889955008,7667964,232362.54545454544,3472.060606060606,0.0,0.0,0,0.03,N/A,33,15349.39393939394,2510.3939393939395,0.20249004787661884,9621411,291557.9090909091,4308.060606060606,0.0,0.0,0,0.03,5431601023782.0,1.7332033640220532,0.9503202784575836
37520000,2026-01-19T10:40:46.420338,1927570,397734,1679647,247923,412818,0.179430963234828,0.30587952,0.201993086332747,3977.34,12819.13,16796.47,4322.88,14952.82,19275.7,345.54,2133.69,2479.23,0.179430963234828,305879.52,0.0030587952,4128.18,0.0,0.0,0.201993086332747,397734,1281913,1679647,247923,30587952,0.03,0.03,0.03,0,6,93,0,0,0,0,0,1,0,0,9.95,11,97,N/A,34,19890.08823529412,2556.5882352941176,0.15962268422025286,13294346,391010.17647058825,4588.941176470588,0.0,0.0,0,0.03,N/A,33,15052.60606060606,2367.757575757576,0.17678919238544766,7669970,232423.33333333334,3472.7272727272725,0.0,0.0,0,0.03,N/A,33,15352.969696969696,2511.0,0.202481263978013,9623636,291625.3333333333,4308.909090909091,0.0,0.0,0,0.03,5436058681448.0,1.7332983049477377,0.9503075917636031
37530000,2026-01-19T10:40:47.016227,1928075,397839,1680084,247991,412923,0.17943427770990822,0.30596207,0.20202808428266952,3978.39,12822.45,16800.84,4324.04,14956.71,19280.75,345.65,2134.26,2479.91,0.17943427770990822,305962.07,0.0030596206999999997,4129.23,0.0,0.0,0.20202808428266952,397839,1282245,1680084,247991,30596207,0.03,0.03,0.03,0,7,89,0,1,0,2,0,1,0,0,73.29,100,97,N/A,34,19895.41176470588,2557.264705882353,0.15962422876673796,13298028,391118.4705882353,4590.235294117647,0.0,0.0,0,0.03,N/A,33,15056.424242424242,2368.4545454545455,0.17679680163996173,7672085,232487.42424242425,3473.4242424242425,0.0,0.0,0,0.03,N/A,33,15356.90909090909,2511.6666666666665,0.20248210723645443,9626094,291699.8181818182,4310.060606060606,0.0,0.0,0,0.03,5439165012409.556,1.7333004000868082,0.950306100185393
37540000,2026-01-19T10:40:47.607914,1928582,397946,1680524,248057,413027,0.17943494838638124,0.30604621,0.20206192705253528,3979.46,12825.78,16805.24,4325.2,14960.62,19285.82,345.73,2134.84,2480.57,0.17943494838638124,306046.21,0.0030604621,4130.27,0.0,0.0,0.20206192705253528,397946,1282578,1680524,248057,30604621,0.03,0.03,0.03,0,4,93,0,0,0,1,0,2,0,0,61.03,127,49,N/A,34,19900.852941176472,2558.1470588235293,0.15963804409118523,13301383,391217.14705882355,4591.794117647059,0.0,0.0,0,0.03,N/A,33,15060.181818181818,2368.909090909091,0.1767906355244986,7674307,232554.75757575757,3474.0,0.0,0.0,0,0.03,N/A,33,15360.878787878788,2512.3030303030305,0.20247607173422333,9628931,291785.7878787879,4311.030303030303,0.0,0.0,0,0.03,5441271442606.222,1.7332357175703292,0.9503137845128238
37550000,2026-01-19T10:40:48.194411,1929097,398054,1680972,248124,413130,0.17943783916626022,0.30613125,0.20209753237186703,3980.54,12829.18,16809.72,4326.36,14964.61,19290.97,345.81,2135.43,2481.24,0.17943783916626022,306131.25,0.0030613125000000002,4131.3,0.0,0.0,0.20209753237186703,398054,1282918,1680972,248124,30613125,0.03,0.03,0.03,0,6,89,0,1,0,3,0,1,0,0,135.26,159,99,N/A,34,19906.558823529413,2559.0,0.1596477658970381,13305432,391336.23529411765,4593.117647058823,0.0,0.0,0,0.03,N/A,33,15064.212121212122,2369.5151515151515,0.1767955036913716,7676367,232617.18181818182,3474.909090909091,0.0,0.0,0,0.03,N/A,33,15364.545454545454,2512.848484848485,0.20246994710034733,9631326,291858.36363636365,4311.878787878788,0.0,0.0,0,0.03,5445254707238.0,1.7332980562289426,0.9503054677673217
37560000,2026-01-19T10:40:48.784180,1929606,398161,1681418,248187,413231,0.1794342204459468,0.30621549,0.20212891475634173,3981.61,12832.57,16814.18,4327.54,14968.52,19296.06,345.92,2135.95,2481.87,0.1794342204459468,306215.49,0.0030621549,4132.31,0.0,0.0,0.20212891475634173,398161,1283257,1681418,248187,30621549,0.03,0.03,0.03,0,3,92,0,0,0,2,0,3,0,0,121.57,161,93,N/A,34,19911.617647058825,2559.676470588235,0.1596569592695742,13308555,391428.0882352941,4594.5,0.0,0.0,0,0.03,N/A,33,15068.060606060606,2370.060606060606,0.1767889897229448,7678461,232680.63636363635,3475.757575757576,0.0,0.0,0,0.03,N/A,33,15369.0,2513.5151515151515,0.20245602329005996,9634533,291955.54545454547,4312.666666666667,0.0,0.0,0,0.03,5446957086056.0,1.7332320890866022,0.9503166914743917
37570000,2026-01-19T10:40:49.357664,1930128,398270,1681872,248255,413340,0.17943819278391404,0.30629874,0.20216552533249307,3982.7,12836.02,16818.72,4328.72,14972.56,19301.28,346.01,2136.54,2482.55,0.17943819278391404,306298.74,0.0030629874000000002,4133.4,0.0,0.0,0.20216552533249307,398270,1283602,1681872,248255,30629874,0.03,0.03,0.03,0,0,95,0,0,0,2,0,3,0,0,123.17,137,98,N/A,34,19917.08823529412,2560.3529411764707,0.1596571175257233,13312348,391539.64705882355,4595.764705882353,0.0,0.0,0,0.03,N/A,33,15072.30303030303,2370.7272727272725,0.17679914549489015,7680612,232745.81818181818,3476.7272727272725,0.0,0.0,0,0.03,N/A,33,15372.878787878788,2514.212121212121,0.20245774185410417,9636914,292027.69696969696,4313.69696969697,0.0,0.0,0,0.03,5450264775250.667,1.7332405282287402,0.9503136975241122
37580000,2026-01-19T10:40:50.001213,1930662,398381,1682340,248322,413457,0.17944421929491913,0.30638033,0.20220140549547974,3983.81,12839.59,16823.4,4329.9,14976.72,19306.62,346.09,2137.13,2483.22,0.17944421929491913,306380.33,0.0030638032999999996,4134.57,0.0,0.0,0.20220140549547974,398381,1283959,1682340,248322,30638033,0.03,0.03,0.03,0,10,89,0,0,0,0,0,1,0,0,16.37,103,93,N/A,34,19923.676470588234,2561.0882352941176,0.15965712153048717,13316514,391662.17647058825,4596.882352941177,0.0,0.0,0,0.03,N/A,33,15076.272727272728,2371.3636363636365,0.17680305335893906,7682795,232811.9696969697,3477.787878787879,0.0,0.0,0,0.03,N/A,33,15376.30303030303,2514.848484848485,0.20247209201849575,9638724,292082.54545454547,4315.030303030303,0.0,0.0,0,0.03,5454509700900.223,1.7332902934413843,0.9503020869702319
37590000,2026-01-19T10:40:50.597986,1931181,398490,1682800,248380,413555,0.17943128340458148,0.30646114,0.20222789627037915,3984.9,12843.1,16828.0,4331.06,14980.75,19311.81,346.15,2137.65,2483.8,0.17943128340458148,306461.14,0.0030646114,4135.55,0.0,0.0,0.20222789627037915,398490,1284310,1682800,248380,30646114,0.03,0.03,0.03,0,5,90,0,1,0,3,0,1,0,0,127.87,147,97,N/A,34,19928.970588235294,2561.764705882353,0.15965036455412027,13319997,391764.6176470588,4598.205882352941,0.0,0.0,0,0.03,N/A,33,15080.060606060606,2371.848484848485,0.17679359290281327,7684911,232876.0909090909,3478.3333333333335,0.0,0.0,0,0.03,N/A,33,15381.0,2515.4242424242425,0.20244931454015824,9641206,292157.75757575757,4316.090909090909,0.0,0.0,0,0.03,5457198619566.89,1.7332662668442094,0.9503037207769629
37600000,2026-01-19T10:40:51.444125,1931677,398593,1683232,248444,413658,0.1794267911361452,0.30654588,0.20225920574033715,3985.93,12846.39,16832.32,4332.19,14984.58,19316.77,346.25,2138.19,2484.44,0.1794267911361452,306545.88,0.0030654588,4136.58,0.0,0.0,0.20225920574033715,398593,1284639,1683232,248444,30654588,0.03,0.03,0.03,0,8,87,0,0,0,2,0,3,0,0,110.78,140,96,N/A,34,19933.735294117647,2562.5588235294117,0.15965392622585228,13323411,391865.0294117647,4599.617647058823,0.0,0.0,0,0.03,N/A,33,15084.454545454546,2372.5757575757575,0.1767988892000647,7687270,232947.57575757575,3479.3030303030305,0.0,0.0,0,0.03,N/A,33,15384.787878787878,2515.818181818182,0.20242673570707306,9643907,292239.6060606061,4316.787878787879,0.0,0.0,0,0.03,5459251489740.667,1.733178488592179,0.9503120716823894
37610000,2026-01-19T10:40:52.037032,1932199,398701,1683690,248508,413769,0.17942590642332523,0.30662795,0.2022927379786867,3987.01,12849.89,16836.9,4333.34,14988.65,19321.99,346.33,2138.75,2485.08,0.17942590642332523,306627.95,0.0030662794999999996,4137.69,0.0,0.0,0.2022927379786867,398701,1284989,1683690,248508,30662795,0.03,0.03,0.03,1,7,89,0,1,0,1,0,1,0,0,115.11,178,97,N/A,34,19939.529411764706,2563.1470588235293,0.15964084410573143,13327554,391986.8823529412,4600.794117647059,0.0,0.0,0,0.03,N/A,33,15088.515151515152,2373.181818181818,0.1768020718335002,7689106,233003.21212121213,3480.181818181818,0.0,0.0,0,0.03,N/A,33,15388.636363636364,2516.5454545454545,0.20243435067370147,9646135,292307.1212121212,4318.060606060606,0.0,0.0,0,0.03,5463878245456.223,1.733303455564275,0.9502973481337469
37620000,2026-01-19T10:40:52.639203,1932727,398808,1684144,248582,413889,0.17943124625476836,0.30670979,0.20233136262495038,3988.08,12853.36,16841.44,4334.51,14992.76,19327.27,346.42,2139.4,2485.82,0.17943124625476836,306709.79,0.0030670979,4138.89,0.0,0.0,0.20233136262495038,398808,1285336,1684144,248582,30670979,0.03,0.03,0.03,0,10,84,0,1,0,2,0,3,0,0,130.24,151,96,N/A,34,19945.176470588234,2564.0588235294117,0.15965289792809162,13331059,392089.9705882353,4602.235294117647,0.0,0.0,0,0.03,N/A,33,15092.757575757576,2373.757575757576,0.17680375235942905,7691581,233078.21212121213,3481.151515151515,0.0,0.0,0,0.03,N/A,33,15392.333333333334,2517.2727272727275,0.20243643236547162,9648339,292373.9090909091,4319.242424242424,0.0,0.0,0,0.03,5466115620160.89,1.733201405536781,0.9503032204037439
37630000,2026-01-19T10:40:53.251200,1933236,398909,1684584,248651,414013,0.17943598437007416,0.30678909,0.20236678506233674,3989.09,12856.75,16845.84,4335.63,14996.73,19332.36,346.53,2139.98,2486.51,0.17943598437007416,306789.09,0.0030678909,4140.13,0.0,0.0,0.20236678506233674,398909,1285675,1684584,248651,30678909,0.03,0.03,0.03,0,5,92,0,0,0,1,0,2,0,0,77.7,94,96,N/A,34,19950.676470588234,2564.970588235294,0.15967491266149467,13334502,392191.23529411765,4603.882352941177,0.0,0.0,0,0.03,N/A,33,15096.90909090909,2374.0,0.1767745078120846,7693785,233145.0,3481.757575757576,0.0,0.0,0,0.03,N/A,33,15395.848484848484,2518.181818181818,0.20245735299144874,9650622,292443.0909090909,4320.69696969697,0.0,0.0,0,0.03,5468652352562.0,1.7331524080800282,0.9503057261532778
37640000,2026-01-19T10:40:53.862442,1933711,399011,1684999,248711,414107,0.1794384554189983,0.30687266,0.20239867644544915,3990.11,12859.88,16849.99,4336.75,15000.36,19337.11,346.63,2140.48,2487.11,0.1794384554189983,306872.66,0.0030687266,4141.07,0.0,0.0,0.20239867644544915,399011,1285988,1684999,248711,30687266,0.03,0.03,0.03,0,6,91,0,0,0,1,0,2,0,0,87.0,145,74,N/A,34,19956.176470588234,2565.735294117647,0.15967744204593626,13338495,392308.67647058825,4604.941176470588,0.0,0.0,0,0.03,N/A,33,15100.181818181818,2374.3636363636365,0.17676829683334483,7695682,233202.48484848486,3482.4242424242425,0.0,0.0,0,0.03,N/A,33,15399.484848484848,2518.848484848485,0.2024684459647763,9653089,292517.8484848485,4321.787878787879,0.0,0.0,0,0.03,5472777566828.223,1.733244045167147,0.9502958399504089
37650000,2026-01-19T10:40:54.473721,1934221,399116,1685445,248775,414217,0.17943733448516813,0.3069536,0.20243137149203158,3991.16,12863.29,16854.45,4337.88,15004.33,19342.21,346.71,2141.04,2487.75,0.17943733448516813,306953.6,0.003069536,4142.17,0.0,0.0,0.20243137149203158,399116,1286329,1685445,248775,30695360,0.03,0.03,0.03,0,8,89,0,0,0,1,0,2,0,0,44.62,120,50,N/A,34,19961.235294117647,2566.5,0.159687636699606,13341841,392407.0882352941,4606.35294117647,0.0,0.0,0,0.03,N/A,33,15104.454545454546,2374.969696969697,0.1767679640953125,7697825,233267.42424242425,3483.3939393939395,0.0,0.0,0,0.03,N/A,33,15403.515151515152,2519.3939393939395,0.20245487835105747,9655694,292596.7878787879,4322.69696969697,0.0,0.0,0,0.03,5475094148336.223,1.7331961950291153,0.9503007635208003
37660000,2026-01-19T10:40:55.098773,1934714,399219,1685876,248838,414321,0.17943555820452814,0.30703686,0.2024630539063715,3992.19,12866.57,16858.76,4338.98,15008.16,19347.14,346.79,2141.59,2488.38,0.17943555820452814,307036.86,0.0030703686,4143.21,0.0,0.0,0.2024630539063715,399219,1286657,1685876,248838,30703686,0.03,0.03,0.03,0,3,97,0,0,0,0,0,0,0,0,14.9,109,98,N/A,34,19966.529411764706,2567.294117647059,0.15969786081236162,13345440,392512.9411764706,4607.764705882353,0.0,0.0,0,0.03,N/A,33,15108.484848484848,2375.3939393939395,0.17675459272422045,7699936,233331.39393939395,3483.969696969697,0.0,0.0,0,0.03,N/A,33,15407.09090909091,2520.060606060606,0.2024523331191892,9658310,292676.0606060606,4323.818181818182,0.0,0.0,0,0.03,5477985752754.667,1.7331884316960557,0.9503014445819045
37670000,2026-01-19T10:40:55.774890,1935268,399330,1686357,248911,414442,0.17944042377587457,0.30711657,0.20250073494340495,3993.3,12870.27,16863.57,4340.18,15012.5,19352.68,346.88,2142.23,2489.11,0.17944042377587457,307116.57,0.0030711656999999996,4144.42,0.0,0.0,0.20250073494340495,399330,1287027,1686357,248911,30711657,0.03,0.03,0.03,0,5,89,0,3,0,2,0,1,0,0,103.47,125,96,N/A,34,19971.382352941175,2567.970588235294,0.15970657531567303,13348265,392596.0294117647,4609.323529411765,0.0,0.0,0,0.03,N/A,33,15113.39393939394,2376.121212121212,0.17675534580512797,7702500,233409.0909090909,3485.030303030303,0.0,0.0,0,0.03,N/A,33,15411.757575757576,2520.848484848485,0.20245734561470768,9660892,292754.30303030304,4324.818181818182,0.0,0.0,0,0.03,5478520144668.667,1.7329782538136969,0.9503213526570721
37680000,2026-01-19T10:40:56.400792,1935783,399435,1686806,248976,414556,0.17944515483222806,0.30719646,0.2025335634792399,3994.35,12873.71,16868.06,4341.33,15016.5,19357.83,346.97,2142.79,2489.76,0.17944515483222806,307196.46,0.0030719646,4145.56,0.0,0.0,0.2025335634792399,399435,1287371,1686806,248976,30719646,0.03,0.03,0.03,0,6,90,0,0,0,2,0,2,0,0,41.4,92,45,N/A,34,19976.5,2568.676470588235,0.15972018502770485,13351402,392688.29411764705,4610.764705882353,0.0,0.0,0,0.03,N/A,33,15117.272727272728,2376.6363636363635,0.17675770379623848,7704787,233478.39393939395,3485.939393939394,0.0,0.0,0,0.03,N/A,33,15416.212121212122,2521.5757575757575,0.2024553020304536,9663457,292832.0303030303,4325.878787878788,0.0,0.0,0,0.03,5480176383350.0,1.7328710060381942,0.9503316398713358
37690000,2026-01-19T10:40:56.997226,1936306,399544,1687261,249045,414664,0.17944688472015954,0.30727863,0.20256943093215862,3995.44,12877.17,16872.61,4342.55,15020.51,19363.06,347.11,2143.34,2490.45,0.17944688472015954,307278.63,0.0030727862999999998,4146.64,0.0,0.0,0.20256943093215862,399544,1287717,1687261,249045,30727863,0.03,0.03,0.03,0,6,89,0,1,0,3,0,1,0,0,99.62,116,95,N/A,34,19982.20588235294,2569.3529411764707,0.15971260704373844,13355055,392795.73529411765,4611.941176470588,0.0,0.0,0,0.03,N/A,33,15121.363636363636,2377.121212121212,0.17674741564034552,7706969,233544.51515151514,3486.848484848485,0.0,0.0,0,0.03,N/A,33,15420.030303030304,2522.4848484848485,0.2024786398908317,9665839,292904.2121212121,4327.030303030303,0.0,0.0,0,0.03,5483151314994.667,1.7328543815344268,0.950331271207812
37700000,2026-01-19T10:40:57.597385,1936813,399649,1687702,249110,414771,0.17944503212780094,0.30735907,0.20259984122341218,3996.49,12880.53,16877.02,4343.73,15024.4,19368.13,347.23,2143.87,2491.1,0.17944503212780094,307359.07,0.0030735907,4147.71,0.0,0.0,0.20259984122341218,399649,1288053,1687702,249110,30735907,0.03,0.03,0.03,0,6,90,0,0,0,1,0,3,0,0,84.75,123,97,N/A,34,19988.0,2570.176470588235,0.15972051659356346,13358677,392902.26470588235,4613.294117647059,0.0,0.0,0,0.03,N/A,33,15124.575757575758,2377.4242424242425,0.17672887557592065,7709053,233607.66666666666,3487.4242424242425,0.0,0.0,0,0.03,N/A,33,15424.212121212122,2523.3030303030305,0.20248341680586532,9668177,292975.0606060606,4328.30303030303,0.0,0.0,0,0.03,5486245382083.556,1.7328557735950187,0.9503293532833108
37710000,2026-01-19T10:40:58.192082,1937338,399758,1688160,249177,414880,0.17944687404696644,0.30743975,0.20263418168140526,3997.58,12884.02,16881.6,4344.92,15028.46,19373.38,347.33,2144.44,2491.77,0.17944687404696644,307439.75,0.0030743975,4148.8,0.0,0.0,0.20263418168140526,399758,1288402,1688160,249177,30743975,0.03,0.03,0.03,0,7,89,0,0,0,2,0,2,0,0,72.91,111,96,N/A,34,19994.117647058825,2570.735294117647,0.1597075868491865,13362433,393012.73529411765,4614.323529411765,0.0,0.0,0,0.03,N/A,33,15128.545454545454,2378.212121212121,0.1767426533736595,7711031,233667.60606060605,3488.5454545454545,0.0,0.0,0,0.03,N/A,33,15427.818181818182,2523.969696969697,0.20248854213616788,9670511,293045.7878787879,4329.424242424242,0.0,0.0,0,0.03,5489799387787.556,1.732898363396542,0.9503235623485884
37720000,2026-01-19T10:40:58.784505,1937899,399872,1688652,249246,414999,0.1794427800624607,0.30752035,0.20266772931506685,3998.72,12887.8,16886.52,4346.14,15032.85,19378.99,347.41,2145.05,2492.46,0.1794427800624607,307520.35,0.0030752035,4149.99,0.0,0.0,0.20266772931506685,399872,1288780,1688652,249246,30752035,0.03,0.03,0.03,0,5,90,0,0,0,4,0,1,0,0,87.36,121,97,N/A,34,19999.41176470588,2571.764705882353,0.15972721290948066,13365591,393105.6176470588,4616.058823529412,0.0,0.0,0,0.03,N/A,33,15133.545454545454,2378.6666666666665,0.17671982226628083,7713504,233742.54545454544,3489.3636363636365,0.0,0.0,0,0.03,N/A,33,15432.272727272728,2524.5454545454545,0.2024787464404988,9672940,293119.3939393939,4330.424242424242,0.0,0.0,0,0.03,5491238700162.89,1.73275219666704,0.9503359350696207
37730000,2026-01-19T10:40:59.387941,1938401,399975,1689090,249311,415110,0.1794401177586061,0.30760174,0.2026985276011928,3999.75,12891.15,16890.9,4347.26,15036.75,19384.01,347.51,2145.6,2493.11,0.1794401177586061,307601.74,0.0030760174,4151.1,0.0,0.0,0.2026985276011928,399975,1289115,1689090,249311,30760174,0.03,0.03,0.03,0,8,89,0,1,0,2,0,0,0,0,45.79,116,97,N/A,34,20005.08823529412,2572.529411764706,0.15972675281547513,13369280,393214.1176470588,4617.529411764706,0.0,0.0,0,0.03,N/A,33,15137.30303030303,2379.2727272727275,0.1767177660940972,7715599,233806.0303030303,3490.030303030303,0.0,0.0,0,0.03,N/A,33,15435.939393939394,2525.121212121212,0.20247320906149235,9675295,293190.75757575757,4331.606060606061,0.0,0.0,0,0.03,5494449160266.889,1.7327598284980854,0.9503333287696759
37740000,2026-01-19T10:40:59.977088,1938942,400085,1689559,249382,415227,0.1794470066774849,0.30768407,0.20273741997437125,4000.85,12894.74,16895.59,4348.49,15040.93,19389.42,347.63,2146.19,2493.82,0.1794470066774849,307684.07,0.0030768406999999998,4152.27,0.0,0.0,0.20273741997437125,400085,1289474,1689559,249382,30768407,0.03,0.03,0.03,0,6,90,0,0,0,1,0,3,0,0,129.68,166,98,N/A,34,20011.529411764706,2573.294117647059,0.15972784996615288,13373380,393334.70588235295,4618.794117647059,0.0,0.0,0,0.03,N/A,33,15141.363636363636,2379.878787878788,0.17672062076135636,7717755,233871.36363636365,3491.090909090909,0.0,0.0,0,0.03,N/A,33,15439.454545454546,2525.878787878788,0.20249009950831906,9677272,293250.6666666667,4332.787878787879,0.0,0.0,0,0.03,5498557262397.556,1.7328070144750642,0.9503233133199236
37750000,2026-01-19T10:41:00.572170,1939446,400191,1690001,249444,415329,0.17944583483305432,0.30776458,0.202768380321887,4001.91,12898.1,16900.01,4349.62,15044.84,19394.46,347.7,2146.74,2494.44,0.17944583483305432,307764.58,0.0030776458000000002,4153.29,0.0,0.0,0.202768380321887,400191,1289810,1690001,249444,30776458,0.03,0.03,0.03,0,2,93,0,1,0,3,0,1,0,0,106.13,127,99,N/A,34,20017.147058823528,2574.029411764706,0.15973100093675602,13377150,393445.5882352941,4620.058823529412,0.0,0.0,0,0.03,N/A,33,15145.333333333334,2380.4242424242425,0.17672064857578196,7719845,233934.69696969696,3491.969696969697,0.0,0.0,0,0.03,N/A,33,15443.09090909091,2526.4545454545455,0.20248327419560377,9679463,293317.0606060606,4333.69696969697,0.0,0.0,0,0.03,5502010190990.889,1.7328262419776563,0.9503183791765104
