tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav,cluster_0_send_probability,cluster_0_n_nodes,cluster_0_avg_packet_sent,cluster_0_avg_packet_loss,cluster_0_avg_packet_loss_pct,cluster_0_total_throughput,cluster_0_avg_throughput_per_node,cluster_0_avg_timeout_retry,cluster_0_avg_cw_enters,cluster_0_avg_cw_increase,cluster_0_cw_increase_ratio,cluster_0_avg_epsilon,cluster_1_send_probability,cluster_1_n_nodes,cluster_1_avg_packet_sent,cluster_1_avg_packet_loss,cluster_1_avg_packet_loss_pct,cluster_1_total_throughput,cluster_1_avg_throughput_per_node,cluster_1_avg_timeout_retry,cluster_1_avg_cw_enters,cluster_1_avg_cw_increase,cluster_1_cw_increase_ratio,cluster_1_avg_epsilon,cluster_2_send_probability,cluster_2_n_nodes,cluster_2_avg_packet_sent,cluster_2_avg_packet_loss,cluster_2_avg_packet_loss_pct,cluster_2_total_throughput,cluster_2_avg_throughput_per_node,cluster_2_avg_timeout_retry,cluster_2_avg_cw_enters,cluster_2_avg_cw_increase,cluster_2_cw_increase_ratio,cluster_2_avg_epsilon,cluster_throughput_variance,cluster_throughput_max_min_ratio,jain_fairness_index
28320000,2026-01-19T10:31:01.159368,1453443,300136,1266751,186692,310659,0.17820934987213807,0.23083221,0.17516310932427892,3001.36,9666.15,12667.51,3259.23,11275.2,14534.43,257.87,1609.05,1866.92,0.17820934987213807,230832.21,0.0023083221000000003,3106.59,0.0,0.0,0.17516310932427892,300136,966615,1266751,186692,23083221,0.03,0.03,0.03,1,9,88,0,1,0,1,0,0,0,0,26.4,110,98,N/A,34,14861.529411764706,1912.0588235294117,0.1584608912617384,9928893,292026.26470588235,3412.1176470588234,0.0,0.0,0,0.03,N/A,33,11465.545454545454,1791.7878787878788,0.17582019463091525,5865884,177754.0606060606,2649.0,0.0,0.0,0,0.03,N/A,33,11608.969696969696,1895.5454545454545,0.20094540186346965,7288444,220861.9393939394,3249.3939393939395,0.0,0.0,0,0.03,2833743334364.6665,1.6926507581806935,0.9543221949770097
28330000,2026-01-19T10:31:01.766747,1453940,300242,1267185,186754,310755,0.1782057895452919,0.230915,0.1751812925500283,3002.42,9669.43,12671.85,3260.38,11279.02,14539.4,257.95,1609.59,1867.54,0.1782057895452919,230915.0,0.0023091500000000003,3107.55,0.0,0.0,0.1751812925500283,300242,966943,1267185,186754,23091500,0.03,0.03,0.03,0,8,87,0,0,0,2,0,3,0,0,91.26,139,96,N/A,34,14866.70588235294,1912.5882352941176,0.15844437807689013,9932682,292137.70588235295,3413.176470588235,0.0,0.0,0,0.03,N/A,33,11469.545454545454,1792.3939393939395,0.17581269588570964,5868052,177819.75757575757,2649.939393939394,0.0,0.0,0,0.03,N/A,33,11612.787878787878,1896.2727272727273,0.2009591253238335,7290766,220932.30303030304,3250.2727272727275,0.0,0.0,0,0.03,2836116923750.222,1.6926710942575152,0.9543169603888927
28340000,2026-01-19T10:31:02.924135,1454457,300349,1267641,186815,310862,0.17819854397166754,0.2309967,0.17520013165612397,3003.49,9672.92,12676.41,3261.57,11283.0,14544.57,258.07,1610.08,1868.15,0.17819854397166754,230996.7,0.002309967,3108.62,0.0,0.0,0.17520013165612397,300349,967292,1267641,186815,23099670,0.03,0.03,0.03,0,0,97,0,0,0,1,0,2,0,0,97.07,159,74,N/A,34,14872.117647058823,1913.3235294117646,0.15844691015079504,9936017,292235.79411764705,3414.5588235294117,0.0,0.0,0,0.03,N/A,33,11473.333333333334,1792.909090909091,0.17580522677401034,5870198,177884.78787878787,2650.6969696969695,0.0,0.0,0,0.03,N/A,33,11617.242424242424,1896.8484848484848,0.20094202934840544,7293455,221013.78787878787,3251.3333333333335,0.0,0.0,0,0.03,2837742061406.0,1.6926204192771692,0.9543228299658068
28350000,2026-01-19T10:31:04.380871,1454992,300462,1268110,186882,310970,0.17819587137710527,0.23108136,0.17522203588050267,3004.62,9676.48,12681.1,3262.79,11287.13,14549.92,258.17,1610.65,1868.82,0.17819587137710527,231081.36,0.0023108136000000003,3109.7,0.0,0.0,0.17522203588050267,300462,967648,1268110,186882,23108136,0.03,0.03,0.03,0,8,91,0,0,0,0,0,1,0,0,20.64,103,96,N/A,34,14878.470588235294,1914.3235294117646,0.15845571397206418,9939911,292350.32352941175,3416.0588235294117,0.0,0.0,0,0.03,N/A,33,11477.212121212122,1793.2121212121212,0.17578162758758775,5872455,177953.18181818182,2651.2727272727275,0.0,0.0,0,0.03,N/A,33,11621.030303030304,1897.5454545454545,0.20094845915969542,7295770,221083.9393939394,3252.4848484848485,0.0,0.0,0,0.03,2840167281004.6665,1.6926329788819157,0.9543175376741997
28360000,2026-01-19T10:31:05.106550,1455513,300570,1268563,186949,311075,0.17819903177768537,0.23116444,0.17524587436520858,3005.7,9679.93,12685.63,3264.01,11291.12,14555.13,258.3,1611.19,1869.49,0.17819903177768537,231164.44,0.0023116444,3110.75,0.0,0.0,0.17524587436520858,300570,967993,1268563,186949,23116444,0.03,0.03,0.03,0,6,91,0,0,0,1,0,2,0,0,43.68,112,39,N/A,34,14884.35294117647,1915.235294117647,0.1584747284286928,9943803,292464.79411764705,3417.5588235294117,0.0,0.0,0,0.03,N/A,33,11480.848484848484,1793.6969696969697,0.17577365754849378,5874415,178012.57575757575,2651.6969696969695,0.0,0.0,0,0.03,N/A,33,11625.060606060606,1898.1515151515152,0.2009464155179602,7298226,221158.36363636365,3253.6969696969695,0.0,0.0,0,0.03,2842914902354.889,1.6927307655315464,0.9543067237589347
28370000,2026-01-19T10:31:06.273066,1456024,300677,1269008,187015,311178,0.17819934525862027,0.23124785,0.17526901436800535,3006.77,9683.31,12690.08,3265.18,11295.06,14560.24,258.4,1611.75,1870.15,0.17819934525862027,231247.85,0.0023124785,3111.78,0.0,0.0,0.17526901436800535,300677,968331,1269008,187015,23124785,0.03,0.03,0.03,0,5,91,0,0,0,2,0,2,0,0,120.11,148,98,N/A,34,14890.382352941177,1916.1764705882354,0.15848946097064426,9948189,292593.79411764705,3418.735294117647,0.0,0.0,0,0.03,N/A,33,11483.60606060606,1794.090909090909,0.17577190454435712,5875683,178051.0,2652.3939393939395,0.0,0.0,0,0.03,N/A,33,11629.575757575758,1898.7878787878788,0.20093393948170718,7300913,221239.78787878787,3254.909090909091,0.0,0.0,0,0.03,2847183988123.5557,1.6931119326893571,0.9542727426489732
28380000,2026-01-19T10:31:07.030090,1456556,300786,1269475,187080,311292,0.17820082442961271,0.2313287,0.1752892678296598,3007.86,9686.89,12694.75,3266.33,11299.23,14565.56,258.46,1612.34,1870.8,0.17820082442961271,231328.7,0.002313287,3112.92,0.0,0.0,0.1752892678296598,300786,968689,1269475,187080,23132870,0.03,0.03,0.03,0,6,91,0,0,0,1,0,2,0,0,123.52,153,94,N/A,34,14896.058823529413,1916.8529411764705,0.15848923791503447,9951766,292699.0,3420.0588235294117,0.0,0.0,0,0.03,N/A,33,11487.666666666666,1794.6969696969697,0.17577540570896752,5877887,178117.78787878787,2653.242424242424,0.0,0.0,0,0.03,N/A,33,11633.818181818182,1899.4545454545455,0.2009351504683082,7303217,221309.60606060605,3256.151515151515,0.0,0.0,0,0.03,2849207502326.889,1.693085627539284,0.9542722483675569
28390000,2026-01-19T10:31:08.196774,1457071,300891,1269923,187147,311404,0.17820205190571298,0.2314097,0.1753104638792109,3008.91,9690.32,12699.23,3267.46,11303.25,14570.71,258.54,1612.93,1871.47,0.17820205190571298,231409.7,0.0023140969999999998,3114.04,0.0,0.0,0.1753104638792109,300891,969032,1269923,187147,23140970,0.03,0.03,0.03,0,7,88,0,0,0,3,0,2,0,0,92.23,124,96,N/A,34,14901.676470588236,1917.6764705882354,0.1584961191424228,9955392,292805.64705882355,3421.470588235294,0.0,0.0,0,0.03,N/A,33,11491.30303030303,1795.060606060606,0.175751348812591,5879590,178169.39393939395,2653.909090909091,0.0,0.0,0,0.03,N/A,33,11637.969696969696,1900.2727272727273,0.2009558372398006,7305988,221393.57575757575,3257.4242424242425,0.0,0.0,0,0.03,2851790528091.555,1.6932119416489926,0.9542632589461514
28400000,2026-01-19T10:31:09.002011,1457588,301000,1270377,187210,311506,0.17819903603440776,0.23149432,0.17532853132622822,3010.0,9693.77,12703.77,3268.61,11307.27,14575.88,258.6,1613.5,1872.1,0.17819903603440776,231494.32,0.0023149432,3115.06,0.0,0.0,0.17532853132622822,301000,969377,1270377,187210,23149432,0.03,0.03,0.03,0,3,91,0,1,0,3,0,2,0,0,55.86,115,54,N/A,34,14907.235294117647,1918.3235294117646,0.15849484153612797,9959396,292923.4117647059,3422.6176470588234,0.0,0.0,0,0.03,N/A,33,11495.424242424242,1795.5454545454545,0.17572682106749846,5881486,178226.84848484848,2654.757575757576,0.0,0.0,0,0.03,N/A,33,11641.878787878788,1901.030303030303,0.200972542302575,7308550,221471.21212121213,3258.4848484848485,0.0,0.0,0,0.03,2854760682656.889,1.6933468854639797,0.9542497378957647
28410000,2026-01-19T10:31:09.631272,1458101,301105,1270826,187274,311615,0.17819941778793066,0.23157676,0.1753492243178462,3011.05,9697.21,12708.26,3269.79,11311.22,14581.01,258.73,1614.01,1872.74,0.17819941778793066,231576.76,0.0023157676,3116.15,0.0,0.0,0.1753492243178462,301105,969721,1270826,187274,23157676,0.03,0.03,0.03,0,2,94,0,0,0,1,0,3,0,0,62.88,115,96,N/A,34,14913.29411764706,1918.9117647058824,0.15848313210752024,9963439,293042.32352941175,3423.6176470588234,0.0,0.0,0,0.03,N/A,33,11498.848484848484,1796.060606060606,0.1757372684165608,5883224,178279.51515151514,2655.6969696969695,0.0,0.0,0,0.03,N/A,33,11645.818181818182,1901.8484848484848,0.2009753160421476,7311013,221545.84848484848,3259.818181818182,0.0,0.0,0,0.03,2858011062246.889,1.6935338515072689,0.9542311442374962
28420000,2026-01-19T10:31:10.272312,1458628,301212,1271284,187344,311732,0.17820488599344447,0.23165978,0.175373892274589,3012.12,9700.72,12712.84,3270.96,11315.32,14586.28,258.84,1614.6,1873.44,0.17820488599344447,231659.78,0.0023165978,3117.32,0.0,0.0,0.175373892274589,301212,970072,1271284,187344,23165978,0.03,0.03,0.03,1,10,86,0,1,0,1,0,1,0,0,37.07,109,97,N/A,34,14919.235294117647,1919.5882352941176,0.1584809303474842,9967342,293157.1176470588,3424.8529411764707,0.0,0.0,0,0.03,N/A,33,11503.09090909091,1796.8484848484848,0.17574542174041383,5885533,178349.48484848486,2656.818181818182,0.0,0.0,0,0.03,N/A,33,11649.333333333334,1902.4848484848485,0.20098600151807056,7313103,221609.18181818182,3260.969696969697,0.0,0.0,0,0.03,2860456165166.889,1.69353259934147,0.9542251041229243
28430000,2026-01-19T10:31:10.908103,1459162,301321,1271747,187414,311851,0.17821243862211175,0.23173949,0.17540178438528828,3013.21,9704.26,12717.47,3272.12,11319.5,14591.62,258.9,1615.24,1874.14,0.17821243862211175,231739.49,0.0023173949,3118.51,0.0,0.0,0.17540178438528828,301321,970426,1271747,187414,23173949,0.03,0.03,0.03,0,2,93,0,0,0,2,0,3,0,0,118.07,142,98,N/A,34,14925.5,1920.1470588235295,0.15845964433498605,9971246,293271.9411764706,3425.9411764705883,0.0,0.0,0,0.03,N/A,33,11507.545454545454,1797.6060606060605,0.1757631507835781,5887687,178414.75757575757,2658.0,0.0,0.0,0,0.03,N/A,33,11652.454545454546,1903.2727272727273,0.20101309027162337,7315016,221667.15151515152,3262.2727272727275,0.0,0.0,0,0.03,2863142221513.5557,1.693576102126353,0.9542141592193044
28440000,2026-01-19T10:31:11.552086,1459688,301430,1272206,187481,311964,0.1782106981275627,0.23182101,0.17542602793446294,3014.3,9707.76,12722.06,3273.29,11323.59,14596.88,258.98,1615.83,1874.81,0.1782106981275627,231821.01,0.0023182101,3119.64,0.0,0.0,0.17542602793446294,301430,970776,1272206,187481,23182101,0.03,0.03,0.03,0,8,89,0,0,0,1,0,2,0,0,85.9,115,96,N/A,34,14931.35294117647,1920.7941176470588,0.15845135752032574,9975099,293385.26470588235,3427.205882352941,0.0,0.0,0,0.03,N/A,33,11511.060606060606,1798.3636363636363,0.17577190222654168,5889321,178464.27272727274,2658.939393939394,0.0,0.0,0,0.03,N/A,33,11656.818181818182,1903.878787878788,0.20100760253300967,7317681,221747.9090909091,3263.4545454545455,0.0,0.0,0,0.03,2866184953512.0,1.6937604521811598,0.9541984836910233
28450000,2026-01-19T10:31:12.431634,1460236,301543,1272685,187550,312075,0.17820557955791297,0.23190531,0.1754485267897959,3015.43,9711.42,12726.85,3274.51,11327.85,14602.36,259.07,1616.43,1875.5,0.17820557955791297,231905.31,0.0023190531,3120.75,0.0,0.0,0.1754485267897959,301543,971142,1272685,187550,23190531,0.03,0.03,0.03,0,5,88,0,1,0,4,0,2,0,0,115.02,134,97,N/A,34,14937.970588235294,1921.4411764705883,0.15843071683306997,9979377,293511.0882352941,3428.294117647059,0.0,0.0,0,0.03,N/A,33,11515.151515151516,1799.030303030303,0.17576660613715725,5891201,178521.24242424243,2660.121212121212,0.0,0.0,0,0.03,N/A,33,11660.424242424242,1904.6363636363637,0.20101865396790092,7319953,221816.75757575757,3264.5151515151515,0.0,0.0,0,0.03,2869672366250.6665,1.6939461070841073,0.9541771143259398
28460000,2026-01-19T10:31:13.842672,1460650,301615,1273038,187611,312220,0.17821347407550958,0.23195918,0.17547682431198053,3016.15,9714.23,12730.38,3275.28,11331.22,14606.5,259.13,1616.98,1876.11,0.17821347407550958,231959.18,0.0023195918,3122.2,0.0,0.0,0.17547682431198053,301615,971423,1273038,187611,23195918,0.03,0.03,0.03,0,7,91,0,1,0,1,0,0,0,0,33.86,38,97,N/A,34,14942.911764705883,1922.3235294117646,0.15843952839798084,9982227,293594.9117647059,3430.1176470588234,0.0,0.0,0,0.03,N/A,33,11518.454545454546,1799.4848484848485,0.17577010459002224,5892353,178556.15151515152,2661.6969696969695,0.0,0.0,0,0.03,N/A,33,11662.727272727272,1905.121212121212,0.20102999971360233,7321338,221858.72727272726,3265.4545454545455,0.0,0.0,0,0.03,2872155304046.889,1.6940986054297833,0.9541596075609268
