tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
0,2026-01-19T16:43:24.713549,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.03,0.03,0.03,500,0,0,0,0,0,0,0,0,0,0,0.0,0,0
10000,2026-01-19T16:43:31.083962,1221,96,780,440,840,0.38157749443538913,0.0009024,0.3003773199023199,0.192,1.368,1.56,0.282,2.16,2.442,0.09,0.79,0.88,0.38157749443538913,18.048,1.8048e-06,1.68,0.0,0.0,0.3003773199023199,96,684,780,440,9024,0.03,0.03,0.03,0,93,386,0,7,0,12,0,2,0,0,57.188,103,490
20000,2026-01-19T16:43:35.391158,2392,197,1535,856,1644,0.6525238019061549,0.0018297,0.32484038257480613,0.394,2.676,3.07,0.566,4.218,4.784,0.172,1.54,1.712,0.6525238019061549,36.594,3.6594e-06,3.288,0.0,0.0,0.32484038257480613,197,1338,1535,856,18297,0.03,0.03,0.03,0,46,433,0,3,0,12,0,6,0,0,83.794,177,487
30000,2026-01-19T16:43:39.420798,3516,284,2265,1250,2444,0.726732420662838,0.0027207,0.33018599345187727,0.568,3.962,4.53,0.846,6.186,7.032,0.276,2.224,2.5,0.726732420662838,54.414,5.4414e-06,4.888,0.0,0.0,0.33018599345187727,284,1981,2265,1250,27207,0.03,0.03,0.03,0,33,452,0,4,0,7,0,4,0,0,85.726,127,461
40000,2026-01-19T16:43:43.643764,4679,377,3030,1648,3242,0.7751987652872155,0.0036133,0.3353147905214033,0.754,5.306,6.06,1.164,8.194,9.358,0.408,2.888,3.296,0.7751987652872155,72.266,7.2265999999999996e-06,6.484,0.0,0.0,0.3353147905214033,377,2653,3030,1648,36133,0.03,0.03,0.03,0,32,449,0,7,0,8,0,4,0,0,115.032,145,489
50000,2026-01-19T16:43:47.601307,5830,470,3782,2047,4042,0.7989505721633834,0.0045079,0.3458985653269659,0.94,6.624,7.564,1.456,10.204,11.66,0.514,3.58,4.094,0.7989505721633834,90.158,9.0158e-06,8.084,0.0,0.0,0.3458985653269659,470,3312,3782,2047,45079,0.03,0.03,0.03,0,34,450,0,3,0,9,0,4,0,0,76.762,123,411
60000,2026-01-19T16:43:51.533582,6942,570,4500,2441,4799,0.7917692241033519,0.0054231,0.34917782210795445,1.14,7.86,9.0,1.73,12.154,13.884,0.588,4.294,4.882,0.7917692241033519,108.462,1.08462e-05,9.598,0.0,0.0,0.34917782210795445,570,3930,4500,2441,54231,0.03,0.03,0.03,0,34,446,0,4,0,11,0,5,0,0,89.816,147,492
70000,2026-01-19T16:43:55.442932,8067,667,5230,2836,5575,0.785809492178641,0.0063291,0.3479216608796671,1.334,9.126,10.46,2.014,14.12,16.134,0.678,4.994,5.672,0.785809492178641,126.582,1.26582e-05,11.15,0.0,0.0,0.3479216608796671,667,4563,5230,2836,63291,0.03,0.03,0.03,0,37,448,0,3,0,11,0,1,0,0,50.864,99,366
80000,2026-01-19T16:43:59.312660,9211,762,5976,3235,6359,0.7747668898718911,0.0072649,0.35066113792437165,1.524,10.428,11.952,2.31,16.112,18.422,0.786,5.684,6.47,0.7747668898718911,145.298,1.4529800000000001e-05,12.718,0.0,0.0,0.35066113792437165,762,5214,5976,3235,72649,0.03,0.03,0.03,0,21,460,1,5,0,10,0,3,0,0,141.456,181,488
90000,2026-01-19T16:44:03.604601,10280,848,6686,3593,7092,0.7769945767367873,0.0081486,0.34967264368056794,1.696,11.676,13.372,2.574,17.986,20.56,0.876,6.31,7.186,0.7769945767367873,162.972,1.62972e-05,14.184,0.0,0.0,0.34967264368056794,848,5838,6686,3593,81486,0.03,0.03,0.03,0,28,443,0,8,0,16,0,5,0,0,109.038,137,487
100000,2026-01-19T16:44:07.531409,11434,935,7458,3976,7907,0.7697788091156926,0.0090358,0.352549807884296,1.87,13.046,14.916,2.854,20.014,22.868,0.984,6.968,7.952,0.7697788091156926,180.716,1.80716e-05,15.814,0.0,0.0,0.352549807884296,935,6523,7458,3976,90358,0.03,0.03,0.03,0,24,455,0,6,0,12,0,3,0,0,87.094,133,491
110000,2026-01-19T16:44:11.431883,12627,1026,8243,4383,8732,0.7638059588641033,0.0099326,0.3550424023921384,2.052,14.434,16.486,3.164,22.09,25.254,1.11,7.656,8.766,0.7638059588641033,198.652,1.98652e-05,17.464,0.0,0.0,0.3550424023921384,1026,7217,8243,4383,99326,0.03,0.03,0.03,0,28,446,0,8,0,13,0,5,0,0,143.732,169,488
120000,2026-01-19T16:44:15.353763,13746,1109,8977,4769,9532,0.7684065088137131,0.0108161,0.3559015701234576,2.218,15.736,17.954,3.45,24.042,27.492,1.232,8.306,9.538,0.7684065088137131,216.322,2.16322e-05,19.064,0.0,0.0,0.3559015701234576,1109,7868,8977,4769,108161,0.03,0.03,0.03,0,29,458,1,2,0,9,0,1,0,0,91.124,181,488
130000,2026-01-19T16:44:19.228607,14816,1196,9670,5146,10282,0.7736543749883356,0.0117217,0.3585765584237265,2.392,16.948,19.34,3.7,25.932,29.632,1.308,8.984,10.292,0.7736543749883356,234.434,2.34434e-05,20.564,0.0,0.0,0.3585765584237265,1196,8474,9670,5146,117217,0.03,0.03,0.03,1,30,453,0,6,0,8,0,2,0,0,84.172,143,472
140000,2026-01-19T16:44:23.222627,15880,1290,10362,5517,10999,0.7701905898870954,0.0126275,0.3617925126855375,2.58,18.144,20.724,3.974,27.786,31.76,1.392,9.642,11.034,0.7701905898870954,252.55,2.5255e-05,21.998,0.0,0.0,0.3617925126855375,1290,9072,10362,5517,126275,0.03,0.03,0.03,0,15,463,0,8,0,10,0,4,0,0,86.49,127,489
150000,2026-01-19T16:44:27.059317,17003,1376,11104,5898,11790,0.7755127008660134,0.0135116,0.36343271745418626,2.752,19.456,22.208,4.262,29.744,34.006,1.508,10.288,11.796,0.7755127008660134,270.232,2.70232e-05,23.58,0.0,0.0,0.36343271745418626,1376,9728,11104,5898,135116,0.03,0.03,0.03,0,36,449,0,1,0,9,0,5,0,0,26.238,81,317
160000,2026-01-19T16:44:31.076477,18094,1471,11811,6282,12528,0.7773479817237409,0.014418,0.36575192004258666,2.942,20.68,23.622,4.55,31.638,36.188,1.606,10.958,12.564,0.7773479817237409,288.36,2.8836e-05,25.056,0.0,0.0,0.36575192004258666,1471,10340,11811,6282,144180,0.03,0.03,0.03,0,22,461,0,3,0,9,0,5,0,0,87.29,124,492
170000,2026-01-19T16:44:35.106653,19185,1561,12542,6642,13275,0.7753768102039429,0.0153243,0.36701978182417555,3.122,21.962,25.084,4.826,33.544,38.37,1.702,11.582,13.284,0.7753768102039429,306.486,3.06486e-05,26.55,0.0,0.0,0.36701978182417555,1561,10981,12542,6642,153243,0.03,0.03,0.03,0,26,451,0,7,0,11,0,5,0,0,121.134,159,490
180000,2026-01-19T16:44:39.131608,20255,1651,13240,7014,14030,0.7832774205270585,0.0162313,0.3697037745336372,3.302,23.178,26.48,5.068,35.442,40.51,1.766,12.262,14.028,0.7832774205270585,324.626,3.24626e-05,28.06,0.0,0.0,0.3697037745336372,1651,11589,13240,7014,162313,0.03,0.03,0.03,0,10,473,0,4,0,9,0,4,0,0,101.882,177,433
190000,2026-01-19T16:44:43.179010,21333,1746,13948,7385,14760,0.7807787226950825,0.017137,0.36967636560999384,3.492,24.404,27.896,5.352,37.314,42.666,1.86,12.91,14.77,0.7807787226950825,342.74,3.4274e-05,29.52,0.0,0.0,0.36967636560999384,1746,12202,13948,7385,171370,0.03,0.03,0.03,0,30,452,1,7,0,7,0,3,0,0,148.644,181,486
200000,2026-01-19T16:44:47.217083,22357,1836,14606,7750,15464,0.7866614004952738,0.0180433,0.37233471138230984,3.672,25.54,29.212,5.608,39.106,44.714,1.934,13.566,15.5,0.7866614004952738,360.866,3.6086599999999994e-05,30.928,0.0,0.0,0.37233471138230984,1836,12770,14606,7750,180433,0.03,0.03,0.03,0,25,461,0,2,0,8,0,4,0,0,43.718,105,342
210000,2026-01-19T16:44:51.230607,23430,1930,15316,8113,16194,0.7902606476043691,0.0189597,0.37449909780159635,3.86,26.772,30.632,5.888,40.972,46.86,2.026,14.2,16.226,0.7902606476043691,379.194,3.79194e-05,32.388,0.0,0.0,0.37449909780159635,1930,13386,15316,8113,189597,0.03,0.03,0.03,0,18,474,0,0,0,4,0,4,0,0,60.05,171,471
220000,2026-01-19T16:44:55.253157,24499,2023,16014,8485,16907,0.7886946815835604,0.0198809,0.37479504886442905,4.046,27.982,32.028,6.166,42.832,48.998,2.12,14.85,16.97,0.7886946815835604,397.618,3.97618e-05,33.814,0.0,0.0,0.37479504886442905,2023,13991,16014,8485,198809,0.03,0.03,0.03,0,34,446,0,6,0,11,0,3,0,0,70.086,105,490
230000,2026-01-19T16:44:59.296736,25546,2116,16697,8848,17614,0.7917081319801403,0.0207902,0.3753451988071262,4.232,29.162,33.394,6.464,44.628,51.092,2.23,15.466,17.696,0.7917081319801403,415.804,4.1580400000000006e-05,35.228,0.0,0.0,0.3753451988071262,2116,14581,16697,8848,207902,0.03,0.03,0.03,0,44,444,0,3,0,7,0,2,0,0,45.316,68,418
240000,2026-01-19T16:45:03.326843,26676,2210,17449,9226,18368,0.7931701898696258,0.0216915,0.376123744623505,4.42,30.478,34.898,6.756,46.596,53.352,2.334,16.118,18.452,0.7931701898696258,433.83,4.3383e-05,36.736,0.0,0.0,0.376123744623505,2210,15239,17449,9226,216915,0.03,0.03,0.03,0,25,450,0,8,0,13,0,4,0,0,75.064,113,485
250000,2026-01-19T16:45:07.427895,27723,2305,18129,9593,19090,0.7907541672008719,0.0226199,0.3785654899876709,4.61,31.648,36.258,7.012,48.434,55.446,2.402,16.784,19.186,0.7907541672008719,452.398,4.523979999999999e-05,38.18,0.0,0.0,0.3785654899876709,2305,15824,18129,9593,226199,0.03,0.03,0.03,0,23,459,0,6,0,9,0,3,0,0,95.302,179,386
260000,2026-01-19T16:45:11.241062,28814,2397,18850,9963,19831,0.7882007962860942,0.0235098,0.378948600507979,4.794,32.906,37.7,7.318,50.31,57.628,2.524,17.402,19.926,0.7882007962860942,470.196,4.70196e-05,39.662,0.0,0.0,0.378948600507979,2397,16453,18850,9963,235098,0.03,0.03,0.03,0,22,466,0,3,0,6,0,3,0,0,96.14,179,363
270000,2026-01-19T16:45:15.053827,29881,2484,19548,10332,20559,0.7844554351682121,0.024394,0.3783493400009684,4.968,34.128,39.096,7.606,52.156,59.762,2.636,18.028,20.664,0.7844554351682121,487.88,4.8788e-05,41.118,0.0,0.0,0.3783493400009684,2484,17064,19548,10332,243940,0.03,0.03,0.03,0,36,452,0,2,0,8,0,2,0,0,34.766,99,233
280000,2026-01-19T16:45:18.826528,30992,2581,20277,10714,21292,0.7864835630716014,0.0253181,0.37872045263321824,5.162,35.392,40.554,7.904,54.08,61.984,2.742,18.686,21.428,0.7864835630716014,506.362,5.06362e-05,42.584,0.0,0.0,0.37872045263321824,2581,17696,20277,10714,253181,0.03,0.03,0.03,0,22,455,0,7,0,13,0,3,0,0,148.684,177,489
290000,2026-01-19T16:45:22.625623,32083,2669,20993,11089,22041,0.7871980143339742,0.026219,0.3789463928591596,5.338,36.648,41.986,8.202,55.964,64.166,2.864,19.314,22.178,0.7871980143339742,524.38,5.2438e-05,44.082,0.0,0.0,0.3789463928591596,2669,18324,20993,11089,262190,0.03,0.03,0.03,0,19,461,0,6,0,10,0,4,0,0,102.142,121,486
300000,2026-01-19T16:45:26.427168,33125,2757,21678,11446,22757,0.79023978313199,0.0271079,0.3797648321238812,5.514,37.842,43.356,8.464,57.786,66.25,2.948,19.944,22.892,0.79023978313199,542.158,5.4215800000000004e-05,45.514,0.0,0.0,0.3797648321238812,2757,18921,21678,11446,271079,0.03,0.03,0.03,0,26,455,0,7,0,9,0,3,0,0,96.904,121,482
310000,2026-01-19T16:45:30.136588,34209,2851,22388,11820,23496,0.7941716876819521,0.0280226,0.38118426295435665,5.702,39.074,44.776,8.734,59.684,68.418,3.032,20.608,23.64,0.7941716876819521,560.452,5.6045200000000003e-05,46.992,0.0,0.0,0.38118426295435665,2851,19537,22388,11820,280226,0.03,0.03,0.03,0,39,443,0,5,0,10,0,3,0,0,93.154,177,440
320000,2026-01-19T16:45:33.914111,35278,2945,23090,12187,24210,0.7935375970928772,0.0289318,0.3822484414592485,5.89,40.29,46.18,9.016,61.54,70.556,3.124,21.25,24.374,0.7935375970928772,578.636,5.78636e-05,48.42,0.0,0.0,0.3822484414592485,2945,20145,23090,12187,289318,0.03,0.03,0.03,0,27,448,0,6,0,13,0,6,0,0,130.694,165,492
330000,2026-01-19T16:45:37.983340,36348,3043,23794,12554,24929,0.7946229839384117,0.0298474,0.38257572395448275,6.086,41.502,47.588,9.314,63.382,72.696,3.228,21.88,25.108,0.7946229839384117,596.948,5.9694799999999996e-05,49.858,0.0,0.0,0.38257572395448275,3043,20751,23794,12554,298474,0.03,0.03,0.03,0,39,449,1,2,0,7,0,2,0,0,97.564,181,485
340000,2026-01-19T16:45:41.949156,37438,3140,24499,12939,25656,0.7984677351347691,0.0307798,0.3839863083983836,6.28,42.718,48.998,9.6,65.276,74.876,3.32,22.558,25.878,0.7984677351347691,615.596,6.15596e-05,51.312,0.0,0.0,0.3839863083983836,3140,21359,24499,12939,307798,0.03,0.03,0.03,0,11,468,1,8,0,9,0,3,0,0,155.506,181,485
350000,2026-01-19T16:45:45.855980,38519,3231,25221,13297,26387,0.7937446912901291,0.0316661,0.3842475618397723,6.462,43.98,50.442,9.892,67.146,77.038,3.428,23.166,26.594,0.7937446912901291,633.322,6.333220000000001e-05,52.774,0.0,0.0,0.3842475618397723,3231,21990,25221,13297,316661,0.03,0.03,0.03,0,23,460,0,4,0,10,0,3,0,0,107.21,135,488
360000,2026-01-19T16:45:49.590323,39649,3325,25964,13684,27159,0.7945724338182493,0.0325579,0.3850503690323987,6.65,45.278,51.928,10.192,69.106,79.298,3.54,23.828,27.368,0.7945724338182493,651.158,6.51158e-05,54.318,0.0,0.0,0.3850503690323987,3325,22639,25964,13684,325579,0.03,0.03,0.03,0,34,453,0,1,0,9,0,3,0,0,53.914,133,300
370000,2026-01-19T16:45:53.448053,40742,3425,26686,14055,27862,0.7907583736013379,0.0334669,0.3854431782277644,6.85,46.522,53.372,10.516,70.968,81.484,3.666,24.444,28.11,0.7907583736013379,669.338,6.69338e-05,55.724,0.0,0.0,0.3854431782277644,3425,23261,26686,14055,334669,0.03,0.03,0.03,0,36,449,0,2,0,8,0,5,0,0,86.354,171,424
380000,2026-01-19T16:45:57.212612,41809,3520,27378,14430,28583,0.7898525962703752,0.03438,0.38599034295518914,7.04,47.716,54.756,10.78,72.838,83.618,3.738,25.122,28.86,0.7898525962703752,687.6,6.876e-05,57.166,0.0,0.0,0.38599034295518914,3520,23858,27378,14430,343800,0.03,0.03,0.03,0,28,454,0,5,0,10,0,3,0,0,83.204,157,480
390000,2026-01-19T16:46:00.908920,42932,3617,28117,14814,29323,0.7882527405981187,0.0352968,0.3864758891031565,7.234,49.0,56.234,11.118,74.746,85.864,3.882,25.746,29.628,0.7882527405981187,705.936,7.059360000000001e-05,58.646,0.0,0.0,0.3864758891031565,3617,24500,28117,14814,352968,0.03,0.03,0.03,0,18,464,0,3,0,10,0,5,0,0,109.738,145,487
400000,2026-01-19T16:46:04.696892,44032,3715,28844,15187,30049,0.7867730851165308,0.0362153,0.38702423859716795,7.43,50.258,57.688,11.428,76.636,88.064,3.998,26.376,30.374,0.7867730851165308,724.306,7.24306e-05,60.098,0.0,0.0,0.38702423859716795,3715,25129,28844,15187,362153,0.03,0.03,0.03,0,28,453,0,6,0,10,0,3,0,0,133.436,177,461
410000,2026-01-19T16:46:08.488229,45127,3808,29558,15568,30803,0.7881474278605022,0.0371381,0.38807340659790307,7.616,51.5,59.116,11.708,78.546,90.254,4.092,27.044,31.136,0.7881474278605022,742.762,7.42762e-05,61.606,0.0,0.0,0.38807340659790307,3808,25750,29558,15568,371381,0.03,0.03,0.03,0,8,481,0,2,0,8,0,1,0,0,69.71,179,399
420000,2026-01-19T16:46:12.335089,46212,3901,30268,15943,31532,0.7905141153824302,0.0380506,0.3889596610140581,7.802,52.734,60.536,11.97,80.454,92.424,4.166,27.72,31.886,0.7905141153824302,761.012,7.61012e-05,63.064,0.0,0.0,0.3889596610140581,3901,26367,30268,15943,380506,0.03,0.03,0.03,0,19,455,0,8,0,15,0,3,0,0,139.844,171,483
430000,2026-01-19T16:46:16.106571,47312,3991,30998,16314,32283,0.7865356677831371,0.0389454,0.3885405419576939,7.982,54.014,61.996,12.258,82.366,94.624,4.276,28.352,32.628,0.7865356677831371,778.908,7.789079999999999e-05,64.566,0.0,0.0,0.3885405419576939,3991,27007,30998,16314,389454,0.03,0.03,0.03,0,36,439,1,9,0,12,0,3,0,0,131.098,181,490
440000,2026-01-19T16:46:19.901158,48426,4090,31718,16708,33035,0.7862714986287738,0.0398732,0.388812735222099,8.18,55.256,63.436,12.568,84.284,96.852,4.388,29.028,33.416,0.7862714986287738,797.464,7.974639999999999e-05,66.07,0.0,0.0,0.388812735222099,4090,27628,31718,16708,398732,0.03,0.03,0.03,0,35,445,1,4,0,9,0,6,0,0,129.678,181,490
450000,2026-01-19T16:46:23.584837,49522,4186,32439,17082,33763,0.7849895574418552,0.0407777,0.3888253099194526,8.372,56.506,64.878,12.87,86.174,99.044,4.496,29.668,34.164,0.7849895574418552,815.554,8.15554e-05,67.526,0.0,0.0,0.3888253099194526,4186,28253,32439,17082,407777,0.03,0.03,0.03,0,27,449,0,6,0,13,0,5,0,0,130.592,169,480
460000,2026-01-19T16:46:27.298224,50609,4281,33158,17450,34505,0.7861785528464824,0.041697,0.38951170097239957,8.562,57.754,66.316,13.156,88.062,101.218,4.592,30.308,34.9,0.7861785528464824,833.94,8.3394e-05,69.01,0.0,0.0,0.38951170097239957,4281,28877,33158,17450,416970,0.03,0.03,0.03,0,25,463,0,0,0,8,0,4,0,0,44.522,139,306
470000,2026-01-19T16:46:31.057763,51682,4376,33869,17812,35216,0.7856824827661679,0.0425976,0.38952850501038955,8.752,58.986,67.738,13.44,89.924,103.364,4.686,30.938,35.624,0.7856824827661679,851.952,8.51952e-05,70.432,0.0,0.0,0.38952850501038955,4376,29493,33869,17812,425976,0.03,0.03,0.03,0,29,452,0,6,0,11,0,2,0,0,119.038,145,488
480000,2026-01-19T16:46:34.815921,52740,4473,34569,18170,35909,0.7849852487060412,0.0435079,0.3895231930481018,8.946,60.192,69.138,13.74,91.74,105.48,4.792,31.548,36.34,0.7849852487060412,870.158,8.701580000000001e-05,71.818,0.0,0.0,0.3895231930481018,4473,30096,34569,18170,435079,0.03,0.03,0.03,0,41,442,0,1,0,10,0,6,0,0,49.448,112,372
490000,2026-01-19T16:46:38.436486,53824,4570,35281,18542,36638,0.7844257552073096,0.0444087,0.3895582970353734,9.14,61.422,70.562,14.032,93.616,107.648,4.892,32.192,37.084,0.7844257552073096,888.174,8.88174e-05,73.276,0.0,0.0,0.3895582970353734,4570,30711,35281,18542,444087,0.03,0.03,0.03,0,18,467,0,3,0,7,0,5,0,0,126.954,179,484
500000,2026-01-19T16:46:42.088836,54878,4660,35974,18903,37354,0.7849663254523296,0.0453234,0.389637679139131,9.32,62.628,71.948,14.32,95.436,109.756,4.998,32.808,37.806,0.7849663254523296,906.468,9.06468e-05,74.708,0.0,0.0,0.389637679139131,4660,31314,35974,18903,453234,0.03,0.03,0.03,0,39,453,0,0,0,5,0,3,0,0,54.908,165,489
510000,2026-01-19T16:46:45.753768,55937,4757,36661,19275,38049,0.7840171626675096,0.0462472,0.38962298436252224,9.514,63.808,73.322,14.594,97.28,111.874,5.078,33.472,38.55,0.7840171626675096,924.944,9.24944e-05,76.098,0.0,0.0,0.38962298436252224,4757,31904,36661,19275,462472,0.03,0.03,0.03,0,22,454,0,7,0,14,0,3,0,0,128.476,155,488
520000,2026-01-19T16:46:49.470949,57000,4849,37358,19642,38772,0.7824860214200504,0.0471552,0.3898737756553364,9.698,65.018,74.716,14.884,99.116,114.0,5.186,34.098,39.284,0.7824860214200504,943.104,9.43104e-05,77.544,0.0,0.0,0.3898737756553364,4849,32509,37358,19642,471552,0.03,0.03,0.03,0,39,445,0,3,0,8,1,4,0,0,89.056,131,491
530000,2026-01-19T16:46:53.175158,58089,4941,38070,20018,39515,0.7830349194448368,0.0480736,0.3901923680436781,9.882,66.258,76.14,15.152,101.026,116.178,5.268,34.768,40.036,0.7830349194448368,961.472,9.61472e-05,79.03,0.0,0.0,0.3901923680436781,4941,33129,38070,20018,480736,0.03,0.03,0.03,0,22,461,0,3,0,11,0,3,0,0,98.586,145,492
540000,2026-01-19T16:46:56.913546,59172,5038,38775,20396,40222,0.7799439804458188,0.049002,0.3903974116902739,10.076,67.474,77.55,15.454,102.89,118.344,5.376,35.416,40.792,0.7799439804458188,980.04,9.800399999999999e-05,80.444,0.0,0.0,0.3903974116902739,5038,33737,38775,20396,490020,0.03,0.03,0.03,0,26,448,0,8,0,15,0,3,0,0,136.09,173,490
550000,2026-01-19T16:47:00.585620,60225,5123,39466,20758,40966,0.7804340586934012,0.0498791,0.3903534954604386,10.246,68.686,78.932,15.702,104.748,120.45,5.454,36.062,41.516,0.7804340586934012,997.582,9.97582e-05,81.932,0.0,0.0,0.3903534954604386,5123,34343,39466,20758,498791,0.03,0.03,0.03,0,37,447,0,4,0,8,0,4,0,0,54.95,85,445
560000,2026-01-19T16:47:04.303979,61269,5212,40154,21115,41668,0.7792370495818631,0.0508069,0.3902912909263471,10.424,69.884,80.308,15.982,106.556,122.538,5.558,36.672,42.23,0.7792370495818631,1016.138,0.0001016138,83.336,0.0,0.0,0.3902912909263471,5212,34942,40154,21115,508069,0.03,0.03,0.03,0,17,465,1,6,0,9,0,2,0,0,128.736,181,467
570000,2026-01-19T16:47:07.948338,62315,5304,40842,21472,42358,0.7779372244162894,0.0517226,0.39030727084341277,10.608,71.076,81.684,16.274,108.356,124.63,5.664,37.28,42.944,0.7779372244162894,1034.452,0.0001034452,84.716,0.0,0.0,0.39030727084341277,5304,35538,40842,21472,517226,0.03,0.03,0.03,0,19,455,0,5,0,16,0,5,0,0,82.938,119,484
580000,2026-01-19T16:47:11.663400,63354,5397,41534,21819,43067,0.7789567237121504,0.0526443,0.3907223973446395,10.794,72.274,83.068,16.548,110.16,126.708,5.754,37.884,43.638,0.7789567237121504,1052.886,0.0001052886,86.134,0.0,0.0,0.3907223973446395,5397,36137,41534,21819,526443,0.03,0.03,0.03,0,24,466,0,2,0,6,0,2,0,0,34.54,106,486
590000,2026-01-19T16:47:15.741687,64367,5489,42199,22168,43745,0.7790790344727955,0.0535631,0.391089362130829,10.978,73.42,84.398,16.814,111.92,128.734,5.836,38.5,44.336,0.7790790344727955,1071.262,0.0001071262,87.49,0.0,0.0,0.391089362130829,5489,36710,42199,22168,535631,0.03,0.03,0.03,0,17,469,1,4,0,6,0,3,0,0,105.706,181,437
600000,2026-01-19T16:47:19.978053,65406,5579,42884,22521,44444,0.7809883609871227,0.0544779,0.3918252847952025,11.158,74.61,85.768,17.096,113.716,130.812,5.936,39.106,45.042,0.7809883609871227,1089.558,0.0001089558,88.888,0.0,0.0,0.3918252847952025,5579,37305,42884,22521,544779,0.03,0.03,0.03,0,34,454,0,0,0,8,0,4,0,0,68.082,151,493
610000,2026-01-19T16:47:24.361431,66474,5677,43578,22895,45157,0.7830519856241664,0.0553897,0.3924858021328186,11.354,75.802,87.156,17.372,115.576,132.948,6.016,39.774,45.79,0.7830519856241664,1107.794,0.0001107794,90.314,0.0,0.0,0.3924858021328186,5677,37901,43578,22895,553897,0.03,0.03,0.03,0,29,456,0,5,0,6,0,4,0,0,130.134,167,491
620000,2026-01-19T16:47:28.595999,67530,5769,44271,23258,45861,0.780279185661696,0.0563009,0.3922974545003025,11.538,77.004,88.542,17.666,117.394,135.06,6.126,40.39,46.516,0.780279185661696,1126.018,0.0001126018,91.722,0.0,0.0,0.3922974545003025,5769,38502,44271,23258,563009,0.03,0.03,0.03,0,30,453,0,3,0,12,0,2,0,0,103.76,157,468
630000,2026-01-19T16:47:32.280008,68597,5867,44964,23632,46572,0.7793453585338985,0.0572314,0.3923576476615746,11.734,78.194,89.928,17.948,119.246,137.194,6.212,41.052,47.264,0.7793453585338985,1144.628,0.0001144628,93.144,0.0,0.0,0.3923576476615746,5867,39097,44964,23632,572314,0.03,0.03,0.03,0,24,455,0,5,0,11,0,5,0,0,128.32,157,491
640000,2026-01-19T16:47:36.006485,69656,5963,45645,24011,47287,0.7796428348243717,0.0581626,0.39256426767202357,11.926,79.364,91.29,18.24,121.072,139.312,6.314,41.708,48.022,0.7796428348243717,1163.252,0.00011632520000000001,94.574,0.0,0.0,0.39256426767202357,5963,39682,45645,24011,581626,0.03,0.03,0.03,0,23,462,1,4,0,7,0,3,0,0,130.564,181,430
650000,2026-01-19T16:47:39.687448,70775,6058,46378,24397,48035,0.7804873836424654,0.05907,0.39309777799171053,12.116,80.64,92.756,18.546,123.004,141.55,6.43,42.364,48.794,0.7804873836424654,1181.4,0.00011813999999999999,96.07,0.0,0.0,0.39309777799171053,6058,40320,46378,24397,590700,0.03,0.03,0.03,0,27,455,0,5,0,9,0,4,0,0,141.428,177,490
660000,2026-01-19T16:47:43.357513,71880,6148,47103,24776,48795,0.7806688066820152,0.0599679,0.39324170526388047,12.296,81.91,94.206,18.828,124.932,143.76,6.53,43.022,49.552,0.7806688066820152,1199.358,0.0001199358,97.59,0.0,0.0,0.39324170526388047,6148,40955,47103,24776,599679,0.03,0.03,0.03,0,25,458,0,6,0,9,0,2,0,0,83.938,115,489
670000,2026-01-19T16:47:47.084169,72930,6240,47797,25132,49495,0.7793303747807332,0.0608838,0.3932051279775923,12.48,83.114,95.594,19.12,126.74,145.86,6.638,43.626,50.264,0.7793303747807332,1217.676,0.0001217676,98.99,0.0,0.0,0.3932051279775923,6240,41557,47797,25132,608838,0.03,0.03,0.03,0,21,463,0,4,0,8,0,4,0,0,117.53,157,474
680000,2026-01-19T16:47:50.761586,73994,6334,48499,25494,50188,0.7793579338556768,0.0617935,0.3932741126866004,12.668,84.33,96.998,19.422,128.566,147.988,6.752,44.236,50.988,0.7793579338556768,1235.87,0.000123587,100.376,0.0,0.0,0.3932741126866004,6334,42165,48499,25494,617935,0.03,0.03,0.03,0,25,449,0,7,0,15,0,4,0,0,86.316,107,489
