tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_avg_epsilon,nodes_min_epsilon,nodes_max_epsilon,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
4700000,2026-01-19T17:10:34.884307,498285,45077,327559,170725,328442,0.7334798645896577,0.4319265,0.39678422528507445,90.154,564.964,655.118,140.694,855.876,996.57,50.538,290.912,341.45,0.7334798645896577,8638.53,0.0008638529999999999,656.884,0.0,0.0,0.39678422528507445,45077,282482,327559,170725,4319265,0.03,0.03,0.03,0,25,451,0,4,0,13,0,7,0,0,76.754,143,486
4710000,2026-01-19T17:10:38.086289,499333,45174,328251,171081,329111,0.7333144326882257,0.4328435,0.3967477567671546,90.348,566.154,656.502,141.04,857.626,998.666,50.69,291.472,342.162,0.7333144326882257,8656.87,0.000865687,658.222,0.0,0.0,0.3967477567671546,45174,283077,328251,171081,4328435,0.03,0.03,0.03,0,27,453,0,4,0,9,0,7,0,0,71.37,121,478
4720000,2026-01-19T17:10:41.298493,500357,45274,328913,171443,329777,0.7333323769981771,0.4337784,0.39676949460234456,90.548,567.278,657.826,141.34,859.374,1000.714,50.79,292.096,342.886,0.7333323769981771,8675.568,0.0008675568000000001,659.554,0.0,0.0,0.39676949460234456,45274,283639,328913,171443,4337784,0.03,0.03,0.03,0,25,460,0,3,0,9,0,3,0,0,84.666,143,438
4730000,2026-01-19T17:10:44.516917,501422,45374,329613,171809,330469,0.7332274109769179,0.4347077,0.396757180852967,90.748,568.478,659.226,141.636,861.208,1002.844,50.888,292.73,343.618,0.7332274109769179,8694.154,0.0008694153999999999,660.938,0.0,0.0,0.396757180852967,45374,284239,329613,171809,4347077,0.03,0.03,0.03,0,22,457,0,7,1,11,0,2,0,0,150.96,175,485
4740000,2026-01-19T17:10:47.741364,502482,45468,330310,172171,331171,0.7332018494288548,0.4356383,0.3967641290648217,90.936,569.684,660.62,141.958,863.006,1004.964,51.022,293.32,344.342,0.7332018494288548,8712.766,0.0008712765999999999,662.342,0.0,0.0,0.3967641290648217,45468,284842,330310,172171,4356383,0.03,0.03,0.03,0,26,462,0,1,0,8,0,3,0,0,46.05,122,493
4750000,2026-01-19T17:10:50.958473,503518,45569,330986,172531,331845,0.7332572736833111,0.4365644,0.39678529641987964,91.138,570.834,661.972,142.244,864.792,1007.036,51.104,293.958,345.062,0.7332572736833111,8731.288,0.0008731288000000001,663.69,0.0,0.0,0.39678529641987964,45569,285417,330986,172531,4365644,0.03,0.03,0.03,0,30,460,0,3,0,4,0,3,0,0,44.166,75,386
4760000,2026-01-19T17:10:54.188205,504570,45665,331676,172893,332529,0.733086894585927,0.4374877,0.3967759249697092,91.33,572.022,663.352,142.556,866.584,1009.14,51.224,294.562,345.786,0.733086894585927,8749.754,0.0008749754,665.058,0.0,0.0,0.3967759249697092,45665,286011,331676,172893,4374877,0.03,0.03,0.03,0,27,464,0,0,0,6,0,3,0,0,23.924,95,261
4770000,2026-01-19T17:10:57.390955,505621,45764,332360,173260,333207,0.7330578244740125,0.4384257,0.3967886986951696,91.528,573.192,664.72,142.844,868.398,1011.242,51.314,295.206,346.52,0.7330578244740125,8768.514,0.0008768513999999999,666.414,0.0,0.0,0.3967886986951696,45764,286596,332360,173260,4384257,0.03,0.03,0.03,0,28,455,0,3,0,10,0,4,0,0,73.288,111,407
4780000,2026-01-19T17:11:00.596790,506699,45864,333075,173623,333889,0.7329292726937089,0.4393553,0.39677766193942937,91.728,574.422,666.15,143.18,870.218,1013.398,51.45,295.796,347.246,0.7329292726937089,8787.106,0.0008787106,667.778,0.0,0.0,0.39677766193942937,45864,287211,333075,173623,4393553,0.03,0.03,0.03,0,31,447,0,6,0,11,0,5,0,0,114.006,149,490
4790000,2026-01-19T17:11:03.788393,507718,45963,333747,173970,334548,0.7329262248536159,0.440276,0.3967742260476707,91.926,575.568,667.494,143.466,871.97,1015.436,51.538,296.402,347.94,0.7329262248536159,8805.52,0.000880552,669.096,0.0,0.0,0.3967742260476707,45963,287784,333747,173970,4402760,0.03,0.03,0.03,0,27,454,0,5,0,9,0,5,0,0,71.376,151,370
4800000,2026-01-19T17:11:06.976442,508744,46056,334418,174325,335228,0.7327707347993896,0.441182,0.39676172892940365,92.112,576.724,668.836,143.772,873.716,1017.488,51.658,296.992,348.65,0.7327707347993896,8823.64,0.0008823640000000001,670.456,0.0,0.0,0.39676172892940365,46056,288362,334418,174325,4411820,0.03,0.03,0.03,0,37,450,0,3,0,6,0,4,0,0,41.572,72,438
4810000,2026-01-19T17:11:10.198488,509839,46156,335152,174686,335931,0.7325907827075614,0.4420999,0.3967283866524365,92.312,577.992,670.304,144.084,875.594,1019.678,51.772,297.6,349.372,0.7325907827075614,8841.998,0.0008841998,671.862,0.0,0.0,0.3967283866524365,46156,288996,335152,174686,4420999,0.03,0.03,0.03,0,20,468,0,2,0,5,0,5,0,0,67.562,122,437
4820000,2026-01-19T17:11:13.396634,510873,46252,335834,175038,336588,0.7325049823162307,0.4430262,0.39671208230786925,92.504,579.164,671.668,144.396,877.35,1021.746,51.89,298.186,350.076,0.7325049823162307,8860.524,0.0008860523999999999,673.176,0.0,0.0,0.39671208230786925,46252,289582,335834,175038,4430262,0.03,0.03,0.03,0,25,451,0,2,0,13,0,9,0,0,100.794,151,467
4830000,2026-01-19T17:11:16.587460,511892,46346,336511,175380,337260,0.7324622408226835,0.4439471,0.3967067860410092,92.692,580.33,673.022,144.688,879.096,1023.784,51.994,298.766,350.76,0.7324622408226835,8878.942,0.0008878941999999999,674.52,0.0,0.0,0.3967067860410092,46346,290165,336511,175380,4439471,0.03,0.03,0.03,0,16,469,0,3,0,9,0,3,0,0,109.572,161,445
4840000,2026-01-19T17:11:19.799736,512900,46443,337173,175726,337901,0.7325120827052319,0.4448675,0.3967260394940866,92.886,581.46,674.346,144.976,880.824,1025.8,52.088,299.364,351.452,0.7325120827052319,8897.35,0.000889735,675.802,0.0,0.0,0.3967260394940866,46443,290730,337173,175726,4448675,0.03,0.03,0.03,0,13,465,0,7,0,11,0,4,0,0,88.17,117,488
4850000,2026-01-19T17:11:22.975012,513903,46536,337832,176070,338558,0.7324445853534693,0.4457938,0.3967227571181359,93.072,582.592,675.664,145.276,882.53,1027.806,52.202,299.938,352.14,0.7324445853534693,8915.876,0.0008915876,677.116,0.0,0.0,0.3967227571181359,46536,291296,337832,176070,4457938,0.03,0.03,0.03,0,28,457,0,4,0,7,0,4,0,0,86.354,123,491
4860000,2026-01-19T17:11:26.169004,514960,46636,338534,176425,339233,0.7322578822418271,0.4467279,0.3966935356265298,93.272,583.796,677.068,145.608,884.312,1029.92,52.334,300.516,352.85,0.7322578822418271,8934.558,0.0008934558,678.466,0.0,0.0,0.3966935356265298,46636,291898,338534,176425,4467279,0.03,0.03,0.03,0,22,465,0,4,0,6,0,3,0,0,89.67,125,478
4870000,2026-01-19T17:11:29.382321,515965,46736,339196,176768,339868,0.7321132846382432,0.4476586,0.3966833860203569,93.472,584.92,678.392,145.906,886.024,1031.93,52.432,301.104,353.536,0.7321132846382432,8953.172,0.0008953172,679.736,0.0,0.0,0.3966833860203569,46736,292460,339196,176768,4476586,0.03,0.03,0.03,0,26,460,0,5,0,6,0,3,0,0,92.768,127,471
4880000,2026-01-19T17:11:32.567646,517010,46835,339883,177126,340533,0.7320747650465672,0.4485875,0.3966718185530803,93.67,586.096,679.766,146.218,887.802,1034.02,52.548,301.704,354.252,0.7320747650465672,8971.75,0.000897175,681.066,0.0,0.0,0.3966718185530803,46835,293048,339883,177126,4485875,0.03,0.03,0.03,0,28,451,0,3,0,9,0,9,0,0,63.362,120,429
4890000,2026-01-19T17:11:35.733066,518070,46932,340577,177492,341240,0.7321077190415313,0.449509,0.39667779812691956,93.864,587.29,681.154,146.51,889.63,1036.14,52.646,302.338,354.984,0.7321077190415313,8990.18,0.000899018,682.48,0.0,0.0,0.39667779812691956,46932,293645,340577,177492,4495090,0.03,0.03,0.03,0,25,462,0,4,0,6,0,3,0,0,105.964,179,484
4900000,2026-01-19T17:11:38.912895,519109,47028,341258,177850,341919,0.7320904903693084,0.4504232,0.3966917288559973,94.056,588.46,682.516,146.8,891.418,1038.218,52.742,302.958,355.7,0.7320904903693084,9008.464,0.0009008464000000001,683.838,0.0,0.0,0.3966917288559973,47028,294230,341258,177850,4504232,0.03,0.03,0.03,0,28,457,0,2,0,8,0,5,0,0,97.192,161,479
4910000,2026-01-19T17:11:42.108953,520139,47125,341933,178205,342589,0.7322668861065573,0.4513528,0.39672656694363445,94.25,589.616,683.866,147.074,893.204,1040.278,52.824,303.586,356.41,0.7322668861065573,9027.056,0.0009027055999999999,685.178,0.0,0.0,0.39672656694363445,47125,294808,341933,178205,4513528,0.03,0.03,0.03,0,18,462,0,6,0,13,0,1,0,0,149.844,177,487
4920000,2026-01-19T17:11:45.312305,521145,47222,342596,178548,343230,0.7321857038449698,0.4522822,0.39670973191280745,94.444,590.748,685.192,147.384,894.906,1042.29,52.94,304.156,357.096,0.7321857038449698,9045.644,0.0009045644000000001,686.46,0.0,0.0,0.39670973191280745,47222,295374,342596,178548,4522822,0.03,0.03,0.03,0,29,453,0,7,0,7,0,4,0,0,123.07,179,490
4930000,2026-01-19T17:11:48.464965,522195,47317,343279,178915,343918,0.7320161133056008,0.4532177,0.39669504452753607,94.634,591.924,686.558,147.702,896.688,1044.39,53.068,304.762,357.83,0.7320161133056008,9064.354,0.0009064354,687.836,0.0,0.0,0.39669504452753607,47317,295962,343279,178915,4532177,0.03,0.03,0.03,0,30,456,1,3,0,6,0,4,0,0,96.554,180,462
4940000,2026-01-19T17:11:51.638812,523222,47413,343944,179277,344581,0.7320753641387222,0.4541528,0.3967271630765202,94.826,593.062,687.888,147.994,898.45,1046.444,53.168,305.386,358.554,0.7320753641387222,9083.056,0.0009083056000000001,689.162,0.0,0.0,0.3967271630765202,47413,296531,343944,179277,4541528,0.03,0.03,0.03,0,9,468,0,7,0,13,0,3,0,0,119.448,179,490
4950000,2026-01-19T17:11:54.827986,524237,47506,344615,179621,345237,0.732000566298824,0.4550833,0.39670869186713514,95.012,594.218,689.23,148.308,900.166,1048.474,53.294,305.948,359.242,0.732000566298824,9101.666,0.0009101666,690.474,0.0,0.0,0.39670869186713514,47506,297109,344615,179621,4550833,0.03,0.03,0.03,0,18,465,0,7,0,8,0,2,0,0,117.234,169,485
4960000,2026-01-19T17:11:58.027706,525248,47599,345285,179962,345903,0.7320439952759394,0.4560023,0.3967251311322736,95.198,595.372,690.57,148.596,901.9,1050.496,53.398,306.526,359.924,0.7320439952759394,9120.046,0.0009120046000000001,691.806,0.0,0.0,0.3967251311322736,47599,297686,345285,179962,4560023,0.03,0.03,0.03,0,16,472,0,2,0,6,0,4,0,0,112.106,179,485
4970000,2026-01-19T17:12:01.251368,526312,47705,345991,180320,346578,0.7318940628822501,0.4569216,0.3966943144048094,95.41,596.572,691.982,148.904,903.72,1052.624,53.492,307.148,360.64,0.7318940628822501,9138.432,0.0009138432,693.156,0.0,0.0,0.3966943144048094,47705,298286,345991,180320,4569216,0.03,0.03,0.03,0,34,456,0,0,0,8,0,2,0,0,8.662,50,205
4980000,2026-01-19T17:12:04.478404,527369,47804,346684,180684,347253,0.7319290669903222,0.4578562,0.3967034737196907,95.608,597.76,693.368,149.208,905.53,1054.738,53.598,307.77,361.368,0.7319290669903222,9157.124,0.0009157124,694.506,0.0,0.0,0.3967034737196907,47804,298880,346684,180684,4578562,0.03,0.03,0.03,0,25,453,0,5,0,12,0,5,0,0,95.688,139,459
4990000,2026-01-19T17:12:07.701559,528389,47904,347351,181037,347916,0.731892286201094,0.4587865,0.39670030445527255,95.808,598.894,694.702,149.508,907.27,1056.778,53.698,308.376,362.074,0.731892286201094,9175.73,0.000917573,695.832,0.0,0.0,0.39670030445527255,47904,299447,347351,181037,4587865,0.03,0.03,0.03,0,25,458,0,4,0,9,0,4,0,0,119.74,173,486
5000000,2026-01-19T17:12:10.902509,529423,47998,348020,181403,348601,0.7321134519058535,0.4597034,0.39674735828061136,95.996,600.044,696.04,149.8,909.046,1058.846,53.804,309.002,362.806,0.7321134519058535,9194.068,0.0009194068,697.202,0.0,0.0,0.39674735828061136,47998,300022,348020,181403,4597034,0.03,0.03,0.03,0,28,450,1,7,0,10,0,4,0,0,130.168,181,487
5010000,2026-01-19T17:12:14.105773,530424,48089,348672,181751,349255,0.7319956041488467,0.4606292,0.3967359118969573,96.178,601.166,697.344,150.1,910.748,1060.848,53.922,309.58,363.502,0.7319956041488467,9212.584,0.0009212584,698.51,0.0,0.0,0.3967359118969573,48089,300583,348672,181751,4606292,0.03,0.03,0.03,1,22,456,0,7,0,10,0,4,0,0,91.686,119,490
5020000,2026-01-19T17:12:17.318099,531425,48188,349325,182099,349901,0.7319851868453771,0.4615551,0.396731599160607,96.376,602.274,698.65,150.402,912.448,1062.85,54.024,310.174,364.198,0.7319851868453771,9231.102,0.0009231102,699.802,0.0,0.0,0.396731599160607,48188,301137,349325,182099,4615551,0.03,0.03,0.03,0,32,455,0,1,0,9,0,3,0,0,67.782,152,482
5030000,2026-01-19T17:12:20.523248,532469,48285,350016,182452,350569,0.7320314457856926,0.4624827,0.3967307134781968,96.57,603.462,700.032,150.714,914.224,1064.938,54.142,310.762,364.904,0.7320314457856926,9249.654,0.0009249654000000001,701.138,0.0,0.0,0.3967307134781968,48285,301731,350016,182452,4624827,0.03,0.03,0.03,0,23,459,0,6,0,8,0,4,0,0,103.442,153,491
5040000,2026-01-19T17:12:23.698734,533483,48384,350679,182803,351222,0.7320620430029018,0.4634255,0.39673170195668644,96.768,604.59,701.358,151.028,915.938,1066.966,54.26,311.346,365.606,0.7320620430029018,9268.51,0.000926851,702.444,0.0,0.0,0.39673170195668644,48384,302295,350679,182803,4634255,0.03,0.03,0.03,0,35,454,0,1,0,6,1,3,0,0,39.914,123,304
5050000,2026-01-19T17:12:26.869224,534532,48477,351368,183163,351897,0.7318725276646961,0.4643514,0.39670177112680943,96.954,605.782,702.736,151.338,917.726,1069.064,54.382,311.944,366.326,0.7318725276646961,9287.028,0.0009287028000000001,703.794,0.0,0.0,0.39670177112680943,48477,302891,351368,183163,4643514,0.03,0.03,0.03,0,39,441,0,4,0,10,0,6,0,0,78.556,123,398
5060000,2026-01-19T17:12:30.045919,535580,48582,352056,183523,352557,0.7316964444779154,0.4652872,0.39666119894274166,97.164,606.948,704.112,151.66,919.5,1071.16,54.494,312.552,367.046,0.7316964444779154,9305.744,0.0009305744,705.114,0.0,0.0,0.39666119894274166,48582,303474,352056,183523,4652872,0.03,0.03,0.03,0,5,475,0,5,0,11,0,4,0,0,139.464,171,489
5070000,2026-01-19T17:12:33.209083,536643,48684,352763,183879,353250,0.7315944574276241,0.4662091,0.39662474032262224,97.368,608.158,705.526,151.956,921.33,1073.286,54.586,313.172,367.758,0.7315944574276241,9324.182,0.0009324181999999999,706.5,0.0,0.0,0.39662474032262224,48684,304079,352763,183879,4662091,0.03,0.03,0.03,0,38,451,0,0,0,5,0,6,0,0,42.99,121,321
5080000,2026-01-19T17:12:36.367994,537719,48783,353465,184254,353948,0.7314807757797186,0.4671361,0.39661837855116505,97.566,609.364,706.93,152.274,923.164,1075.438,54.708,313.8,368.508,0.7314807757797186,9342.722,0.0009342722,707.896,0.0,0.0,0.39661837855116505,48783,304682,353465,184254,4671361,0.03,0.03,0.03,0,13,471,1,3,0,8,0,4,0,0,120.264,181,412
5090000,2026-01-19T17:12:39.549219,538745,48883,354145,184599,354587,0.7313507373668231,0.4680707,0.3965999325689434,97.766,610.524,708.29,152.606,924.884,1077.49,54.838,314.36,369.198,0.7313507373668231,9361.414,0.0009361414000000001,709.174,0.0,0.0,0.3965999325689434,48883,305262,354145,184599,4680707,0.03,0.03,0.03,0,25,458,0,3,0,8,0,6,0,0,93.348,151,424
5100000,2026-01-19T17:12:42.731776,539767,48976,354816,184950,355250,0.7313621842426418,0.4689899,0.39659783009081345,97.952,611.68,709.632,152.91,926.624,1079.534,54.956,314.944,369.9,0.7313621842426418,9379.798,0.0009379798000000001,710.5,0.0,0.0,0.39659783009081345,48976,305840,354816,184950,4689899,0.03,0.03,0.03,0,24,458,0,0,0,11,0,7,0,0,85.174,163,477
5110000,2026-01-19T17:12:45.908445,540803,49077,355503,185299,355915,0.7313570430161936,0.4699181,0.39659406282701376,98.154,612.852,711.006,153.216,928.39,1081.606,55.06,315.538,370.598,0.7313570430161936,9398.362,0.0009398362000000001,711.83,0.0,0.0,0.39659406282701376,49077,306426,355503,185299,4699181,0.03,0.03,0.03,0,28,460,0,3,0,7,0,2,0,0,74.202,111,422
5120000,2026-01-19T17:12:49.082722,541827,49175,356182,185644,356562,0.7311754444974606,0.4708452,0.3965732389913865,98.35,614.014,712.364,153.532,930.122,1083.654,55.18,316.108,371.288,0.7311754444974606,9416.904,0.0009416904,713.124,0.0,0.0,0.3965732389913865,49175,307007,356182,185644,4708452,0.03,0.03,0.03,0,19,465,0,2,0,9,0,5,0,0,96.096,149,452
5130000,2026-01-19T17:12:52.248474,542837,49273,356853,185984,357205,0.7310474791387972,0.4717827,0.39654443122501476,98.546,615.16,713.706,153.84,931.834,1085.674,55.294,316.674,371.968,0.7310474791387972,9435.654,0.0009435654,714.41,0.0,0.0,0.39654443122501476,49273,307580,356853,185984,4717827,0.03,0.03,0.03,0,14,473,1,3,0,8,0,1,0,0,101.37,181,342
5140000,2026-01-19T17:12:55.440457,543903,49372,357567,186335,357887,0.7308419165585043,0.4726883,0.3965063796038139,98.744,616.39,715.134,154.15,933.656,1087.806,55.404,317.266,372.67,0.7308419165585043,9453.766,0.0009453766,715.774,0.0,0.0,0.3965063796038139,49372,308195,357567,186335,4726883,0.03,0.03,0.03,0,33,454,0,1,0,7,0,5,0,0,68.066,121,419
5150000,2026-01-19T17:12:58.621998,544961,49477,358266,186694,358550,0.7307516289440293,0.4736211,0.39648376804824753,98.954,617.578,716.532,154.472,935.45,1089.922,55.516,317.872,373.388,0.7307516289440293,9472.422,0.0009472422,717.1,0.0,0.0,0.39648376804824753,49477,308789,358266,186694,4736211,0.03,0.03,0.03,0,28,457,0,2,0,9,0,4,0,0,104.604,158,485
5160000,2026-01-19T17:13:01.891942,546056,49582,358991,187064,359243,0.7305036993124547,0.4745477,0.39643157932402706,99.164,618.818,717.982,154.806,937.306,1092.112,55.64,318.488,374.128,0.7305036993124547,9490.954,0.0009490954,718.486,0.0,0.0,0.39643157932402706,49582,309409,358991,187064,4745477,0.03,0.03,0.03,0,31,455,0,4,0,7,0,3,0,0,101.624,139,480
5170000,2026-01-19T17:13:05.081357,547137,49682,359712,187424,359938,0.7302489963410077,0.4754636,0.3963758904228713,99.364,620.06,719.424,155.118,939.156,1094.274,55.752,319.096,374.848,0.7302489963410077,9509.272,0.0009509272,719.876,0.0,0.0,0.3963758904228713,49682,310030,359712,187424,4754636,0.03,0.03,0.03,0,28,458,0,2,0,7,0,5,0,0,91.088,142,478
5180000,2026-01-19T17:13:08.261700,548161,49780,360387,187773,360590,0.7303128571008668,0.4763977,0.39638798756498267,99.56,621.214,720.774,155.416,940.906,1096.322,55.854,319.692,375.546,0.7303128571008668,9527.954,0.0009527953999999999,721.18,0.0,0.0,0.39638798756498267,49780,310607,360387,187773,4763977,0.03,0.03,0.03,0,20,460,0,5,0,11,0,4,0,0,97.218,151,485
5190000,2026-01-19T17:13:11.448447,549251,49878,361110,188140,361286,0.729969441098034,0.477316,0.3963263905961777,99.756,622.464,722.22,155.754,942.748,1098.502,55.996,320.284,376.28,0.729969441098034,9546.32,0.0009546320000000001,722.572,0.0,0.0,0.3963263905961777,49878,311232,361110,188140,4773160,0.03,0.03,0.03,0,26,452,0,6,0,10,0,6,0,0,105.696,153,491
5200000,2026-01-19T17:13:14.629120,550340,49988,361836,188503,361977,0.72980466439577,0.4782449,0.396284816116163,99.976,623.696,723.672,156.076,944.604,1100.68,56.098,320.908,377.006,0.72980466439577,9564.898,0.0009564898,723.954,0.0,0.0,0.396284816116163,49988,311848,361836,188503,4782449,0.03,0.03,0.03,0,27,459,0,2,0,10,0,2,0,0,86.592,123,450
5210000,2026-01-19T17:13:17.797207,551399,50090,362527,188872,362651,0.7297798600175098,0.4791686,0.3962818068426105,100.18,624.874,725.054,156.378,946.42,1102.798,56.198,321.546,377.744,0.7297798600175098,9583.372,0.0009583372,725.302,0.0,0.0,0.3962818068426105,50090,312437,362527,188872,4791686,0.03,0.03,0.03,0,23,453,1,7,0,14,0,2,0,0,147.304,181,488
5220000,2026-01-19T17:13:20.976754,552489,50190,363247,189241,363364,0.7296326418745642,0.4800777,0.3962454435213565,100.38,626.114,726.494,156.708,948.27,1104.978,56.326,322.156,378.482,0.7296326418745642,9601.554,0.0009601554,726.728,0.0,0.0,0.3962454435213565,50190,313057,363247,189241,4800777,0.03,0.03,0.03,0,17,472,0,0,0,5,0,6,0,0,84.004,153,491
5230000,2026-01-19T17:13:24.157502,553503,50286,363911,189591,364018,0.7295537207017545,0.4810058,0.39623551636312493,100.572,627.25,727.822,157.008,949.998,1107.006,56.436,322.746,379.182,0.7295537207017545,9620.116,0.0009620116,728.036,0.0,0.0,0.39623551636312493,50286,313625,363911,189591,4810058,0.03,0.03,0.03,0,20,468,0,2,0,9,0,1,0,0,76.722,177,278
5240000,2026-01-19T17:13:27.324448,554542,50383,364584,189957,364685,0.7294351708046027,0.481937,0.39621930490505747,100.766,628.402,729.168,157.318,951.766,1109.084,56.552,323.362,379.914,0.7294351708046027,9638.74,0.000963874,729.37,0.0,0.0,0.39621930490505747,50383,314201,364584,189957,4819370,0.03,0.03,0.03,0,15,468,0,6,0,8,0,3,0,0,72.776,136,485
5250000,2026-01-19T17:13:30.515687,555614,50484,365288,190325,365373,0.7293615263784393,0.4828631,0.39620628353007387,100.968,629.608,730.576,157.638,953.59,1111.228,56.67,323.98,380.65,0.7293615263784393,9657.262,0.0009657261999999999,730.746,0.0,0.0,0.39620628353007387,50484,314804,365288,190325,4828631,0.03,0.03,0.03,0,28,449,0,9,0,10,0,4,0,0,105.428,123,486
5260000,2026-01-19T17:13:33.692926,556646,50580,365968,190677,366046,0.7293300070255682,0.4837948,0.39620492964506476,101.16,630.776,731.936,157.94,955.352,1113.292,56.78,324.574,381.354,0.7293300070255682,9675.896,0.0009675896,732.092,0.0,0.0,0.39620492964506476,50580,315388,365968,190677,4837948,0.03,0.03,0.03,0,35,447,0,4,0,10,0,4,0,0,138.468,179,476
5270000,2026-01-19T17:13:36.847566,557720,50678,366673,191046,366745,0.7293516393494521,0.4847211,0.3962256053162337,101.356,631.99,733.346,158.254,957.186,1115.44,56.898,325.194,382.092,0.7293516393494521,9694.422,0.0009694422,733.49,0.0,0.0,0.3962256053162337,50678,315995,366673,191046,4847211,0.03,0.03,0.03,0,39,444,0,5,0,8,0,4,0,0,121.348,177,408
5280000,2026-01-19T17:13:40.024769,558788,50774,367377,191410,367434,0.7292956417624344,0.4856342,0.3962079235913954,101.548,633.206,734.754,158.564,959.012,1117.576,57.014,325.806,382.82,0.7292956417624344,9712.684,0.0009712684,734.868,0.0,0.0,0.3962079235913954,50774,316603,367377,191410,4856342,0.03,0.03,0.03,0,26,452,0,3,0,12,0,7,0,0,83.928,127,493
5290000,2026-01-19T17:13:43.188870,559778,50870,368037,191740,368064,0.7292324247816764,0.4865672,0.3961832733384366,101.74,634.334,736.074,158.868,960.688,1119.556,57.126,326.354,383.48,0.7292324247816764,9731.344,0.0009731344,736.128,0.0,0.0,0.3961832733384366,50870,317167,368037,191740,4865672,0.03,0.03,0.03,0,25,460,0,1,0,10,0,4,0,0,68.736,133,471
5300000,2026-01-19T17:13:46.343094,560797,50965,368701,192095,368739,0.7292392921157433,0.4874869,0.3961855777448696,101.93,635.472,737.402,159.138,962.456,1121.594,57.206,326.984,384.19,0.7292392921157433,9749.738,0.0009749738,737.478,0.0,0.0,0.3961855777448696,50965,317736,368701,192095,4874869,0.03,0.03,0.03,0,30,452,0,1,0,9,0,8,0,0,59.22,101,423
5310000,2026-01-19T17:13:49.508205,561850,51067,369393,192456,369405,0.7291181023571857,0.4884221,0.3961595136654523,102.134,636.652,738.786,159.468,964.232,1123.7,57.334,327.578,384.912,0.7291181023571857,9768.442,0.0009768442,738.81,0.0,0.0,0.3961595136654523,51067,318326,369393,192456,4884221,0.03,0.03,0.03,0,30,453,0,3,0,9,0,5,0,0,114.162,179,475
5320000,2026-01-19T17:13:52.677878,562879,51165,370075,192803,370053,0.7289596068391767,0.4893403,0.39613760447897456,102.33,637.82,740.15,159.778,965.98,1125.758,57.446,328.16,385.606,0.7289596068391767,9786.806,0.0009786806,740.106,0.0,0.0,0.39613760447897456,51165,318910,370075,192803,4893403,0.03,0.03,0.03,0,31,443,0,6,0,13,0,7,0,0,100.758,144,492
5330000,2026-01-19T17:13:55.828332,563906,51267,370746,193159,370716,0.7289050446874806,0.4902721,0.3961324363983503,102.534,638.958,741.492,160.082,967.73,1127.812,57.548,328.77,386.318,0.7289050446874806,9805.442,0.0009805442,741.432,0.0,0.0,0.3961324363983503,51267,319479,370746,193159,4902721,0.03,0.03,0.03,0,32,449,0,6,0,8,0,5,0,0,125.884,173,486
5340000,2026-01-19T17:13:58.991329,564932,51361,371423,193508,371387,0.7286986967999387,0.4911992,0.3961010366157594,102.722,640.124,742.846,160.38,969.484,1129.864,57.656,329.36,387.016,0.7286986967999387,9823.984,0.0009823984,742.774,0.0,0.0,0.3961010366157594,51361,320062,371423,193508,4911992,0.03,0.03,0.03,0,34,450,0,2,0,8,0,6,0,0,99.762,137,425
5350000,2026-01-19T17:14:02.134555,565941,51454,372079,193861,372040,0.728770107169549,0.4921334,0.3961230682830988,102.908,641.25,744.158,160.684,971.198,1131.882,57.774,329.948,387.722,0.728770107169549,9842.668,0.0009842668,744.08,0.0,0.0,0.3961230682830988,51454,320625,372079,193861,4921334,0.03,0.03,0.03,0,19,462,0,4,0,10,0,5,0,0,96.05,135,474
5360000,2026-01-19T17:14:05.300825,566984,51555,372774,194209,372704,0.7286292522353888,0.4930686,0.3960945901800453,103.11,642.438,745.548,160.99,972.978,1133.968,57.878,330.54,388.418,0.7286292522353888,9861.372,0.0009861372,745.408,0.0,0.0,0.3960945901800453,51555,321219,372774,194209,4930686,0.03,0.03,0.03,0,20,464,0,5,0,7,0,4,0,0,137.672,171,488
